,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
240,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,27.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,84.0,64.0,0,1,0.0,46.0,1.0,20181027144844.0,11077.0
241,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,27.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,84.0,64.0,0,1,0.0,38.0,1.0,20181027144852.0,11077.0
242,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,27.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,84.0,64.0,0,1,0.0,30.0,1.0,20181027144900.0,11077.0
243,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,27.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,84.0,64.0,0,1,0.0,28.0,1.0,20181027144900.0,11077.0
244,,,3.0,21.5,0.0,-21.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,^,1.0,6.0,7.0,28.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,86.0,64.0,0,1,0.0,26.0,1.0,20181027144904.0,11074^21077
245,,,3.0,21.5,0.0,-21.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,86.0,64.0,0,1,0.0,25.0,1.0,20181027144905.0,21077.0
246,,,3.0,21.5,0.0,-21.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,86.0,64.0,0,1,0.0,16.0,1.0,20181027144913.0,21077.0
247,,,3.0,21.5,0.0,-21.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,11.0,3,2,5.0,6.0,77.8,73.3,86.0,64.0,0,1,0.0,8.0,0.0,20181027144921.0,21077.0
248,,,3.0,21.5,0.0,-21.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,^,1.0,6.0,7.0,28.0,16.0,14.0,11.0,3,2,6.0,6.0,77.8,73.3,86.0,64.0,0,1,0.0,12.0,0.0,20181027144922.0,11086^21077
249,,,3.0,21.5,0.0,-21.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,1:2,1.0,6.0,7.0,28.0,16.0,14.0,11.0,3,2,6.0,6.0,77.8,73.3,86.0,64.0,0,1,0.0,12.0,0.0,20181027144928.0,21078.0
250,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,1:2^2:2,1.0,6.0,7.0,28.0,16.0,14.0,12.0,3,2,6.0,6.0,77.8,75.0,86.0,65.0,0,1,0.0,12.0,0.0,20181027144941.0,21079^21078
251,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,2:2^,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,12.0,0.0,20181027144952.0,21079^11077
252,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,2:2^,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,11.0,0.0,20181027145002.0,21079^11077
253,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,2.0,0.0,20181027145010.0,11077.0
254,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,0.0,0.0,20181027145012.0,11077.0
255,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,0.0,0.0,20181027145013.0,11077.0
256,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,0.0,0.0,20181027145015.0,11077.0
257,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,0.0,0.0,20181027145038.0,11077.0
258,,,3.0,20.5,0.0,-20.5,0.0,147.5,0.8695652173913043,147.5,0.8,1.0,4.0,,1.0,6.0,7.0,28.0,16.0,14.0,13.0,3,2,6.0,6.0,77.8,76.5,86.0,66.0,0,1,0.0,0.0,0.0,20181027145038.0,1084.0
