,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,25.5,0.8695652173913043,-25.5,0.8,152.5,0.8,152.5,0.8695652173913043,,,,11.0,5.0,16.0,17.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,52,0,1,6.0,7.0,0,20180922172002,21086
1,,,4.0,25.5,0.8695652173913043,-25.5,0.8,152.5,0.8,152.5,0.8695652173913043,,,,11.0,5.0,16.0,17.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,52,0,1,6.0,7.0,1.0,20180922172013.0,11077.0
2,,,4.0,24.5,0.8695652173913043,-24.5,0.8,151.5,0.9090909090909091,151.5,0.7692307692307693,,,,11.0,5.0,16.0,17.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,52,0,1,6.0,0.0,1.0,20180922172019.0,21077.0
3,,,4.0,24.5,0.8695652173913043,-24.5,0.8,151.5,0.8,151.5,0.8695652173913043,,,,11.0,5.0,16.0,17.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,52,0,1,5.0,51.0,1.0,20180922172027.0,21077.0
4,,,4.0,22.5,0.9090909090909091,-22.5,0.7692307692307693,153.5,0.8,153.5,0.8695652173913043,,,,11.0,5.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,54,0,1,5.0,50.0,1.0,20180922172029.0,21074.0
5,,,4.0,23.5,0.9090909090909091,-23.5,0.7692307692307693,153.5,0.8,153.5,0.8695652173913043,,,,11.0,5.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,54,0,1,5.0,49.0,1.0,20180922172031.0,11077.0
6,,,4.0,23.5,0.9090909090909091,-23.5,0.7692307692307693,152.5,0.8695652173913043,152.5,0.8,,,,11.0,5.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,54,0,1,5.0,40.0,1.0,20180922172039.0,11077.0
7,,,4.0,22.5,0.9090909090909091,-22.5,0.7692307692307693,152.5,0.8333333333333334,152.5,0.8333333333333334,,,,11.0,5.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,54,0,1,5.0,37.0,1.0,20180922172043.0,21077.0
8,,,4.0,20.5,0.7692307692307693,-20.5,0.9090909090909091,155.5,0.8,155.5,0.8695652173913043,,,,11.0,6.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,31.0,1.0,20180922172049.0,21075.0
9,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,155.5,0.7692307692307693,155.5,0.9090909090909091,,,,11.0,6.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,30.0,1.0,20180922172050.0,11077.0
10,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,155.5,0.7692307692307693,155.5,0.9090909090909091,,,,11.0,6.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,29.0,0.0,20180922172051.0,11077.0
11,44.0,5.0,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,155.5,0.7692307692307693,155.5,0.9090909090909091,,,,11.0,6.0,16.0,18.0,12.0,3.0,3.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,29.0,0.0,20180922172052.0,11081.0
12,44.0,5.0,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,155.5,0.7692307692307693,155.5,0.9090909090909091,,^,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,29.0,0.0,20180922172053.0,11077^11081
13,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,155.5,0.7692307692307693,155.5,0.9090909090909091,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,29.0,1.0,20180922172211.0,11077.0
14,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,154.5,0.8333333333333334,154.5,0.8333333333333334,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,20.0,1.0,20180922172219.0,11077.0
15,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,154.5,0.7142857142857143,154.5,1.0,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,12.0,1.0,20180922172228.0,11077.0
16,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,153.5,0.8695652173913043,153.5,0.8,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,8.0,1.0,20180922172232.0,11077.0
17,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,153.5,0.8695652173913043,153.5,0.8,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,8.0,0.0,20180922172232.0,11077.0
18,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,153.5,0.8695652173913043,153.5,0.8,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,8.0,1.0,20180922172251.0,11077.0
19,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,153.5,0.8333333333333334,153.5,0.8333333333333334,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,4.0,0.0,20180922172255.0,11077.0
20,,,4.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,153.5,0.8333333333333334,153.5,0.8333333333333334,,,,11.0,6.0,16.0,18.0,12.0,3.0,2.0,3.0,2.0,3.0,66.7,50.0,77,57,0,1,5.0,4.0,0.0,20180922172257.0,21086.0
