,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
82,,,Q3,3rd Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,26.0,3.0,^,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,8.0,0.0,0.0,20181028145600.0,11074^21077,0.07142857142857142,6.5
83,,,Q3,3rd Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,59.0,0.0,20181028145601.0,21077.0,0.07142857142857142,6.5
84,,,Q3,3rd Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,50.0,0.0,20181028145609.0,21077.0,0.07142857142857142,6.5
85,,,Q3,3rd Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,175.5,0.8695652173913043,175.5,0.8,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,42.0,0.0,20181028145617.0,21077.0,0.07142857142857142,6.5
86,,,Q3,3rd Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,175.5,0.8695652173913043,175.5,0.8,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,42.0,0.0,20181028145618.0,21077.0,0.07142857142857142,6.5
87,,,Q3,3rd Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,175.5,0.8695652173913043,175.5,0.8,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,42.0,1.0,20181028145629.0,21077.0,0.07142857142857142,6.5
88,,,Q3,3rd Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,175.5,0.8695652173913043,175.5,0.8,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,41.0,1.0,20181028145629.0,21077.0,0.07142857142857142,6.5
89,,,Q3,3rd Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,175.5,0.8695652173913043,175.5,0.8,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,41.0,1.0,20181028145630.0,11077.0,0.09090909090909091,5.75
90,,,Q3,3rd Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,175.5,0.8,175.5,0.8695652173913043,26.0,3.0,,3.0,8.0,14.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,43.0,54,0,1,7.0,32.0,1.0,20181028145638.0,11077.0,0.09090909090909091,5.75
91,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,176.5,0.8695652173913043,176.5,0.8,25.0,3.0,^,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,25.0,1.0,20181028145646.0,11074^21077,0.1111111111111111,5.0
92,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,176.5,0.8695652173913043,176.5,0.8,25.0,3.0,^,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,24.0,1.0,20181028145647.0,11074^21077,0.1111111111111111,5.0
93,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,176.5,0.8333333333333334,176.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,21.0,1.0,20181028145651.0,21077.0,0.1111111111111111,5.0
94,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,175.5,0.8695652173913043,175.5,0.8,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,12.0,1.0,20181028145659.0,21077.0,0.1111111111111111,5.0
95,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,175.5,0.8333333333333334,175.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,10.0,0.0,20181028145701.0,21077.0,0.1111111111111111,5.0
96,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,175.5,0.8333333333333334,175.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,10.0,1.0,20181028145708.0,21077.0,0.1111111111111111,5.0
97,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,175.5,0.8333333333333334,175.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,9.0,1.0,20181028145709.0,11077.0,0.13333333333333333,4.25
98,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,174.5,0.8695652173913043,174.5,0.8,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,7.0,0.0,1.0,20181028145717.0,11077.0,0.13333333333333333,4.25
99,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,174.5,0.8333333333333334,174.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,56.0,0.0,20181028145722.0,11077.0,0.13333333333333333,4.25
100,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,174.5,0.8333333333333334,174.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,56.0,1.0,20181028145731.0,11077.0,0.13333333333333333,4.25
101,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,174.5,0.8333333333333334,174.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,55.0,1.0,20181028145731.0,11077.0,0.13333333333333333,4.25
102,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,174.5,0.8333333333333334,174.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,55.0,1.0,20181028145732.0,21077.0,0.1111111111111111,5.0
103,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,173.5,0.8333333333333334,173.5,0.8333333333333334,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,46.0,1.0,20181028145740.0,21077.0,0.1111111111111111,5.0
104,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,172.5,0.8695652173913043,172.5,0.8,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,38.0,1.0,20181028145748.0,21077.0,0.1111111111111111,5.0
105,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,172.5,0.8695652173913043,172.5,0.8,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,36.0,1.0,20181028145751.0,21077.0,0.1111111111111111,5.0
106,,,Q3,3rd Quarter,-10.5,0.8,10.5,0.8695652173913043,172.5,0.8,172.5,0.8695652173913043,25.0,3.0,,3.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,45.0,54,0,1,6.0,28.0,1.0,20181028145759.0,21077.0,0.1111111111111111,5.0
107,,,Q3,3rd Quarter,-8.5,0.8695652173913043,8.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,25.0,3.0,^,4.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,54,0,1,6.0,27.0,1.0,20181028145759.0,11075^21077,0.2,3.3
108,,,Q3,3rd Quarter,-8.5,0.8695652173913043,8.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,25.0,3.0,,4.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,54,0,1,6.0,27.0,1.0,20181028145800.0,21077.0,0.2,3.3
109,,,Q3,3rd Quarter,-8.5,0.8695652173913043,8.5,0.8,174.5,0.8695652173913043,174.5,0.8,25.0,3.0,,4.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,54,0,1,6.0,18.0,1.0,20181028145808.0,21077.0,0.2,3.3
110,,,Q3,3rd Quarter,-8.5,0.8695652173913043,8.5,0.8,174.5,0.8,174.5,0.8695652173913043,25.0,3.0,,4.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,54,0,1,6.0,10.0,1.0,20181028145817.0,21077.0,0.18181818181818182,3.4
111,,,Q3,3rd Quarter,-7.5,0.8695652173913043,7.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,25.0,3.0,,4.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,54,0,1,6.0,2.0,1.0,20181028145825.0,11077.0,0.23529411764705882,2.85
112,,,Q3,3rd Quarter,-7.5,0.8695652173913043,7.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,25.0,3.0,,4.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,54,0,1,6.0,1.0,1.0,20181028145825.0,11077.0,0.23529411764705882,2.85
113,,,Q3,3rd Quarter,-8.5,0.8695652173913043,8.5,0.8,173.5,0.8,173.5,0.8695652173913043,25.0,3.0,,4.0,8.0,15.0,13.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,54,0,1,5.0,59.0,1.0,20181028145827.0,21077.0,0.18181818181818182,3.4
114,,,Q3,3rd Quarter,-8.5,0.8,8.5,0.8695652173913043,175.5,0.8,175.5,0.8695652173913043,25.0,3.0,^,4.0,8.0,15.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,56,0,1,5.0,54.0,1.0,20181028145832.0,21074^11077,0.16666666666666666,3.5
115,,,Q3,3rd Quarter,-8.5,0.8,8.5,0.8695652173913043,174.5,0.8695652173913043,174.5,0.8,25.0,3.0,,4.0,8.0,15.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,56,0,1,5.0,52.0,1.0,20181028145834.0,11077.0,0.16666666666666666,3.5
116,,,Q3,3rd Quarter,-8.5,0.8,8.5,0.8695652173913043,174.5,0.8,174.5,0.8695652173913043,25.0,3.0,,4.0,8.0,15.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,56,0,1,5.0,43.0,1.0,20181028145843.0,11077.0,0.16666666666666666,3.5
117,,,Q3,3rd Quarter,-8.5,0.8,8.5,0.8695652173913043,173.5,0.8333333333333334,173.5,0.8333333333333334,25.0,3.0,,4.0,8.0,15.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,56,0,1,5.0,35.0,1.0,20181028145851.0,11077.0,0.15384615384615385,3.75
118,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,173.5,0.8333333333333334,173.5,0.8333333333333334,25.0,3.0,,4.0,8.0,15.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,56,0,1,5.0,35.0,1.0,20181028145851.0,21077.0,0.125,4.5
119,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,173.5,0.8333333333333334,173.5,0.8333333333333334,25.0,3.0,,4.0,8.0,15.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,56,0,1,5.0,26.0,1.0,20181028145900.0,21077.0,0.125,4.5
120,,,Q3,3rd Quarter,-9.5,0.8,9.5,0.8695652173913043,173.5,0.8,173.5,0.8695652173913043,25.0,3.0,,4.0,8.0,15.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,48.0,56,0,1,5.0,18.0,1.0,20181028145908.0,21077.0,0.125,4.5
121,,,Q3,3rd Quarter,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8,174.5,0.8695652173913043,24.0,3.0,^,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,50.0,56,0,1,5.0,16.0,1.0,20181028145910.0,11074^21077,0.18181818181818182,3.4
122,,,Q3,3rd Quarter,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8,174.5,0.8695652173913043,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,50.0,56,0,1,5.0,16.0,1.0,20181028145911.0,21077.0,0.18181818181818182,3.4
123,,,Q3,3rd Quarter,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8,174.5,0.8695652173913043,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,1.0,100.0,100.0,50.0,56,0,1,5.0,16.0,0.0,20181028145920.0,21077.0,0.18181818181818182,3.4
124,,,Q3,3rd Quarter,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8,174.5,0.8695652173913043,24.0,3.0,^,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,100.0,100.0,50.0,56,0,1,5.0,16.0,0.0,20181028145939.0,21086^11077,0.18181818181818182,3.4
125,,,Q3,3rd Quarter,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8,174.5,0.8695652173913043,24.0,3.0,1:1,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,100.0,100.0,50.0,56,0,1,5.0,16.0,0.0,20181028145939.0,11078.0,0.18181818181818182,3.4
126,,,Q3,3rd Quarter,-8.5,0.9090909090909091,8.5,0.7692307692307693,173.5,0.8333333333333334,173.5,0.8333333333333334,24.0,3.0,1:1^,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,5.0,16.0,1.0,20181028145954.0,11080^21077,0.18181818181818182,3.4
127,,,Q3,3rd Quarter,-8.5,0.9090909090909091,8.5,0.7692307692307693,172.5,0.8333333333333334,172.5,0.8333333333333334,24.0,3.0,1:1^,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,58.0,1.0,20181028150002.0,11080^21077,0.18181818181818182,3.4
128,,,Q3,3rd Quarter,-8.5,0.9090909090909091,8.5,0.7692307692307693,172.5,0.8333333333333334,172.5,0.8333333333333334,24.0,3.0,1:1^,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,53.0,1.0,20181028150007.0,11080^21077,0.18181818181818182,3.4
129,,,Q3,3rd Quarter,-7.5,0.8695652173913043,7.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,5.0,6.0,1.0,20181028150008.0,11077.0,0.2222222222222222,3.0
130,,,Q3,3rd Quarter,-7.5,0.8695652173913043,7.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,57.0,1.0,20181028150016.0,11077.0,0.2222222222222222,3.0
131,,,Q3,3rd Quarter,-7.5,0.9090909090909091,7.5,0.7692307692307693,172.5,0.8,172.5,0.8695652173913043,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,49.0,1.0,20181028150024.0,11077.0,0.2222222222222222,3.0
132,,,Q3,3rd Quarter,-8.5,0.9090909090909091,8.5,0.7692307692307693,171.5,0.8695652173913043,171.5,0.8,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,49.0,1.0,20181028150025.0,21077.0,0.18181818181818182,3.4
133,,,Q3,3rd Quarter,-8.5,0.9090909090909091,8.5,0.7692307692307693,171.5,0.8695652173913043,171.5,0.8,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,48.0,1.0,20181028150025.0,21077.0,0.18181818181818182,3.4
134,,,Q3,3rd Quarter,-7.5,0.7692307692307693,7.5,0.9090909090909091,171.5,0.8333333333333334,171.5,0.8333333333333334,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,40.0,1.0,20181028150033.0,21077.0,0.18181818181818182,3.4
135,,,Q3,3rd Quarter,-7.5,0.7692307692307693,7.5,0.9090909090909091,170.5,0.8333333333333334,170.5,0.8333333333333334,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,31.0,1.0,20181028150042.0,21077.0,0.18181818181818182,3.4
136,,,Q3,3rd Quarter,-7.5,0.9090909090909091,7.5,0.7692307692307693,169.5,0.8695652173913043,169.5,0.8,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,24.0,1.0,20181028150050.0,11077.0,0.2222222222222222,3.0
137,,,Q3,3rd Quarter,-7.5,0.9090909090909091,7.5,0.7692307692307693,169.5,0.8695652173913043,169.5,0.8,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,23.0,1.0,20181028150050.0,11077.0,0.2222222222222222,3.0
138,,,Q3,3rd Quarter,-6.5,0.7692307692307693,6.5,0.9090909090909091,169.5,0.8,169.5,0.8695652173913043,24.0,3.0,,4.0,8.0,16.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,50.0,56,0,1,4.0,15.0,1.0,20181028150058.0,11077.0,0.2222222222222222,3.0
139,,,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,170.5,0.8695652173913043,170.5,0.8,24.0,3.0,^,4.0,8.0,17.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,52.0,56,0,1,4.0,8.0,1.0,20181028150106.0,11074^21077,0.26666666666666666,2.65
140,,,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,170.5,0.8695652173913043,170.5,0.8,24.0,3.0,^,4.0,8.0,17.0,14.0,6.0,5.0,1.0,5.0,0.0,2.0,85.7,100.0,52.0,56,0,1,4.0,7.0,0.0,20181028150107.0,11074^21077,0.26666666666666666,2.65
141,44.0,5.0,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,170.5,0.8695652173913043,170.5,0.8,24.0,3.0,,4.0,8.0,17.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,52.0,56,0,1,4.0,7.0,0.0,20181028150118.0,21081.0,0.26666666666666666,2.65
142,,,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,170.5,0.8695652173913043,170.5,0.8,24.0,3.0,,4.0,8.0,17.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,52.0,56,0,1,4.0,7.0,1.0,20181028150239.0,21077.0,0.26666666666666666,2.65
143,,,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,170.5,0.8695652173913043,170.5,0.8,24.0,3.0,,4.0,8.0,17.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,52.0,56,0,1,4.0,6.0,1.0,20181028150239.0,21077.0,0.26666666666666666,2.65
144,,,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,170.5,0.8333333333333334,170.5,0.8333333333333334,24.0,3.0,,4.0,8.0,17.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,52.0,56,0,1,4.0,6.0,1.0,20181028150240.0,21077.0,0.26666666666666666,2.65
145,,,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,170.5,0.8333333333333334,170.5,0.8333333333333334,24.0,3.0,,4.0,8.0,17.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,52.0,56,0,1,3.0,57.0,1.0,20181028150248.0,21077.0,0.26666666666666666,2.65
146,,,Q3,3rd Quarter,-6.5,0.8695652173913043,6.5,0.8,169.5,0.8333333333333334,169.5,0.8333333333333334,24.0,3.0,,4.0,8.0,17.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,52.0,56,0,1,3.0,49.0,1.0,20181028150256.0,21077.0,0.26666666666666666,2.65
147,,,Q3,3rd Quarter,-5.5,0.8695652173913043,5.5,0.8,169.5,0.8333333333333334,169.5,0.8333333333333334,24.0,3.0,,4.0,8.0,17.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,52.0,56,0,1,3.0,49.0,1.0,20181028150257.0,11077.0,0.3125,2.3
148,,,Q3,3rd Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,171.5,0.8333333333333334,171.5,0.8333333333333334,24.0,3.0,^,4.0,8.0,18.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,54.0,56,0,1,3.0,46.0,1.0,20181028150300.0,11074^21077,0.37037037037037035,1.95
149,,,Q3,3rd Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,171.5,0.8333333333333334,171.5,0.8333333333333334,24.0,3.0,,4.0,8.0,18.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,54.0,56,0,1,3.0,45.0,1.0,20181028150301.0,21077.0,0.37037037037037035,1.95
150,,,Q3,3rd Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,170.5,0.8333333333333334,170.5,0.8333333333333334,24.0,3.0,,4.0,8.0,18.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,54.0,56,0,1,3.0,36.0,1.0,20181028150309.0,21077.0,0.37037037037037035,1.95
151,,,Q3,3rd Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,170.5,0.8,170.5,0.8695652173913043,24.0,3.0,,4.0,8.0,18.0,14.0,6.0,5.0,1.0,4.0,0.0,2.0,85.7,100.0,54.0,56,0,1,3.0,28.0,0.0,20181028150317.0,21077.0,0.37037037037037035,1.95
152,,,Q3,3rd Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,170.5,0.8,170.5,0.8695652173913043,24.0,3.0,^,4.0,8.0,18.0,14.0,6.0,5.0,1.0,4.0,1.0,2.0,85.7,100.0,54.0,56,0,1,3.0,29.0,0.0,20181028150331.0,11086^21077,0.37037037037037035,1.95
153,,,Q3,3rd Quarter,-4.5,0.8,4.5,0.8695652173913043,171.5,0.8333333333333334,171.5,0.8333333333333334,24.0,3.0,1:2,4.0,8.0,18.0,14.0,6.0,5.0,1.0,4.0,1.0,2.0,85.7,100.0,54.0,56,0,1,3.0,29.0,0.0,20181028150332.0,21078.0,0.35714285714285715,2.05
154,,,Q3,3rd Quarter,-4.5,0.7692307692307693,4.5,0.9090909090909091,171.5,0.8695652173913043,171.5,0.8,24.0,3.0,1:2^2:2,4.0,8.0,18.0,14.0,6.0,6.0,1.0,4.0,1.0,2.0,85.7,100.0,54.0,57,0,1,3.0,29.0,0.0,20181028150347.0,21079^21078,0.3333333333333333,2.25
155,,,Q3,3rd Quarter,-5.5,0.8695652173913043,5.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,24.0,3.0,2:2^,4.0,8.0,18.0,14.0,6.0,7.0,1.0,4.0,1.0,2.0,85.7,100.0,54.0,58,0,1,3.0,29.0,0.0,20181028150403.0,21079^11077,0.3125,2.3
156,,,Q3,3rd Quarter,-5.5,0.8695652173913043,5.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,24.0,3.0,2:2^,4.0,8.0,18.0,14.0,6.0,7.0,1.0,4.0,1.0,2.0,85.7,100.0,54.0,58,0,1,3.0,29.0,0.0,20181028150436.0,21079^11077,0.3125,2.3
157,,,Q3,3rd Quarter,-5.5,0.8695652173913043,5.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,24.0,3.0,2:2^,4.0,8.0,18.0,14.0,6.0,7.0,1.0,4.0,1.0,2.0,85.7,100.0,54.0,58,0,1,3.0,29.0,0.0,20181028150508.0,21079^11077,0.3125,2.3
158,,,Q3,3rd Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,172.5,0.8695652173913043,172.5,0.8,24.0,3.0,1:1,4.0,8.0,18.0,14.0,6.0,7.0,1.0,4.0,1.0,2.0,85.7,100.0,54.0,58,0,1,3.0,29.0,0.0,20181028150511.0,11078.0,0.30303030303030304,2.4
159,,,Q3,3rd Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,173.5,0.8333333333333334,173.5,0.8333333333333334,22.0,3.0,1:1^,4.0,8.0,18.0,14.0,7.0,7.0,1.0,4.0,1.0,2.0,87.5,100.0,55.0,58,0,1,3.0,29.0,0.0,20181028150513.0,11079^21077,0.3125,2.3
160,,,Q3,3rd Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,173.5,0.8333333333333334,173.5,0.8333333333333334,22.0,3.0,1:1^,4.0,8.0,18.0,14.0,7.0,7.0,1.0,4.0,1.0,2.0,87.5,100.0,55.0,58,0,1,3.0,28.0,0.0,20181028150513.0,11079^21077,0.3125,2.3
161,,,Q3,3rd Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,173.5,0.8333333333333334,173.5,0.8333333333333334,22.0,3.0,1:1^,4.0,8.0,18.0,14.0,7.0,7.0,1.0,4.0,1.0,2.0,87.5,100.0,55.0,58,0,1,3.0,28.0,0.0,20181028150516.0,11079^21077,0.3125,2.3
162,,,Q3,3rd Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,173.5,0.8333333333333334,173.5,0.8333333333333334,22.0,3.0,1:1^,4.0,8.0,18.0,14.0,7.0,7.0,1.0,4.0,1.0,2.0,87.5,100.0,55.0,58,0,1,3.0,27.0,0.0,20181028150533.0,11079^21077,0.3125,2.3
