,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS
0,,,,,34.5,0.83,-34.5,0.83,134.5,0.83,134.5,0.83,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717182114,,
1,,,,,34.5,0.83,-34.5,0.83,134.5,0.83,134.5,0.83,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717183101.0,,
2,,,,,34.5,0.83,-34.5,0.83,134.5,0.83,134.5,0.83,,,,,,,,,,,,,,,0.0,1,10.0,1~GD,0.0,0,20180717183101.0,,
3,,,,,34.5,0.83,-34.5,0.83,134.5,0.83,134.5,0.83,,,,,,,,,,,,,,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180717183102.0,,
4,,,,,34.5,0.83,-34.5,0.83,134.5,0.83,134.5,0.83,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180717183102.0,1087.0,
5,,,,,34.5,0.83,-34.5,0.83,134.5,0.83,134.5,0.83,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,58.0,1.0,20180717183104.0,1087.0,
6,,,,,34.5,0.83,-34.5,0.83,133.5,0.83,134.5,0.83,133.5,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,58.0,1.0,20180717183104.0,11077.0,
7,,,,,34.5,0.83,-34.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,50.0,1.0,20180717183112.0,11077.0,
8,,,,,34.5,0.83,-34.5,0.83,135.5,0.87,133.5,0.8,135.5,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,50.0,1.0,20180717183112.0,11077.0,
9,,,,,34.5,0.83,-34.5,0.83,135.5,0.87,135.5,0.8,135.5,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,44.0,1.0,20180717183118.0,11077.0,
10,,,,,35.5,0.87,-35.5,0.83,135.5,0.87,135.5,0.8,35.5,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,44.0,1.0,20180717183118.0,11077.0,
11,,,,,35.5,0.87,-35.5,0.8,135.5,0.83,135.5,0.83,-35.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,40.0,1.0,20180717183121.0,11074.0,
12,,,,,35.5,0.83,-35.5,0.83,135.5,0.8,135.5,0.83,-35.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,40.0,1.0,20180717183121.0,21077.0,
13,,,,,35.5,0.83,-35.5,0.83,135.5,0.8,135.5,0.87,-35.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,32.0,1.0,20180717183129.0,21077.0,
14,,,,,35.5,0.83,-35.5,0.83,135.5,0.8,135.5,0.87,-35.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,32.0,1.0,20180717183129.0,21077.0,
15,,,,,35.5,0.83,-35.5,0.83,134.5,0.83,135.5,0.83,134.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,27.0,1.0,20180717183135.0,21077.0,
16,,,,,35.5,0.83,-35.5,0.83,134.5,0.83,134.5,0.83,134.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,27.0,1.0,20180717183135.0,11077.0,
17,,,,,35.5,0.83,-35.5,0.83,134.5,0.83,134.5,0.83,134.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,25.0,1.0,20180717183136.0,11077.0,
18,,,,,35.5,0.83,-35.5,0.83,136.5,0.83,134.5,0.83,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,25.0,1.0,20180717183136.0,21077.0,
19,,,,,35.5,0.83,-35.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180717183140.0,21077.0,
20,,,,,33.5,0.87,-33.5,0.83,136.5,0.83,136.5,0.83,33.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180717183140.0,21077.0,
21,,,,,33.5,0.87,-33.5,0.8,136.5,0.83,136.5,0.83,-33.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,18.0,1.0,20180717183143.0,21074.0,
22,,,,,33.5,0.87,-33.5,0.8,135.5,0.87,136.5,0.8,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,18.0,1.0,20180717183143.0,11077.0,
23,,,,,33.5,0.87,-33.5,0.8,135.5,0.87,135.5,0.8,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,10.0,1.0,20180717183151.0,11077.0,
24,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,10.0,1.0,20180717183151.0,11077.0,
25,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183159.0,11077.0,
26,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183159.0,11077.0,
27,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183200.0,11077.0,
28,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183200.0,11077.0,
29,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183206.0,11077.0,
30,,,,,33.5,0.83,-33.5,0.83,136.5,0.83,135.5,0.83,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183206.0,21086.0,
31,,,,,33.5,0.83,-33.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183216.0,21086.0,
32,,,,,34.5,0.83,-34.5,0.83,136.5,0.83,136.5,0.83,34.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183216.0,21086.0,
33,,,,,34.5,0.83,-34.5,0.83,136.5,0.83,136.5,0.83,-34.5,,1:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183217.0,11078.0,
34,,,,,34.5,0.83,-34.5,0.83,135.5,0.87,136.5,0.83,135.5,,1:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183217.0,11078.0,
35,,,,,34.5,0.83,-34.5,0.83,135.5,0.87,135.5,0.8,135.5,,1:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183226.0,11078.0,
36,,,,,34.5,0.83,-34.5,0.83,135.5,0.83,135.5,0.83,135.5,,1:2^2:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,0.0,20180717183226.0,11080^11078,
37,,,,,34.5,0.83,-34.5,0.83,135.5,0.83,135.5,0.83,135.5,,1:2^2:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183235.0,11080^11078,
38,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,33.5,,1:2^2:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183235.0,11080^11078,
39,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,-33.5,,2:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183237.0,11080.0,
40,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,-33.5,,2:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183237.0,11080.0,
41,,,,,33.5,0.83,-33.5,0.83,135.5,0.83,135.5,0.83,-33.5,,2:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183238.0,11080.0,
42,,,,,33.5,0.83,-33.5,0.83,134.5,0.83,135.5,0.83,134.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180717183238.0,21077.0,
43,,,,,33.5,0.83,-33.5,0.83,134.5,0.83,134.5,0.83,134.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,8.0,1~GD,54.0,1.0,20180717183239.0,21077.0,
44,,,,,33.5,0.83,-33.5,0.83,134.5,0.83,134.5,0.83,134.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,8.0,1~GD,54.0,1.0,20180717183239.0,21077.0,
45,,,,,33.5,0.83,-33.5,0.83,134.5,0.83,134.5,0.83,134.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,8.0,1~GD,46.0,1.0,20180717183248.0,21077.0,
46,,,,,33.5,0.83,-33.5,0.83,136.5,0.83,134.5,0.83,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,8.0,1~GD,46.0,1.0,20180717183248.0,21077.0,
47,,,,,33.5,0.83,-33.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,40.0,1.0,20180717183253.0,21077.0,
48,,,,,31.5,0.83,-31.5,0.83,136.5,0.83,136.5,0.83,31.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,40.0,1.0,20180717183253.0,21077.0,
49,,,,,31.5,0.83,-31.5,0.83,136.5,0.8,136.5,0.87,-31.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,36.0,1.0,20180717183257.0,21074.0,
50,,,,,31.5,0.83,-31.5,0.83,136.5,0.8,136.5,0.87,-31.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,36.0,1.0,20180717183257.0,11077.0,
51,,,,,31.5,0.83,-31.5,0.83,136.5,0.8,136.5,0.87,-31.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,35.0,1.0,20180717183258.0,11077.0,
52,,,,,37.5,0.83,-37.5,0.83,136.5,0.8,136.5,0.87,37.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,35.0,1.0,20180717183258.0,11077.0,
53,,,,,37.5,0.83,-37.5,0.83,136.5,0.83,136.5,0.87,-37.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,35.0,1.0,20180717183258.0,11077.0,
54,,,,,37.5,0.83,-37.5,0.83,135.5,0.83,136.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,35.0,1.0,20180717183258.0,11077.0,
55,,,,,37.5,0.83,-37.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,26.0,1.0,20180717183307.0,11077.0,
56,,,,,37.5,0.83,-37.5,0.83,135.5,0.8,135.5,0.87,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,26.0,1.0,20180717183307.0,11077.0,
57,,,,,37.5,0.83,-37.5,0.83,135.5,0.8,135.5,0.87,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183311.0,11077.0,
58,,,,,37.5,0.83,-37.5,0.83,135.5,0.8,135.5,0.87,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183311.0,11077.0,
59,,,,,37.5,0.83,-37.5,0.83,135.5,0.8,135.5,0.87,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183313.0,11077.0,
60,,,,,37.5,0.83,-37.5,0.83,135.5,0.8,135.5,0.87,135.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183313.0,21086.0,
61,,,,,37.5,0.83,-37.5,0.83,136.5,0.8,135.5,0.87,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183317.0,21086.0,
62,,,,,38.5,0.83,-37.5,0.83,136.5,0.8,136.5,0.87,136.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183317.0,21086.0,
63,,,,,38.5,0.83,-38.5,0.83,136.5,0.8,136.5,0.87,38.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183317.0,21086.0,
64,,,,,38.5,0.83,-38.5,0.83,136.5,0.87,136.5,0.8,-38.5,,1:2,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183333.0,11078.0,
65,,,,,38.5,0.83,-38.5,0.83,137.5,0.83,136.5,0.83,137.5,,1:2^2:2,0.0,0.0,1.0,1.0,5.0,0.0,33.3,3.0,4.0,3.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183333.0,11079^11078,
66,,,,,38.5,0.83,-38.5,0.83,137.5,0.83,137.5,0.83,137.5,,1:2^2:2,0.0,0.0,1.0,1.0,5.0,0.0,33.3,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183346.0,11079^11078,
67,,,,,38.5,0.87,-38.5,0.8,137.5,0.83,137.5,0.83,137.5,,2:2,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,22.0,0.0,20180717183346.0,11079.0,
68,,,,,38.5,0.87,-38.5,0.8,137.5,0.83,137.5,0.83,137.5,,2:2,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,22.0,1.0,20180717183348.0,11079.0,
69,,,,,38.5,0.83,-38.5,0.83,137.5,0.8,137.5,0.87,137.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,22.0,1.0,20180717183348.0,21077.0,
70,,,,,38.5,0.83,-38.5,0.83,137.5,0.8,137.5,0.87,137.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,14.0,1.0,20180717183356.0,21077.0,
71,,,,,38.5,0.83,-38.5,0.83,137.5,0.8,137.5,0.87,137.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,14.0,1.0,20180717183356.0,21077.0,
72,,,,,38.5,0.83,-38.5,0.83,136.5,0.83,137.5,0.83,136.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,6.0,1.0,20180717183405.0,21077.0,
73,,,,,38.5,0.83,-38.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,6.0,1.0,20180717183405.0,21077.0,
74,,,,,38.5,0.83,-38.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,4.0,1.0,20180717183406.0,21077.0,
75,,,,,38.5,0.83,-38.5,0.83,135.5,0.83,136.5,0.83,135.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,8.0,1~GD,4.0,1.0,20180717183406.0,11077.0,
76,,,,,38.5,0.83,-38.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,7.0,1~GD,56.0,1.0,20180717183414.0,11077.0,
77,,,,,38.5,0.83,-38.5,0.83,138.5,0.83,135.5,0.83,138.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,4.0,4.0,4.0,0.0,0.0,1,7.0,1~GD,56.0,1.0,20180717183414.0,11077.0,
78,,,,,38.5,0.83,-38.5,0.83,138.5,0.83,138.5,0.83,138.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,55.0,1.0,20180717183415.0,11077.0,
79,,,,,40.5,0.8,-40.5,0.83,138.5,0.83,138.5,0.83,40.5,,,0.0,0.0,1.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,55.0,1.0,20180717183415.0,11077.0,
80,,,,,40.5,0.8,-40.5,0.87,138.5,0.87,138.5,0.83,-40.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,55.0,1.0,20180717183415.0,11074.0,
81,,,,,40.5,0.8,-40.5,0.87,137.5,0.87,138.5,0.8,137.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,55.0,1.0,20180717183415.0,11074.0,
82,,,,,40.5,0.8,-40.5,0.87,137.5,0.87,137.5,0.8,137.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,51.0,1.0,20180717183419.0,11074.0,
83,,,,,39.5,0.83,-39.5,0.87,137.5,0.87,137.5,0.8,39.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,51.0,1.0,20180717183419.0,11074.0,
84,,,,,39.5,0.83,-39.5,0.83,137.5,0.83,137.5,0.83,-39.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,43.0,1.0,20180717183427.0,21077.0,
85,,,,,39.5,0.83,-39.5,0.83,137.5,0.83,137.5,0.83,-39.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,43.0,1.0,20180717183427.0,21077.0,
86,,,,,39.5,0.83,-39.5,0.83,137.5,0.8,137.5,0.87,-39.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180717183430.0,21077.0,
87,,,,,39.5,0.83,-39.5,0.83,136.5,0.83,137.5,0.83,136.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180717183430.0,11077.0,
88,,,,,39.5,0.83,-39.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,32.0,1.0,20180717183438.0,11077.0,
89,,,,,39.5,0.83,-39.5,0.83,136.5,0.8,136.5,0.83,136.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,32.0,1.0,20180717183438.0,21077.0,
90,,,,,39.5,0.83,-39.5,0.83,136.5,0.8,136.5,0.87,136.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,24.0,1.0,20180717183446.0,21077.0,
91,,,,,39.5,0.83,-39.5,0.83,139.5,0.83,136.5,0.83,139.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,4.0,6.0,0.0,0.0,1,7.0,1~GD,24.0,1.0,20180717183446.0,21077.0,
92,,,,,39.5,0.83,-39.5,0.83,139.5,0.83,139.5,0.83,139.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180717183449.0,21077.0,
93,,,,,36.5,0.83,-36.5,0.83,139.5,0.83,139.5,0.83,36.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180717183449.0,21077.0,
94,,,,,36.5,0.83,-36.5,0.83,139.5,0.83,139.5,0.83,-36.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,19.0,1.0,20180717183451.0,21075.0,
95,,,,,40.5,0.83,-40.5,0.83,139.5,0.83,139.5,0.83,40.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,19.0,1.0,20180717183451.0,21075.0,
96,,,,,40.5,0.83,-40.5,0.83,139.5,0.83,139.5,0.83,-40.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,16.0,1.0,20180717183453.0,21075.0,
97,,,,,40.5,0.83,-40.5,0.83,138.5,0.83,139.5,0.83,138.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,16.0,1.0,20180717183453.0,11077.0,
98,,,,,40.5,0.83,-40.5,0.83,138.5,0.83,138.5,0.83,138.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,6.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,8.0,1.0,20180717183502.0,11077.0,
99,,,,,40.5,0.83,-40.5,0.83,138.5,0.83,138.5,0.83,138.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,8.0,7.0,6.0,0.0,0.0,1,7.0,1~GD,8.0,1.0,20180717183502.0,11077.0,
100,,,,,40.5,0.83,-40.5,0.83,141.5,0.8,138.5,0.87,141.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,7.0,1~GD,7.0,1.0,20180717183502.0,11077.0,
101,,,,,42.5,0.83,-40.5,0.83,141.5,0.8,141.5,0.87,141.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,7.0,1~GD,7.0,1.0,20180717183502.0,11077.0,
102,,,,,42.5,0.83,-42.5,0.83,141.5,0.8,141.5,0.87,42.5,,,0.0,0.0,2.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,7.0,1~GD,7.0,1.0,20180717183502.0,11077.0,
103,,,,,42.5,0.83,-42.5,0.83,141.5,0.87,141.5,0.87,-42.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,7.0,1~GD,7.0,1.0,20180717183502.0,11074.0,
104,,,,,42.5,0.83,-42.5,0.83,140.5,0.87,141.5,0.8,140.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,7.0,1~GD,7.0,1.0,20180717183502.0,11074.0,
105,,,,,42.5,0.83,-42.5,0.83,140.5,0.87,140.5,0.8,140.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,7.0,1~GD,4.0,1.0,20180717183506.0,11074.0,
106,,,,,41.5,0.83,-41.5,0.83,140.5,0.87,140.5,0.8,41.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,7.0,1~GD,4.0,1.0,20180717183506.0,21077.0,
107,,,,,41.5,0.83,-41.5,0.83,140.5,0.83,140.5,0.83,-41.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,6.0,1~GD,56.0,1.0,20180717183514.0,21077.0,
108,,,,,41.5,0.83,-41.5,0.83,139.5,0.83,140.5,0.83,139.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,6.0,1~GD,56.0,1.0,20180717183514.0,21077.0,
109,,,,,41.5,0.83,-41.5,0.83,139.5,0.83,139.5,0.83,139.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,6.0,1~GD,48.0,1.0,20180717183522.0,21077.0,
110,,,,,41.5,0.83,-41.5,0.83,139.5,0.83,139.5,0.83,139.5,,,0.0,0.0,3.0,2.0,5.0,0.0,50.0,8.0,7.0,8.0,0.0,0.0,1,6.0,1~GD,48.0,1.0,20180717183522.0,21077.0,
