,ED,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,1.0,0,20180918155800,21077
1,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,1.0,1.0,20180918160009.0,21077
2,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,2.0,1.0,20180918160010.0,21077
3,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,1.0,1.0,20180918160011.0,11077.0
4,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,0.0,0.0,20180918160051.0,11077.0
5,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,0.0,0.0,20180918160051.0,1084.0
6,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,0.0,0.0,20180918160051.0,1084.0
7,,6,8,18,16,14,14,1,-2,3,6,50.0,63.6,68,70,0,1,0,0.0,0.0,20180918160051.0,1084.0
