,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,13.5,0.83,-13.5,0.83,172.5,0.83,172.5,0.83,,,,,,,8,,5,,9,,4,,2,,100.0,,43,,0.0,1,2.0,0.0,0,20180721020827,21081,0.0,0.0
1,,,,,13.5,0.83,-13.5,0.83,172.5,0.83,172.5,0.83,,,,,,,8,,5,,9,,4,,2,,100.0,,43,,0.0,1,2.0,0.0,1.0,20180721020948.0,21081,0.0,0.0
2,,,,,13.5,0.83,-13.5,0.83,171.5,0.83,172.5,0.83,171.5,,,,,,8,,5,,9,,4,,2,,100.0,,43,,0.0,1,2.0,0.0,1.0,20180721020948.0,21077.0,0.0,0.0
3,,,,,13.5,0.83,-13.5,0.83,171.5,0.83,171.5,0.83,171.5,,,,,,8,,5,,9,,4,,2,,100.0,,43,,0.0,1,1.0,52.0,1.0,20180721020956.0,21077.0,0.0,0.0
4,,,,,13.5,0.83,-13.5,0.83,174.5,0.8,171.5,0.83,174.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,,0.0,1,1.0,52.0,1.0,20180721020956.0,21077.0,0.0,0.0
5,,,,,13.5,0.83,-13.5,0.83,174.5,0.8,174.5,0.87,174.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,50.0,1.0,20180721020958.0,21077.0,0.0,0.0
6,,,,,12.5,0.83,-12.5,0.83,174.5,0.8,174.5,0.87,12.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,50.0,1.0,20180721020958.0,21077.0,0.0,0.0
7,,,,,12.5,0.83,-12.5,0.83,174.5,0.8,174.5,0.87,-12.5,,0.0,^,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,50.0,1.0,20180721020958.0,21074^11077,0.0,0.0
8,,,,,12.5,0.83,-12.5,0.83,173.5,0.83,174.5,0.83,173.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,50.0,1.0,20180721020958.0,11077.0,0.0,0.0
9,,,,,12.5,0.83,-12.5,0.83,173.5,0.83,173.5,0.83,173.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,42.0,1.0,20180721021006.0,11077.0,0.0,0.0
10,,,,,12.5,0.83,-12.5,0.83,172.5,0.83,173.5,0.83,172.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,42.0,1.0,20180721021006.0,11077.0,0.0,0.0
11,,,,,12.5,0.83,-12.5,0.83,172.5,0.83,172.5,0.83,172.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,35.0,1.0,20180721021013.0,11077.0,0.0,0.0
12,,,,,11.5,0.87,-11.5,0.83,172.5,0.83,172.5,0.83,11.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,35.0,1.0,20180721021013.0,21077.0,0.0,0.0
13,,,,,11.5,0.87,-11.5,0.8,172.5,0.83,172.5,0.83,-11.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,35.0,1.0,20180721021015.0,21077.0,0.0,0.0
14,,,,,11.5,0.87,-11.5,0.8,171.5,0.83,172.5,0.83,171.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,35.0,1.0,20180721021015.0,21077.0,0.0,0.0
15,,,,,11.5,0.87,-11.5,0.8,171.5,0.83,171.5,0.83,171.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,24.0,1.0,20180721021023.0,21077.0,0.0,0.0
16,,,,,11.5,0.87,-11.5,0.8,171.5,0.83,171.5,0.83,171.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,24.0,1.0,20180721021023.0,21095.0,0.0,0.0
17,,,,,11.5,0.87,-11.5,0.8,171.5,0.83,171.5,0.83,171.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,24.0,1.0,20180721021024.0,21095.0,0.0,0.0
18,,,,,11.5,0.87,-11.5,0.8,171.5,0.83,171.5,0.83,171.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,24.0,1.0,20180721021024.0,21095.0,0.0,0.0
19,,,,,11.5,0.87,-11.5,0.8,171.5,0.83,171.5,0.83,171.5,,0.0,,,,8,,5,,9,,4,,2,,100.0,,43,33.0,0.0,1,1.0,18.0,1.0,20180721021028.0,21095.0,0.0,0.0
