,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
103,,第3节,-18.5,0.8,18.5,0.87,165.5,0.83,166.5,0.83,-18.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,23.0,0,,21077.0,0.0,0.0
104,,第3节,-18.5,0.8,18.5,0.87,166.5,0.83,166.5,0.83,166.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,23.0,0,,21077.0,0.0,0.0
105,,第3节,-18.5,0.8,18.5,0.87,166.5,0.83,166.5,0.83,166.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,18.0,0,,21077.0,0.0,0.0
106,,第3节,-18.5,0.8,18.5,0.87,166.5,0.83,166.5,0.83,166.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,18.0,0,,21077.0,0.0,0.0
107,,第3节,-18.5,0.8,18.5,0.87,166.5,0.83,166.5,0.83,166.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,12.0,0,,21077.0,0.0,0.0
108,,第3节,-18.5,0.8,18.5,0.87,166.5,0.83,166.5,0.83,166.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,12.0,0,,11077.0,0.0,0.0
109,,第3节,-18.5,0.8,18.5,0.87,166.5,0.83,166.5,0.83,166.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,11077.0,0.0,0.0
110,,第3节,-18.5,0.8,17.5,0.87,166.5,0.83,166.5,0.83,17.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,11077.0,0.0,0.0
111,,第3节,-17.5,0.8,17.5,0.87,166.5,0.83,165.5,0.83,-17.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,11077.0,0.0,0.0
112,,第3节,-17.5,0.8,17.5,0.87,165.5,0.83,165.5,0.83,165.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,11077.0,0.0,0.0
113,,第3节,-17.5,0.8,17.5,0.87,165.5,0.83,165.5,0.83,165.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,21077.0,0.0,0.0
114,,第3节,-17.5,0.8,18.5,0.87,165.5,0.83,165.5,0.83,18.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,21077.0,0.0,0.0
115,,第3节,-18.5,0.8,18.5,0.87,165.5,0.83,164.5,0.83,-18.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,21077.0,0.0,0.0
116,,第3节,-18.5,0.8,18.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,5.0,6.0,0,,21077.0,0.0,0.0
117,,第3节,-18.5,0.8,18.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,53.0,0,,21077.0,0.0,0.0
118,,第3节,-18.5,0.8,18.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,53.0,0,,21077.0,0.0,0.0
119,,第3节,-18.5,0.8,18.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,41.0,0,,21077.0,0.0,0.0
120,,第3节,-18.5,0.8,18.5,0.87,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,41.0,0,,21077.0,0.0,0.0
121,,第3节,-18.5,0.8,18.5,0.87,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,36.0,0,,21077.0,0.0,0.0
122,,第3节,-18.5,0.8,17.5,0.87,163.5,0.83,163.5,0.83,17.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,36.0,0,,11077.0,0.0,0.0
123,,第3节,-17.5,0.8,17.5,0.87,163.5,0.83,163.5,0.83,-17.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,36.0,0,,11077.0,0.0,0.0
124,,第3节,-17.5,0.8,18.5,0.87,163.5,0.83,163.5,0.83,18.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,36.0,0,,11077.0,0.0,0.0
125,,第3节,-18.5,0.8,18.5,0.87,163.5,0.83,162.5,0.83,-18.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,36.0,0,,11077.0,0.0,0.0
126,,第3节,-18.5,0.8,18.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,36.0,0,,11077.0,0.0,0.0
127,,第3节,-18.5,0.8,18.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,23.0,0,,11077.0,0.0,0.0
128,,第3节,-18.5,0.8,18.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,23.0,0,,21077.0,0.0,0.0
129,,第3节,-18.5,0.8,18.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,23.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,45.0,0.0,1,4.0,22.0,0,,21077.0,0.0,0.0
130,,第3节,-18.5,0.8,18.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,61.0,63.0,0.0,1,4.0,22.0,0,,21074.0,0.0,0.0
131,,第3节,-18.5,0.8,18.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,11077.0,0.0,0.0
132,,第3节,-18.5,0.8,19.5,0.87,162.5,0.83,162.5,0.83,19.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,11077.0,0.0,0.0
133,,第3节,-19.5,0.8,19.5,0.87,162.5,0.83,164.5,0.83,-19.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,11077.0,0.0,0.0
134,,第3节,-19.5,0.8,19.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,1.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,11077.0,0.0,0.0
135,,第3节,-19.5,0.8,19.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,11086.0,0.0,0.0
136,,第3节,-19.5,0.8,20.5,0.87,164.5,0.83,164.5,0.83,20.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,21077.0,0.0,0.0
137,,第3节,-20.5,0.83,20.5,0.83,164.5,0.83,165.5,0.83,-20.5,3.0,1:1,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,21078.0,0.0,0.0
138,,第3节,-20.5,0.83,20.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,1:1,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,68.8,63.0,45.0,0.0,1,4.0,22.0,0,,21078.0,0.0,0.0
139,,第3节,-20.5,0.83,20.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,1:1,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,22.0,0,,21080.0,0.0,0.0
140,,第3节,-20.5,0.83,20.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,17.0,0,,11077.0,0.0,0.0
141,,第3节,-20.5,0.8,19.5,0.87,165.5,0.83,165.5,0.83,19.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,17.0,0,,11077.0,0.0,0.0
142,,第3节,-19.5,0.8,19.5,0.87,165.5,0.83,164.5,0.83,-19.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,17.0,0,,11077.0,0.0,0.0
143,,第3节,-19.5,0.8,19.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,17.0,0,,11077.0,0.0,0.0
144,,第3节,-19.5,0.8,19.5,0.87,164.5,0.83,163.5,0.83,164.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,17.0,0,,11077.0,0.0,0.0
145,,第3节,-19.5,0.8,19.5,0.87,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,17.0,0,,11077.0,0.0,0.0
146,,第3节,-19.5,0.8,19.5,0.87,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,4.0,2.0,0,,11077.0,0.0,0.0
147,,第3节,-19.5,0.8,19.5,0.87,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,3.0,2.0,0,,11077.0,0.0,0.0
148,,第3节,-19.5,0.8,19.5,0.87,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,2.0,50.0,64.7,63.0,45.0,0.0,1,3.0,59.0,0,,11077.0,0.0,0.0
149,,第3节,-19.5,0.8,19.5,0.87,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,59.0,0,,21086.0,0.0,0.0
150,,第3节,-19.5,0.83,19.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,59.0,0,,11077.0,0.0,0.0
151,,第3节,-19.5,0.83,19.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,50.0,0,,21077.0,0.0,0.0
152,,第3节,-19.5,0.83,20.5,0.83,163.5,0.83,163.5,0.83,20.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,50.0,0,,21077.0,0.0,0.0
153,,第3节,-20.5,0.83,20.5,0.83,163.5,0.83,162.5,0.83,-20.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,50.0,0,,21077.0,0.0,0.0
154,,第3节,-20.5,0.83,20.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,50.0,0,,21077.0,0.0,0.0
155,,第3节,-20.5,0.83,20.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,2.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,48.0,0,,21077.0,0.0,0.0
156,,第3节,-20.5,0.83,20.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,48.0,0,,11086.0,0.0,0.0
157,,第3节,-20.5,0.8,20.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,24.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,63.0,45.0,0.0,1,3.0,44.0,0,,21077.0,0.0,0.0
158,,第3节,-20.5,0.8,20.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,63.0,65.0,0.0,1,3.0,44.0,0,,21074.0,0.0,0.0
159,,第3节,-20.5,0.8,20.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0
160,,第3节,-20.5,0.8,21.5,0.87,162.5,0.83,162.5,0.83,21.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0
161,,第3节,-21.5,0.8,21.5,0.87,162.5,0.83,164.5,0.83,-21.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0
162,,第3节,-21.5,0.8,21.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0
163,,第3节,-21.5,0.8,21.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,29.0,0,,11077.0,0.0,0.0
164,,第3节,-21.5,0.8,21.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,29.0,0,,11077.0,0.0,0.0
165,,第3节,-21.5,0.8,21.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,24.0,0,,11077.0,0.0,0.0
166,,第3节,-21.5,0.8,21.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,24.0,0,,11077.0,0.0,0.0
167,,第3节,-21.5,0.8,21.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
168,,第3节,-21.5,0.83,22.5,0.83,164.5,0.83,164.5,0.83,22.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,23.0,0,,21077.0,0.0,0.0
169,,第3节,-22.5,0.83,22.5,0.83,164.5,0.83,163.5,0.83,-22.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,23.0,0,,21077.0,0.0,0.0
170,,第3节,-22.5,0.83,22.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,23.0,0,,21077.0,0.0,0.0
171,,第3节,-22.5,0.83,22.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
172,,第3节,-22.5,0.83,21.5,0.83,163.5,0.83,163.5,0.83,21.5,3.0,,,4,2.0,15.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,45.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
173,,第3节,-21.5,0.83,21.5,0.83,163.5,0.83,163.5,0.83,-21.5,3.0,,,4,2.0,16.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,47.0,45.0,0.0,1,3.0,23.0,0,,11074.0,0.0,0.0
174,,第3节,-21.5,0.83,21.5,0.83,163.5,0.83,163.5,0.83,-21.5,3.0,,,4,2.0,16.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,47.0,0.0,1,3.0,23.0,0,,21077.0,0.0,0.0
175,,第3节,-21.5,0.8,20.5,0.87,163.5,0.83,163.5,0.83,20.5,3.0,,,4,2.0,16.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,47.0,0.0,1,3.0,23.0,0,,21077.0,0.0,0.0
176,,第3节,-20.5,0.8,20.5,0.87,163.5,0.83,165.5,0.83,-20.5,3.0,,,4,2.0,16.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,47.0,0.0,1,3.0,23.0,0,,21077.0,0.0,0.0
177,,第3节,-20.5,0.8,20.5,0.87,165.5,0.83,165.5,0.83,165.5,3.0,,,4,2.0,16.0,25.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,47.0,0.0,1,3.0,23.0,0,,21077.0,0.0,0.0
178,,第3节,-20.5,0.8,20.5,0.87,165.5,0.83,165.5,0.83,165.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,65.0,67.0,0.0,1,3.0,23.0,0,,21074.0,0.0,0.0
179,,第3节,-20.5,0.8,20.5,0.87,165.5,0.83,165.5,0.83,165.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
180,,第3节,-20.5,0.83,21.5,0.83,165.5,0.83,165.5,0.83,21.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
181,,第3节,-21.5,0.83,21.5,0.83,165.5,0.83,167.5,0.83,-21.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
182,,第3节,-21.5,0.83,21.5,0.83,167.5,0.83,167.5,0.83,167.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
183,,第3节,-21.5,0.83,21.5,0.83,167.5,0.83,167.5,0.83,167.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
184,,第3节,-21.5,0.83,22.5,0.83,167.5,0.83,167.5,0.83,22.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,23.0,0,,11077.0,0.0,0.0
185,,第3节,-22.5,0.83,22.5,0.83,167.5,0.83,167.5,0.83,-22.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,21.0,0,,21077.0,0.0,0.0
186,,第3节,-22.5,0.83,22.5,0.83,167.5,0.83,167.5,0.83,-22.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,21.0,0,,21077.0,0.0,0.0
187,,第3节,-22.5,0.83,22.5,0.83,167.5,0.83,167.5,0.83,-22.5,3.0,,,4,2.0,16.0,26.0,3.0,11.0,4,4,3.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,20.0,0,,21077.0,0.0,0.0
188,,第3节,-22.5,0.83,22.5,0.83,167.5,0.83,167.5,0.83,-22.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,11.0,4,4,4.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,20.0,0,,11086.0,0.0,0.0
189,,第3节,-22.5,0.87,23.5,0.8,167.5,0.83,167.5,0.83,23.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,11.0,4,4,4.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,20.0,0,,21077.0,0.0,0.0
190,,第3节,-23.5,0.83,23.5,0.83,167.5,0.83,168.5,0.83,-23.5,3.0,1:2,1.0,4,2.0,16.0,26.0,3.0,11.0,4,4,4.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,20.0,0,,21078.0,0.0,0.0
191,,第3节,-23.5,0.83,23.5,0.83,168.5,0.83,168.5,0.83,168.5,3.0,1:2,1.0,4,2.0,16.0,26.0,3.0,11.0,4,4,4.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,20.0,0,,21078.0,0.0,0.0
192,,第3节,-23.5,0.8,23.5,0.87,168.5,0.83,169.5,0.83,168.5,3.0,1:2,1.0,4,2.0,16.0,26.0,3.0,11.0,4,4,4.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,20.0,0,,21078.0,0.0,0.0
193,,第3节,-23.5,0.8,23.5,0.87,169.5,0.83,169.5,0.83,169.5,3.0,1:2,1.0,4,2.0,16.0,26.0,3.0,11.0,4,4,4.0,3.0,50.0,64.7,67.0,47.0,0.0,1,3.0,20.0,0,,21078.0,0.0,0.0
194,,第3节,-23.5,0.8,23.5,0.87,169.5,0.83,169.5,0.83,169.5,3.0,1:2,1.0,4,2.0,16.0,26.0,3.0,12.0,4,4,4.0,3.0,50.0,66.7,67.0,68.0,0.0,1,3.0,20.0,0,,21079.0,0.0,0.0
195,,第3节,-23.5,0.8,23.5,0.87,169.5,0.83,169.5,0.83,169.5,3.0,2:2,1.0,4,2.0,16.0,26.0,3.0,12.0,4,4,4.0,3.0,50.0,66.7,68.0,47.0,0.0,1,3.0,20.0,0,,21078.0,0.0,0.0
196,,第3节,-23.5,0.8,23.5,0.87,169.5,0.83,169.5,0.83,169.5,3.0,2:2,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,68.0,69.0,0.0,1,3.0,20.0,0,,21079.0,0.0,0.0
197,,第3节,-23.5,0.8,23.5,0.87,169.5,0.83,169.5,0.83,169.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,47.0,0.0,1,3.0,20.0,0,,11077.0,0.0,0.0
198,,第3节,-23.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,24.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,47.0,0.0,1,3.0,20.0,0,,11077.0,0.0,0.0
199,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,47.0,0.0,1,3.0,19.0,0,,11077.0,0.0,0.0
200,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,47.0,0.0,1,3.0,19.0,0,,11077.0,0.0,0.0
201,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,47.0,0.0,1,3.0,18.0,0,,11077.0,0.0,0.0
202,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,47.0,0.0,1,3.0,18.0,0,,11077.0,0.0,0.0
203,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,16.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,47.0,0.0,1,3.0,11.0,0,,11077.0,0.0,0.0
204,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,17.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,49.0,47.0,0.0,1,3.0,11.0,0,,11074.0,0.0,0.0
205,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,17.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,49.0,0.0,1,3.0,11.0,0,,21077.0,0.0,0.0
206,,第3节,-24.5,0.87,24.5,0.8,169.5,0.83,169.5,0.83,-24.5,3.0,,1.0,4,2.0,17.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,49.0,0.0,1,3.0,7.0,0,,21077.0,0.0,0.0
207,,第3节,-24.5,0.87,23.5,0.8,169.5,0.83,169.5,0.83,23.5,3.0,,1.0,4,2.0,17.0,26.0,3.0,13.0,4,4,4.0,3.0,50.0,68.4,69.0,49.0,0.0,1,3.0,7.0,0,,21077.0,0.0,0.0
