,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
310,第4节,第4节,-21.5,0.91,21.5,0.77,160.5,0.83,160.5,0.83,-21.5,4.0,2:2,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,1.0,0.0,50.0,71.4,70.0,71.0,0.0,1,9.0,42.0,0,,21079.0,0.0,0.0
311,第4节,第4节,-21.5,0.83,21.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,1.0,0.0,50.0,71.4,70.0,71.0,0.0,1,9.0,42.0,0,,11077.0,0.0,0.0
312,第4节,第4节,-21.5,0.83,21.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,1.0,0.0,50.0,71.4,71.0,52.0,0.0,1,9.0,42.0,0,,11077.0,0.0,0.0
313,第4节,第4节,-21.5,0.83,21.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,1.0,0.0,50.0,71.4,71.0,52.0,0.0,1,9.0,26.0,0,,11077.0,0.0,0.0
314,第4节,第4节,-21.5,0.83,21.5,0.83,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,1.0,0.0,50.0,71.4,71.0,52.0,0.0,1,9.0,26.0,0,,21077.0,0.0,0.0
315,第4节,第4节,-21.5,0.83,21.5,0.83,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,0.0,1,9.0,26.0,0,,11086.0,0.0,0.0
316,第4节,第4节,-21.5,0.83,21.5,0.83,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,1.0,1,9.0,26.0,0,,21077.0,0.0,0.0
317,第4节,第4节,-21.5,0.83,21.5,0.83,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,1.0,1,9.0,26.0,0,,21077.0,0.0,0.0
318,第4节,第4节,-21.5,0.83,21.5,0.83,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,1.0,1,9.0,26.0,0,,21077.0,0.0,0.0
319,第4节,第4节,-21.5,0.8,21.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,1.0,1,9.0,26.0,0,,21077.0,0.0,0.0
320,第4节,第4节,-21.5,0.8,21.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,0.0,1,9.0,26.0,0,,21077.0,0.0,0.0
321,第4节,第4节,-21.5,0.8,21.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,0.0,1,9.0,26.0,0,,21077.0,0.0,0.0
322,第4节,第4节,-21.5,0.8,21.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,26.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,52.0,0.0,1,9.0,26.0,0,,21077.0,0.0,0.0
323,第4节,第4节,-21.5,0.8,21.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,71.0,73.0,0.0,1,9.0,26.0,0,,21074.0,0.0,0.0
324,第4节,第4节,-21.5,0.8,21.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,9.0,26.0,0,,11077.0,0.0,0.0
325,第4节,第4节,-21.5,0.8,21.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,9.0,9.0,0,,11077.0,0.0,0.0
326,第4节,第4节,-21.5,0.83,23.5,0.83,160.5,0.83,160.5,0.83,23.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,9.0,9.0,0,,11077.0,0.0,0.0
327,第4节,第4节,-23.5,0.83,23.5,0.83,160.5,0.83,161.5,0.83,-23.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,9.0,9.0,0,,11077.0,0.0,0.0
328,第4节,第4节,-23.5,0.83,23.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,9.0,9.0,0,,11077.0,0.0,0.0
329,第4节,第4节,-23.5,0.83,23.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0
330,第4节,第4节,-23.5,0.8,21.5,0.87,161.5,0.83,161.5,0.83,21.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0
331,第4节,第4节,-21.5,0.8,21.5,0.87,161.5,0.83,162.5,0.83,-21.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0
332,第4节,第4节,-21.5,0.8,21.5,0.87,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,17.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,52.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0
333,第4节,第4节,-21.5,0.8,21.5,0.87,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,18.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,54.0,52.0,0.0,1,8.0,53.0,0,,11074.0,0.0,0.0
334,第4节,第4节,-21.5,0.8,21.5,0.87,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,18.0,27.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,54.0,0.0,1,8.0,53.0,0,,21077.0,0.0,0.0
335,第4节,第4节,-21.5,0.8,21.5,0.87,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,73.0,75.0,0.0,1,8.0,53.0,0,,21074.0,0.0,0.0
336,第4节,第4节,-21.5,0.8,21.5,0.87,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,35.0,0,,11077.0,0.0,0.0
337,第4节,第4节,-21.5,0.87,23.5,0.8,162.5,0.83,162.5,0.83,23.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,35.0,0,,11077.0,0.0,0.0
338,第4节,第4节,-23.5,0.87,23.5,0.8,162.5,0.83,163.5,0.83,-23.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,35.0,0,,11077.0,0.0,0.0
339,第4节,第4节,-23.5,0.87,23.5,0.8,163.5,0.83,163.5,0.83,163.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,35.0,0,,11077.0,0.0,0.0
340,第4节,第4节,-23.5,0.87,23.5,0.8,163.5,0.83,163.5,0.83,163.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,10.0,0,,21077.0,0.0,0.0
341,第4节,第4节,-23.5,0.8,23.5,0.87,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,10.0,0,,21077.0,0.0,0.0
342,第4节,第4节,-23.5,0.8,23.5,0.91,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,10.0,0,,11077.0,0.0,0.0
343,第4节,第4节,-23.5,0.77,22.5,0.91,161.5,0.83,161.5,0.83,22.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,10.0,0,,11077.0,0.0,0.0
344,第4节,第4节,-22.5,0.77,22.5,0.91,161.5,0.83,161.5,0.83,-22.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,8.0,5.0,0,,11077.0,0.0,0.0
345,第4节,第4节,-22.5,0.77,22.5,0.91,161.5,0.83,161.5,0.83,-22.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
346,第4节,第4节,-22.5,0.77,22.5,0.91,161.5,0.83,161.5,0.83,-22.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,52.0,0,,21077.0,0.0,0.0
347,第4节,第4节,-22.5,0.8,23.5,0.87,161.5,0.83,161.5,0.83,23.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,52.0,0,,21077.0,0.0,0.0
348,第4节,第4节,-23.5,0.8,23.5,0.87,161.5,0.83,160.5,0.83,-23.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,52.0,0,,21077.0,0.0,0.0
349,第4节,第4节,-23.5,0.8,23.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,52.0,0,,21077.0,0.0,0.0
350,第4节,第4节,-23.5,0.8,23.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,2.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,50.0,0,,21077.0,0.0,0.0
351,第4节,第4节,-23.5,0.8,23.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,50.0,0,,11086.0,0.0,0.0
352,第4节,第4节,-23.5,0.8,23.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,1.0,1,7.0,50.0,0,,21077.0,0.0,0.0
353,第4节,第4节,-23.5,0.8,23.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,1.0,1,7.0,50.0,0,,21077.0,0.0,0.0
354,第4节,第4节,-23.5,0.8,23.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,1.0,1,7.0,50.0,0,,21077.0,0.0,0.0
355,第4节,第4节,-23.5,0.87,24.5,0.8,160.5,0.83,160.5,0.83,24.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,1.0,1,7.0,50.0,0,,21077.0,0.0,0.0
356,第4节,第4节,-24.5,0.87,24.5,0.8,160.5,0.83,160.5,0.83,-24.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,50.0,0,,21077.0,0.0,0.0
357,第4节,第4节,-24.5,0.87,24.5,0.8,160.5,0.83,160.5,0.83,-24.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,50.0,0,,21077.0,0.0,0.0
358,第4节,第4节,-24.5,0.87,24.5,0.8,160.5,0.83,160.5,0.83,-24.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,50.0,0,,21077.0,0.0,0.0
359,第4节,第4节,-24.5,0.8,24.5,0.87,161.5,0.83,161.5,0.83,161.5,4.0,1:2,0.0,4,2.0,18.0,28.0,6.0,15.0,4,4,3.0,0.0,50.0,71.4,75.0,54.0,0.0,1,7.0,50.0,0,,21078.0,0.0,0.0
360,第4节,第4节,-24.5,0.8,24.5,0.87,161.5,0.83,161.5,0.83,161.5,4.0,1:2,0.0,4,2.0,18.0,28.0,6.0,16.0,4,4,3.0,0.0,50.0,72.7,75.0,76.0,0.0,1,7.0,50.0,0,,21079.0,0.0,0.0
361,第4节,第4节,-24.5,0.8,24.5,0.87,161.5,0.83,161.5,0.83,161.5,4.0,2:2,0.0,4,2.0,18.0,28.0,6.0,16.0,4,4,3.0,0.0,50.0,72.7,76.0,54.0,0.0,1,7.0,50.0,0,,21078.0,0.0,0.0
362,第4节,第4节,-24.5,0.91,25.5,0.77,161.5,0.83,161.5,0.83,25.5,4.0,2:2,0.0,4,2.0,18.0,28.0,6.0,16.0,4,4,3.0,0.0,50.0,72.7,76.0,54.0,0.0,1,7.0,50.0,0,,21078.0,0.0,0.0
363,第4节,第4节,-25.5,0.91,25.5,0.77,161.5,0.83,162.5,0.83,-25.5,4.0,2:2,0.0,4,2.0,18.0,28.0,6.0,16.0,4,4,3.0,0.0,50.0,72.7,76.0,54.0,0.0,1,7.0,50.0,0,,21078.0,0.0,0.0
364,第4节,第4节,-25.5,0.91,25.5,0.77,162.5,0.83,162.5,0.83,162.5,4.0,2:2,0.0,4,2.0,18.0,28.0,6.0,16.0,4,4,3.0,0.0,50.0,72.7,76.0,54.0,0.0,1,7.0,50.0,0,,21078.0,0.0,0.0
365,第4节,第4节,-25.5,0.91,25.5,0.77,162.5,0.83,162.5,0.83,162.5,4.0,2:2,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,76.0,77.0,0.0,1,7.0,50.0,0,,21079.0,0.0,0.0
366,第4节,第4节,-25.5,0.91,25.5,0.77,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,50.0,0,,11077.0,0.0,0.0
367,第4节,第4节,-25.5,0.83,25.5,0.83,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,41.0,0,,21077.0,0.0,0.0
368,第4节,第4节,-25.5,0.87,26.5,0.8,162.5,0.83,162.5,0.83,26.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,41.0,0,,21077.0,0.0,0.0
369,第4节,第4节,-26.5,0.87,26.5,0.8,162.5,0.83,161.5,0.71,-26.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,41.0,0,,21077.0,0.0,0.0
370,第4节,第4节,-26.5,0.87,26.5,0.8,161.5,1.0,161.5,0.71,161.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,41.0,0,,21077.0,0.0,0.0
371,第4节,第4节,-26.5,0.87,26.5,0.8,161.5,1.0,161.5,0.71,161.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,27.0,0,,21077.0,0.0,0.0
372,第4节,第4节,-26.5,0.87,25.5,0.8,161.5,1.0,161.5,0.71,25.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,27.0,0,,21077.0,0.0,0.0
373,第4节,第4节,-25.5,0.87,25.5,0.8,161.5,1.0,160.5,0.71,-25.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,27.0,0,,21077.0,0.0,0.0
374,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,27.0,0,,21077.0,0.0,0.0
375,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,25.0,0,,11077.0,0.0,0.0
376,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,25.0,0,,11077.0,0.0,0.0
377,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,0.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,11077.0,0.0,0.0
378,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,21086.0,0.0,0.0
379,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,1.0,1,7.0,5.0,0,,11077.0,0.0,0.0
380,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,1.0,1,7.0,5.0,0,,11077.0,0.0,0.0
381,第4节,第4节,-25.5,0.87,25.5,0.8,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,1.0,1,7.0,5.0,0,,11077.0,0.0,0.0
382,第4节,第4节,-25.5,0.91,25.5,0.77,159.5,0.83,159.5,0.83,159.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,1.0,1,7.0,5.0,0,,11077.0,0.0,0.0
383,第4节,第4节,-25.5,0.91,25.5,0.77,159.5,0.83,159.5,0.83,159.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,11077.0,0.0,0.0
384,第4节,第4节,-25.5,0.91,25.5,0.77,159.5,0.83,159.5,0.83,159.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,11077.0,0.0,0.0
385,第4节,第4节,-25.5,0.91,25.5,0.77,159.5,0.83,159.5,0.83,159.5,4.0,,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,11077.0,0.0,0.0
386,第4节,第4节,-25.5,0.8,24.5,0.87,159.5,0.83,159.5,0.83,24.5,4.0,1:2,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,11078.0,0.0,0.0
387,第4节,第4节,-24.5,0.8,24.5,0.87,159.5,0.83,160.5,0.83,-24.5,4.0,1:2,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,11078.0,0.0,0.0
388,第4节,第4节,-24.5,0.8,24.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,1:2,0.0,4,2.0,18.0,28.0,6.0,17.0,4,4,3.0,1.0,50.0,73.9,77.0,54.0,0.0,1,7.0,5.0,0,,11078.0,0.0,0.0
389,第4节,第4节,-24.5,0.8,24.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,1:2,0.0,4,2.0,18.0,28.0,7.0,17.0,4,4,3.0,1.0,53.8,73.9,55.0,54.0,0.0,1,7.0,5.0,0,,11079.0,0.0,0.0
390,第4节,第4节,-24.5,0.8,24.5,0.87,160.5,0.83,160.5,0.83,160.5,4.0,2:2,0.0,4,2.0,18.0,28.0,7.0,17.0,4,4,3.0,1.0,53.8,73.9,77.0,55.0,0.0,1,7.0,5.0,0,,11078.0,0.0,0.0
391,第4节,第4节,-24.5,0.83,24.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,2:2,0.0,4,2.0,18.0,28.0,7.0,17.0,4,4,3.0,1.0,53.8,73.9,77.0,55.0,0.0,1,7.0,5.0,0,,11078.0,0.0,0.0
392,第4节,第4节,-24.5,0.83,24.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,2:2,0.0,4,2.0,18.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,56.0,55.0,0.0,1,7.0,5.0,0,,11079.0,0.0,0.0
393,第4节,第4节,-24.5,0.83,24.5,0.83,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,18.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,56.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
394,第4节,第4节,-24.5,0.91,24.5,0.77,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,18.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,56.0,0.0,1,6.0,57.0,0,,11077.0,0.0,0.0
395,第4节,第4节,-24.5,0.91,23.5,0.77,161.5,0.83,161.5,0.83,23.5,4.0,,0.0,4,2.0,18.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,56.0,0.0,1,6.0,57.0,0,,11077.0,0.0,0.0
396,第4节,第4节,-23.5,0.91,23.5,0.77,161.5,0.83,160.5,0.71,-23.5,4.0,,0.0,4,2.0,18.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,56.0,0.0,1,6.0,57.0,0,,11077.0,0.0,0.0
397,第4节,第4节,-23.5,0.91,23.5,0.77,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,18.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,56.0,0.0,1,6.0,57.0,0,,11077.0,0.0,0.0
398,第4节,第4节,-23.5,0.91,23.5,0.77,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,19.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,58.0,56.0,0.0,1,6.0,57.0,0,,11074.0,0.0,0.0
399,第4节,第4节,-23.5,0.91,23.5,0.77,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,19.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,58.0,0.0,1,6.0,57.0,0,,21077.0,0.0,0.0
400,第4节,第4节,-23.5,0.91,23.5,0.77,160.5,1.0,160.5,0.71,160.5,4.0,,0.0,4,2.0,19.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,58.0,0.0,1,6.0,46.0,0,,21077.0,0.0,0.0
401,第4节,第4节,-23.5,0.91,22.5,0.77,160.5,1.0,160.5,0.71,22.5,4.0,,0.0,4,2.0,19.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,58.0,0.0,1,6.0,46.0,0,,21077.0,0.0,0.0
402,第4节,第4节,-22.5,0.91,22.5,0.77,160.5,1.0,162.5,0.83,-22.5,4.0,,0.0,4,2.0,19.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,58.0,0.0,1,6.0,46.0,0,,21077.0,0.0,0.0
403,第4节,第4节,-22.5,0.91,22.5,0.77,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,19.0,28.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,58.0,0.0,1,6.0,46.0,0,,21077.0,0.0,0.0
404,第4节,第4节,-22.5,0.91,22.5,0.77,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,77.0,79.0,0.0,1,6.0,46.0,0,,21074.0,0.0,0.0
405,第4节,第4节,-22.5,0.91,22.5,0.77,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,58.0,0.0,1,6.0,46.0,0,,11077.0,0.0,0.0
406,第4节,第4节,-22.5,0.91,22.5,0.77,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,58.0,0.0,1,6.0,21.0,0,,11077.0,0.0,0.0
407,第4节,第4节,-22.5,0.77,22.5,0.91,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,58.0,0.0,1,6.0,21.0,0,,21077.0,0.0,0.0
408,第4节,第4节,-22.5,0.77,22.5,0.91,162.5,0.83,162.5,0.83,162.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,58.0,0.0,1,6.0,1.0,0,,21077.0,0.0,0.0
409,第4节,第4节,-22.5,0.8,23.5,0.87,162.5,0.83,162.5,0.83,23.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,58.0,0.0,1,6.0,1.0,0,,21077.0,0.0,0.0
410,第4节,第4节,-23.5,0.8,23.5,0.87,162.5,0.83,161.5,0.83,-23.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,58.0,0.0,1,6.0,1.0,0,,21077.0,0.0,0.0
