,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
137,,,,,-3.5,0.8,3.5,0.87,141.5,0.8,141.5,0.87,3.5,,0.0,,43.0,42.0,0.0,1,3.0,56.0,1.0,20180721013625.0,11077.0,0.77,0.91
138,,,,,-3.5,0.8,3.5,0.87,140.5,0.83,141.5,0.83,140.5,,0.0,,43.0,42.0,0.0,1,3.0,56.0,1.0,20180721013625.0,11077.0,0.77,0.91
139,,,,,-3.5,0.8,3.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,43.0,42.0,0.0,1,3.0,48.0,1.0,20180721013633.0,11077.0,0.77,0.91
140,,,,,-3.5,0.8,3.5,0.87,139.5,0.87,140.5,0.8,139.5,,0.0,,43.0,42.0,0.0,1,3.0,48.0,1.0,20180721013633.0,11077.0,0.77,0.91
141,,,,,-3.5,0.8,3.5,0.87,139.5,0.87,139.5,0.8,139.5,,0.0,,43.0,42.0,0.0,1,3.0,40.0,1.0,20180721013642.0,11077.0,0.77,0.91
142,,,,,-3.5,0.8,3.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,,43.0,42.0,0.0,1,3.0,40.0,1.0,20180721013642.0,11077.0,0.77,0.91
143,,,,,-3.5,0.8,3.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,,43.0,42.0,0.0,1,3.0,37.0,1.0,20180721013644.0,11077.0,0.77,0.91
144,,,,,-3.5,0.83,3.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,43.0,42.0,0.0,1,3.0,37.0,1.0,20180721013644.0,11094.0,0.77,0.91
145,,,,,-3.5,0.83,3.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,43.0,42.0,0.0,1,3.0,34.0,1.0,20180721013646.0,11094.0,0.77,0.91
146,,,,,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,-4.5,,0.0,,43.0,42.0,0.0,1,3.0,34.0,1.0,20180721013646.0,11094.0,0.77,0.91
147,,,,,-4.5,0.83,4.5,0.83,139.5,0.87,139.5,0.83,4.5,,0.0,,43.0,42.0,0.0,1,3.0,34.0,1.0,20180721013646.0,21077.0,0.77,0.91
148,,,,,-4.5,0.83,4.5,0.83,138.5,0.87,139.5,0.8,138.5,,0.0,,43.0,42.0,0.0,1,3.0,34.0,1.0,20180721013646.0,21077.0,0.77,0.91
149,,,,,-4.5,0.83,4.5,0.83,138.5,0.87,138.5,0.8,138.5,,0.0,,43.0,42.0,0.0,1,3.0,26.0,1.0,20180721013655.0,21077.0,0.77,0.91
150,,,,,-4.5,0.83,4.5,0.83,138.5,0.8,138.5,0.87,138.5,,0.0,,43.0,42.0,0.0,1,3.0,26.0,1.0,20180721013655.0,21077.0,0.77,0.91
151,,,,,-4.5,0.83,4.5,0.83,138.5,0.8,138.5,0.87,138.5,,0.0,,43.0,42.0,0.0,1,3.0,18.0,1.0,20180721013703.0,21077.0,0.77,0.91
152,,,,,-4.5,0.83,4.5,0.83,138.5,0.8,138.5,0.87,138.5,,0.0,,43.0,42.0,0.0,1,3.0,18.0,1.0,20180721013703.0,21077.0,0.77,0.91
153,,,,,-4.5,0.83,4.5,0.83,138.5,0.8,138.5,0.87,138.5,,0.0,,43.0,42.0,0.0,1,3.0,18.0,1.0,20180721013704.0,21077.0,0.77,0.91
154,,,,,-4.5,0.83,4.5,0.83,138.5,0.8,138.5,0.87,138.5,,0.0,,43.0,42.0,0.0,1,3.0,18.0,1.0,20180721013704.0,21094.0,0.77,0.91
155,,,,,-4.5,0.83,4.5,0.83,138.5,0.8,138.5,0.87,138.5,,0.0,,43.0,42.0,0.0,1,3.0,16.0,1.0,20180721013706.0,21094.0,0.77,0.91
156,,,,,-4.5,0.83,4.5,0.83,137.5,0.91,138.5,0.77,137.5,,0.0,,43.0,42.0,0.0,1,3.0,16.0,1.0,20180721013706.0,21077.0,0.77,0.91
157,,,,,-4.5,0.83,4.5,0.83,137.5,0.91,137.5,0.77,137.5,,0.0,,43.0,42.0,0.0,1,3.0,15.0,1.0,20180721013706.0,21077.0,0.77,0.91
158,,,,,-4.5,0.83,4.5,0.83,137.5,0.87,137.5,0.8,137.5,,0.0,,43.0,42.0,0.0,1,3.0,15.0,1.0,20180721013710.0,21095.0,0.77,0.91
159,,,,,-4.5,0.83,4.5,0.83,137.5,0.87,137.5,0.8,137.5,,0.0,,43.0,42.0,0.0,1,3.0,12.0,1.0,20180721013710.0,21095.0,0.77,0.91
160,,,,,-4.5,0.83,4.5,0.83,139.5,0.87,137.5,0.8,139.5,,0.0,,43.0,42.0,0.0,1,3.0,12.0,1.0,20180721013710.0,21077.0,0.77,0.91
161,,,,,-4.5,0.83,4.5,0.83,139.5,0.87,139.5,0.8,139.5,,0.0,,43.0,44.0,0.0,1,3.0,11.0,1.0,20180721013711.0,21077.0,0.77,0.91
162,,,,,-5.5,0.87,5.5,0.83,139.5,0.87,139.5,0.8,-5.5,,0.0,,43.0,44.0,0.0,1,3.0,11.0,1.0,20180721013711.0,21077.0,0.77,0.91
163,,,,,-5.5,0.87,5.5,0.8,139.5,0.87,139.5,0.8,5.5,,0.0,^,43.0,44.0,0.0,1,3.0,11.0,1.0,20180721013711.0,21074^11077,0.77,0.91
164,,,,,-5.5,0.87,5.5,0.8,139.5,0.83,139.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,3.0,3.0,1.0,20180721013719.0,11077.0,0.77,0.91
165,,,,,-5.5,0.87,5.5,0.8,138.5,0.87,139.5,0.8,138.5,,0.0,,43.0,44.0,0.0,1,3.0,3.0,1.0,20180721013719.0,11077.0,0.77,0.91
166,,,,,-5.5,0.87,5.5,0.8,138.5,0.87,138.5,0.8,138.5,,0.0,,43.0,44.0,0.0,1,2.0,55.0,1.0,20180721013728.0,11077.0,0.77,0.91
167,,,,,-5.5,0.87,5.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,43.0,44.0,0.0,1,2.0,55.0,1.0,20180721013728.0,11077.0,0.77,0.91
168,,,,,-5.5,0.87,5.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,43.0,44.0,0.0,1,2.0,52.0,1.0,20180721013729.0,11077.0,0.77,0.91
169,,,,,-5.5,0.87,5.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,43.0,44.0,0.0,1,2.0,52.0,1.0,20180721013729.0,11094.0,0.77,0.91
170,,,,,-5.5,0.87,5.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,43.0,44.0,0.0,1,2.0,50.0,1.0,20180721013731.0,11094.0,0.77,0.91
171,,,,,-6.5,0.91,6.5,0.8,138.5,0.83,138.5,0.83,-6.5,,0.0,,43.0,44.0,0.0,1,2.0,50.0,1.0,20180721013731.0,11094.0,0.77,0.91
172,,,,,-6.5,0.91,6.5,0.77,138.5,0.87,138.5,0.83,6.5,,0.0,,43.0,44.0,0.0,1,2.0,50.0,1.0,20180721013731.0,21077.0,0.77,0.91
173,,,,,-6.5,0.91,6.5,0.77,137.5,0.87,138.5,0.8,137.5,,0.0,,43.0,44.0,0.0,1,2.0,50.0,1.0,20180721013731.0,21077.0,0.77,0.91
174,,,,,-6.5,0.91,6.5,0.77,137.5,0.87,137.5,0.8,137.5,,0.0,,43.0,44.0,0.0,1,2.0,42.0,1.0,20180721013739.0,21077.0,0.77,0.91
175,,,,,-5.5,0.77,5.5,0.77,137.5,0.87,137.5,0.8,-5.5,,0.0,,43.0,44.0,0.0,1,2.0,42.0,1.0,20180721013739.0,21077.0,0.77,0.91
176,,,,,-5.5,0.77,5.5,0.91,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013740.0,21077.0,0.77,0.91
177,,,,,-5.5,0.77,5.5,0.91,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013740.0,21077.0,0.77,0.91
178,,,,,-5.5,0.77,5.5,0.91,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013742.0,21077.0,0.77,0.91
179,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013742.0,11077.0,0.77,0.91
180,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013746.0,11077.0,0.77,0.91
181,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013746.0,11077.0,0.77,0.91
182,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013747.0,11077.0,0.77,0.91
183,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013747.0,11077.0,0.77,0.91
184,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013748.0,11077.0,0.77,0.91
185,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,0.0,20180721013748.0,21086.0,0.77,0.91
186,,,,,-5.5,0.91,5.5,0.77,137.5,0.83,137.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,1.0,20180721013805.0,21086.0,0.77,0.91
187,,,,,-5.5,0.91,5.5,0.77,137.5,0.8,137.5,0.87,5.5,,0.0,,43.0,44.0,0.0,1,2.0,41.0,1.0,20180721013805.0,21086.0,0.77,0.91
188,,,,,-5.5,0.91,5.5,0.77,137.5,0.8,137.5,0.87,5.5,,0.0,,43.0,44.0,0.0,1,2.0,34.0,0.0,20180721013811.0,21086.0,0.77,0.91
189,,,,,-5.5,0.91,5.5,0.77,137.5,0.8,137.5,0.87,5.5,,0.0,,43.0,44.0,0.0,1,2.0,34.0,0.0,20180721013811.0,21086.0,0.77,0.91
190,,,,,-5.5,0.91,5.5,0.77,137.5,0.8,137.5,0.87,5.5,,0.0,,43.0,44.0,0.0,1,2.0,34.0,1.0,20180721013821.0,21086.0,0.77,0.91
191,,,,,-5.5,0.91,5.5,0.77,136.5,0.83,137.5,0.83,136.5,,0.0,,43.0,44.0,0.0,1,2.0,34.0,1.0,20180721013821.0,21086.0,0.77,0.91
192,,,,,-5.5,0.91,5.5,0.77,136.5,0.83,136.5,0.83,136.5,,0.0,,43.0,44.0,0.0,1,2.0,26.0,1.0,20180721013829.0,21086.0,0.77,0.91
193,,,,,-5.5,0.91,5.5,0.77,136.5,0.8,136.5,0.87,136.5,,0.0,,43.0,44.0,0.0,1,2.0,26.0,1.0,20180721013829.0,21086.0,0.77,0.91
194,,,,,-5.5,0.91,5.5,0.77,136.5,0.8,136.5,0.87,136.5,,0.0,,43.0,44.0,0.0,1,2.0,20.0,1.0,20180721013834.0,21086.0,0.77,0.91
195,,,,,-4.5,0.77,4.5,0.77,136.5,0.8,136.5,0.87,-4.5,,0.0,,43.0,44.0,0.0,1,2.0,20.0,1.0,20180721013834.0,21086.0,0.77,0.91
196,,,,,-4.5,0.77,4.5,0.91,136.5,0.91,136.5,0.87,4.5,,0.0,,43.0,44.0,0.0,1,2.0,20.0,1.0,20180721013834.0,11095.0,0.77,0.91
197,,,,,-4.5,0.77,4.5,0.91,135.5,0.91,136.5,0.77,135.5,,0.0,,43.0,44.0,0.0,1,2.0,20.0,1.0,20180721013834.0,11095.0,0.77,0.91
198,,,,,-4.5,0.77,4.5,0.91,135.5,0.91,135.5,0.77,135.5,,0.0,,43.0,44.0,0.0,1,2.0,18.0,1.0,20180721013836.0,11095.0,0.77,0.91
199,,,,,-5.5,0.8,5.5,0.91,135.5,0.91,135.5,0.77,-5.5,,0.0,,43.0,44.0,0.0,1,2.0,18.0,1.0,20180721013836.0,11095.0,0.77,0.91
200,,,,,-5.5,0.8,5.5,0.87,135.5,0.83,135.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,2.0,10.0,1.0,20180721013845.0,21077.0,0.77,0.91
201,,,,,-5.5,0.8,5.5,0.87,134.5,0.87,135.5,0.8,134.5,,0.0,,43.0,44.0,0.0,1,2.0,10.0,1.0,20180721013845.0,21077.0,0.77,0.91
202,,,,,-5.5,0.8,5.5,0.87,134.5,0.87,134.5,0.8,134.5,,0.0,,43.0,44.0,0.0,1,2.0,2.0,1.0,20180721013853.0,21077.0,0.77,0.91
203,,,,,-5.5,0.8,5.5,0.87,134.5,0.83,134.5,0.8,134.5,,0.0,,43.0,44.0,0.0,1,2.0,2.0,1.0,20180721013853.0,21094.0,0.77,0.91
204,,,,,-5.5,0.8,5.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,43.0,44.0,0.0,1,2.0,0.0,1.0,20180721013855.0,21094.0,0.77,0.91
205,,,,,-4.5,0.8,4.5,0.87,134.5,0.83,134.5,0.83,-4.5,,0.0,,43.0,44.0,0.0,1,2.0,0.0,1.0,20180721013855.0,21094.0,0.77,0.91
206,,,,,-4.5,0.8,4.5,0.87,134.5,0.8,134.5,0.87,4.5,,0.0,,43.0,44.0,0.0,1,1.0,52.0,1.0,20180721013903.0,11077.0,0.77,0.91
207,,,,,-4.5,0.8,4.5,0.87,133.5,0.83,134.5,0.83,133.5,,0.0,,43.0,44.0,0.0,1,1.0,52.0,1.0,20180721013903.0,11077.0,0.77,0.91
208,,,,,-4.5,0.8,4.5,0.87,133.5,0.83,133.5,0.83,133.5,,0.0,,43.0,44.0,0.0,1,1.0,46.0,1.0,20180721013909.0,11077.0,0.77,0.91
209,,,,,-4.5,0.8,4.5,0.87,133.5,0.83,133.5,0.83,133.5,,0.0,,43.0,44.0,0.0,1,1.0,46.0,1.0,20180721013909.0,11094.0,0.77,0.91
210,,,,,-4.5,0.8,4.5,0.87,133.5,0.83,133.5,0.83,133.5,,0.0,,43.0,44.0,0.0,1,1.0,43.0,1.0,20180721013911.0,11094.0,0.77,0.91
211,,,,,-4.5,0.8,4.5,0.87,133.5,0.8,133.5,0.87,133.5,,0.0,,43.0,44.0,0.0,1,1.0,43.0,1.0,20180721013911.0,11077.0,0.77,0.91
212,,,,,-4.5,0.8,4.5,0.87,133.5,0.8,133.5,0.87,133.5,,0.0,,43.0,44.0,0.0,1,1.0,40.0,1.0,20180721013915.0,11077.0,0.77,0.91
213,,,,,-4.5,0.8,4.5,0.87,132.5,0.91,133.5,0.87,132.5,,0.0,,43.0,44.0,0.0,1,1.0,40.0,1.0,20180721013915.0,11094.0,0.77,0.91
214,,,,,-4.5,0.8,4.5,0.87,132.5,0.91,132.5,0.77,132.5,,0.0,,43.0,44.0,0.0,1,1.0,37.0,1.0,20180721013917.0,11094.0,0.77,0.91
215,,,,,-5.5,0.83,5.5,0.87,132.5,0.91,132.5,0.77,-5.5,,0.0,,43.0,44.0,0.0,1,1.0,37.0,1.0,20180721013917.0,11094.0,0.77,0.91
216,,,,,-5.5,0.83,5.5,0.83,132.5,0.83,132.5,0.77,5.5,,0.0,,43.0,44.0,0.0,1,1.0,37.0,1.0,20180721013917.0,21077.0,0.77,0.91
217,,,,,-5.5,0.83,5.5,0.83,132.5,0.83,132.5,0.83,5.5,,0.0,,43.0,44.0,0.0,1,1.0,29.0,1.0,20180721013926.0,21077.0,0.77,0.91
218,,,,,-5.5,0.83,5.5,0.83,131.5,0.87,132.5,0.8,131.5,,0.0,,43.0,44.0,0.0,1,1.0,29.0,1.0,20180721013926.0,21077.0,0.77,0.91
219,,,,,-5.5,0.83,5.5,0.83,131.5,0.87,131.5,0.8,131.5,,0.0,,43.0,44.0,0.0,1,1.0,21.0,1.0,20180721013934.0,21077.0,0.77,0.91
220,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.0,,43.0,44.0,0.0,1,1.0,21.0,1.0,20180721013934.0,21077.0,0.77,0.91
221,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.0,,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013935.0,21077.0,0.77,0.91
222,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.0,,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013935.0,21077.0,0.77,0.91
223,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.0,,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013939.0,21077.0,0.77,0.91
224,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.0,,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013939.0,21077.0,0.77,0.91
225,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.0,,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013950.0,21077.0,0.77,0.91
226,,,,,-5.5,0.83,5.5,0.83,132.5,0.87,131.5,0.83,132.5,,0.0,,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013950.0,11086.0,0.77,0.91
227,,,,,-5.5,0.83,5.5,0.83,132.5,0.87,132.5,0.8,132.5,,0.0,,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013952.0,11086.0,0.77,0.91
228,,,,,-5.5,0.8,5.5,0.87,133.5,0.83,132.5,0.8,133.5,,0.0,1:2,43.0,44.0,0.0,1,1.0,19.0,0.0,20180721013952.0,21078.0,0.77,0.91
229,,,,,-5.5,0.8,5.5,0.87,133.5,0.83,133.5,0.83,133.5,,0.0,1:2,43.0,45.0,0.0,1,1.0,19.0,0.0,20180721014009.0,21078.0,0.77,0.91
230,,,,,-6.5,0.91,6.5,0.87,133.5,0.83,133.5,0.83,-6.5,,0.0,1:2,43.0,45.0,0.0,1,1.0,19.0,0.0,20180721014009.0,21078.0,0.77,0.91
231,,,,,-6.5,0.91,6.5,0.77,133.5,0.87,133.5,0.83,6.5,,0.0,1:2^2:2,43.0,45.0,0.0,1,1.0,19.0,0.0,20180721014009.0,21079^21078,0.77,0.91
232,,,,,-6.5,0.91,6.5,0.77,133.5,0.87,133.5,0.8,6.5,,0.0,1:2^2:2,43.0,46.0,0.0,1,1.0,19.0,0.0,20180721014018.0,21079^21078,0.77,0.91
233,,,,,-6.5,0.83,6.5,0.83,133.5,0.87,133.5,0.8,6.5,,0.0,2:2^,43.0,46.0,0.0,1,1.0,19.0,0.0,20180721014018.0,21079^11077,0.77,0.91
234,,,,,-6.5,0.83,6.5,0.83,133.5,0.87,133.5,0.8,6.5,,0.0,2:2^,43.0,46.0,0.0,1,1.0,19.0,0.0,20180721014021.0,21079^11077,0.77,0.91
235,,,,,-6.5,0.83,6.5,0.83,133.5,0.87,133.5,0.8,6.5,,0.0,,43.0,46.0,0.0,1,1.0,19.0,0.0,20180721014021.0,11077.0,0.77,0.91
236,,,,,-6.5,0.83,6.5,0.83,133.5,0.87,133.5,0.8,6.5,,0.0,,43.0,46.0,0.0,1,1.0,19.0,1.0,20180721014022.0,11077.0,0.77,0.91
237,,,,,-6.5,0.83,6.5,0.83,133.5,0.8,133.5,0.87,6.5,,0.0,,43.0,46.0,0.0,1,1.0,19.0,1.0,20180721014022.0,11077.0,0.77,0.91
238,,,,,-6.5,0.83,6.5,0.83,133.5,0.8,133.5,0.87,6.5,,0.0,,43.0,46.0,0.0,1,1.0,11.0,1.0,20180721014030.0,11077.0,0.77,0.91
239,,,,,-6.5,0.83,6.5,0.83,132.5,0.83,133.5,0.83,132.5,,0.0,,43.0,46.0,0.0,1,1.0,11.0,1.0,20180721014030.0,11077.0,0.77,0.91
240,,,,,-6.5,0.83,6.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.0,,43.0,46.0,0.0,1,1.0,3.0,1.0,20180721014038.0,11077.0,0.77,0.91
241,,,,,-6.5,0.87,6.5,0.8,132.5,0.83,132.5,0.83,132.5,,0.0,,43.0,46.0,0.0,1,1.0,3.0,1.0,20180721014038.0,11077.0,0.77,0.91
242,,,,,-6.5,0.87,6.5,0.8,132.5,0.83,132.5,0.83,132.5,,0.0,,43.0,46.0,0.0,1,1.0,0.0,1.0,20180721014041.0,11077.0,0.77,0.91
243,,,,,-6.5,0.87,6.5,0.8,132.5,0.8,132.5,0.83,132.5,,0.0,,43.0,46.0,0.0,1,1.0,0.0,1.0,20180721014041.0,11095.0,0.77,0.91
244,,,,,-6.5,0.87,6.5,0.8,132.5,0.8,132.5,0.87,132.5,,0.0,,43.0,46.0,0.0,1,0.0,56.0,1.0,20180721014044.0,11095.0,0.77,0.91
245,,,,,-7.5,0.87,7.5,0.8,132.5,0.8,132.5,0.87,-7.5,,0.0,,43.0,46.0,0.0,1,0.0,56.0,1.0,20180721014044.0,11095.0,0.77,0.91
246,,,,,-7.5,0.87,7.5,0.8,132.5,0.91,132.5,0.87,7.5,,0.0,,43.0,46.0,0.0,1,0.0,56.0,1.0,20180721014044.0,21077.0,0.77,0.91
247,,,,,-7.5,0.87,7.5,0.8,131.5,0.91,132.5,0.77,131.5,,0.0,,43.0,46.0,0.0,1,0.0,56.0,1.0,20180721014044.0,21077.0,0.77,0.91
248,,,,,-7.5,0.87,7.5,0.8,131.5,0.91,131.5,0.77,131.5,,0.0,,43.0,46.0,0.0,1,0.0,54.0,1.0,20180721014046.0,21077.0,0.77,0.91
249,,,,,-7.5,0.87,7.5,0.8,131.5,0.87,131.5,0.8,131.5,,0.0,,43.0,46.0,0.0,1,0.0,54.0,1.0,20180721014046.0,21095.0,0.77,0.91
250,,,,,-7.5,0.87,7.5,0.8,131.5,0.87,131.5,0.8,131.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014048.0,21095.0,0.77,0.91
251,,,,,-7.5,0.87,7.5,0.8,131.5,0.87,131.5,0.8,131.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014048.0,21095.0,0.77,0.91
252,,,,,-7.5,0.87,7.5,0.8,131.5,0.87,131.5,0.8,131.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014052.0,21095.0,0.77,0.91
253,,,,,-6.5,0.87,6.5,0.8,131.5,0.87,131.5,0.8,-6.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014052.0,21095.0,0.77,0.91
254,,,,,-6.5,0.87,6.5,0.8,131.5,0.87,131.5,0.8,6.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014053.0,11077.0,0.77,0.91
255,,,,,-6.5,0.87,6.5,0.8,131.5,0.87,131.5,0.8,6.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014053.0,11077.0,0.77,0.91
256,,,,,-6.5,0.87,6.5,0.8,131.5,0.87,131.5,0.8,6.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014055.0,11077.0,0.77,0.91
257,,,,,-6.5,0.87,6.5,0.8,131.5,0.87,131.5,0.8,6.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,0.0,20180721014055.0,21086.0,0.77,0.91
258,,,,,-6.5,0.87,6.5,0.8,131.5,0.87,131.5,0.8,6.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,1.0,20180721014113.0,21086.0,0.77,0.91
259,,,,,-6.5,0.87,6.5,0.8,131.5,0.83,131.5,0.83,6.5,,0.0,,43.0,46.0,0.0,1,0.0,52.0,1.0,20180721014113.0,21086.0,0.77,0.91
260,,,,,-6.5,0.87,6.5,0.8,131.5,0.83,131.5,0.83,6.5,,0.0,,43.0,46.0,0.0,1,0.0,44.0,1.0,20180721014121.0,21086.0,0.77,0.91
261,,,,,-6.5,0.87,6.5,0.8,130.5,0.87,131.5,0.8,130.5,,0.0,,43.0,46.0,0.0,1,0.0,44.0,1.0,20180721014121.0,21086.0,0.77,0.91
262,,,,,-6.5,0.87,6.5,0.8,130.5,0.87,130.5,0.8,130.5,,0.0,,43.0,46.0,0.0,1,0.0,36.0,1.0,20180721014129.0,21086.0,0.77,0.91
263,,,,,-6.5,0.87,6.5,0.8,130.5,0.83,130.5,0.83,130.5,,0.0,,43.0,46.0,0.0,1,0.0,36.0,1.0,20180721014129.0,21086.0,0.77,0.91
264,,,,,-6.5,0.87,6.5,0.8,130.5,0.83,130.5,0.83,130.5,,0.0,,43.0,46.0,0.0,1,0.0,34.0,0.0,20180721014130.0,21086.0,0.77,0.91
265,,,,,-6.5,0.87,6.5,0.8,130.5,0.83,130.5,0.83,130.5,,0.0,,43.0,46.0,0.0,1,0.0,34.0,0.0,20180721014130.0,21086.0,0.77,0.91
266,,,,,-6.5,0.87,6.5,0.8,130.5,0.83,130.5,0.83,130.5,,0.0,,43.0,46.0,0.0,1,0.0,34.0,0.0,20180721014132.0,21086.0,0.77,0.91
267,,,,,-7.5,0.91,7.5,0.8,130.5,0.83,130.5,0.83,-7.5,,0.0,,43.0,46.0,0.0,1,0.0,34.0,0.0,20180721014132.0,21086.0,0.77,0.91
268,,,,,-7.5,0.91,7.5,0.77,130.5,0.83,130.5,0.83,7.5,,0.0,,43.0,46.0,0.0,1,0.0,34.0,1.0,20180721014138.0,21077.0,0.77,0.91
269,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,130.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,34.0,1.0,20180721014138.0,21077.0,0.77,0.91
270,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,129.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014146.0,21077.0,0.77,0.91
271,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,129.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014146.0,21077.0,0.77,0.91
272,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,129.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014149.0,21077.0,0.77,0.91
273,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,129.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014149.0,21077.0,0.77,0.91
274,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,129.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014150.0,21077.0,0.77,0.91
275,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,129.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014150.0,21077.0,0.77,0.91
276,,,,,-7.5,0.91,7.5,0.77,129.5,0.91,129.5,0.77,129.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014151.0,21077.0,0.77,0.91
277,,,,,-7.5,0.91,7.5,0.77,131.5,0.8,129.5,0.77,131.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014151.0,11086.0,0.77,0.91
278,,,,,-7.5,0.91,7.5,0.77,131.5,0.8,131.5,0.87,131.5,,0.0,,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014153.0,11086.0,0.77,0.91
279,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,131.5,0.87,130.5,,0.0,1:2,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014153.0,21078.0,0.77,0.91
280,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,130.5,,0.0,1:2,43.0,46.0,0.0,1,0.0,25.0,0.0,20180721014213.0,21078.0,0.77,0.91
