,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
32,,,Q4,4th Quarter,-20.5,0.8333333333333334,20.5,0.8333333333333334,110.5,0.8695652173913043,110.5,0.8,3.0,4.0,,,,0,1,8.0,58.0,1.0,20181017123516.0,21095.0
33,,,Q4,4th Quarter,-20.5,0.7692307692307693,20.5,0.9090909090909091,110.5,0.8695652173913043,110.5,0.8,3.0,4.0,,,,0,1,8.0,58.0,1.0,20181017123516.0,21077.0
34,,,Q4,4th Quarter,-20.5,0.7692307692307693,20.5,0.9090909090909091,110.5,0.8,110.5,0.8695652173913043,3.0,4.0,,,,0,1,8.0,52.0,1.0,20181017123524.0,21077.0
35,,,Q4,4th Quarter,-20.5,0.8695652173913043,20.5,0.8,109.5,0.8695652173913043,109.5,0.8,3.0,4.0,,,,0,1,8.0,41.0,1.0,20181017123531.0,11077.0
36,,,Q4,4th Quarter,-20.5,0.8695652173913043,20.5,0.8,109.5,0.8,109.5,0.8695652173913043,3.0,4.0,,,,0,1,8.0,32.0,1.0,20181017123539.0,11077.0
37,,,Q4,4th Quarter,-20.5,0.8695652173913043,20.5,0.8,109.5,0.8,109.5,0.8695652173913043,3.0,4.0,,,,0,1,8.0,32.0,1.0,20181017123539.0,21077.0
38,,,Q4,4th Quarter,-20.5,0.8695652173913043,20.5,0.8,111.5,0.9090909090909091,111.5,0.7692307692307693,3.0,4.0,,,,0,1,8.0,23.0,1.0,20181017123549.0,21077.0
39,,,Q4,4th Quarter,-20.5,0.8,20.5,0.8695652173913043,111.5,0.8333333333333334,111.5,0.8333333333333334,3.0,4.0,,,,0,1,8.0,15.0,1.0,20181017123557.0,21077.0
40,,,Q4,4th Quarter,-20.5,0.9090909090909091,20.5,0.7692307692307693,111.5,0.8333333333333334,111.5,0.8333333333333334,3.0,4.0,,,,0,1,8.0,15.0,1.0,20181017123557.0,11077.0
41,,,Q4,4th Quarter,-20.5,0.9090909090909091,20.5,0.7692307692307693,111.5,0.8333333333333334,111.5,0.8333333333333334,3.0,4.0,,,,0,1,8.0,15.0,1.0,20181017123602.0,11077.0
42,,,Q4,4th Quarter,-20.5,0.9090909090909091,20.5,0.7692307692307693,111.5,0.7692307692307693,111.5,0.9090909090909091,3.0,4.0,,,,0,1,8.0,8.0,0.0,20181017123604.0,11077.0
43,,,Q4,4th Quarter,-20.5,0.9090909090909091,20.5,0.7692307692307693,111.5,0.7692307692307693,111.5,0.9090909090909091,3.0,4.0,,,,0,1,8.0,8.0,1.0,20181017123613.0,11077.0
44,,,Q4,4th Quarter,-15.5,0.7692307692307693,15.5,0.9090909090909091,110.5,0.8695652173913043,110.5,0.8,3.0,4.0,,,,0,1,7.0,59.0,1.0,20181017123621.0,11077.0
45,,,Q4,4th Quarter,-15.5,0.8,15.5,0.8695652173913043,110.5,0.8,110.5,0.8695652173913043,3.0,4.0,,,,0,1,7.0,51.0,1.0,20181017123630.0,11077.0
46,,,Q4,4th Quarter,-13.5,0.8,13.5,0.8695652173913043,113.5,0.7692307692307693,113.5,0.9090909090909091,4.0,4.0,^,40.0,49.0,0,1,7.0,45.0,1.0,20181017123636.0,11075^21077
47,,,Q4,4th Quarter,-13.5,0.8,13.5,0.8695652173913043,113.5,0.7142857142857143,113.5,1.0,4.0,4.0,,40.0,49.0,0,1,7.0,43.0,1.0,20181017123638.0,21077.0
48,,,Q4,4th Quarter,-16.5,0.8333333333333334,16.5,0.8333333333333334,109.5,0.8,109.5,0.8695652173913043,3.0,4.0,,37.0,49.0,0,1,7.0,36.0,1.0,20181017123645.0,21077.0
49,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,111.5,0.8,111.5,0.8695652173913043,3.0,4.0,^,39.0,49.0,0,1,7.0,33.0,1.0,20181017123648.0,11074^21077
50,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,111.5,0.7692307692307693,111.5,0.9090909090909091,3.0,4.0,^,39.0,49.0,0,1,7.0,29.0,0.0,20181017123652.0,11074^21077
51,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,110.5,0.9090909090909091,110.5,0.7692307692307693,3.0,4.0,^,39.0,49.0,0,1,7.0,26.0,0.0,20181017123655.0,11074^21077
52,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,111.5,0.8,111.5,0.8695652173913043,3.0,4.0,^,39.0,49.0,0,1,7.0,32.0,0.0,20181017123708.0,11086^21077
53,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,111.5,0.8,111.5,0.8695652173913043,3.0,4.0,^,39.0,49.0,0,1,7.0,32.0,1.0,20181017123735.0,11086^21077
54,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,110.5,0.9090909090909091,110.5,0.7692307692307693,3.0,4.0,^,39.0,49.0,0,1,7.0,23.0,1.0,20181017123743.0,11086^21077
55,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,110.5,0.8333333333333334,110.5,0.8333333333333334,3.0,4.0,,39.0,49.0,0,1,7.0,19.0,1.0,20181017123748.0,21094.0
56,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,110.5,0.8333333333333334,110.5,0.8333333333333334,3.0,4.0,,39.0,49.0,0,1,7.0,19.0,1.0,20181017123749.0,21077.0
57,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,110.5,0.8333333333333334,110.5,0.8333333333333334,3.0,4.0,,39.0,49.0,0,1,7.0,16.0,0.0,20181017123751.0,21077.0
58,,,Q4,4th Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,110.5,0.8333333333333334,110.5,0.8333333333333334,3.0,4.0,,39.0,49.0,0,1,7.0,16.0,1.0,20181017123820.0,21077.0
59,,,Q4,4th Quarter,-13.5,0.8333333333333334,13.5,0.8333333333333334,110.5,0.8,110.5,0.8695652173913043,4.0,4.0,,39.0,49.0,0,1,7.0,14.0,1.0,20181017123822.0,11077.0
60,,,Q4,4th Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,^,41.0,49.0,0,1,7.0,8.0,1.0,20181017123828.0,11074^21077
61,,,Q4,4th Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,^,41.0,49.0,0,1,7.0,8.0,0.0,20181017123828.0,11074^21077
62,,,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,1:1,41.0,49.0,0,1,7.0,8.0,0.0,20181017123828.0,21086^11077
63,44.0,5.0,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,7.0,8.0,0.0,20181017123843.0,11081.0
64,,,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,7.0,8.0,0.0,20181017123844.0,11077.0
65,44.0,5.0,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,7.0,8.0,0.0,20181017123845.0,21081.0
66,,,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,7.0,8.0,0.0,20181017123954.0,11077.0
67,,,Q4,4th Quarter,-12.5,0.8333333333333334,12.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,1:1^,41.0,49.0,0,1,7.0,8.0,1.0,20181017124023.0,11080^21077
68,,,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,7.0,7.0,1.0,20181017124024.0,11077.0
69,,,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,7.0,5.0,0.0,20181017124026.0,11077.0
70,,,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,^,41.0,49.0,0,1,7.0,5.0,0.0,20181017124029.0,21086^11077
71,,,Q4,4th Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,112.5,0.7692307692307693,112.5,0.9090909090909091,4.0,4.0,^,41.0,49.0,0,1,7.0,5.0,1.0,20181017124054.0,21086^11077
72,,,Q4,4th Quarter,-11.5,0.8695652173913043,11.5,0.8,111.5,0.8333333333333334,111.5,0.8333333333333334,4.0,4.0,^,41.0,49.0,0,1,6.0,56.0,1.0,20181017124103.0,21086^11077
73,,,Q4,4th Quarter,-11.5,0.8695652173913043,11.5,0.8,111.5,0.8333333333333334,111.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,6.0,56.0,1.0,20181017124105.0,21077.0
74,,,Q4,4th Quarter,-11.5,0.8695652173913043,11.5,0.8,111.5,0.8,111.5,0.8695652173913043,4.0,4.0,,41.0,49.0,0,1,6.0,46.0,1.0,20181017124113.0,21077.0
75,,,Q4,4th Quarter,-9.5,0.9090909090909091,9.5,0.7692307692307693,112.5,1.0,112.5,0.7142857142857143,4.0,4.0,,41.0,49.0,0,1,6.0,41.0,1.0,20181017124119.0,11077.0
76,,,Q4,4th Quarter,-9.5,0.9090909090909091,9.5,0.7692307692307693,112.5,0.8333333333333334,112.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,6.0,33.0,0.0,20181017124127.0,11077.0
77,,,Q4,4th Quarter,-10.5,0.9090909090909091,10.5,0.7692307692307693,112.5,0.8333333333333334,112.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,6.0,33.0,0.0,20181017124128.0,21077.0
78,,,Q4,4th Quarter,-10.5,0.9090909090909091,10.5,0.7692307692307693,112.5,0.8333333333333334,112.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,6.0,33.0,1.0,20181017124151.0,21077.0
79,,,Q4,4th Quarter,-10.5,0.9090909090909091,10.5,0.7692307692307693,112.5,0.7142857142857143,112.5,1.0,4.0,4.0,,41.0,49.0,0,1,6.0,24.0,1.0,20181017124159.0,21077.0
80,,,Q4,4th Quarter,-10.5,0.9090909090909091,10.5,0.7692307692307693,111.5,0.9090909090909091,111.5,0.7692307692307693,4.0,4.0,,41.0,49.0,0,1,6.0,23.0,1.0,20181017124200.0,21094.0
81,,,Q4,4th Quarter,-10.5,0.9090909090909091,10.5,0.7692307692307693,111.5,0.9090909090909091,111.5,0.7692307692307693,4.0,4.0,,41.0,49.0,0,1,6.0,23.0,1.0,20181017124200.0,21077.0
82,,,Q4,4th Quarter,-8.5,0.7692307692307693,8.5,0.9090909090909091,111.5,0.8333333333333334,111.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,6.0,12.0,1.0,20181017124210.0,21077.0
83,,,Q4,4th Quarter,-8.5,0.7692307692307693,8.5,0.9090909090909091,110.5,1.0,110.5,0.7142857142857143,4.0,4.0,,41.0,49.0,0,1,6.0,4.0,1.0,20181017124219.0,21077.0
84,,,Q4,4th Quarter,-8.5,0.8,8.5,0.8695652173913043,110.5,0.8333333333333334,110.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,5.0,56.0,1.0,20181017124227.0,21077.0
85,,,Q4,4th Quarter,-8.5,0.8,8.5,0.8695652173913043,110.5,0.8333333333333334,110.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,5.0,56.0,1.0,20181017124230.0,11077.0
86,,,Q4,4th Quarter,-8.5,0.8,8.5,0.8695652173913043,110.5,0.7692307692307693,110.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,5.0,51.0,0.0,20181017124232.0,11077.0
87,,,Q4,4th Quarter,-8.5,0.8,8.5,0.8695652173913043,109.5,0.9090909090909091,109.5,0.7692307692307693,4.0,4.0,,41.0,49.0,0,1,5.0,43.0,0.0,20181017124238.0,11077.0
88,,,Q4,4th Quarter,-8.5,0.7692307692307693,8.5,0.9090909090909091,110.5,0.8695652173913043,110.5,0.8,4.0,4.0,^,41.0,49.0,0,1,5.0,59.0,0.0,20181017124241.0,21086^11077
89,,,Q4,4th Quarter,-8.5,0.7692307692307693,8.5,0.9090909090909091,110.5,0.8695652173913043,110.5,0.8,4.0,4.0,^,41.0,49.0,0,1,5.0,59.0,1.0,20181017124315.0,21086^11077
90,,,Q4,4th Quarter,-8.5,0.8,8.5,0.8695652173913043,110.5,0.7692307692307693,110.5,0.9090909090909091,4.0,4.0,^,41.0,49.0,0,1,5.0,50.0,1.0,20181017124323.0,21086^11077
91,,,Q4,4th Quarter,-9.5,0.8,9.5,0.8695652173913043,110.5,0.9090909090909091,110.5,0.7692307692307693,4.0,4.0,,41.0,49.0,0,1,5.0,50.0,1.0,20181017124323.0,21077.0
92,,,Q4,4th Quarter,-9.5,0.8,9.5,0.8695652173913043,110.5,0.9090909090909091,110.5,0.7692307692307693,4.0,4.0,,41.0,49.0,0,1,5.0,50.0,1.0,20181017124329.0,21077.0
93,,,Q4,4th Quarter,-9.5,0.8333333333333334,9.5,0.8333333333333334,110.5,0.8333333333333334,110.5,0.8333333333333334,4.0,4.0,,41.0,49.0,0,1,5.0,37.0,1.0,20181017124337.0,21077.0
94,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,110.5,0.7692307692307693,110.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,5.0,37.0,1.0,20181017124337.0,11077.0
95,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,110.5,0.7142857142857143,110.5,1.0,4.0,4.0,,41.0,49.0,0,1,5.0,30.0,0.0,20181017124344.0,11077.0
96,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,110.5,0.7142857142857143,110.5,1.0,4.0,4.0,,41.0,49.0,0,1,5.0,30.0,1.0,20181017124355.0,11077.0
97,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,108.5,0.8695652173913043,108.5,0.8,4.0,4.0,,41.0,49.0,0,1,5.0,22.0,0.0,20181017124403.0,11077.0
98,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,108.5,0.8695652173913043,108.5,0.8,4.0,4.0,^,41.0,49.0,0,1,5.0,22.0,0.0,20181017124407.0,21086^11077
99,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,108.5,0.8695652173913043,108.5,0.8,4.0,4.0,^,41.0,49.0,0,1,5.0,22.0,1.0,20181017124427.0,21086^11077
100,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,108.5,0.7692307692307693,108.5,0.9090909090909091,4.0,4.0,^,41.0,49.0,0,1,5.0,13.0,1.0,20181017124435.0,21086^11077
101,,,Q4,4th Quarter,-8.5,0.8333333333333334,8.5,0.8333333333333334,108.5,0.7692307692307693,108.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,5.0,13.0,1.0,20181017124435.0,21077.0
102,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,109.5,0.8695652173913043,109.5,0.8,4.0,4.0,,41.0,49.0,0,1,4.0,59.0,1.0,20181017124449.0,21077.0
103,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,109.5,0.7692307692307693,109.5,0.9090909090909091,4.0,4.0,,41.0,49.0,0,1,4.0,51.0,1.0,20181017124458.0,21077.0
104,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,109.5,0.7692307692307693,109.5,0.9090909090909091,4.0,4.0,,45.0,51.0,0,1,4.0,47.0,1.0,20181017124502.0,11077.0
105,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,109.5,0.8333333333333334,109.5,0.8333333333333334,4.0,4.0,,45.0,51.0,0,1,4.0,38.0,1.0,20181017124510.0,11077.0
106,,,Q4,4th Quarter,-8.5,1.0,8.5,0.7142857142857143,109.5,0.7142857142857143,109.5,1.0,4.0,4.0,,45.0,51.0,0,1,4.0,30.0,1.0,20181017124519.0,11077.0
107,,,Q4,4th Quarter,-7.5,0.7142857142857143,7.5,1.0,109.5,1.0,109.5,0.7142857142857143,4.0,4.0,,45.0,51.0,0,1,4.0,28.0,0.0,20181017124521.0,11077.0
108,,,Q4,4th Quarter,-7.5,0.7142857142857143,7.5,1.0,109.5,1.0,109.5,0.7142857142857143,4.0,4.0,^,45.0,51.0,0,1,4.0,28.0,0.0,20181017124524.0,21086^11077
109,,,Q4,4th Quarter,-7.5,0.8333333333333334,7.5,0.8333333333333334,111.5,0.8,111.5,0.8695652173913043,4.0,4.0,1:2,45.0,51.0,0,1,4.0,28.0,0.0,20181017124525.0,11078.0
110,,,Q4,4th Quarter,-7.5,0.8695652173913043,7.5,0.8,111.5,0.8695652173913043,111.5,0.8,4.0,4.0,1:2^2:2,46.0,51.0,0,1,4.0,28.0,0.0,20181017124603.0,11079^11078
111,,,Q4,4th Quarter,-7.5,0.8695652173913043,7.5,0.8,111.5,0.8695652173913043,111.5,0.8,4.0,4.0,,46.0,51.0,0,1,4.0,28.0,1.0,20181017124603.0,21077.0
112,,,Q4,4th Quarter,-6.5,0.7142857142857143,6.5,1.0,111.5,0.8695652173913043,111.5,0.8,4.0,4.0,,46.0,51.0,0,1,4.0,19.0,1.0,20181017124631.0,21077.0
113,,,Q4,4th Quarter,-6.5,0.7692307692307693,6.5,0.9090909090909091,111.5,0.7692307692307693,111.5,0.9090909090909091,4.0,4.0,,46.0,51.0,0,1,4.0,12.0,1.0,20181017124639.0,21094.0
114,,,Q4,4th Quarter,-6.5,0.7692307692307693,6.5,0.9090909090909091,110.5,0.9090909090909091,110.5,0.7692307692307693,4.0,4.0,,46.0,51.0,0,1,4.0,3.0,1.0,20181017124647.0,21077.0
115,,,Q4,4th Quarter,-6.5,0.7692307692307693,6.5,0.9090909090909091,110.5,0.9090909090909091,110.5,0.7692307692307693,4.0,4.0,,46.0,51.0,0,1,4.0,3.0,1.0,20181017124647.0,11077.0
116,,,Q4,4th Quarter,-6.5,0.7692307692307693,6.5,0.9090909090909091,110.5,0.8,110.5,0.8695652173913043,4.0,4.0,,46.0,51.0,0,1,3.0,54.0,1.0,20181017124656.0,11077.0
117,,,Q4,4th Quarter,-6.5,0.8333333333333334,6.5,0.8333333333333334,112.5,1.0,112.5,0.7142857142857143,4.0,4.0,,46.0,51.0,0,1,3.0,46.0,1.0,20181017124704.0,11077.0
118,,,Q4,4th Quarter,-9.5,0.8333333333333334,6.5,0.8333333333333334,112.5,0.8333333333333334,112.5,0.8333333333333334,4.0,4.0,,46.0,51.0,0,1,3.0,39.0,1.0,20181017124712.0,11094.0
119,,,Q4,4th Quarter,-9.5,0.8333333333333334,9.5,0.8333333333333334,111.5,1.0,111.5,0.7142857142857143,4.0,4.0,,46.0,51.0,0,1,3.0,30.0,1.0,20181017124720.0,21077.0
120,,,Q4,4th Quarter,-9.5,0.8695652173913043,9.5,0.8,111.5,0.8333333333333334,111.5,0.8333333333333334,4.0,4.0,,46.0,51.0,0,1,3.0,22.0,1.0,20181017124729.0,21077.0
121,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,111.5,0.8333333333333334,111.5,0.8333333333333334,4.0,4.0,,46.0,51.0,0,1,3.0,22.0,1.0,20181017124737.0,11077.0
122,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,111.5,0.8333333333333334,111.5,0.8333333333333334,4.0,4.0,,46.0,51.0,0,1,3.0,22.0,1.0,20181017124737.0,11077.0
123,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,111.5,0.8,111.5,0.8695652173913043,4.0,4.0,,46.0,51.0,0,1,3.0,0.0,0.0,20181017124750.0,11077.0
124,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,111.5,0.8,111.5,0.8695652173913043,3.0,4.0,,46.0,51.0,0,1,2.0,57.0,0.0,20181017124754.0,11077.0
125,,,Q4,4th Quarter,-8.5,0.8695652173913043,8.5,0.8,111.5,0.8,111.5,0.8695652173913043,4.0,4.0,,46.0,51.0,0,1,3.0,3.0,1.0,20181017124809.0,11077.0
126,,,Q4,4th Quarter,-8.5,1.0,8.5,0.7142857142857143,111.5,0.8,111.5,0.8695652173913043,3.0,4.0,,46.0,51.0,0,1,2.0,54.0,1.0,20181017124818.0,11077.0
127,,,Q4,4th Quarter,-8.5,1.0,8.5,0.7142857142857143,111.5,0.8,111.5,0.8695652173913043,3.0,4.0,,46.0,51.0,0,1,2.0,49.0,1.0,20181017124818.0,21077.0
