,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,-2.5,0.83,2.5,0.83,156.5,0.83,156.5,0.83,,,,,,,0,,2,,0,,5,,1,,0.0,,4,,0.0,1,7.0,44.0,1,20180717140433,11077,0.63,1.2
1,,,,,-2.5,0.83,2.5,0.83,155.5,0.87,156.5,0.8,155.5,,,,,,0,,2,,0,,5,,1,,0.0,,4,,0.0,1,7.0,44.0,1,20180717140433,11077,0.63,1.2
2,,,,,-2.5,0.83,2.5,0.83,155.5,0.87,155.5,0.8,155.5,,,,,,0,,2,,0,,5,,1,,0.0,,4,,0.0,1,7.0,36.0,1,20180717140441.0,11077,0.63,1.2
3,,,,,-2.5,0.83,2.5,0.83,155.5,0.87,155.5,0.8,155.5,,,,,,0,,2,,0,,5,,1,,0.0,,4,,0.0,1,7.0,36.0,1,20180717140441.0,11077,0.63,1.2
4,,,,,-2.5,0.83,2.5,0.83,155.5,0.83,155.5,0.83,155.5,,,,,,0,,2,,0,,5,,1,,0.0,,4,,0.0,1,7.0,32.0,1,20180717140445.0,11077,0.63,1.2
5,,,,,-2.5,0.8,2.5,0.87,157.5,0.83,155.5,0.83,157.5,,,,,,0,,2,,0,,5,,1,,0.0,,4,,0.0,1,7.0,32.0,1,20180717140445.0,21077.0,0.63,1.2
6,,,,,-2.5,0.8,2.5,0.87,157.5,0.83,157.5,0.83,157.5,,0.47,,,,0,,2,,0,,5,,1,,0.0,,4,,0.0,1,7.0,32.0,1,20180717140445.0,21077.0,0.63,1.2
7,,,,,-2.5,0.8,2.5,0.87,157.5,0.83,157.5,0.83,157.5,,0.0,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,27.0,1,20180717140450.0,21077.0,0.63,1.2
8,,,,,-4.5,0.83,4.5,0.87,157.5,0.83,157.5,0.83,-4.5,,0.0,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,27.0,1,20180717140450.0,21077.0,0.63,1.2
9,,,,,-4.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,4.5,,0.0,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,27.0,1,20180717140450.0,21074.0,0.63,1.2
10,,,,,-4.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,4.5,,1.5,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,24.0,1,20180717140453.0,21074.0,0.63,1.2
11,,,,,-4.5,0.87,4.5,0.8,156.5,0.83,157.5,0.83,156.5,,1.5,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,24.0,1,20180717140453.0,11077.0,0.63,1.2
12,,,,,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,,1.5,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,16.0,1,20180717140501.0,11077.0,0.63,1.2
13,,,,,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,,1.5,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,16.0,1,20180717140501.0,11077.0,0.63,1.2
14,,,,,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,,1.5,,,,0,,2,,0,,5,,1,,0.0,,4,4.0,0.0,1,7.0,12.0,0.0,20180717140505.0,11077.0,0.63,1.2
