,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
93,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,2.0,3.0,66.7,87.5,60,43,0.0,1,4.0,5.0,0.0,20180913115432.0,21077.0,0.004,17.0,
94,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,2.0,3.0,66.7,87.5,60,43,0.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
95,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,2.0,3.0,66.7,87.5,60,43,1.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
96,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,2.0,3.0,66.7,87.5,60,43,1.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
97,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,2.0,3.0,66.7,87.5,60,43,1.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
98,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
99,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
100,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
101,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,4.0,5.0,0.0,20180913115436.0,21077.0,0.004,17.0,
102,,18.5,0.8,-18.5,0.8695652173913043,116.5,0.7692307692307693,116.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,4.0,5.0,1.0,20180913115449.0,21077.0,0.004,17.0,
103,,18.5,0.8,-18.5,0.8695652173913043,115.5,0.9090909090909091,115.5,0.7692307692307693,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,56.0,1.0,20180913115457.0,21077.0,0.004,17.0,
104,,18.5,0.7692307692307693,-18.5,0.9090909090909091,115.5,0.8,115.5,0.8695652173913043,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,48.0,1.0,20180913115505.0,21077.0,0.004,17.0,
105,,18.5,0.7692307692307693,-18.5,0.9090909090909091,115.5,0.8,115.5,0.8695652173913043,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,48.0,1.0,20180913115505.0,21077.0,0.004,17.0,
106,,19.5,0.7692307692307693,-19.5,0.9090909090909091,115.5,0.8,115.5,0.8695652173913043,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,48.0,1.0,20180913115505.0,21077.0,0.004,17.0,
107,,19.5,0.7692307692307693,-19.5,0.9090909090909091,115.5,0.7692307692307693,115.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,47.0,1.0,20180913115507.0,11077.0,0.004,17.0,
108,,19.5,0.7692307692307693,-19.5,0.9090909090909091,114.5,0.9090909090909091,114.5,0.7692307692307693,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,38.0,1.0,20180913115515.0,11077.0,0.004,17.0,
109,,19.5,0.7142857142857143,-19.5,1.0,114.5,0.7692307692307693,114.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,30.0,1.0,20180913115523.0,11077.0,0.004,17.0,
110,,19.5,0.7142857142857143,-19.5,1.0,114.5,0.7692307692307693,114.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,30.0,1.0,20180913115523.0,11077.0,0.004,17.0,
111,,19.5,0.7142857142857143,-19.5,1.0,113.5,0.9090909090909091,113.5,0.7692307692307693,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,22.0,1.0,20180913115532.0,11077.0,0.004,17.0,
112,,18.5,0.7142857142857143,-18.5,1.0,113.5,0.8695652173913043,113.5,0.8,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,20.0,0.0,20180913115534.0,11077.0,0.004,17.0,
113,,18.5,0.7142857142857143,-18.5,1.0,113.5,0.8695652173913043,113.5,0.8,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,20.0,0.0,20180913115534.0,11077.0,0.004,17.0,
114,,18.5,0.7142857142857143,-18.5,1.0,113.5,0.8695652173913043,113.5,0.8,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,20.0,1.0,20180913115535.0,11077.0,0.004,17.0,
115,,17.5,1.0,-17.5,0.7142857142857143,113.5,0.7692307692307693,113.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,11.0,1.0,20180913115543.0,11077.0,0.004,17.0,
116,,17.5,1.0,-17.5,0.7142857142857143,113.5,0.7692307692307693,113.5,0.9090909090909091,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,11.0,1.0,20180913115543.0,11077.0,0.004,17.0,
117,,17.5,1.0,-17.5,0.7142857142857143,113.5,0.7142857142857143,113.5,1.0,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,9.0,1.0,20180913115546.0,21077.0,0.004,17.0,
118,,17.5,1.0,-17.5,0.7142857142857143,112.5,1.1,112.5,0.6666666666666666,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,8.0,0.0,20180913115547.0,21077.0,0.004,17.0,
119,,17.5,1.0,-17.5,0.7142857142857143,112.5,1.1,112.5,0.6666666666666666,3.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,3.0,8.0,0.0,20180913115608.0,21077.0,0.004,17.0,
120,,17.5,0.9090909090909091,-17.5,0.7692307692307693,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,59.0,0.0,20180913115616.0,21077.0,0.004,17.0,
121,,17.5,0.9090909090909091,-17.5,0.7692307692307693,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,59.0,0.0,20180913115616.0,21077.0,0.004,17.0,
122,,18.5,0.9090909090909091,-18.5,0.7692307692307693,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,59.0,0.0,20180913115616.0,11077.0,0.004,17.0,
123,,18.5,0.9090909090909091,-18.5,0.7692307692307693,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,59.0,0.0,20180913115616.0,11077.0,0.004,17.0,
124,,18.5,0.9090909090909091,-18.5,0.7692307692307693,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,50.0,0.0,20180913115625.0,11077.0,0.004,17.0,
125,,18.5,0.9090909090909091,-18.5,0.7692307692307693,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,42.0,0.0,20180913115633.0,11077.0,0.004,17.0,
126,,18.5,0.8695652173913043,-18.5,0.8,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,42.0,0.0,20180913115633.0,11077.0,0.004,17.0,
127,,18.5,0.8695652173913043,-18.5,0.8,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,42.0,0.0,20180913115633.0,11077.0,0.004,17.0,
128,,17.5,0.8695652173913043,-17.5,0.8,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,42.0,0.0,20180913115633.0,11077.0,0.004,17.0,
129,,17.5,0.8695652173913043,-17.5,0.8,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,32.0,0.0,20180913115643.0,21077.0,0.004,17.0,
130,,17.5,0.8333333333333334,-17.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,32.0,0.0,20180913115643.0,21077.0,0.004,17.0,
131,,17.5,0.8333333333333334,-17.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,23.0,0.0,20180913115651.0,21077.0,0.004,17.0,
132,,18.5,0.8333333333333334,-18.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,23.0,0.0,20180913115651.0,21077.0,0.004,17.0,
133,,18.5,0.8333333333333334,-18.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,21.0,0.0,20180913115654.0,11077.0,0.004,17.0,
134,,18.5,0.8333333333333334,-18.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,16.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,21.0,0.0,20180913115654.0,11077.0,0.004,17.0,
135,,20.5,0.8333333333333334,-20.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,21.0,0.0,20180913115654.0,11074.0,0.004,17.0,
136,,20.5,0.8333333333333334,-20.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,6.0,0.0,20180913115708.0,11074.0,0.004,17.0,
137,,19.5,0.8333333333333334,-19.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,4.0,0.0,20180913115711.0,21077.0,0.004,17.0,
138,,19.5,0.8333333333333334,-19.5,0.8333333333333334,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,0.0,1,2.0,4.0,0.0,20180913115711.0,21077.0,0.004,17.0,
139,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,4.0,0.0,20180913115711.0,21077.0,0.004,17.0,
140,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,4.0,0.0,20180913115711.0,21077.0,0.004,17.0,
141,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,4.0,0.0,20180913115711.0,21077.0,0.004,17.0,
142,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,4.0,0.0,20180913115711.0,21077.0,0.004,17.0,
143,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,4.0,0.0,20180913115711.0,21077.0,0.004,17.0,
144,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,50.0,0.0,20180913115725.0,11077.0,0.004,17.0,
145,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,41.0,0.0,20180913115733.0,11077.0,0.004,17.0,
146,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,33.0,0.0,20180913115741.0,11077.0,0.004,17.0,
147,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,33.0,0.0,20180913115741.0,11077.0,0.004,17.0,
148,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,33.0,0.0,20180913115741.0,21077.0,0.004,17.0,
149,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,22.0,0.0,20180913115752.0,21077.0,0.004,17.0,
150,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,22.0,0.0,20180913115753.0,21077.0,0.004,17.0,
151,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,22.0,0.0,20180913115756.0,11086.0,0.004,17.0,
152,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,,5.0,4.0,17.0,12.0,12.0,7.0,4,4,3.0,3.0,66.7,87.5,60,43,1.0,1,2.0,22.0,0.0,20180913115759.0,11086.0,0.004,17.0,
153,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,22.0,0.0,20180913115800.0,11086.0,0.004,17.0,
154,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,22.0,1.0,20180913115815.0,11086.0,0.004,17.0,
155,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,16.0,0.0,20180913115820.0,21077.0,0.004,17.0,
156,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,16.0,0.0,20180913115828.0,21077.0,0.004,17.0,
157,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,16.0,0.0,20180913115828.0,21077.0,0.004,17.0,
158,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,16.0,0.0,20180913115832.0,21077.0,0.004,17.0,
159,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,7.0,0.0,20180913115840.0,11077.0,0.004,17.0,
160,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,2.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,2.0,7.0,0.0,20180913115840.0,11077.0,0.004,17.0,
161,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,59.0,0.0,20180913115848.0,11077.0,0.004,17.0,
162,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,54.0,0.0,20180913115853.0,21077.0,0.004,17.0,
163,,18.5,0.8333333333333334,-18.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,54.0,0.0,20180913115853.0,21077.0,0.004,17.0,
164,,18.5,0.8333333333333334,-18.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,45.0,0.0,20180913115902.0,21077.0,0.004,17.0,
165,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,44.0,0.0,20180913115904.0,11077.0,0.004,17.0,
166,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,44.0,0.0,20180913115904.0,11077.0,0.004,17.0,
167,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,43.0,0.0,20180913115907.0,11077.0,0.004,17.0,
168,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,44.0,0.0,20180913115908.0,11077.0,0.004,17.0,
169,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,41.0,0.0,20180913115910.0,11077.0,0.004,17.0,
170,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,36.0,0.0,20180913115915.0,11077.0,0.004,17.0,
171,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,3.0,66.7,87.5,60,43,1.0,1,0.0,36.0,0.0,20180913115917.0,21086.0,0.004,17.0,
172,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,4.0,66.7,87.5,60,43,1.0,1,0.0,36.0,0.0,20180913115936.0,21086.0,0.004,17.0,
173,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,12.0,7.0,4,4,4.0,4.0,66.7,87.5,60,43,1.0,1,0.0,36.0,0.0,20180913115936.0,21086.0,0.004,17.0,
174,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,1:2^2:2,1.0,5.0,4.0,17.0,12.0,13.0,7.0,4,4,4.0,4.0,68.4,87.5,63,43,1.0,1,0.0,36.0,0.0,20180913115937.0,11079^11078,0.004,17.0,^
175,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,36.0,0.0,20180913115946.0,11079.0,0.004,17.0,
176,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,36.0,0.0,20180913115946.0,11079.0,0.004,17.0,
177,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,36.0,1.0,20180913115947.0,11079.0,0.004,17.0,
178,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,36.0,1.0,20180913115947.0,21077.0,0.004,17.0,
179,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,36.0,1.0,20180913115947.0,21077.0,0.004,17.0,
180,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,27.0,1.0,20180913115955.0,21077.0,0.004,17.0,
181,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,19.0,1.0,20180913120003.0,21077.0,0.004,17.0,
182,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,19.0,0.0,20180913120005.0,21077.0,0.004,17.0,
183,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,19.0,1.0,20180913120022.0,21077.0,0.004,17.0,
184,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,19.0,1.0,20180913120023.0,21077.0,0.004,17.0,
185,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,16.0,0.0,20180913120025.0,21077.0,0.004,17.0,
186,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,16.0,0.0,20180913120027.0,21077.0,0.004,17.0,
187,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,16.0,0.0,20180913120027.0,21077.0,0.004,17.0,
188,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,16.0,0.0,20180913120027.0,21077.0,0.004,17.0,
