,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
189,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,16.0,1.0,20180913120035.0,21077.0,0.004,17.0,
190,,20.5,0.8333333333333334,-20.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,16.0,1.0,20180913120035.0,21077.0,0.004,17.0,
191,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,16.0,1.0,20180913120035.0,21077.0,0.004,17.0,
192,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,14.0,1.0,20180913120037.0,11077.0,0.004,17.0,
193,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,13.0,0.0,20180913120038.0,11077.0,0.004,17.0,
194,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,13.0,0.0,20180913120044.0,11086.0,0.004,17.0,
195,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,4.0,4.0,70.0,87.5,64,43,1.0,1,0.0,13.0,0.0,20180913120054.0,11086.0,0.004,17.0,
196,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,1:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,87.5,64,43,1.0,1,0.0,13.0,0.0,20180913120054.0,21078.0,0.004,17.0,
197,,19.5,0.8333333333333334,-19.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,1:2^2:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,77.8,64,43,1.0,1,0.0,13.0,0.0,20180913120055.0,21080^21078,0.004,17.0,^
198,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,70.0,64,43,1.0,1,0.0,13.0,0.0,20180913120055.0,21080.0,0.004,17.0,
199,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,70.0,64,43,1.0,1,0.0,13.0,0.0,20180913120055.0,21080.0,0.004,17.0,
200,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,70.0,64,43,1.0,1,0.0,13.0,0.0,20180913120107.0,11077.0,0.004,17.0,
201,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,70.0,64,43,1.0,1,0.0,12.0,0.0,20180913120107.0,11077.0,0.004,17.0,
202,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,70.0,64,43,1.0,1,0.0,12.0,0.0,20180913120111.0,21086.0,0.004,17.0,
203,,21.5,0.8333333333333334,-21.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,1:2,1.0,5.0,4.0,17.0,12.0,14.0,7.0,4,4,5.0,4.0,70.0,70.0,64,43,1.0,1,0.0,12.0,0.0,20180913120126.0,11078.0,0.004,17.0,
204,,22.5,0.8333333333333334,-22.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,1:2^2:2,1.0,5.0,4.0,17.0,12.0,15.0,7.0,4,4,5.0,5.0,71.4,70.0,65,43,1.0,1,0.0,12.0,0.0,20180913120128.0,11079^11078,0.004,17.0,^
205,,22.5,0.8333333333333334,-22.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,1:2^2:2,1.0,5.0,4.0,17.0,12.0,15.0,7.0,4,4,5.0,5.0,71.4,70.0,65,43,1.0,1,0.0,12.0,0.0,20180913120128.0,11079^11078,0.004,17.0,^
206,,22.5,0.8333333333333334,-22.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,1:2^2:2,1.0,5.0,4.0,17.0,12.0,15.0,7.0,4,4,5.0,5.0,71.4,70.0,65,43,1.0,1,0.0,12.0,0.0,20180913120128.0,11079^11078,0.004,17.0,^
207,,23.5,0.8333333333333334,-23.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,12.0,0.0,20180913120138.0,11079.0,0.004,17.0,
208,,23.5,0.8333333333333334,-23.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,12.0,1.0,20180913120141.0,11079.0,0.004,17.0,
209,,22.5,0.8333333333333334,-22.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,2:2,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,12.0,1.0,20180913120141.0,11079.0,0.004,17.0,
210,,22.5,0.8333333333333334,-22.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,12.0,1.0,20180913120141.0,21077.0,0.004,17.0,
211,,22.5,0.8333333333333334,-22.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,9.0,1.0,20180913120142.0,21077.0,0.004,17.0,
212,,23.5,0.8333333333333334,-23.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,5.0,1.0,20180913120145.0,11077.0,0.004,17.0,
213,,23.5,0.8333333333333334,-23.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,5.0,1.0,20180913120145.0,11077.0,0.004,17.0,
214,,23.5,0.8333333333333334,-23.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,0.0,0.0,20180913120151.0,11077.0,0.004,17.0,
215,,23.5,0.8333333333333334,-23.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,0.0,0.0,20180913120151.0,1084.0,0.004,17.0,
216,,23.5,0.8333333333333334,-23.5,0.0,112.5,1.1,112.5,0.6666666666666666,1.0,,1.0,5.0,4.0,17.0,12.0,16.0,7.0,4,4,5.0,5.0,72.7,70.0,66,43,1.0,1,0.0,0.0,0.0,20180913120157.0,1084.0,0.004,17.0,
