,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,10.0,0.0,0,20180922171745,01082
1,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,,^,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,10.0,0.0,1.0,20180922172020.0,01090^21077
2,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,10.0,0.0,1.0,20180922172022.0,11095.0
3,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,150.5,0.9090909090909091,150.5,0.7692307692307693,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,54.0,1.0,20180922172026.0,21077.0
4,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,49.0,0.0,20180922172030.0,21077.0
5,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,49.0,1.0,20180922172042.0,21077.0
6,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,45.0,1.0,20180922172045.0,11095.0
7,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,150.5,0.7692307692307693,150.5,0.9090909090909091,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,42.0,1.0,20180922172048.0,11077.0
8,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,149.5,0.8695652173913043,149.5,0.8,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,37.0,1.0,20180922172053.0,11095.0
9,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,32.0,1.0,20180922172057.0,21077.0
10,,,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,148.5,0.9090909090909091,148.5,0.7692307692307693,,,,2,3.0,17.0,10.0,15.0,6.0,3.0,3,0.0,0.0,78.9,100.0,71,45,0,1,9.0,23.0,1.0,20180922172105.0,21077.0
