,ED,HASA,HASA_ODD,HASH,HASH_ODD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,3.5,0.0,-3.5,0.0,,14,6,19,28,18,18,4,5,8,7,85.7,75.0,98,92,0,1,0,6.0,0,20181027143435,11079
1,,3.5,0.0,-3.5,0.0,,14,6,19,28,18,18,4,5,8,7,85.7,75.0,98,92,0,1,0,6.0,1.0,20181027143438.0,11079
2,,3.5,0.0,-3.5,0.0,,14,6,19,28,18,18,4,5,8,7,85.7,75.0,98,92,0,1,0,0.0,0.0,20181027143446.0,21077.0
3,,3.5,0.0,-3.5,0.0,,14,6,19,28,18,18,4,5,8,7,85.7,75.0,98,92,0,1,0,0.0,0.0,20181027143447.0,21077.0
4,,3.5,0.0,-3.5,0.0,,14,6,19,28,18,18,4,5,8,7,85.7,75.0,98,92,0,1,0,0.0,0.0,20181027143447.0,1084.0
