,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
272,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.83,,19.0,14.0,0.0,1,2.0,GD,13.0,0,,21077.0,1.7,0.0,
273,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.83,,19.0,15.0,0.0,1,2.0,GD,13.0,0,,21077.0,1.7,0.0,
274,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.71,,19.0,15.0,0.0,1,2.0,GD,13.0,0,,21077.0,1.7,0.0,
275,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,1.0,,19.0,15.0,0.0,1,2.0,GD,13.0,0,,21095.0,1.7,0.0,"0.09,0.65"
276,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
277,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
278,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,1.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
279,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,1.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
280,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,1.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
281,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,1.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
282,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,1.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
283,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,1.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
284,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
285,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
286,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
287,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
288,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
289,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,21086.0,1.7,0.0,
290,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.0,,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
291,,,,第1节,-2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-2.5,1.0,1.0,1:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,
292,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,1.0,1:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,
293,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,1.0,1:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,
294,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.63,1:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,
295,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,1.2,1:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11080.0,1.7,0.0,"0.20,0.50"
296,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,0.8,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
297,,,,第1节,1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,1.5,1.0,0.87,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
298,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.87,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
299,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.66,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
300,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.1,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
301,,,,第1节,-2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-2.5,1.0,0.87,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
302,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,0.8,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
303,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.8,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11078.0,1.7,0.0,"0.20,0.50"
304,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.8,2:2,19.0,15.0,0.0,1,1.0,GD,55.0,0,,11079.0,1.7,0.0,"0.20,0.50"
305,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.8,,19.0,16.0,0.0,1,1.0,GD,55.0,0,,21077.0,1.7,0.0,
306,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.8,,19.0,16.0,0.0,1,1.0,GD,55.0,0,,21095.0,1.7,0.0,"0.30,0.45"
307,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
308,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,55.0,0,,11077.0,1.7,0.0,
309,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,36.0,0,,11077.0,1.7,0.0,
310,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.63,,19.0,16.0,0.0,1,1.0,GD,36.0,0,,11077.0,1.7,0.0,
311,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.2,,19.0,16.0,0.0,1,1.0,GD,36.0,0,,11094.0,1.7,0.0,"0.85,0.95"
312,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.87,,19.0,16.0,0.0,1,1.0,GD,36.0,0,,21077.0,1.7,0.0,
313,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.8,,19.0,16.0,0.0,1,1.0,GD,36.0,0,,21077.0,1.7,0.0,
314,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.66,,19.0,16.0,0.0,1,1.0,GD,36.0,0,,21077.0,1.7,0.0,
315,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,0.0,1,1.0,GD,22.0,0,,21077.0,1.7,0.0,
316,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,22.0,0,,11077.0,1.7,0.0,
317,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,22.0,0,,11077.0,1.7,0.0,
318,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.63,,19.0,16.0,0.0,1,1.0,GD,22.0,0,,11077.0,1.7,0.0,
319,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.2,,19.0,16.0,0.0,1,1.0,GD,22.0,0,,11095.0,1.7,0.0,"0.85,0.95"
320,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.2,,19.0,16.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
321,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.87,,19.0,16.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
322,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.8,,19.0,16.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
323,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.66,,19.0,16.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
324,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,1.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
325,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,1.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
326,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,1.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
327,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,1.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
328,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,1.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
329,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,1.0,1,1.0,GD,20.0,0,,11077.0,1.7,0.0,
330,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,19.0,16.0,1.0,1,1.0,GD,20.0,0,,11074.0,1.7,0.0,"0.85,0.95"
331,,,,第1节,-3.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-3.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
332,,,,第1节,3.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,3.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
333,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,,19.0,16.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
334,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,,19.0,18.0,0.0,1,1.0,GD,20.0,0,,21077.0,1.7,0.0,
335,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,,19.0,18.0,0.0,1,1.0,GD,18.0,0,,21077.0,1.7,0.0,
336,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,,19.0,18.0,0.0,1,1.0,GD,18.0,0,,21077.0,1.7,0.0,
337,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.0,,19.0,18.0,0.0,1,1.0,GD,18.0,0,,21077.0,1.7,0.0,
338,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.0,,19.0,18.0,0.0,1,1.0,GD,18.0,0,,21077.0,1.7,0.0,
339,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.0,,19.0,18.0,0.0,1,1.0,GD,18.0,0,,21077.0,1.7,0.0,
340,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.5,,19.0,18.0,0.0,1,1.0,GD,18.0,0,,21095.0,1.7,0.0,"0.08,0.59"
341,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.5,,19.0,18.0,0.0,1,0.0,GD,54.0,0,,11077.0,1.7,0.0,
342,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.5,,19.0,18.0,0.0,1,0.0,GD,54.0,0,,11077.0,1.7,0.0,
343,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.5,,19.0,18.0,0.0,1,0.0,GD,44.0,0,,11077.0,1.7,0.0,
344,,,,第1节,-5.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-5.5,1.0,0.8,,19.0,18.0,0.0,1,0.0,GD,44.0,0,,11077.0,1.7,0.0,
345,,,,第1节,5.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,5.5,1.0,0.87,,19.0,18.0,0.0,1,0.0,GD,44.0,0,,11077.0,1.7,0.0,
346,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.87,,19.0,18.0,0.0,1,0.0,GD,44.0,0,,11077.0,1.7,0.0,
347,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.0,,19.0,18.0,0.0,1,0.0,GD,44.0,0,,11077.0,1.7,0.0,
348,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.0,,19.0,18.0,0.0,1,0.0,GD,44.0,0,,11075.0,1.7,0.0,"0.86,0.18"
349,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.0,,19.0,21.0,0.0,1,0.0,GD,44.0,0,,21077.0,1.7,0.0,
350,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.0,,19.0,21.0,0.0,1,0.0,GD,35.0,0,,21077.0,1.7,0.0,
351,,,,第1节,-6.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-6.5,1.0,0.87,,19.0,21.0,0.0,1,0.0,GD,35.0,0,,21077.0,1.7,0.0,
352,,,,第1节,6.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,6.5,1.0,0.8,,19.0,21.0,0.0,1,0.0,GD,35.0,0,,21077.0,1.7,0.0,
353,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.8,,19.0,21.0,0.0,1,0.0,GD,35.0,0,,21077.0,1.7,0.0,
354,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.8,,19.0,21.0,0.0,1,0.0,GD,35.0,0,,21094.0,1.7,0.0,"0.38,0.47"
355,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.8,,19.0,21.0,0.0,1,0.0,GD,32.0,0,,11077.0,1.7,0.0,
356,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.0,,19.0,21.0,0.0,1,0.0,GD,32.0,0,,11077.0,1.7,0.0,
357,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.0,,19.0,21.0,0.0,1,0.0,GD,32.0,0,,11075.0,1.7,0.0,"0.86,0.91"
358,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,23.0,0,,21077.0,1.7,0.0,
359,,,,第1节,-8.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-8.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,23.0,0,,21077.0,1.7,0.0,
360,,,,第1节,8.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,8.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,23.0,0,,21077.0,1.7,0.0,
361,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,23.0,0,,21077.0,1.7,0.0,
362,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,23.0,0,,21077.0,1.7,0.0,
363,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,18.0,0,,21077.0,1.7,0.0,
364,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,18.0,0,,21077.0,1.7,0.0,
365,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,8.0,0,,21077.0,1.7,0.0,
366,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,19.0,24.0,0.0,1,0.0,GD,8.0,0,,21074.0,1.7,0.0,"0.15,0.54"
367,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
368,,,,第1节,-6.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-6.5,1.0,0.83,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
369,,,,第1节,6.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,6.5,1.0,0.83,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
370,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.83,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
371,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
372,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11086.0,1.7,0.0,
373,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21077.0,1.7,0.0,
374,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.87,1:1,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21078.0,1.7,0.0,
375,,,,第1节,164.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,164.5,1.0,0.8,1:1,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21078.0,1.7,0.0,
376,,,,第1节,164.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,164.5,1.0,0.0,1:1,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21078.0,1.7,0.0,
377,,,,第1节,164.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,164.5,1.0,0.0,1:1,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
378,,,,第1节,164.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,164.5,1.0,0.83,1:1,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
379,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.83,1:1,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
380,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,1:1,21.0,24.0,0.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
381,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,1:1,21.0,24.0,1.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
382,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,1:1,21.0,24.0,1.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
383,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,1:1,21.0,24.0,1.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
384,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,1:1,21.0,24.0,1.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
385,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,1:1,21.0,24.0,1.0,1,0.0,GD,8.0,0,,21080.0,1.7,0.0,"0.20,0.50"
386,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,1.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
387,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
388,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
389,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
390,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
391,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,8.0,0,,11077.0,1.7,0.0,
392,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,4.0,0,,11077.0,1.7,0.0,
393,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,4.0,0,,11077.0,1.7,0.0,
394,,,,第1节,163.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,163.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,1.0,0,,11077.0,1.7,0.0,
395,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,1.0,0,,21077.0,1.7,0.0,
396,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,1.0,0,,21094.0,1.7,0.0,"0.70,0.44"
397,,,,第1节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,,21.0,24.0,0.0,1,0.0,GD,0.0,0,,11077.0,1.7,0.0,
398,,,,第2节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,1.0,21.0,24.0,0.0,1,0.0,GD,0.0,0,,1082.0,1.7,0.0,
399,,,第2节,第2节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,1.0,0.0,1.0,21.0,24.0,0.0,1,10.0,GD,0.0,0,,1082.0,1.7,0.0,
400,,,第2节,第2节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,2.0,0.0,,21.0,24.0,0.0,1,10.0,GD,0.0,0,,1088.0,1.7,0.0,
401,,,第2节,第2节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,2.0,0.0,,21.0,24.0,0.0,1,10.0,GD,0.0,0,,11077.0,1.7,0.0,
402,,,第2节,第2节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,2.0,0.0,,21.0,24.0,0.0,1,10.0,GD,0.0,0,,11095.0,1.7,0.0,"0.83,0.51"
403,,,第2节,第2节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,2.0,0.0,,21.0,24.0,0.0,1,9.0,GD,50.0,0,,21077.0,1.7,0.0,
404,,,第2节,第2节,162.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,162.5,2.0,0.0,,21.0,24.0,0.0,1,9.0,GD,50.0,0,,21074.0,1.7,0.0,"0.11,0.45"
