,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
10,,,第4节,第4节,-19.5,0.87,19.5,0.8,147.5,0.83,147.5,0.83,-19.5,,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,1.0,1,10.0,0.0,0,20180709041002,11074.0
11,,,第4节,第4节,-19.5,0.87,19.5,0.8,147.5,0.83,147.5,0.83,-19.5,,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,10.0,0.0,0,20180709041002,11074.0
12,,,第4节,第4节,-19.5,0.87,19.5,0.8,147.5,0.83,147.5,0.83,-19.5,,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,10.0,0.0,0,20180709041002,11074.0
13,,,第4节,第4节,-19.5,0.87,19.5,0.8,147.5,0.83,147.5,0.83,-19.5,,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,10.0,0.0,0,20180709041002,11074.0
14,,,第4节,第4节,-19.5,0.87,19.5,0.8,146.5,0.83,146.5,0.83,146.5,,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,10.0,0.0,0,20180709041002,11074.0
15,,,第4节,第4节,-19.5,0.87,19.5,0.8,146.5,0.83,146.5,0.83,146.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,10.0,0.0,1.0,20180709041233.0,1090.0
16,,,第4节,第4节,-19.5,0.87,19.5,0.8,146.5,0.83,146.5,0.83,146.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,10.0,0.0,1.0,20180709041233.0,21077.0
17,,,第4节,第4节,-19.5,0.87,19.5,0.8,146.5,0.83,146.5,0.83,146.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,21077.0
18,,,第4节,第4节,-19.5,0.87,19.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
19,,,第4节,第4节,-19.5,0.87,19.5,0.91,145.5,0.83,145.5,0.83,145.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
20,,,第4节,第4节,-19.5,0.77,18.5,0.91,145.5,0.83,145.5,0.83,18.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
21,,,第4节,第4节,-18.5,0.77,18.5,0.91,145.5,0.83,144.5,0.83,-18.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,21077.0
22,,,第4节,第4节,-18.5,0.77,18.5,0.91,144.5,0.83,144.5,0.83,144.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,21077.0
23,,,第4节,第4节,-18.5,0.77,18.5,0.77,144.5,0.83,144.5,0.83,144.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,21077.0
24,,,第4节,第4节,-18.5,0.91,19.5,0.77,144.5,0.83,144.5,0.83,19.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,21077.0
25,,,第4节,第4节,-19.5,0.91,19.5,0.77,144.5,0.83,143.5,0.83,-19.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
26,,,第4节,第4节,-19.5,0.91,19.5,0.77,143.5,0.83,143.5,0.83,143.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
27,,,第4节,第4节,-19.5,0.91,19.5,0.87,143.5,0.83,143.5,0.83,143.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
28,,,第4节,第4节,-19.5,0.8,18.5,0.87,143.5,0.83,143.5,0.83,18.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
29,,,第4节,第4节,-18.5,0.8,18.5,0.87,143.5,0.83,142.5,0.83,-18.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
30,,,第4节,第4节,-18.5,0.8,18.5,0.87,142.5,0.83,142.5,0.83,142.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,48.0,1.0,20180709041240.0,11077.0
31,,,第4节,第4节,-18.5,0.83,18.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,0.0,1,9.0,9.0,0.0,20180709041240.0,11077.0
32,,,第4节,第4节,-18.5,0.83,18.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11077.0
33,,,第4节,第4节,-18.5,0.83,18.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11077.0
34,,,第4节,第4节,-18.5,0.83,18.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,,3,2.0,9.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,43.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11077.0
35,,,第4节,第4节,-18.5,0.83,18.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11074.0
36,,,第4节,第4节,-18.5,0.83,18.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11074.0
37,,,第4节,第4节,-18.5,0.83,18.5,0.77,145.5,0.83,145.5,0.83,145.5,4.0,,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11074.0
38,,,第4节,第4节,-18.5,0.91,17.5,0.77,145.5,0.83,145.5,0.83,17.5,4.0,,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11074.0
39,,,第4节,第4节,-17.5,0.91,17.5,0.87,145.5,0.83,145.5,0.83,-17.5,4.0,,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11074.0
40,,,第4节,第4节,-17.5,0.8,16.5,0.87,145.5,0.83,145.5,0.83,16.5,4.0,,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,1.0,1,9.0,9.0,0.0,20180709041240.0,11074.0
41,,,第4节,第4节,-16.5,0.83,16.5,0.83,145.5,0.83,145.5,0.83,-16.5,4.0,1:1,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,0.0,1,9.0,9.0,0.0,20180709041240.0,11078.0
42,,,第4节,第4节,-16.5,0.83,16.5,0.83,145.5,0.83,145.5,0.83,-16.5,4.0,1:1,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,0.0,1,9.0,9.0,0.0,20180709041240.0,11078.0
43,,,第4节,第4节,-16.5,0.83,16.5,0.83,145.5,0.83,145.5,0.83,-16.5,4.0,1:1,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,75.0,75.0,63.0,45.0,0.0,1,9.0,9.0,0.0,20180709041240.0,11078.0
44,,,第4节,第4节,-16.5,0.83,16.5,0.83,145.5,0.83,145.5,0.83,-16.5,4.0,1:1,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,63.0,45.0,0.0,1,9.0,9.0,1.0,20180709041404.0,11080.0
45,,,第4节,第4节,-16.5,0.91,17.5,0.77,145.5,0.83,145.5,0.83,17.5,4.0,,,3,2.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,63.0,45.0,0.0,1,9.0,9.0,1.0,20180709041404.0,21077.0
46,,,第4节,第4节,-17.5,0.91,17.5,0.77,145.5,0.83,145.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,66.0,45.0,0.0,1,9.0,9.0,1.0,20180709041404.0,21075.0
47,,,第4节,第4节,-17.5,0.91,17.5,0.77,146.5,0.83,146.5,0.83,146.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,66.0,45.0,0.0,1,9.0,9.0,1.0,20180709041404.0,21075.0
48,,,第4节,第4节,-17.5,0.91,17.5,0.87,146.5,0.83,146.5,0.83,146.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,66.0,45.0,0.0,1,9.0,9.0,1.0,20180709041404.0,21075.0
49,,,第4节,第4节,-17.5,0.8,19.5,0.87,146.5,0.83,146.5,0.83,19.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,66.0,45.0,0.0,1,9.0,9.0,1.0,20180709041404.0,21075.0
50,,,第4节,第4节,-19.5,0.83,19.5,0.83,146.5,0.83,146.5,0.83,-19.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,66.0,45.0,1.0,1,9.0,9.0,1.0,20180709041404.0,11077.0
51,,,第4节,第4节,-19.5,0.83,19.5,0.83,146.5,0.83,146.5,0.83,-19.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,66.0,45.0,1.0,1,9.0,9.0,1.0,20180709041404.0,11077.0
52,,,第4节,第4节,-19.5,0.83,19.5,0.83,146.5,0.83,146.5,0.83,-19.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,0.0,70.6,75.0,66.0,45.0,1.0,1,9.0,9.0,1.0,20180709041404.0,11077.0
53,,,第4节,第4节,-19.5,0.83,19.5,0.83,146.5,0.83,146.5,0.83,-19.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,1.0,1,9.0,9.0,1.0,20180709041404.0,21086.0
54,,,第4节,第4节,-19.5,0.83,19.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,1.0,1,9.0,9.0,1.0,20180709041404.0,11077.0
55,,,第4节,第4节,-19.5,0.87,19.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,1.0,1,8.0,41.0,0.0,20180709041404.0,11077.0
56,,,第4节,第4节,-19.5,0.87,19.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11077.0
57,,,第4节,第4节,-19.5,0.87,19.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11077.0
58,,,第4节,第4节,-19.5,0.87,19.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11077.0
59,,,第4节,第4节,-19.5,0.87,19.5,0.8,146.5,1.0,146.5,0.71,146.5,4.0,1:2,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11078.0
60,,,第4节,第4节,-19.5,0.87,19.5,0.83,146.5,1.0,146.5,0.71,146.5,4.0,1:2,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11078.0
61,,,第4节,第4节,-19.5,0.83,18.5,0.83,146.5,1.0,146.5,0.71,18.5,4.0,1:2,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11078.0
62,,,第4节,第4节,-18.5,0.83,18.5,0.83,146.5,1.0,147.5,0.83,-18.5,4.0,1:2,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11078.0
63,,,第4节,第4节,-18.5,0.83,18.5,0.83,147.5,0.83,147.5,0.83,147.5,4.0,1:2,,3,3.0,10.0,21.0,12.0,12.0,6,5,0.0,1.0,70.6,75.0,66.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11078.0
64,,,第4节,第4节,-18.5,0.87,18.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,1:2,,3,3.0,10.0,21.0,13.0,12.0,6,5,0.0,1.0,72.2,75.0,46.0,45.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11079.0
65,,,第4节,第4节,-18.5,0.87,18.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,2:2,,3,3.0,10.0,21.0,13.0,12.0,6,5,0.0,1.0,72.2,75.0,66.0,46.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11078.0
66,,,第4节,第4节,-18.5,0.87,18.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,2:2,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,47.0,46.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11079.0
67,,,第4节,第4节,-18.5,0.87,18.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,2:2,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11079.0
68,,,第4节,第4节,-18.5,0.87,18.5,0.8,148.5,0.83,148.5,0.83,148.5,4.0,2:2,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11079.0
69,,,第4节,第4节,-18.5,0.87,18.5,0.91,148.5,0.83,148.5,0.83,148.5,4.0,2:2,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11079.0
70,,,第4节,第4节,-18.5,0.77,17.5,0.91,148.5,0.83,148.5,0.83,17.5,4.0,2:2,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,41.0,0.0,20180709041404.0,11079.0
71,,,第4节,第4节,-17.5,0.77,17.5,0.91,148.5,0.83,148.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,41.0,1.0,20180709041508.0,21077.0
72,,,第4节,第4节,-17.5,0.77,17.5,0.91,148.5,0.83,148.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,41.0,1.0,20180709041508.0,21077.0
73,,,第4节,第4节,-17.5,0.77,17.5,0.91,148.5,0.83,148.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
74,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
75,,,第4节,第4节,-17.5,0.87,17.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
76,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,1.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
77,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,1.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
78,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,1.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
79,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,1.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
80,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
81,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
82,,,第4节,第4节,-17.5,0.77,17.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21077.0
83,,,第4节,第4节,-17.5,0.77,17.5,0.91,148.5,0.83,148.5,0.83,148.5,4.0,1:1,,3,3.0,10.0,21.0,14.0,12.0,6,5,0.0,1.0,73.7,75.0,66.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21078.0
84,,,第4节,第4节,-17.5,0.77,17.5,0.91,148.5,0.83,148.5,0.83,148.5,4.0,1:1,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,21079.0
85,,,第4节,第4节,-17.5,0.87,18.5,0.8,148.5,0.83,148.5,0.83,18.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,0.0,20180709041508.0,11077.0
86,,,第4节,第4节,-18.5,0.8,18.5,0.87,148.5,0.83,148.5,0.83,-18.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,1.0,20180709041620.0,11077.0
87,,,第4节,第4节,-18.5,0.8,18.5,0.87,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,1.0,20180709041620.0,11077.0
88,,,第4节,第4节,-18.5,0.91,18.5,0.77,147.5,0.83,147.5,0.83,147.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,1.0,20180709041620.0,21077.0
89,,,第4节,第4节,-18.5,0.8,18.5,0.87,146.5,1.0,146.5,0.71,146.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,1.0,20180709041620.0,21077.0
90,,,第4节,第4节,-18.5,0.8,18.5,0.91,146.5,1.0,146.5,0.71,146.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,1.0,20180709041620.0,11077.0
91,,,第4节,第4节,-18.5,0.77,17.5,0.91,146.5,1.0,146.5,0.71,17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,30.0,1.0,20180709041620.0,11077.0
92,,,第4节,第4节,-17.5,0.77,17.5,0.91,146.5,1.0,146.5,0.71,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,0.0,1,8.0,6.0,0.0,20180709041620.0,11077.0
93,,,第4节,第4节,-17.5,0.77,17.5,0.91,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,1.0,1,8.0,6.0,0.0,20180709041620.0,11077.0
94,,,第4节,第4节,-17.5,0.77,17.5,0.91,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,1.0,1,8.0,6.0,0.0,20180709041620.0,11077.0
95,,,第4节,第4节,-17.5,0.77,17.5,0.91,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,1.0,73.7,76.5,67.0,47.0,1.0,1,8.0,6.0,0.0,20180709041620.0,11077.0
96,,,第4节,第4节,-17.5,0.8,17.5,0.87,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,2.0,73.7,76.5,67.0,47.0,1.0,1,8.0,6.0,0.0,20180709041620.0,21086.0
97,,,第4节,第4节,-17.5,0.8,17.5,0.87,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,2.0,73.7,76.5,67.0,47.0,0.0,1,8.0,6.0,0.0,20180709041620.0,11077.0
98,,,第4节,第4节,-17.5,0.8,17.5,0.87,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,2.0,73.7,76.5,67.0,47.0,0.0,1,8.0,6.0,0.0,20180709041620.0,11077.0
99,,,第4节,第4节,-17.5,0.8,17.5,0.87,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,2.0,73.7,76.5,67.0,47.0,0.0,1,8.0,6.0,0.0,20180709041620.0,11077.0
100,,,第4节,第4节,-17.5,0.8,17.5,0.87,146.5,0.83,146.5,0.83,-17.5,4.0,,,3,3.0,10.0,21.0,14.0,13.0,6,5,0.0,2.0,73.7,76.5,67.0,47.0,0.0,1,8.0,6.0,1.0,20180709041705.0,11077.0
