,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,-1.5,0.83,1.5,0.83,194.5,0.83,194.5,0.83,,,,,,,8,,10,,2,,4,,6,,28.6,,45,,0.0,1,3.0,28.0,0,20180721023825,11077,0.71,1.0
1,,,,,-1.5,0.83,1.5,0.83,194.5,0.83,194.5,0.83,,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,28.0,0,20180721023825,11077,0.71,1.0
2,,,,,-1.5,0.83,1.5,0.83,194.5,0.83,194.5,0.83,,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,28.0,0,20180721023825,11077,0.71,1.0
3,,,,,-1.5,0.83,1.5,0.83,194.5,0.83,194.5,0.83,,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,28.0,0,20180721023825,11077,0.71,1.0
4,,,,,-1.5,0.83,1.5,0.83,194.5,0.83,194.5,0.83,,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,28.0,0,20180721023825,11077,0.71,1.0
5,,,,,-1.5,0.83,1.5,0.83,194.5,0.83,194.5,0.83,,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,28.0,0,20180721023825,11077,0.71,1.0
6,,,,,-1.5,0.83,1.5,0.83,194.5,0.83,194.5,0.83,,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,28.0,1.0,20180721024646.0,11077,0.71,1.0
7,,,,,-1.5,0.83,1.5,0.83,193.5,0.83,194.5,0.83,193.5,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,28.0,1.0,20180721024646.0,11077,0.71,1.0
8,,,,,-1.5,0.83,1.5,0.83,193.5,0.83,193.5,0.83,193.5,,,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,20.0,1.0,20180721024654.0,11077,0.71,1.0
9,,,,,-1.5,0.83,1.5,0.83,196.5,0.87,193.5,0.83,196.5,,1.0,,,,8,,10,,2,,4,,6,,28.6,,45,,1.0,1,3.0,20.0,1.0,20180721024654.0,11077,0.71,1.0
10,,,,,-1.5,0.83,1.5,0.83,196.5,0.87,196.5,0.8,196.5,,0.71,,,,8,,10,,2,,4,,6,,28.6,48.0,48,47.0,1.0,1,3.0,13.0,1.0,20180721024702.0,11077,0.71,1.0
11,,,,,1.5,0.83,-1.5,0.83,196.5,0.87,196.5,0.8,1.5,,0.71,,,,8,,10,,2,,4,,6,,28.6,48.0,48,47.0,1.0,1,3.0,13.0,1.0,20180721024702.0,11077,0.71,1.0
