,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,3.0,23.5,0.9090909090909091,-23.5,0.7692307692307693,138.5,0.8333333333333334,138.5,0.8333333333333334,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,33.0,1,20181028234639,21077
1,3.0,23.5,0.9090909090909091,-23.5,0.7692307692307693,138.5,0.8,138.5,0.8695652173913043,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,30.0,0.0,20181028234643.0,21077
2,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,138.5,0.8,138.5,0.8695652173913043,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,30.0,0.0,20181028234646.0,11077.0
3,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,138.5,0.8,138.5,0.8695652173913043,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,30.0,1.0,20181028234708.0,11077.0
4,3.0,24.5,0.8695652173913043,-24.5,0.8,137.5,0.8333333333333334,137.5,0.8333333333333334,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,21.0,1.0,20181028234717.0,11077.0
5,3.0,24.5,0.8695652173913043,-24.5,0.8,137.5,0.7692307692307693,137.5,0.9090909090909091,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,13.0,1.0,20181028234725.0,11077.0
6,3.0,24.5,0.8695652173913043,-24.5,0.8,136.5,0.8333333333333334,136.5,0.8333333333333334,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,8.0,0.0,20181028234730.0,11077.0
7,3.0,24.5,0.8695652173913043,-24.5,0.8,136.5,0.8333333333333334,136.5,0.8333333333333334,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,8.0,1.0,20181028234747.0,11077.0
8,3.0,24.5,0.8695652173913043,-24.5,0.8,136.5,0.8333333333333334,136.5,0.8333333333333334,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,5.0,1.0,20181028234750.0,11077.0
9,3.0,24.5,0.8695652173913043,-24.5,0.8,136.5,0.8,136.5,0.8695652173913043,,,,4.0,3.0,20.0,11.0,6.0,7.0,4,2,5.0,4.0,66.7,77.8,58,38,0,1,0.0,2.0,0.0,20181028234753.0,11077.0
