,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,3.0,1.5,0.8333333333333334,-1.5,0.9090909090909091,219.5,0.8333333333333334,219.5,0.9090909090909091,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,5.0,9.0,1,20181027020521,21077,1.1,0.7142857142857143
1,,,3.0,1.5,0.8333333333333334,-1.5,0.9090909090909091,218.5,0.8695652173913043,218.5,0.8695652173913043,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,5.0,1.0,1,20181027020529.0,21077,1.05,0.7407407407407407
2,,,3.0,1.5,0.8333333333333334,-1.5,0.9090909090909091,217.5,0.9090909090909091,217.5,0.8333333333333334,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,53.0,0.0,20181027020537.0,21077,1.05,0.7407407407407407
3,,,3.0,2.5,0.8,-2.5,0.9523809523809523,217.5,0.9090909090909091,217.5,0.8333333333333334,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,53.0,0.0,20181027020540.0,11077.0,1.35,0.6060606060606061
4,,,3.0,2.5,0.8,-2.5,0.9523809523809523,217.5,0.9090909090909091,217.5,0.8333333333333334,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,53.0,1.0,20181027020604.0,11077.0,1.35,0.6060606060606061
5,,,3.0,2.5,0.8,-2.5,0.9523809523809523,217.5,0.9090909090909091,217.5,0.8333333333333334,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,52.0,1.0,20181027020605.0,11077.0,1.35,0.6060606060606061
6,,,3.0,2.5,0.8,-2.5,0.9523809523809523,217.5,0.8695652173913043,217.5,0.8695652173913043,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,44.0,1.0,20181027020613.0,11077.0,1.3,0.625
7,,,3.0,1.5,0.9523809523809523,-1.5,0.8,216.5,0.9090909090909091,216.5,0.8333333333333334,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,39.0,0.0,20181027020618.0,11077.0,1.3,0.625
8,,,3.0,1.5,0.9523809523809523,-1.5,0.8,217.5,0.8695652173913043,217.5,0.8695652173913043,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,39.0,1.0,20181027020640.0,11077.0,1.3,0.625
9,,,3.0,1.5,0.9523809523809523,-1.5,0.8,216.5,0.9090909090909091,216.5,0.8333333333333334,,,,,7.0,9.0,20.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,67.0,74,0,1,4.0,30.0,1.0,20181027020648.0,11077.0,1.3,0.625
10,,,3.0,2.5,0.8695652173913043,-2.5,0.8695652173913043,218.5,0.8695652173913043,218.5,0.8695652173913043,,,,,7.0,9.0,21.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,30.0,1.0,20181027020649.0,21077.0,1.5,0.5555555555555556
11,,,3.0,2.5,0.8695652173913043,-2.5,0.8695652173913043,218.5,0.8333333333333334,218.5,0.9090909090909091,,,,,7.0,9.0,21.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,21.0,1.0,20181027020657.0,21077.0,1.45,0.5714285714285714
12,,,3.0,2.5,0.8695652173913043,-2.5,0.8695652173913043,217.5,0.8695652173913043,217.5,0.8695652173913043,,,,,7.0,9.0,21.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,13.0,1.0,20181027020706.0,21077.0,1.45,0.5714285714285714
13,,,3.0,2.5,0.8333333333333334,-2.5,0.9090909090909091,216.5,0.9090909090909091,216.5,0.8333333333333334,,,,,7.0,9.0,21.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,4.0,1.0,20181027020714.0,21077.0,1.4,0.5882352941176471
14,,,3.0,2.5,0.8333333333333334,-2.5,0.9090909090909091,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,20.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,2.0,1.0,20181027020717.0,21094.0,1.4,0.5882352941176471
15,,,3.0,2.5,0.8333333333333334,-2.5,0.9090909090909091,216.5,0.8695652173913043,216.5,0.8695652173913043,,,^,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,2.0,1.0,20181027020719.0,21077.0,1.4,0.5882352941176471
16,,,3.0,2.5,0.8333333333333334,-2.5,0.9090909090909091,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,2.0,1.0,20181027020719.0,11077.0,1.4,0.5882352941176471
17,,,3.0,2.5,0.8333333333333334,-2.5,0.9090909090909091,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,50.0,1.0,20181027020729.0,11095.0,1.4,0.5882352941176471
18,,,3.0,2.5,0.7407407407407407,-2.5,1.05,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,50.0,1.0,20181027020730.0,21077.0,0.9090909090909091,0.8333333333333334
19,,,3.0,2.5,0.7142857142857143,-2.5,1.1,216.5,0.8333333333333334,216.5,0.9090909090909091,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,41.0,1.0,20181027020738.0,21077.0,0.8695652173913043,0.8695652173913043
20,,,3.0,-1.5,1.1,1.5,0.7142857142857143,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,33.0,1.0,20181027020746.0,21077.0,0.8695652173913043,0.8695652173913043
21,,,3.0,-1.5,1.1,1.5,0.7142857142857143,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,31.0,1.0,20181027020748.0,21094.0,0.8695652173913043,0.8695652173913043
22,,,3.0,-1.5,1.1,1.5,0.7142857142857143,215.5,0.8695652173913043,215.5,0.8695652173913043,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,22.0,1.0,20181027020757.0,21077.0,0.8695652173913043,0.8695652173913043
23,,,3.0,1.5,0.8333333333333334,-1.5,0.9090909090909091,215.5,0.8333333333333334,215.5,0.9090909090909091,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,13.0,1.0,20181027020805.0,11077.0,1.05,0.7407407407407407
24,,,3.0,1.5,0.8333333333333334,-1.5,0.9090909090909091,214.5,0.9090909090909091,214.5,0.8333333333333334,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,12.0,1.0,20181027020807.0,11094.0,1.05,0.7407407407407407
25,,,3.0,-1.5,1.05,1.5,0.7407407407407407,214.5,0.9090909090909091,214.5,0.8333333333333334,,,,,7.0,9.0,21.0,21.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,74,0,1,4.0,12.0,1.0,20181027020808.0,21077.0,0.8333333333333334,0.9090909090909091
26,,,3.0,-1.5,0.8695652173913043,1.5,0.8695652173913043,216.5,0.8695652173913043,216.5,0.8695652173913043,,,^,,7.0,9.0,21.0,22.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,7.0,1.0,20181027020812.0,21074^11077,0.6666666666666666,1.2
27,,,3.0,-1.5,0.8333333333333334,1.5,0.9090909090909091,216.5,0.8333333333333334,216.5,0.9090909090909091,,,,,7.0,9.0,21.0,22.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,4.0,0.0,20181027020815.0,11077.0,0.6666666666666666,1.2
28,,,3.0,-1.5,0.8333333333333334,1.5,0.9090909090909091,216.5,0.8,216.5,0.9523809523809523,,,,,7.0,9.0,21.0,22.0,6.0,7.0,4.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,1.0,0.0,20181027020818.0,11077.0,0.6666666666666666,1.2
29,44.0,5.0,3.0,-1.5,0.8695652173913043,1.5,0.8695652173913043,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,22.0,6.0,7.0,3.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,7.0,0.0,20181027020819.0,11081.0,0.6666666666666666,1.2
30,44.0,5.0,3.0,-2.5,0.8695652173913043,2.5,0.8695652173913043,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,22.0,6.0,7.0,3.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,7.0,0.0,20181027020819.0,11081.0,0.5714285714285714,1.45
31,44.0,5.0,3.0,-1.5,0.8695652173913043,1.5,0.8695652173913043,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,22.0,6.0,7.0,3.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,7.0,0.0,20181027020819.0,11081.0,0.6896551724137931,1.15
32,,,3.0,-1.5,0.8695652173913043,1.5,0.8695652173913043,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,22.0,6.0,7.0,3.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,7.0,0.0,20181027021109.0,11077.0,0.6896551724137931,1.15
33,,,3.0,-1.5,0.8695652173913043,1.5,0.8695652173913043,216.5,0.8695652173913043,216.5,0.8695652173913043,,,,,7.0,9.0,21.0,22.0,6.0,7.0,3.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,4.0,7.0,1.0,20181027021110.0,11077.0,0.6896551724137931,1.15
34,,,3.0,-1.5,1.1,1.5,0.7142857142857143,215.5,0.9090909090909091,215.5,0.8333333333333334,17.0,,,,7.0,9.0,21.0,22.0,6.0,7.0,3.0,3.0,3.0,1.0,75.0,77.8,69.0,78,0,1,2.0,58.0,1.0,20181027021118.0,11077.0,0.6896551724137931,1.15
35,,,3.0,1.5,0.8333333333333334,-1.5,0.9090909090909091,217.5,0.8695652173913043,217.5,0.8695652173913043,17.0,,^,,7.0,9.0,22.0,22.0,6.0,7.0,3.0,3.0,3.0,1.0,75.0,77.8,71.0,78,0,1,2.0,55.0,1.0,20181027021121.0,11074^21077,1.1,0.7142857142857143
