,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,4.5,0.8,-4.5,0.8695652173913043,123.5,0.7692307692307693,123.5,0.9090909090909091,,,,,,0,1,8.0,57.0,1,20181017164327,21077,2.3,0.3125
1,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,122.5,0.8333333333333334,122.5,0.8333333333333334,,,,,,0,1,8.0,48.0,1,20181017164335.0,21077,2.3,0.3125
2,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,121.5,0.9090909090909091,121.5,0.7692307692307693,,,,,,0,1,8.0,40.0,1,20181017164343.0,21077,2.3,0.3125
3,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,121.5,0.8695652173913043,121.5,0.8,,0.3333333333333333,,,,0,1,8.0,37.0,1,20181017164347.0,21077,2.3,0.3125
4,,,4.0,4.5,0.8333333333333334,-4.5,0.8333333333333334,121.5,0.8333333333333334,121.5,0.8333333333333334,,0.2857142857142857,,,,0,1,8.0,36.0,1,20181017164347.0,11077.0,2.3,0.3125
5,,,4.0,4.5,0.8333333333333334,-4.5,0.8333333333333334,121.5,0.7692307692307693,121.5,0.9090909090909091,,0.26666666666666666,,,,0,1,8.0,27.0,1,20181017164355.0,11077.0,2.3,0.3125
6,,,4.0,4.5,0.8333333333333334,-4.5,0.9090909090909091,121.5,0.7692307692307693,121.5,0.9090909090909091,,0.3333333333333333,,,,0,1,8.0,27.0,1,20181017164359.0,21077.0,2.3,0.3125
7,,,4.0,4.5,0.8333333333333334,-4.5,0.9090909090909091,121.5,0.8695652173913043,121.5,0.8,,0.3333333333333333,,,,0,1,8.0,24.0,0.0,20181017164400.0,21077.0,2.3,0.3125
8,,,4.0,4.5,0.8333333333333334,-4.5,0.9090909090909091,121.5,0.8695652173913043,121.5,0.8,,0.3333333333333333,^,,,0,1,8.0,24.0,0.0,20181017164413.0,11086^21077,2.3,0.3125
9,,,4.0,4.5,0.8333333333333334,-4.5,0.9090909090909091,121.5,0.8695652173913043,121.5,0.8,,0.3333333333333333,^,,,0,1,8.0,24.0,1.0,20181017164422.0,11086^21077,2.3,0.3125
10,,,4.0,3.5,0.9090909090909091,-3.5,0.7692307692307693,121.5,0.8,121.5,0.8695652173913043,,0.3333333333333333,^,,,0,1,8.0,15.0,1.0,20181017164430.0,11086^21077,2.3,0.3125
11,,,4.0,3.5,0.9090909090909091,-3.5,0.7692307692307693,119.5,0.8695652173913043,119.5,0.8,,0.3333333333333333,^,,,0,1,8.0,7.0,1.0,20181017164438.0,11086^21077,2.3,0.3125
12,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,119.5,0.8695652173913043,119.5,0.8,,0.3333333333333333,,47.0,46.0,0,1,8.0,7.0,1.0,20181017164439.0,11077.0,2.3,0.3125
13,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,119.5,0.8333333333333334,119.5,0.8333333333333334,,0.3333333333333333,,47.0,46.0,0,1,7.0,58.0,1.0,20181017164447.0,11077.0,2.3,0.3125
14,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,120.5,0.9090909090909091,120.5,0.7692307692307693,,0.43478260869565216,,47.0,46.0,0,1,7.0,50.0,1.0,20181017164455.0,11077.0,2.3,0.3125
15,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,120.5,0.8333333333333334,120.5,0.8333333333333334,,0.43478260869565216,,47.0,46.0,0,1,7.0,45.0,1.0,20181017164501.0,11094.0,2.3,0.3125
16,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,120.5,0.8333333333333334,120.5,0.8333333333333334,,0.43478260869565216,,47.0,46.0,0,1,7.0,44.0,0.0,20181017164502.0,11077.0,2.3,0.3125
17,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,120.5,0.8333333333333334,120.5,0.8333333333333334,,0.5555555555555556,,47.0,46.0,0,1,7.0,44.0,0.0,20181017164503.0,21077.0,2.3,0.3125
18,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,120.5,0.8333333333333334,120.5,0.8333333333333334,,0.5555555555555556,,47.0,46.0,0,1,7.0,44.0,1.0,20181017164513.0,21077.0,2.3,0.3125
19,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,120.5,0.7692307692307693,120.5,0.9090909090909091,,0.43478260869565216,,47.0,46.0,0,1,7.0,37.0,1.0,20181017164521.0,11077.0,2.3,0.3125
20,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,119.5,0.8333333333333334,119.5,0.8333333333333334,,0.43478260869565216,,47.0,46.0,0,1,7.0,28.0,1.0,20181017164529.0,11077.0,2.3,0.3125
21,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,119.5,0.8333333333333334,119.5,0.8333333333333334,,0.43478260869565216,,47.0,46.0,0,1,7.0,28.0,1.0,20181017164530.0,11077.0,2.3,0.3125
22,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,119.5,0.8333333333333334,119.5,0.8333333333333334,,0.43478260869565216,,47.0,46.0,0,1,7.0,27.0,0.0,20181017164531.0,11077.0,2.3,0.3125
23,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,119.5,0.8333333333333334,119.5,0.8333333333333334,,0.43478260869565216,,47.0,46.0,0,1,7.0,27.0,1.0,20181017164553.0,11077.0,2.3,0.3125
24,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,119.5,0.8333333333333334,119.5,0.8333333333333334,,0.5714285714285714,,47.0,46.0,0,1,7.0,27.0,1.0,20181017164553.0,21077.0,2.3,0.3125
25,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,119.5,0.8333333333333334,119.5,0.8333333333333334,,0.5714285714285714,,47.0,46.0,0,1,7.0,11.0,1.0,20181017164608.0,21077.0,2.3,0.3125
