,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,MD,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
106,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,9.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,20.0,0.0,20181113023540.0,11077.0
107,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,9.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,20.0,0.0,20181113023541.0,11077.0
108,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,9.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,11.0,0.0,20181113023549.0,11077.0
109,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,9.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,8.0,0.0,20181113023552.0,11077.0
110,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,^,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,8.0,0.0,20181113023555.0,21086^11077
111,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,8.0,0.0,20181113023630.0,11078.0
112,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,8.0,0.0,20181113023639.0,11078.0
113,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,8.0,0.0,20181113023643.0,11078.0
114,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,^,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,51.4,75.9,50.0,,66,67,0,1,1.0,8.0,0.0,20181113023643.0,21086^11077
115,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:1^,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,1.0,8.0,1.0,20181113023645.0,11080^21077
116,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,1.0,7.0,1.0,20181113023646.0,21077.0
117,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,1.0,5.0,0.0,20181113023647.0,21077.0
118,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,1.0,5.0,1.0,20181113023648.0,21077.0
119,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,1.0,1.0,1.0,20181113023652.0,21077.0
120,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,0.0,57.0,1.0,20181113023657.0,21077.0
121,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,0.0,56.0,1.0,20181113023657.0,21077.0
122,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,0.0,56.0,0.0,20181113023657.0,21077.0
123,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,18.0,22,13,2.0,4,3,11.0,5,9,71.9,75.9,50.0,,66,67,0,1,0.0,56.0,0.0,20181113023701.0,11077.0
124,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,72.7,75.9,50.0,,66,67,0,1,0.0,56.0,0.0,20181113023701.0,11078.0
125,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,,66,67,0,1,0.0,56.0,1.0,20181113023704.0,11080^21077
126,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,,66,67,0,1,0.0,53.0,1.0,20181113023707.0,21077.0
127,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,51.0,1.0,20181113023709.0,11077.0
128,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,43.0,1.0,20181113023717.0,11077.0
129,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,37.0,1.0,20181113023723.0,11077.0
130,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,37.0,1.0,20181113023723.0,21077.0
131,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,34.0,1.0,20181113023726.0,21077.0
132,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,33.0,1.0,20181113023727.0,21077.0
133,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,30.0,0.0,20181113023730.0,21077.0
134,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,30.0,1.0,20181113023734.0,21077.0
135,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,11.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,26.0,0.0,20181113023737.0,21077.0
136,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,^,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,10.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,26.0,0.0,20181113023740.0,11086^21077
137,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,10.0,5,9,70.6,75.9,50.0,71.0,67,71,0,1,0.0,26.0,0.0,20181113023741.0,21078.0
138,,,OT 1,Overtime 1,-4.5,0.0,4.5,0.0,3.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,24.0,22,13,2.0,4,3,10.0,5,9,50.0,75.9,50.0,71.0,67,71,0,1,0.0,26.0,0.0,20181113023803.0,21080^21078
139,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,26.0,0.0,20181113023829.0,21079^11077
140,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,26.0,0.0,20181113023830.0,21079^11077
141,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,26.0,1.0,20181113023836.0,21079^11077
142,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,17.0,1.0,20181113023844.0,21079^11077
143,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,14.0,0.0,20181113023848.0,21079^11077
144,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,14.0,0.0,20181113023852.0,21077.0
145,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,14.0,0.0,20181113023853.0,11077.0
146,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,3.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,14.0,1.0,20181113024109.0,11077.0
147,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,3.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,10.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,8.0,0.0,20181113024116.0,11077.0
148,,,OT 1,Overtime 1,-5.5,0.0,5.5,0.0,3.0,5.0,^,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,12.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,8.0,0.0,20181113024117.0,21086^11077
149,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:3,1.0,5.0,6,4,18.0,9,16,19.0,22,13,2.0,4,3,12.0,5,9,51.4,75.9,50.0,71.0,67,72,0,1,0.0,8.0,0.0,20181113024120.0,11078.0
150,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,1:3^2:3,1.0,5.0,6,4,18.0,9,16,25.0,22,13,2.0,4,3,12.0,5,9,71.4,75.9,50.0,71.0,68,72,0,1,0.0,8.0,0.0,20181113024215.0,11079^11078
151,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,2:3^3:3,1.0,5.0,6,4,18.0,9,16,26.0,22,13,2.0,4,3,12.0,5,9,72.2,75.9,50.0,71.0,69,72,0,1,0.0,8.0,0.0,20181113024223.0,11079^11078
152,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,2.0,5.0,3:3^,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,12.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,8.0,0.0,20181113024248.0,11079^21077
153,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,2.0,5.0,,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,12.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,8.0,1.0,20181113024249.0,21077.0
154,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,2.0,5.0,,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,12.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,7.0,0.0,20181113024249.0,21077.0
155,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,2.0,5.0,,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,12.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,7.0,1.0,20181113024250.0,21077.0
156,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,2.0,5.0,,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,12.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024253.0,21077.0
157,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,2.0,5.0,^,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024255.0,11086^21077
158,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024256.0,21078.0
159,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024410.0,21078.0
160,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024443.0,21078.0
161,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,10.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024447.0,21078.0
162,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,^,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,73.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024447.0,11086^21077
163,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,72,0,1,0.0,4.0,0.0,20181113024449.0,21080^21078
164,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,4.0,1.0,20181113024456.0,21080^11077
165,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,2.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,0.0,0.0,20181113024501.0,21080^11077
166,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,2:2^,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,4.0,1.0,20181113024526.0,21080^11077
167,,,OT 1,Overtime 1,-2.5,0.0,2.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,4.0,1.0,20181113024527.0,11077.0
168,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,2.0,0.0,20181113024529.0,11077.0
169,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,^,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,2.0,0.0,20181113024536.0,11086^21077
170,,,OT 1,Overtime 1,-1.5,0.0,1.5,0.0,3.0,5.0,,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,2.0,0.0,20181113024537.0,21077.0
171,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,72,0,1,0.0,2.0,0.0,20181113024538.0,21078.0
172,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,3.0,5.0,1:2,1.0,5.0,6,4,18.0,9,16,27.0,22,13,2.0,4,3,11.0,5,9,48.7,75.9,50.0,71.0,70,73,0,1,0.0,2.0,0.0,20181113024603.0,21078.0
173,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,2.0,0.0,20181113024603.0,21079^21078
174,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,1.0,0.0,20181113024603.0,21079^21078
175,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,1.0,1.0,20181113024739.0,21079^21078
176,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,0.0,0.0,20181113024741.0,21079^21078
177,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,0.0,0.0,20181113024744.0,11094.0
178,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,0.0,0.0,20181113024745.0,21077.0
179,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,0.0,0.0,20181113024756.0,21077.0
180,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,2.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,0.0,0.0,20181113024756.0,1084.0
181,,,OT 1,Overtime 1,-3.5,0.0,3.5,0.0,1.0,5.0,1:2^2:2,1.0,5.0,6,4,18.0,9,16,20.0,22,13,2.0,4,3,11.0,5,9,50.0,75.9,50.0,71.0,70,73,0,1,0.0,0.0,0.0,20181113024756.0,1084.0
