,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC
92,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,GD,35.0,1.0,20180622082812.0,11074.0
93,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,35.0,1.0,20180622082812.0,21077.0
94,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,35.0,1.0,20180622082814.0,21077.0
95,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,35.0,1.0,20180622082814.0,21077.0
96,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,34.0,1.0,20180622082815.0,21077.0
97,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,34.0,1.0,20180622082815.0,11077.0
98,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,14.0,1.0,20180622082833.0,11077.0
99,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,14.0,1.0,20180622082833.0,21077.0
100,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,13.0,1.0,20180622082835.0,21077.0
101,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,13.0,1.0,20180622082835.0,21077.0
102,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,13.0,1.0,20180622082837.0,21077.0
103,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,13.0,0.0,20180622082837.0,21077.0
104,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,21077.0
105,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,11086.0
106,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,21077.0
107,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,1:2,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,21078.0
108,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,1:2,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,21080.0
109,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,2:2,,0.0,0.0,1.0,6.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,13.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,21078.0
110,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,2:2,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,12.0,13.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,21079.0
111,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,7.0,0.0,20180622082841.0,11077.0
112,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,7.0,1.0,20180622082919.0,11077.0
113,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,7.0,1.0,20180622082919.0,11077.0
114,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,6.0,0.0,20180622082920.0,11077.0
115,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,6.0,0.0,20180622082920.0,11077.0
116,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,6.0,1.0,20180622082931.0,11077.0
117,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,6.0,1.0,20180622082931.0,21077.0
118,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,6.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,2.0,0.0,1.0,6.0,GD,6.0,1.0,20180622082932.0,21077.0
119,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,13.0,15.0,0.0,1.0,6.0,GD,6.0,1.0,20180622082932.0,21074.0
120,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,6.0,GD,6.0,1.0,20180622082932.0,11077.0
121,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,6.0,GD,2.0,1.0,20180622082935.0,11077.0
122,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,6.0,GD,2.0,1.0,20180622082935.0,11077.0
123,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,6.0,GD,2.0,1.0,20180622082937.0,11077.0
124,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,6.0,GD,2.0,1.0,20180622082937.0,11077.0
125,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,5.0,GD,42.0,1.0,20180622082955.0,11077.0
126,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,5.0,GD,42.0,1.0,20180622082955.0,21077.0
127,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,5.0,GD,35.0,1.0,20180622083002.0,21077.0
128,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,5.0,GD,35.0,1.0,20180622083002.0,11077.0
129,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,1.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,2.0,0.0,1.0,5.0,GD,29.0,1.0,20180622083009.0,11077.0
130,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,4.0,2.0,0.0,1.0,5.0,GD,29.0,1.0,20180622083009.0,11074.0
131,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,5.0,GD,29.0,1.0,20180622083009.0,21077.0
132,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,5.0,GD,28.0,1.0,20180622083011.0,21077.0
133,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,5.0,GD,28.0,1.0,20180622083011.0,21077.0
134,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,5.0,GD,8.0,1.0,20180622083030.0,21077.0
135,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,5.0,GD,8.0,1.0,20180622083030.0,21077.0
136,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,5.0,GD,6.0,1.0,20180622083031.0,21077.0
137,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,5.0,GD,6.0,1.0,20180622083031.0,11077.0
138,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,4.0,GD,44.0,1.0,20180622083053.0,21077.0
139,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,4.0,GD,44.0,1.0,20180622083053.0,21077.0
140,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,4.0,GD,42.0,1.0,20180622083056.0,21077.0
141,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,4.0,GD,42.0,1.0,20180622083056.0,11077.0
142,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,4.0,GD,18.0,1.0,20180622083119.0,11077.0
143,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,4.0,GD,18.0,1.0,20180622083119.0,21077.0
144,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,7.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,4.0,0.0,1.0,4.0,GD,18.0,1.0,20180622083121.0,21077.0
145,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,15.0,17.0,0.0,1.0,4.0,GD,18.0,1.0,20180622083121.0,21074.0
146,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,18.0,1.0,20180622083121.0,11077.0
147,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,17.0,1.0,20180622083123.0,11077.0
148,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,17.0,0.0,20180622083123.0,11077.0
149,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,12.0,0.0,20180622083126.0,11077.0
150,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,12.0,1.0,20180622083126.0,11077.0
151,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,12.0,1.0,20180622083138.0,11077.0
152,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,12.0,1.0,20180622083138.0,21077.0
153,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,8.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,4.0,0.0,1.0,4.0,GD,12.0,1.0,20180622083139.0,21077.0
154,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,9.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,17.0,19.0,0.0,1.0,4.0,GD,12.0,1.0,20180622083139.0,21074.0
155,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,9.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,19.0,4.0,0.0,1.0,4.0,GD,11.0,1.0,20180622083140.0,11077.0
156,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,9.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,19.0,4.0,0.0,1.0,4.0,GD,11.0,1.0,20180622083140.0,11077.0
157,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,9.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,19.0,4.0,0.0,1.0,4.0,GD,11.0,1.0,20180622083142.0,11077.0
158,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,9.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,19.0,4.0,0.0,1.0,4.0,GD,10.0,1.0,20180622083142.0,11077.0
159,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,9.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,19.0,4.0,0.0,1.0,4.0,GD,10.0,1.0,20180622083149.0,21077.0
160,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,9.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,19.0,4.0,0.0,1.0,4.0,GD,2.0,1.0,20180622083149.0,21077.0
161,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,19.0,21.0,0.0,1.0,4.0,GD,2.0,1.0,20180622083149.0,21074.0
162,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,4.0,GD,2.0,1.0,20180622083149.0,11077.0
163,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,4.0,GD,0.0,1.0,20180622083150.0,11077.0
164,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,4.0,GD,0.0,1.0,20180622083150.0,11077.0
165,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,4.0,GD,58.0,1.0,20180622083150.0,11077.0
166,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,58.0,0.0,20180622083150.0,11077.0
167,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,58.0,0.0,20180622083150.0,11077.0
168,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,4.0,GD,0.0,1.0,20180622083153.0,11077.0
169,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,4.0,GD,0.0,1.0,20180622083153.0,11077.0
170,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,0.0,20180622083204.0,11077.0
171,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,0.0,20180622083204.0,21086.0
172,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,0.0,20180622083204.0,11077.0
173,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,1:2,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,0.0,20180622083204.0,11078.0
174,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,1:2,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,0.0,20180622083204.0,11080.0
175,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,2:2,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,0.0,20180622083204.0,11078.0
176,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,2:2,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,0.0,20180622083204.0,11080.0
177,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,10.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,4.0,0.0,1.0,3.0,GD,47.0,1.0,20180622083235.0,21077.0
178,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,23.0,0.0,1.0,3.0,GD,47.0,1.0,20180622083235.0,21074.0
179,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,21.0,23.0,0.0,1.0,3.0,GD,40.0,1.0,20180622083242.0,11077.0
180,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,40.0,1.0,20180622083242.0,11077.0
181,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,39.0,1.0,20180622083244.0,11077.0
182,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,39.0,0.0,20180622083244.0,11077.0
183,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,32.0,0.0,20180622083250.0,11077.0
184,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,32.0,1.0,20180622083250.0,11077.0
185,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,31.0,1.0,20180622083306.0,11077.0
186,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,31.0,1.0,20180622083306.0,11077.0
187,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,22.0,1.0,20180622083314.0,11077.0
188,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,22.0,0.0,20180622083314.0,11077.0
