,AM,AS,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,KC,LM,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,3.0,-3.5,0.8333333333333334,3.5,0.9090909090909091,204.5,0.8695652173913043,204.5,0.8695652173913043,,,,,,,6.0,9.0,12.0,18.0,16.0,6.0,,,,,,,,,0,,1,4.0,48.0,1,20181109033555,21077,0.425531914893617,1.9
1,,,,3.0,-3.5,0.8,3.5,0.9523809523809523,203.5,0.9090909090909091,203.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,18.0,16.0,6.0,,,,,,,,,0,,1,4.0,39.0,1,20181109033603.0,21077,0.4166666666666667,1.95
2,,,,3.0,-3.5,0.8,3.5,0.9523809523809523,203.5,0.8333333333333334,203.5,0.9090909090909091,,,,,,,6.0,9.0,12.0,18.0,16.0,6.0,,,,,,,,,0,,1,4.0,31.0,1,20181109033612.0,21077,0.4166666666666667,1.95
3,,,,3.0,-4.5,0.8333333333333334,4.5,0.9090909090909091,204.5,0.9090909090909091,204.5,0.8333333333333334,,,,^,,,6.0,9.0,12.0,19.0,16.0,6.0,,,,,,,58.0,71.0,0,,1,4.0,28.0,1,20181109033614.0,21074^11077,0.3225806451612903,2.35
4,,,,3.0,-4.5,0.8333333333333334,4.5,0.9090909090909091,204.5,0.9090909090909091,204.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,,,,,58.0,71.0,0,,1,4.0,28.0,1,20181109033615.0,11077.0,0.3225806451612903,2.35
5,,,,3.0,-4.5,0.8333333333333334,4.5,0.9090909090909091,204.5,0.8333333333333334,204.5,0.9090909090909091,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,,,,,58.0,71.0,0,,1,4.0,19.0,1,20181109033623.0,11077.0,0.3225806451612903,2.35
6,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,204.5,0.8333333333333334,204.5,0.9090909090909091,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,,,,,58.0,71.0,0,,1,4.0,18.0,1,20181109033624.0,21077.0,0.2702702702702703,2.8
7,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,203.5,0.9090909090909091,203.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,,,,,58.0,71.0,0,,1,4.0,15.0,0.0,20181109033627.0,21077.0,0.2702702702702703,2.8
8,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,203.5,0.9090909090909091,203.5,0.8333333333333334,,,,^,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,4.0,15.0,0.0,20181109033634.0,11086^21077,0.2702702702702703,2.8
9,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,203.5,0.9090909090909091,203.5,0.8333333333333334,,,,^,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,4.0,15.0,1.0,20181109033651.0,11086^21077,0.2702702702702703,2.8
10,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,203.5,0.8333333333333334,203.5,0.9090909090909091,,,,^,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,4.0,6.0,1.0,20181109033659.0,11086^21077,0.2702702702702703,2.8
11,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,203.5,0.8333333333333334,203.5,0.9090909090909091,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,4.0,6.0,1.0,20181109033659.0,21094.0,0.2702702702702703,2.8
12,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,203.5,0.8333333333333334,203.5,0.9090909090909091,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,4.0,6.0,0.0,20181109033701.0,21094.0,0.2702702702702703,2.8
13,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,203.5,0.8333333333333334,203.5,0.9090909090909091,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,4.0,6.0,1.0,20181109033715.0,21094.0,0.2702702702702703,2.8
14,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,202.5,0.8695652173913043,202.5,0.8695652173913043,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,3.0,57.0,1.0,20181109033724.0,21094.0,0.2702702702702703,2.8
15,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,202.5,0.8695652173913043,202.5,0.8695652173913043,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,3.0,54.0,1.0,20181109033726.0,11095.0,0.30303030303030304,2.5
16,,,,3.0,-5.5,0.8333333333333334,5.5,0.9090909090909091,202.5,0.8695652173913043,202.5,0.8695652173913043,,,,,,,6.0,9.0,12.0,19.0,16.0,6.0,,,2.0,,,,58.0,71.0,0,,1,3.0,45.0,1.0,20181109033735.0,21077.0,0.2631578947368421,2.9
17,,,,3.0,-6.5,0.8333333333333334,6.5,0.9090909090909091,203.5,0.8,203.5,0.9523809523809523,,,,^,,,6.0,9.0,12.0,20.0,16.0,6.0,,,2.0,,,,58.0,73.0,0,,1,3.0,38.0,1.0,20181109033743.0,21074^11077,0.18181818181818182,3.9
18,,,,3.0,-6.5,0.8333333333333334,6.5,0.9090909090909091,203.5,0.8,203.5,0.9523809523809523,,,,,,,6.0,9.0,12.0,20.0,16.0,6.0,,,2.0,,,,58.0,73.0,0,,1,3.0,38.0,1.0,20181109033743.0,11077.0,0.18181818181818182,3.9
19,,,,3.0,-7.5,0.8333333333333334,7.5,0.9090909090909091,203.5,0.8,203.5,0.9523809523809523,,,,,,,6.0,9.0,12.0,20.0,16.0,6.0,,,2.0,,,,58.0,73.0,0,,1,3.0,38.0,1.0,20181109033753.0,21077.0,0.16666666666666666,4.25
20,,,,3.0,-7.5,0.8333333333333334,7.5,0.9090909090909091,201.5,0.9090909090909091,201.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,20.0,16.0,6.0,,,2.0,,,,58.0,73.0,0,,1,3.0,21.0,1.0,20181109033802.0,21077.0,0.15384615384615385,4.5
21,,,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,203.5,0.8,203.5,0.9523809523809523,,,,^,,,6.0,9.0,12.0,21.0,16.0,6.0,,,2.0,,,,58.0,75.0,0,,1,3.0,14.0,1.0,20181109033807.0,21074^11077,0.1111111111111111,5.75
22,,,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,203.5,0.8,203.5,0.9523809523809523,,,,,,,6.0,9.0,12.0,21.0,16.0,6.0,,,2.0,,,,58.0,75.0,0,,1,3.0,14.0,1.0,20181109033808.0,11077.0,0.1111111111111111,5.75
23,,,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,202.5,0.9090909090909091,202.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,21.0,16.0,6.0,,,2.0,,,,58.0,75.0,0,,1,3.0,11.0,0.0,20181109033810.0,11077.0,0.1111111111111111,5.75
24,44.0,5.0,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,202.5,0.9090909090909091,202.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,3.0,11.0,0.0,20181109033812.0,11081.0,0.1111111111111111,5.75
25,,,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,202.5,0.9090909090909091,202.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,3.0,11.0,0.0,20181109034106.0,11077.0,0.11764705882352941,5.5
26,,,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,202.5,0.9090909090909091,202.5,0.8333333333333334,,,,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,3.0,11.0,1.0,20181109034107.0,11077.0,0.11764705882352941,5.5
27,,,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,202.5,0.8333333333333334,202.5,0.9090909090909091,,,,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,3.0,2.0,1.0,20181109034115.0,11077.0,0.1111111111111111,5.75
28,,,,3.0,-8.5,0.8333333333333334,8.5,0.9090909090909091,202.5,0.8333333333333334,202.5,0.9090909090909091,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,55.0,1.0,20181109034122.0,11095.0,0.1111111111111111,5.75
29,,,,3.0,-9.5,0.8333333333333334,9.5,0.9090909090909091,202.5,0.8333333333333334,202.5,0.9090909090909091,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,55.0,1.0,20181109034123.0,11095.0,0.09523809523809523,6.5
30,,,,3.0,-9.5,0.8,9.5,0.9523809523809523,202.5,0.8,202.5,0.9523809523809523,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,46.0,1.0,20181109034131.0,11095.0,0.09090909090909091,6.75
31,,,,3.0,-9.5,0.8,9.5,0.9523809523809523,200.5,0.8695652173913043,200.5,0.8695652173913043,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,40.0,1.0,20181109034137.0,21094.0,0.08695652173913043,7.0
32,,,,3.0,-9.5,0.8,9.5,0.9523809523809523,200.5,0.8695652173913043,200.5,0.8695652173913043,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,40.0,1.0,20181109034137.0,21077.0,0.08695652173913043,7.0
33,,,,3.0,-8.5,0.8,8.5,0.9523809523809523,200.5,0.8695652173913043,200.5,0.8695652173913043,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,40.0,0.0,20181109034141.0,11077.0,0.1,6.25
34,,,,3.0,-8.5,0.8,8.5,0.9523809523809523,200.5,0.8695652173913043,200.5,0.8695652173913043,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,40.0,1.0,20181109034147.0,11077.0,0.1,6.25
35,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,199.5,0.9090909090909091,199.5,0.8333333333333334,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,28.0,1.0,20181109034156.0,11077.0,0.09523809523809523,6.5
36,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,199.5,0.8695652173913043,199.5,0.8695652173913043,,,19.0,,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,,,,58.0,75.0,0,,1,2.0,27.0,0.0,20181109034156.0,11077.0,0.09523809523809523,6.5
37,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,199.5,0.8695652173913043,199.5,0.8695652173913043,,,19.0,^,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,3.0,,,58.0,75.0,0,,1,2.0,27.0,0.0,20181109034212.0,21086^11077,0.09523809523809523,6.5
38,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,199.5,0.8695652173913043,199.5,0.8695652173913043,,,19.0,^,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,3.0,,,58.0,75.0,0,,1,2.0,27.0,0.0,20181109034223.0,21086^11077,0.09523809523809523,6.5
39,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,199.5,0.8695652173913043,199.5,0.8695652173913043,,,19.0,^,,,6.0,9.0,12.0,21.0,16.0,6.0,3.0,,2.0,2.0,,,58.0,75.0,0,,1,2.0,27.0,0.0,20181109034227.0,21086^11077,0.09523809523809523,6.5
40,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,199.5,0.8695652173913043,199.5,0.8695652173913043,,,19.0,,,,6.0,9.0,13.0,21.0,16.0,6.0,3.0,,2.0,2.0,,,60.0,75.0,0,,1,2.0,27.0,0.0,20181109034231.0,21077.0,0.09523809523809523,6.5
41,,,,3.0,-7.5,0.9523809523809523,7.5,0.8,199.5,0.9090909090909091,199.5,0.8333333333333334,,,19.0,^,,,6.0,9.0,13.0,21.0,16.0,6.0,3.0,,2.0,2.0,,,60.0,75.0,0,,1,2.0,27.0,0.0,20181109034236.0,21086^11077,0.16666666666666666,4.25
42,,,,3.0,-7.5,0.9523809523809523,7.5,0.8,199.5,0.9090909090909091,199.5,0.8333333333333334,,,19.0,,,,6.0,9.0,13.0,21.0,16.0,6.0,3.0,,2.0,2.0,,,60.0,75.0,0,,1,2.0,27.0,0.0,20181109034236.0,11077.0,0.16666666666666666,4.25
43,,,,3.0,-7.5,0.9090909090909091,7.5,0.8333333333333334,199.5,0.9090909090909091,199.5,0.8333333333333334,,,18.0,1:1^,,,6.0,9.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,75.0,0,,1,2.0,27.0,0.0,20181109034240.0,11079^21077,0.18181818181818182,3.9
44,,,,3.0,-7.5,0.9090909090909091,7.5,0.8333333333333334,199.5,0.9090909090909091,199.5,0.8333333333333334,,,18.0,,,,6.0,9.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,75.0,0,,1,2.0,27.0,1.0,20181109034241.0,21077.0,0.18181818181818182,3.9
45,,,,3.0,-7.5,0.9090909090909091,7.5,0.8333333333333334,199.5,0.9090909090909091,199.5,0.8333333333333334,,,18.0,,,,6.0,9.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,75.0,0,,1,2.0,24.0,1.0,20181109034243.0,21077.0,0.18181818181818182,3.9
46,,,,3.0,-7.5,0.9090909090909091,7.5,0.8333333333333334,199.5,0.8333333333333334,199.5,0.9090909090909091,,,18.0,,,,6.0,9.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,75.0,0,,1,2.0,20.0,1.0,20181109034247.0,21077.0,0.16666666666666666,4.25
47,,,,3.0,-7.5,0.9090909090909091,7.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,18.0,,,,6.0,9.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,75.0,0,,1,2.0,12.0,1.0,20181109034256.0,21077.0,0.16666666666666666,4.25
48,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,18.0,^,,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,78.0,0,,1,2.0,10.0,1.0,20181109034257.0,21075^11077,0.16666666666666666,4.25
49,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,18.0,,,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,78.0,0,,1,2.0,10.0,1.0,20181109034258.0,11077.0,0.16666666666666666,4.25
50,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,18.0,,,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,78.0,0,,1,2.0,1.0,1.0,20181109034307.0,11077.0,0.16666666666666666,4.25
51,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,78.0,0,,1,1.0,59.0,1.0,20181109034308.0,11095.0,0.16666666666666666,4.25
52,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,2.0,94.4,,61.0,78.0,0,,1,1.0,59.0,0.0,20181109034309.0,11095.0,0.16666666666666666,4.25
53,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,^,1.0,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,3.0,94.4,,61.0,78.0,0,,1,1.0,59.0,0.0,20181109034320.0,21086^11077,0.16666666666666666,4.25
54,,,,3.0,-8.5,0.8,8.5,0.9523809523809523,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,1:2,1.0,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,3.0,94.4,,61.0,78.0,0,,1,1.0,59.0,0.0,20181109034322.0,11078.0,0.16666666666666666,4.25
55,,,,3.0,-9.5,0.8695652173913043,9.5,0.8695652173913043,201.5,0.8333333333333334,201.5,0.9090909090909091,,,22.0,1:2^2:2,1.0,,6.0,10.0,13.0,21.0,17.0,6.0,3.0,,2.0,3.0,89.5,,61.0,78.0,0,,1,1.0,59.0,0.0,20181109034334.0,11080^11078,0.08333333333333333,7.25
56,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,2:2^,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,2.0,3.0,90.0,,62.0,78.0,0,,1,1.0,59.0,0.0,20181109034347.0,11079^21077,0.09523809523809523,6.5
57,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,2.0,3.0,90.0,,62.0,78.0,0,,1,1.0,59.0,0.0,20181109034348.0,21077.0,0.09523809523809523,6.5
58,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,2.0,3.0,90.0,,62.0,78.0,0,,1,1.0,59.0,1.0,20181109034349.0,21077.0,0.09523809523809523,6.5
59,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,2.0,3.0,90.0,,62.0,78.0,0,,1,1.0,59.0,0.0,20181109034350.0,21077.0,0.09523809523809523,6.5
60,,,,3.0,-9.5,0.9090909090909091,9.5,0.8333333333333334,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,2.0,3.0,90.0,,62.0,78.0,0,,1,1.0,59.0,1.0,20181109034350.0,21077.0,0.09523809523809523,6.5
61,,,,3.0,-9.5,0.8695652173913043,9.5,0.8695652173913043,203.5,0.9090909090909091,203.5,0.8333333333333334,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,2.0,3.0,90.0,,62.0,78.0,0,,1,1.0,52.0,0.0,20181109034356.0,21077.0,0.09090909090909091,6.75
62,,,,3.0,-9.5,0.8695652173913043,9.5,0.8695652173913043,203.5,0.9090909090909091,203.5,0.8333333333333334,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,2.0,3.0,90.0,,62.0,78.0,0,,1,1.0,52.0,0.0,20181109034401.0,21077.0,0.09090909090909091,6.75
63,,,,3.0,-9.5,0.8695652173913043,9.5,0.8695652173913043,203.5,0.9090909090909091,203.5,0.8333333333333334,,,22.0,^,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,78.0,0,,1,1.0,52.0,1.0,20181109034414.0,11086^21077,0.09090909090909091,6.75
64,,,,3.0,-9.5,0.8695652173913043,9.5,0.8695652173913043,203.5,0.8695652173913043,203.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,78.0,0,,1,1.0,48.0,1.0,20181109034419.0,21095.0,0.09090909090909091,6.75
65,,,,3.0,-8.5,0.8695652173913043,8.5,0.8695652173913043,203.5,0.8695652173913043,203.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,78.0,0,,1,1.0,47.0,1.0,20181109034420.0,11077.0,0.10526315789473684,6.0
66,,,,3.0,-9.5,0.8695652173913043,9.5,0.8695652173913043,203.5,0.8,203.5,0.9523809523809523,,,22.0,,1.0,,6.0,10.0,13.0,21.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,78.0,0,,1,1.0,41.0,1.0,20181109034425.0,21077.0,0.08695652173913043,7.0
67,,,,3.0,-10.5,0.8695652173913043,10.5,0.8695652173913043,204.5,0.8695652173913043,204.5,0.8695652173913043,,,22.0,^,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,34.0,1.0,20181109034433.0,21074^11077,0.05555555555555555,10.25
68,,,,3.0,-10.5,0.8695652173913043,10.5,0.8695652173913043,204.5,0.8695652173913043,204.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,34.0,1.0,20181109034433.0,11077.0,0.05555555555555555,10.25
69,,,,3.0,-10.5,0.8695652173913043,10.5,0.8695652173913043,204.5,0.8695652173913043,204.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,34.0,0.0,20181109034433.0,11077.0,0.05555555555555555,10.25
70,,,,3.0,-11.5,0.8695652173913043,11.5,0.8695652173913043,204.5,0.8695652173913043,204.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,34.0,0.0,20181109034446.0,21077.0,0.045454545454545456,11.25
71,,,,3.0,-11.5,0.8695652173913043,11.5,0.8695652173913043,204.5,0.8695652173913043,204.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,34.0,1.0,20181109034456.0,21077.0,0.045454545454545456,11.25
72,,,,3.0,-11.5,0.8333333333333334,11.5,0.9090909090909091,204.5,0.8333333333333334,204.5,0.9090909090909091,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,16.0,1.0,20181109034504.0,21077.0,0.045454545454545456,11.25
73,,,,3.0,-11.5,0.8333333333333334,11.5,0.9090909090909091,202.5,0.8695652173913043,202.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,11.0,1.0,20181109034510.0,21095.0,0.04,12.25
74,,,,3.0,-10.5,0.8333333333333334,10.5,0.9090909090909091,202.5,0.9090909090909091,202.5,0.8333333333333334,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,11.0,1.0,20181109034511.0,11077.0,0.05,10.75
75,,,,3.0,-10.5,0.8333333333333334,10.5,0.9090909090909091,202.5,0.8333333333333334,202.5,0.9090909090909091,,,22.0,,1.0,,6.0,10.0,13.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,62.0,80.0,0,,1,1.0,2.0,1.0,20181109034519.0,11077.0,0.045454545454545456,11.25
76,,,,3.0,-9.5,0.8333333333333334,9.5,0.9090909090909091,203.5,0.9523809523809523,203.5,0.8,,,22.0,^,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,1.0,0.0,1.0,20181109034521.0,11074^21077,0.07142857142857142,8.25
77,,,,3.0,-9.5,0.8,9.5,0.9523809523809523,203.5,0.8695652173913043,203.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,51.0,1.0,20181109034530.0,21077.0,0.07142857142857142,8.25
78,,,,3.0,-9.5,0.8,9.5,0.9523809523809523,202.5,0.9090909090909091,202.5,0.8333333333333334,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,42.0,1.0,20181109034539.0,21077.0,0.07142857142857142,8.25
79,,,,3.0,-10.5,0.9523809523809523,10.5,0.8,202.5,0.8695652173913043,202.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,35.0,1.0,20181109034546.0,21095.0,0.0625,9.25
80,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,202.5,0.8695652173913043,202.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,35.0,1.0,20181109034547.0,11077.0,0.08333333333333333,7.25
81,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,201.5,0.9090909090909091,201.5,0.8333333333333334,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,28.0,1.0,20181109034553.0,11095.0,0.08333333333333333,7.25
82,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,201.5,0.9090909090909091,201.5,0.8333333333333334,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,28.0,0.0,20181109034554.0,11095.0,0.08333333333333333,7.25
83,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,201.5,0.9090909090909091,201.5,0.8333333333333334,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,28.0,1.0,20181109034620.0,11095.0,0.08333333333333333,7.25
84,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,24.0,1.0,20181109034623.0,11095.0,0.07142857142857142,8.25
85,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,3.0,90.0,,64.0,80.0,0,,1,0.0,24.0,0.0,20181109034623.0,11095.0,0.07142857142857142,8.25
86,,,,3.0,-9.5,0.9523809523809523,9.5,0.8,201.5,0.8695652173913043,201.5,0.8695652173913043,,,22.0,^,1.0,,6.0,10.0,14.0,22.0,18.0,6.0,3.0,,3.0,4.0,90.0,,64.0,80.0,0,,1,0.0,24.0,0.0,20181109034631.0,21086^11077,0.07142857142857142,8.25
