,AM,AS,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,KC,LM,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
376,,,1.0,3.0,2.5,0.0,-2.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,12.0,10.0,23.0,29.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,104.0,104.0,0,#0B750B,1,3.0,28.0,1.0,20181109043246.0,11077.0,1.8,0.4444444444444444
377,,,1.0,3.0,2.5,0.0,-2.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,12.0,10.0,23.0,29.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,104.0,104.0,0,#0B750B,1,3.0,20.0,1.0,20181109043254.0,11077.0,1.75,0.45454545454545453
378,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,0.0,1.0,12.0,10.0,24.0,29.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,106.0,104.0,0,#0B750B,1,3.0,15.0,1.0,20181109043259.0,11074^21077,2.5,0.30303030303030304
379,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,12.0,10.0,24.0,29.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,106.0,104.0,0,#0B750B,1,3.0,6.0,1.0,20181109043308.0,21077.0,2.5,0.30303030303030304
380,,,1.0,3.0,2.5,0.0,-2.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,0.0,1.0,12.0,10.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,106.0,106.0,0,#0B750B,1,3.0,57.0,1.0,20181109043317.0,21074^11077,1.7,0.47619047619047616
381,,,1.0,3.0,2.5,0.0,-2.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,12.0,10.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,106.0,106.0,0,#0B750B,1,3.0,48.0,1.0,20181109043326.0,11077.0,1.7,0.47619047619047616
382,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,0.0,1.0,13.0,10.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,106.0,0,#0B750B,1,3.0,40.0,1.0,20181109043334.0,11075^21077,3.6,0.2
383,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,0.0,1.0,13.0,10.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,106.0,0,#0B750B,1,3.0,39.0,1.0,20181109043334.0,11075^21077,3.6,0.2
384,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,13.0,10.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,106.0,0,#0B750B,1,3.0,40.0,1.0,20181109043335.0,21077.0,3.6,0.2
385,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,13.0,10.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,106.0,0,#0B750B,1,3.0,31.0,1.0,20181109043343.0,21077.0,3.6,0.2
386,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,13.0,10.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,106.0,0,#0B750B,1,3.0,23.0,1.0,20181109043352.0,21077.0,3.6,0.2
387,,,1.0,3.0,1.5,0.0,-1.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,0.0,1.0,13.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,109.0,0,#0B750B,1,3.0,19.0,1.0,20181109043354.0,21075^11077,1.65,0.5
388,,,1.0,3.0,1.5,0.0,-1.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,13.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,109.0,0,#0B750B,1,3.0,19.0,1.0,20181109043355.0,11077.0,1.65,0.5
389,,,1.0,3.0,1.5,0.0,-1.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,13.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,109.0,109.0,0,#0B750B,1,3.0,10.0,1.0,20181109043404.0,11077.0,1.65,0.5
390,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,13.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,112.0,109.0,0,#0B750B,1,3.0,6.0,1.0,20181109043408.0,11077.0,3.9,0.18181818181818182
391,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,112.0,109.0,0,#0B750B,1,3.0,6.0,1.0,20181109043408.0,21077.0,3.9,0.18181818181818182
392,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,112.0,109.0,0,#0B750B,1,1.0,57.0,1.0,20181109043416.0,21077.0,3.9,0.18181818181818182
393,,,1.0,3.0,3.5,0.0,-3.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,112.0,109.0,0,#0B750B,1,1.0,50.0,1.0,20181109043424.0,21095.0,3.9,0.18181818181818182
394,,,1.0,3.0,4.5,0.0,-4.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,24.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,112.0,109.0,0,#0B750B,1,1.0,41.0,1.0,20181109043432.0,11077.0,6.0,0.10526315789473684
395,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,41.0,1.0,20181109043433.0,11074^21077,10.25,0.05555555555555555
396,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,32.0,1.0,20181109043442.0,21077.0,10.75,0.05
397,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,24.0,1.0,20181109043449.0,21095.0,10.75,0.05
398,,,1.0,3.0,6.5,0.0,-6.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,24.0,1.0,20181109043450.0,11077.0,15.0,0.025
399,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,15.0,1.0,20181109043459.0,11077.0,15.5,0.02
400,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,15.0,1.0,20181109043459.0,11094.0,15.5,0.02
401,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,14.0,1.0,20181109043459.0,11094.0,12.25,0.04
402,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,0.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,5.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,13.0,0.0,20181109043501.0,11094.0,12.25,0.04
403,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,13.0,0.0,20181109043511.0,11086^21077,12.25,0.04
404,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,13.0,1.0,20181109043520.0,11086^21077,12.25,0.04
405,,,1.0,3.0,4.5,0.0,-4.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,1.0,4.0,1.0,20181109043528.0,11086^21077,12.25,0.04
406,,,1.0,3.0,4.5,0.0,-4.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,59.0,1.0,20181109043535.0,21094.0,14.25,0.03333333333333333
407,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,50.0,1.0,20181109043544.0,11077.0,16.0,0.015151515151515152
408,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,42.0,1.0,20181109043552.0,11077.0,16.0,0.015151515151515152
409,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,0.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,40.0,0.0,20181109043553.0,11077.0,20.0,0.005
410,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,40.0,0.0,20181109043602.0,21086^11077,20.0,0.005
411,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,40.0,1.0,20181109043615.0,21086^11077,20.0,0.005
412,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,31.0,1.0,20181109043623.0,21086^11077,20.0,0.005
413,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,31.0,1.0,20181109043625.0,21086^11077,20.0,0.005
414,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,21.0,1.0,20181109043633.0,11077.0,20.0,0.005
415,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,14.0,1.0,20181109043641.0,11095.0,20.0,0.005
416,,,1.0,3.0,4.5,0.0,-4.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,14.0,1.0,20181109043642.0,21077.0,20.0,0.005
417,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,14.0,1.0,20181109043647.0,21094.0,20.0,0.005
418,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,1.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,14.0,0.0,20181109043647.0,21094.0,20.0,0.005
419,,,1.0,3.0,5.5,0.0,-5.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,^,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,2.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,14.0,0.0,20181109043704.0,21086^11077,20.0,0.005
420,,,1.0,3.0,6.5,0.0,-6.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,1:2,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,2.0,75.9,84.2,114.0,109.0,0,#0B750B,1,0.0,14.0,0.0,20181109043710.0,11078.0,20.0,0.005
421,,,1.0,3.0,6.5,0.0,-6.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,1:2,1.0,1.0,14.0,11.0,25.0,30.0,22.0,16.0,0.0,-1.0,1.0,2.0,75.9,84.2,115.0,109.0,0,#0B750B,1,0.0,14.0,0.0,20181109043718.0,11078.0,20.0,0.005
422,,,1.0,3.0,6.5,0.0,-6.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,1:2^2:2,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,14.0,0.0,20181109043718.0,11079^11078,20.0,0.005
423,,,1.0,3.0,6.5,0.0,-6.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,7.0,0.0,20181109043731.0,21077.0,20.0,0.005
424,,,1.0,3.0,6.5,0.0,-6.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,7.0,1.0,20181109043737.0,21077.0,20.0,0.005
425,,,1.0,3.0,6.5,0.0,-6.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,3.0,1.0,20181109043741.0,21094.0,20.0,0.005
426,,,1.0,3.0,7.5,0.0,-7.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,3.0,1.0,20181109043742.0,11077.0,20.0,0.005
427,,,1.0,3.0,7.5,0.0,-7.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,0.0,0.0,20181109043746.0,11077.0,20.0,0.005
428,,,1.0,3.0,7.5,0.0,-7.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,0.0,0.0,20181109043751.0,11077.0,20.0,0.005
429,,,1.0,3.0,7.5,0.0,-7.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,0.0,0.0,20181109043751.0,1084.0,20.0,0.005
430,,,1.0,3.0,7.5,0.0,-7.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,0.0,0.0,20181109043752.0,1084.0,20.0,0.005
431,,,1.0,3.0,7.5,0.0,-7.5,0.0,193.5,0.8333333333333334,193.5,0.9090909090909091,1.0,"#008000,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,,1.0,1.0,14.0,11.0,25.0,30.0,23.0,16.0,0.0,-1.0,1.0,2.0,76.7,84.2,115.0,109.0,0,#0B750B,1,0.0,0.0,0.0,20181109043752.0,1084.0,20.0,0.005
