,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC
11,,,,第1节,34.5,0.83,-34.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,,1.0,1,9.0,GD,53.0,0,,21077.0
12,,,,第1节,34.5,0.83,-34.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,53.0,0,,21077.0
13,,,,第1节,34.5,0.83,-34.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,40.0,0,,21077.0
14,,,,第1节,34.5,0.83,-34.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,40.0,0,,21077.0
15,,,,第1节,34.5,0.83,-34.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,22.0,0,,21077.0
16,,,,第1节,34.5,0.83,-34.5,0.83,131.5,0.83,131.5,0.83,131.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,22.0,0,,11077.0
17,,,,第1节,34.5,0.83,-34.5,0.83,131.5,0.83,130.5,0.83,131.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,22.0,0,,11077.0
18,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,22.0,0,,11077.0
19,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,8.0,0,,11077.0
20,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,8.0,0,,11077.0
21,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,8.0,0,,11077.0
22,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,8.0,0,,11077.0
23,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,3.0,0,,11077.0
24,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1,9.0,GD,3.0,0,,11075.0
25,,,,第1节,34.5,0.83,-34.5,0.83,130.5,0.83,130.5,0.83,130.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,9.0,GD,3.0,0,,21077.0
26,,,,第1节,34.5,0.83,-36.5,0.83,130.5,0.83,130.5,0.83,-36.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,9.0,GD,3.0,0,,21077.0
27,,,,第1节,36.5,0.83,-36.5,0.83,130.5,0.83,134.5,0.83,36.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,9.0,GD,3.0,0,,21077.0
28,,,,第1节,36.5,0.83,-36.5,0.83,134.5,0.83,134.5,0.83,134.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,9.0,GD,3.0,0,,21077.0
29,,,,第1节,36.5,0.83,-36.5,0.83,134.5,0.83,132.5,0.83,134.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,9.0,GD,3.0,0,,21077.0
30,,,,第1节,36.5,0.83,-36.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,9.0,GD,3.0,0,,21077.0
31,,,,第1节,36.5,0.83,-36.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,34.0,0,,21077.0
32,,,,第1节,36.5,0.83,-36.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,34.0,0,,11077.0
33,,,,第1节,36.5,0.83,-36.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,25.0,0,,11077.0
34,,,,第1节,36.5,0.8,-36.5,0.87,131.5,0.83,131.5,0.83,131.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,25.0,0,,21077.0
35,,,,第1节,36.5,0.8,-36.5,0.87,131.5,0.83,131.5,0.83,131.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,11.0,0,,21077.0
36,,,,第1节,36.5,0.87,-35.5,0.8,131.5,0.83,131.5,0.83,-35.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,11.0,0,,21077.0
37,,,,第1节,35.5,0.87,-35.5,0.8,131.5,0.83,130.5,0.83,35.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,11.0,0,,21077.0
38,,,,第1节,35.5,0.87,-35.5,0.8,130.5,0.83,130.5,0.83,130.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,11.0,0,,21077.0
39,,,,第1节,35.5,0.87,-35.5,0.8,130.5,0.83,129.5,0.83,130.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,11.0,0,,21077.0
40,,,,第1节,35.5,0.87,-35.5,0.8,129.5,0.83,129.5,0.83,129.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,11.0,0,,21077.0
41,,,,第1节,35.5,0.87,-35.5,0.8,129.5,0.83,129.5,0.83,129.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,8.0,GD,2.0,0,,21077.0
42,,,,第1节,35.5,0.87,-35.5,0.8,129.5,0.83,129.5,0.83,129.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,7.0,GD,2.0,0,,11077.0
43,,,,第1节,35.5,0.87,-35.5,0.8,129.5,0.83,129.5,0.83,129.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,7.0,GD,59.0,0,,11077.0
44,,,,第1节,35.5,0.87,-35.5,0.8,129.5,0.83,129.5,0.83,129.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1,7.0,GD,59.0,0,,21086.0
45,,,,第1节,35.5,0.83,-37.5,0.83,129.5,0.83,129.5,0.83,-37.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1,7.0,GD,59.0,0,,11077.0
46,,,,第1节,37.5,0.83,-37.5,0.83,129.5,0.83,132.5,0.83,37.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1,7.0,GD,59.0,0,,11077.0
47,,,,第1节,37.5,0.83,-37.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1,7.0,GD,59.0,0,,11077.0
48,,,,第1节,37.5,0.83,-37.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,1,7.0,GD,59.0,0,,11074.0
49,,,,第1节,37.5,0.83,-37.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1,7.0,GD,59.0,0,,21077.0
50,,,,第1节,37.5,0.83,-37.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1,7.0,GD,56.0,0,,11077.0
51,,,,第1节,37.5,0.83,-37.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,1,7.0,GD,56.0,0,,11074.0
52,,,,第1节,37.5,0.83,-37.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1,7.0,GD,56.0,0,,21077.0
53,,,,第1节,37.5,0.83,-37.5,0.83,132.5,0.83,132.5,0.83,132.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1,7.0,GD,50.0,0,,21077.0
54,,,,第1节,37.5,0.87,-38.5,0.8,132.5,0.83,132.5,0.83,-38.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1,7.0,GD,50.0,0,,21077.0
55,,,,第1节,38.5,0.87,-38.5,0.8,132.5,0.83,134.5,0.83,38.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1,7.0,GD,50.0,0,,21077.0
56,,,,第1节,38.5,0.87,-38.5,0.8,134.5,0.83,134.5,0.83,134.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1,7.0,GD,50.0,0,,21077.0
57,,,,第1节,38.5,0.87,-38.5,0.8,134.5,0.83,134.5,0.83,134.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1,7.0,GD,46.0,0,,21077.0
58,44.0,5.0,,第1节,38.5,0.87,-41.5,0.83,134.5,0.83,134.5,0.83,-41.5,1.0,,,1.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,12.0,9.0,0.0,1,7.0,GD,46.0,0,,21081.0
59,44.0,5.0,,第1节,38.5,0.87,-41.5,0.83,134.5,0.83,134.5,0.83,-41.5,1.0,,,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,12.0,9.0,0.0,1,7.0,GD,46.0,0,,11075.0
60,44.0,5.0,,第1节,38.5,0.87,-41.5,0.83,134.5,0.83,134.5,0.83,-41.5,1.0,,,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1,7.0,GD,46.0,0,,21077.0
61,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,134.5,0.83,137.5,0.83,41.5,1.0,,,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1,7.0,GD,46.0,0,,21077.0
62,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1,7.0,GD,46.0,0,,21077.0
63,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,137.5,0.83,136.5,0.83,137.5,1.0,,,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1,7.0,GD,46.0,0,,11077.0
64,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1,7.0,GD,46.0,0,,11077.0
65,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,,2.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1,7.0,GD,24.0,0,,11077.0
66,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,14.0,12.0,0.0,1,7.0,GD,24.0,0,,11074.0
67,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,24.0,0,,21077.0
68,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,21.0,0,,21077.0
69,44.0,5.0,,第1节,41.5,0.87,-42.5,0.8,136.5,0.83,136.5,0.83,-42.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,21.0,0,,21077.0
70,44.0,5.0,,第1节,42.5,0.87,-42.5,0.8,136.5,0.83,138.5,0.83,42.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,21.0,0,,21077.0
71,44.0,5.0,,第1节,42.5,0.87,-42.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,21.0,0,,21077.0
72,44.0,5.0,,第1节,42.5,0.87,-42.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,15.0,0,,21077.0
73,44.0,5.0,,第1节,42.5,0.87,-42.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,15.0,0,,21086.0
74,44.0,5.0,,第1节,42.5,0.83,-43.5,0.83,138.5,0.83,138.5,0.83,-43.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,15.0,0,,11077.0
75,44.0,5.0,,第1节,43.5,0.83,-43.5,0.83,138.5,0.83,138.5,0.83,43.5,1.0,1:1,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,15.0,0,,11078.0
76,44.0,5.0,,第1节,43.5,0.83,-43.5,0.83,138.5,0.83,138.5,0.83,43.5,1.0,1:1,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,15.0,0,,11080.0
77,44.0,5.0,,第1节,43.5,0.83,-43.5,0.83,138.5,0.83,138.5,0.83,43.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,15.0,0,,21077.0
78,44.0,5.0,,第1节,43.5,0.83,-43.5,0.83,138.5,0.83,138.5,0.83,43.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,12.0,0,,11077.0
79,44.0,5.0,,第1节,43.5,0.83,-43.5,0.83,138.5,0.83,138.5,0.83,43.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,12.0,0,,11077.0
80,44.0,5.0,,第1节,43.5,0.83,-43.5,0.83,138.5,0.83,138.5,0.83,43.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,2.0,0,,11077.0
81,44.0,5.0,,第1节,43.5,0.87,-42.5,0.8,138.5,0.83,138.5,0.83,-42.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,2.0,0,,21077.0
82,44.0,5.0,,第1节,42.5,0.87,-42.5,0.8,138.5,0.83,137.5,0.83,42.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,2.0,0,,21077.0
83,44.0,5.0,,第1节,42.5,0.87,-42.5,0.8,137.5,0.83,137.5,0.83,137.5,1.0,,,2.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1,7.0,GD,2.0,0,,21077.0
84,44.0,5.0,,第1节,42.5,0.87,-42.5,0.8,137.5,0.83,137.5,0.83,137.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1,7.0,GD,2.0,0,,21075.0
85,44.0,5.0,,第1节,42.5,0.83,-40.5,0.83,137.5,0.83,137.5,0.83,-40.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1,7.0,GD,2.0,0,,11077.0
86,44.0,5.0,,第1节,40.5,0.83,-40.5,0.83,137.5,0.83,140.5,0.83,40.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1,7.0,GD,2.0,0,,11077.0
87,44.0,5.0,,第1节,40.5,0.83,-40.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1,7.0,GD,2.0,0,,11077.0
88,44.0,5.0,,第1节,40.5,0.83,-40.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,56.0,0,,11077.0
89,44.0,5.0,,第1节,40.5,0.87,-39.5,0.8,140.5,0.83,140.5,0.83,-39.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,56.0,0,,21077.0
90,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,140.5,0.83,139.5,0.83,39.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,56.0,0,,21077.0
91,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,139.5,0.83,139.5,0.83,139.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,56.0,0,,21077.0
92,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,139.5,0.83,139.5,0.83,139.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,35.0,0,,21077.0
93,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,139.5,0.83,139.5,0.83,139.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,35.0,0,,11077.0
94,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,139.5,0.83,139.5,0.83,139.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,25.0,0,,11077.0
95,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,1,6.0,GD,25.0,0,,11077.0
96,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,,2.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,16.0,14.0,0.0,1,6.0,GD,25.0,0,,11074.0
97,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,,2.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,16.0,0.0,1,6.0,GD,25.0,0,,21077.0
98,44.0,5.0,,第1节,39.5,0.87,-39.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,,2.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,16.0,0.0,1,6.0,GD,24.0,0,,21077.0
99,44.0,5.0,,第1节,39.5,0.83,-41.5,0.83,138.5,0.83,138.5,0.83,-41.5,1.0,,,2.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,16.0,0.0,1,6.0,GD,24.0,0,,21077.0
100,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,138.5,0.83,141.5,0.83,41.5,1.0,,,2.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,16.0,0.0,1,6.0,GD,24.0,0,,21077.0
101,44.0,5.0,,第1节,41.5,0.83,-41.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,,2.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,3.0,16.0,0.0,1,6.0,GD,24.0,0,,21077.0
