,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.91,0.77
1,,,,第1节,,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.91,0.77
2,,,,第1节,,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,52.0,0,,21077.0,0.91,0.77
3,,,,第1节,162.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,162.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,52.0,0,,21077.0,0.91,0.77
4,,,,第1节,162.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,162.5,1.0,,,,1.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,1,9.0,GD,52.0,0,,21075.0,0.91,0.77
5,,,,第1节,162.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,162.5,1.0,,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,52.0,0,,11077.0,0.91,0.77
6,,,,第1节,162.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,162.5,1.0,,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
7,,,,第1节,1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,1.5,1.0,,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
8,,,,第1节,-1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,-1.5,1.0,,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
9,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
10,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,1.0,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
11,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,0.71,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
12,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,0.71,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
13,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,0.71,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
14,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,0.71,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
15,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,0.71,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11077.0,0.91,0.77
16,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,0.71,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,46.0,0,,11074.0,0.91,0.77
17,,,,第1节,166.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,166.5,1.0,0.71,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,1,9.0,GD,46.0,0,,21077.0,0.91,0.77
18,,,,第1节,-1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,-1.5,1.0,0.91,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,1,9.0,GD,46.0,0,,21077.0,0.91,0.77
19,,,,第1节,1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,1.5,1.0,0.77,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,1,9.0,GD,25.0,0,,21077.0,0.91,0.77
20,,,,第1节,1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,1.5,1.0,0.83,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,1,9.0,GD,25.0,0,,21077.0,0.91,0.77
21,,,,第1节,1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,1.5,1.0,0.83,,,1.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,1,9.0,GD,5.0,0,,21077.0,0.91,0.77
22,,,,第1节,1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,1.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,3.0,5.0,0.0,1,9.0,GD,5.0,0,,21074.0,0.91,0.77
23,,,,第1节,1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,1.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1,9.0,GD,5.0,0,,11077.0,0.91,0.77
24,,,,第1节,1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,1.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1,9.0,GD,5.0,0,,11077.0,0.91,0.77
25,,,,第1节,-1.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,-1.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1,9.0,GD,5.0,0,,11077.0,0.91,0.77
26,,,,第1节,167.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,167.5,1.0,0.83,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1,9.0,GD,5.0,0,,11077.0,0.91,0.77
27,,,,第1节,167.5,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,167.5,1.0,1.0,,,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,1,9.0,GD,5.0,0,,11077.0,0.91,0.77
