,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,,3.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,164.5,0.8,164.5,0.8695652173913043,,,,,2.0,5.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,40,0,1,4.0,43.0,1,20181026175952,21077
1,,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,166.5,0.9090909090909091,166.5,0.7692307692307693,11.0,,^,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,37.0,1,20181026175959.0,21075^11077
2,,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,166.5,0.8695652173913043,166.5,0.8,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,36.0,1,20181026180000.0,11077.0
3,,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,166.5,0.8,166.5,0.8695652173913043,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,27.0,1,20181026180008.0,11077.0
4,,,,3.0,20.5,0.8333333333333334,-21.5,0.8333333333333334,166.5,0.8,166.5,0.8695652173913043,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,25.0,1,20181026180011.0,11077.0
5,,,,3.0,20.5,0.8333333333333334,-21.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,16.0,1,20181026180019.0,11077.0
6,,,,3.0,20.5,0.8333333333333334,-21.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,10.0,0.0,20181026180026.0,11077.0
7,,,,3.0,20.5,0.8333333333333334,-21.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,9.0,0.0,20181026180034.0,11077.0
8,,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,10.0,0.0,20181026180034.0,11077.0
9,,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,164.5,0.8,164.5,0.8695652173913043,11.0,,,,2.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,61.0,43,0,1,4.0,1.0,0.0,20181026180042.0,11077.0
10,,,,3.0,23.5,0.8,-23.5,0.8695652173913043,167.5,0.8333333333333334,167.5,0.8333333333333334,9.0,,^,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,59.0,0.0,20181026180045.0,11075^21077
11,,,,3.0,23.5,0.8,-23.5,0.8695652173913043,167.5,0.8,167.5,0.8695652173913043,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,58.0,0.0,20181026180045.0,21077.0
12,,,,3.0,23.5,0.8,-23.5,0.8695652173913043,166.5,0.8333333333333334,166.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,49.0,0.0,20181026180054.0,21077.0
13,,,,3.0,23.5,0.8,-23.5,0.8695652173913043,165.5,0.8695652173913043,165.5,0.8,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,41.0,0.0,20181026180102.0,21077.0
14,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,38.0,0.0,20181026180106.0,11077.0
15,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,37.0,0.0,20181026180106.0,11077.0
16,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,37.0,0.0,20181026180106.0,11077.0
17,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,37.0,1.0,20181026180128.0,11077.0
18,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,36.0,1.0,20181026180129.0,11077.0
19,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,164.5,0.8695652173913043,164.5,0.8,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,27.0,1.0,20181026180137.0,11077.0
20,,,,3.0,23.5,0.8,-23.5,0.8695652173913043,164.5,0.8333333333333334,164.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,10.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,43,0,1,3.0,25.0,1.0,20181026180140.0,21077.0
21,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,166.5,0.8333333333333334,166.5,0.8333333333333334,9.0,,^,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,3.0,20.0,1.0,20181026180145.0,21074^11077
22,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,166.5,0.8333333333333334,166.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,3.0,19.0,1.0,20181026180146.0,11077.0
23,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,3.0,10.0,1.0,20181026180154.0,11077.0
24,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,165.5,0.7692307692307693,165.5,0.9090909090909091,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,3.0,2.0,1.0,20181026180202.0,11077.0
25,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,165.5,0.7692307692307693,165.5,0.9090909090909091,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,3.0,0.0,1.0,20181026180204.0,11077.0
26,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,165.5,0.8,165.5,0.8695652173913043,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,2.0,52.0,1.0,20181026180212.0,11077.0
27,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,163.5,0.8333333333333334,163.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,2.0,46.0,1.0,20181026180219.0,11077.0
28,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,163.5,0.8333333333333334,163.5,0.8333333333333334,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,2.0,45.0,1.0,20181026180219.0,11077.0
29,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,163.5,0.8,163.5,0.8695652173913043,9.0,,,,3.0,6.0,24.0,11.0,8.0,1,4.0,4,1.0,3.0,80.0,50.0,64.0,45,0,1,2.0,40.0,0.0,20181026180224.0,11077.0
