,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,1.1,0.66
1,,,,第1节,,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,10.0,GD,59.0,1.0,20180516163025.0,1087.0,1.1,0.66
2,,,,第1节,,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,1.0,20180516163025.0,21077.0,1.1,0.66
3,,,,第1节,,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,,1.0,,,,0.0,1.0,0.0,5.0,0.0,0.0,,2.0,0.0,1,9.0,GD,59.0,1.0,20180516163025.0,21074.0,1.1,0.66
4,,,,第1节,,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,,1.0,,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,41.0,1.0,20180516163043.0,11077.0,1.1,0.66
5,,,,第1节,-1.5,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,-1.5,1.0,0.87,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,41.0,1.0,20180516163043.0,11077.0,1.1,0.66
6,,,,第1节,1.5,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,1.5,1.0,0.8,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,41.0,1.0,20180516163043.0,11077.0,1.1,0.66
7,,,,第1节,155.5,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,155.5,1.0,0.8,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,41.0,1.0,20180516163043.0,11077.0,1.1,0.66
8,,,,第1节,155.5,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,155.5,1.0,0.8,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,41.0,1.0,20180516163043.0,11077.0,1.1,0.66
9,,,,第1节,155.5,2.5,0.83,-2.5,0.83,154.5,0.83,154.5,0.83,155.5,1.0,0.87,,,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,40.0,1.0,20180516163045.0,11077.0,1.1,0.66
