,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,6.5,0.87,-6.5,0.8,154.5,0.83,154.5,0.83,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,8.0,41.0,1,20180721013559,11077,0.0,0.0
1,,,,,6.5,0.87,-6.5,0.8,156.5,0.83,154.5,0.83,156.5,,0.0,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,8.0,41.0,1,20180721013559,11077,0.0,0.0
2,,,,,6.5,0.87,-6.5,0.8,156.5,0.83,156.5,0.83,156.5,,0.0,,,,0,,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,33.0,1,20180721013607.0,11077,0.0,0.0
3,,,,,7.5,0.87,-7.5,0.8,156.5,0.83,156.5,0.83,7.5,,0.0,,,,0,,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,33.0,1,20180721013607.0,11077,0.0,0.0
4,,,,,7.5,0.87,-7.5,0.8,156.5,0.83,156.5,0.83,-7.5,,0.0,^,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,33.0,1,20180721013608.0,11074^21077,0.0,0.0
5,,,,,7.5,0.87,-7.5,0.8,155.5,0.83,156.5,0.83,155.5,,0.0,,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,33.0,1,20180721013608.0,21077.0,0.0,0.0
6,,,,,7.5,0.87,-7.5,0.8,155.5,0.83,155.5,0.83,155.5,,0.0,,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,25.0,1,20180721013616.0,21077.0,0.0,0.0
7,,,,,7.5,0.87,-7.5,0.8,154.5,0.87,155.5,0.8,154.5,,0.0,,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,25.0,1,20180721013616.0,21077.0,0.0,0.0
8,,,,,7.5,0.87,-7.5,0.8,154.5,0.87,154.5,0.8,154.5,,0.0,,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,17.0,1,20180721013624.0,21077.0,0.0,0.0
9,,,,,7.5,0.87,-7.5,0.8,154.5,0.83,154.5,0.83,154.5,,0.0,,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,17.0,1,20180721013624.0,21077.0,0.0,0.0
10,,,,,7.5,0.87,-7.5,0.8,154.5,0.83,154.5,0.83,154.5,,0.0,,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,9.0,1,20180721013632.0,21077.0,0.0,0.0
11,,,,,7.5,0.87,-7.5,0.8,153.5,0.87,154.5,0.8,153.5,,0.0,,,,0,1.0,0,,0,,5,,0,,0.0,2.0,2,2.0,0.0,1,8.0,9.0,1,20180721013632.0,21077.0,0.0,0.0
