,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
325,第4节,第4节,24.5,0.83,-25.5,0.83,183.5,0.83,183.5,0.83,-25.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,85.0,1.0,1,7.0,58.0,0,,21077.0
326,第4节,第4节,25.5,0.83,-25.5,0.83,183.5,0.83,184.5,1.0,25.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,85.0,1.0,1,7.0,58.0,0,,21077.0
327,第4节,第4节,25.5,0.83,-25.5,0.83,184.5,0.71,184.5,1.0,184.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,85.0,1.0,1,7.0,58.0,0,,21077.0
328,第4节,第4节,25.5,0.83,-25.5,0.83,184.5,0.71,184.5,1.0,184.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,85.0,1.0,1,7.0,56.0,0,,21077.0
329,第4节,第4节,25.5,0.83,-25.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,85.0,1.0,1,7.0,56.0,0,,21077.0
330,第4节,第4节,25.5,0.83,-25.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,68.0,1.0,1,7.0,56.0,0,,21075.0
331,第4节,第4节,25.5,0.83,-25.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,56.0,0,,11077.0
332,第4节,第4节,25.5,0.83,-25.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,41.0,0,,11077.0
333,第4节,第4节,25.5,0.83,-23.5,0.83,183.5,0.83,183.5,0.83,-23.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,41.0,0,,11077.0
334,第4节,第4节,23.5,0.83,-23.5,0.83,183.5,0.83,185.5,0.71,23.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,41.0,0,,11077.0
335,第4节,第4节,23.5,0.83,-23.5,0.83,185.5,1.0,185.5,0.71,185.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,41.0,0,,11077.0
336,第4节,第4节,23.5,0.83,-23.5,0.83,185.5,1.0,185.5,0.71,185.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,37.0,0,,11077.0
337,第4节,第4节,23.5,0.8,-22.5,0.87,185.5,0.83,185.5,0.83,-22.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,37.0,0,,21077.0
338,第4节,第4节,22.5,0.8,-22.5,0.87,185.5,0.83,184.5,0.83,22.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,37.0,0,,21077.0
339,第4节,第4节,22.5,0.8,-22.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,37.0,0,,21077.0
340,第4节,第4节,22.5,0.8,-22.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,19.0,0,,21077.0
341,第4节,第4节,22.5,0.8,-22.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,19.0,0,,21077.0
342,第4节,第4节,22.5,0.8,-22.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,17.0,0,,21077.0
343,第4节,第4节,22.5,0.8,-22.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,17.0,0,,11086.0
344,第4节,第4节,22.5,0.87,-21.5,0.8,184.5,0.83,184.5,0.83,-21.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,17.0,0,,21077.0
345,第4节,第4节,21.5,0.83,-21.5,0.83,184.5,0.83,185.5,0.83,21.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,17.0,0,,21077.0
346,第4节,第4节,21.5,0.83,-21.5,0.83,185.5,0.83,185.5,0.83,185.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,17.0,0,,21077.0
347,第4节,第4节,21.5,0.83,-21.5,0.83,185.5,0.83,185.5,0.83,185.5,4.0,1:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,50.0,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
348,第4节,第4节,21.5,0.83,-21.5,0.83,185.5,0.83,185.5,0.83,185.5,4.0,1:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21080.0
349,第4节,第4节,21.5,0.8,-22.5,0.87,185.5,0.83,185.5,0.83,-22.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
350,第4节,第4节,22.5,0.8,-22.5,0.87,185.5,0.83,184.5,0.71,22.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
351,第4节,第4节,22.5,0.8,-22.5,0.87,184.5,1.0,184.5,0.71,184.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
352,第4节,第4节,22.5,0.8,-22.5,0.87,184.5,1.0,184.5,0.71,184.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
353,第4节,第4节,22.5,0.8,-23.5,0.87,184.5,1.0,184.5,0.71,-23.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
354,第4节,第4节,23.5,0.8,-23.5,0.87,184.5,1.0,183.5,0.83,23.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
355,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,68.0,85.0,1.0,1,7.0,17.0,0,,21078.0
356,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,47.8,67.0,85.0,1.0,1,7.0,17.0,0,,21078.0
357,第4节,第4节,23.5,0.87,-22.5,0.8,183.5,0.83,183.5,0.83,-22.5,4.0,2:2,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,45.8,67.0,85.0,1.0,1,7.0,17.0,0,,21080.0
358,第4节,第4节,22.5,0.87,-22.5,0.8,183.5,0.83,183.5,0.83,22.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,45.8,67.0,85.0,1.0,1,7.0,8.0,0,,21077.0
359,第4节,第4节,22.5,0.87,-23.5,0.8,183.5,0.83,183.5,0.83,-23.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,45.8,67.0,85.0,1.0,1,7.0,8.0,0,,11077.0
360,第4节,第4节,23.5,0.87,-23.5,0.8,183.5,0.83,182.5,0.83,23.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,45.8,67.0,85.0,1.0,1,7.0,8.0,0,,11077.0
361,第4节,第4节,23.5,0.87,-23.5,0.8,182.5,0.83,182.5,0.83,182.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,45.8,67.0,85.0,1.0,1,7.0,8.0,0,,11077.0
362,第4节,第4节,23.5,0.87,-23.5,0.8,182.5,0.83,182.5,0.83,182.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,2.0,64.7,45.8,67.0,85.0,1.0,1,6.0,59.0,0,,11077.0
363,第4节,第4节,23.5,0.87,-23.5,0.8,182.5,0.83,182.5,0.83,182.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,1.0,1,6.0,59.0,0,,21086.0
364,第4节,第4节,23.5,0.8,-24.5,0.87,182.5,0.83,182.5,0.83,-24.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,1.0,1,6.0,59.0,0,,11077.0
365,第4节,第4节,24.5,0.8,-24.5,0.87,182.5,0.83,182.5,0.83,24.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,59.0,0,,11077.0
366,第4节,第4节,24.5,0.8,-24.5,0.87,182.5,0.83,182.5,0.83,24.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,59.0,0,,11077.0
367,第4节,第4节,24.5,0.8,-24.5,0.87,182.5,0.83,182.5,0.83,24.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,59.0,0,,11077.0
368,第4节,第4节,24.5,0.77,-23.5,0.91,182.5,0.83,182.5,0.83,-23.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,59.0,0,,21077.0
369,第4节,第4节,23.5,0.77,-23.5,0.91,182.5,0.83,181.5,0.83,23.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,59.0,0,,21077.0
370,第4节,第4节,23.5,0.77,-23.5,0.91,181.5,0.83,181.5,0.83,181.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,59.0,0,,21077.0
371,第4节,第4节,23.5,0.77,-23.5,0.91,181.5,0.83,181.5,0.83,181.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,47.0,0,,21077.0
372,第4节,第4节,23.5,0.77,-23.5,0.91,181.5,0.83,181.5,0.83,181.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,47.0,0,,11077.0
373,第4节,第4节,23.5,0.77,-23.5,0.91,181.5,0.83,181.5,0.83,181.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,34.0,0,,11077.0
374,第4节,第4节,23.5,0.91,-23.5,0.77,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,6.0,9.0,28.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,85.0,0.0,1,6.0,34.0,0,,11077.0
375,第4节,第4节,23.5,0.91,-23.5,0.77,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,87.0,85.0,0.0,1,6.0,34.0,0,,11074.0
376,第4节,第4节,23.5,0.91,-23.5,0.77,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,18.0,0,,21077.0
377,第4节,第4节,23.5,0.83,-24.5,0.83,180.5,0.83,180.5,0.83,-24.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,18.0,0,,21077.0
378,第4节,第4节,24.5,0.83,-24.5,0.83,180.5,0.83,181.5,0.83,24.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,18.0,0,,21077.0
379,第4节,第4节,24.5,0.83,-24.5,0.83,181.5,0.83,181.5,0.83,181.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,18.0,0,,21077.0
380,第4节,第4节,24.5,0.83,-24.5,0.83,181.5,0.83,181.5,0.83,181.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,15.0,0,,21077.0
381,第4节,第4节,24.5,0.83,-24.5,0.83,181.5,0.71,181.5,1.0,181.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,15.0,0,,11077.0
382,第4节,第4节,24.5,0.83,-24.5,0.83,181.5,0.71,181.5,1.0,181.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,2.0,0,,11077.0
383,第4节,第4节,24.5,0.83,-25.5,0.83,181.5,0.71,181.5,1.0,-25.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,2.0,0,,11077.0
384,第4节,第4节,25.5,0.83,-25.5,0.83,181.5,0.71,180.5,1.0,25.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,2.0,0,,11077.0
385,第4节,第4节,25.5,0.83,-25.5,0.83,180.5,0.71,180.5,1.0,180.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,6.0,2.0,0,,11077.0
386,第4节,第4节,25.5,0.83,-25.5,0.83,180.5,0.71,180.5,1.0,180.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,58.0,0,,11077.0
387,第4节,第4节,25.5,0.83,-24.5,0.83,180.5,0.71,180.5,1.0,-24.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,58.0,0,,21077.0
388,第4节,第4节,24.5,0.83,-24.5,0.83,180.5,0.71,179.5,0.83,24.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,58.0,0,,21077.0
389,第4节,第4节,24.5,0.83,-24.5,0.83,179.5,0.83,179.5,0.83,179.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,58.0,0,,21077.0
390,第4节,第4节,24.5,0.83,-24.5,0.83,179.5,0.83,179.5,0.83,179.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,2.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,57.0,0,,21077.0
391,第4节,第4节,24.5,0.83,-24.5,0.83,179.5,0.83,179.5,0.83,179.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,57.0,0,,11086.0
392,第4节,第4节,24.5,0.83,-24.5,0.83,179.5,0.83,179.5,0.83,179.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,67.0,87.0,1.0,1,5.0,57.0,0,,21077.0
393,第4节,第4节,24.5,0.87,-23.5,0.8,179.5,0.83,179.5,0.83,-23.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,67.0,87.0,1.0,1,5.0,57.0,0,,21077.0
394,第4节,第4节,23.5,0.87,-23.5,0.8,179.5,0.83,179.5,0.83,23.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,57.0,0,,21077.0
395,第4节,第4节,23.5,0.87,-23.5,0.8,179.5,0.83,179.5,0.83,23.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,45.0,0,,21077.0
396,第4节,第4节,23.5,0.87,-22.5,0.8,179.5,0.83,179.5,0.83,-22.5,4.0,,0.0,6.0,9.0,29.0,15.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,67.0,87.0,0.0,1,5.0,45.0,0,,21077.0
397,第4节,第4节,22.5,0.87,-22.5,0.8,179.5,0.83,179.5,0.83,22.5,4.0,,0.0,6.0,9.0,29.0,16.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,67.0,69.0,0.0,1,5.0,45.0,0,,21074.0
398,第4节,第4节,22.5,0.87,-22.5,0.8,179.5,0.83,179.5,0.83,22.5,4.0,,0.0,6.0,9.0,29.0,16.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,69.0,87.0,0.0,1,5.0,45.0,0,,11077.0
399,第4节,第4节,22.5,0.87,-22.5,0.8,179.5,0.83,179.5,0.83,22.5,4.0,,0.0,6.0,9.0,29.0,16.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,69.0,87.0,0.0,1,5.0,41.0,0,,11077.0
400,第4节,第4节,22.5,0.87,-22.5,0.8,179.5,0.83,179.5,0.83,22.5,4.0,,0.0,6.0,9.0,30.0,16.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,89.0,87.0,0.0,1,5.0,41.0,0,,11074.0
401,第4节,第4节,22.5,0.87,-23.5,0.83,179.5,0.83,179.5,0.83,-23.5,4.0,,0.0,6.0,9.0,30.0,16.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,69.0,89.0,0.0,1,5.0,26.0,0,,21077.0
402,第4节,第4节,23.5,0.83,-23.5,0.83,179.5,0.83,179.5,0.83,23.5,4.0,,0.0,6.0,9.0,30.0,16.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,69.0,89.0,0.0,1,5.0,26.0,0,,21077.0
403,第4节,第4节,23.5,0.83,-23.5,0.83,179.5,0.83,179.5,0.83,23.5,4.0,,0.0,6.0,9.0,30.0,16.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,69.0,89.0,0.0,1,5.0,22.0,0,,21077.0
404,第4节,第4节,23.5,0.83,-23.5,0.83,179.5,0.83,179.5,0.83,23.5,4.0,,0.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,69.0,71.0,0.0,1,5.0,22.0,0,,21074.0
405,第4节,第4节,23.5,0.83,-23.5,0.83,179.5,0.83,179.5,0.83,23.5,4.0,,0.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,71.0,89.0,0.0,1,5.0,15.0,0,,11077.0
406,第4节,第4节,23.5,0.83,-22.5,0.83,179.5,0.83,179.5,0.83,-22.5,4.0,,0.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,71.0,89.0,0.0,1,5.0,15.0,0,,11077.0
407,第4节,第4节,22.5,0.83,-22.5,0.83,179.5,0.83,179.5,0.83,22.5,4.0,,0.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,71.0,89.0,0.0,1,5.0,11.0,0,,11077.0
408,第4节,第4节,22.5,0.8,-22.5,0.87,179.5,0.83,179.5,0.83,22.5,4.0,,0.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,71.0,89.0,0.0,1,5.0,11.0,0,,11077.0
409,第4节,第4节,22.5,0.8,-22.5,0.87,179.5,0.83,179.5,0.83,22.5,4.0,,0.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,3.0,64.7,45.8,71.0,89.0,0.0,1,5.0,1.0,0,,11077.0
410,第4节,第4节,22.5,0.8,-22.5,0.87,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,89.0,0.0,1,5.0,1.0,0,,21086.0
411,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,89.0,1.0,1,5.0,1.0,0,,11077.0
412,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,89.0,1.0,1,5.0,1.0,0,,11077.0
413,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,30.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,89.0,0.0,1,5.0,1.0,0,,11077.0
414,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,91.0,89.0,0.0,1,5.0,1.0,0,,11074.0
415,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,53.0,0,,21077.0
416,第4节,第4节,22.5,0.87,-23.5,0.8,179.5,0.83,179.5,0.83,-23.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,53.0,0,,21077.0
417,第4节,第4节,23.5,0.87,-23.5,0.8,179.5,0.83,179.5,0.83,23.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,49.0,0,,21077.0
418,第4节,第4节,23.5,0.83,-23.5,0.83,179.5,0.83,179.5,0.83,23.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,49.0,0,,21077.0
419,第4节,第4节,23.5,0.83,-23.5,0.83,179.5,0.83,179.5,0.83,23.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,3.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,37.0,0,,21077.0
420,第4节,第4节,23.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,-22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,4.0,4.0,64.7,45.8,71.0,91.0,1.0,1,4.0,37.0,0,,11086.0
421,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,4.0,4.0,64.7,45.8,71.0,91.0,1.0,1,4.0,37.0,0,,21077.0
422,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,4.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,37.0,0,,21077.0
423,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,4.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,32.0,0,,21077.0
424,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,5.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,32.0,0,,11086.0
425,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,5.0,4.0,64.7,45.8,71.0,91.0,1.0,1,4.0,32.0,0,,21077.0
426,第4节,第4节,22.5,0.87,-22.5,0.8,179.5,0.83,179.5,0.83,22.5,4.0,1:2,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,5.0,4.0,64.7,45.8,71.0,91.0,1.0,1,4.0,32.0,0,,21078.0
427,第4节,第4节,22.5,0.83,-22.5,0.83,179.5,0.83,179.5,0.83,22.5,4.0,1:2,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,5.0,4.0,64.7,45.8,71.0,91.0,0.0,1,4.0,32.0,0,,21078.0
428,第4节,第4节,22.5,0.83,-22.5,0.83,179.5,0.83,179.5,0.83,22.5,4.0,1:2,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,5.0,4.0,64.7,44.0,71.0,91.0,0.0,1,4.0,32.0,0,,21080.0
429,第4节,第4节,22.5,0.77,-23.5,0.91,179.5,0.83,179.5,0.83,-23.5,4.0,2:2,1.0,6.0,9.0,31.0,17.0,11.0,11.0,5,1,5.0,4.0,64.7,44.0,71.0,91.0,0.0,1,4.0,32.0,0,,21078.0
