,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
107,,第3节,30.5,0.87,-29.5,0.8,187.5,0.83,187.5,0.83,-29.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,2.0,55.6,50.0,50.0,71.0,1.0,1,4.0,44.0,0,,21077.0
108,,第3节,29.5,0.87,-29.5,0.8,187.5,0.83,187.5,0.83,29.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,2.0,55.6,50.0,50.0,71.0,1.0,1,4.0,42.0,0,,21077.0
109,,第3节,29.5,0.87,-30.5,0.8,187.5,0.83,187.5,0.83,-30.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,2.0,55.6,50.0,50.0,71.0,1.0,1,4.0,42.0,0,,11077.0
110,,第3节,30.5,0.87,-30.5,0.8,187.5,0.83,187.5,0.83,30.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,55.6,50.0,50.0,71.0,1.0,1,4.0,42.0,0,,21086.0
111,,第3节,30.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,-31.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,55.6,50.0,50.0,71.0,1.0,1,4.0,42.0,0,,11077.0
112,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,186.5,0.83,31.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,55.6,50.0,50.0,71.0,1.0,1,4.0,42.0,0,,11077.0
113,,第3节,31.5,0.8,-31.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,55.6,50.0,50.0,71.0,1.0,1,4.0,42.0,0,,11077.0
114,,第3节,31.5,0.8,-31.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,55.6,50.0,50.0,71.0,1.0,1,4.0,31.0,0,,11077.0
115,,第3节,31.5,0.83,-31.5,0.83,187.5,0.83,187.5,0.83,187.5,,1:2,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,55.6,50.0,50.0,71.0,1.0,1,4.0,31.0,0,,11078.0
116,,第3节,31.5,0.83,-31.5,0.83,187.5,0.83,187.5,0.83,187.5,,1:2,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,50.0,50.0,50.0,71.0,1.0,1,4.0,31.0,0,,11080.0
117,,第3节,31.5,0.87,-30.5,0.8,187.5,0.83,187.5,0.83,-30.5,,2:2,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,50.0,50.0,50.0,71.0,1.0,1,4.0,31.0,0,,11078.0
118,,第3节,30.5,0.87,-30.5,0.8,187.5,0.83,186.5,0.83,30.5,,2:2,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,50.0,50.0,50.0,71.0,1.0,1,4.0,31.0,0,,11078.0
119,,第3节,30.5,0.87,-30.5,0.8,186.5,0.83,186.5,0.83,186.5,,2:2,1.0,6.0,6.0,24.0,11.0,5.0,10.0,5,1,5.0,3.0,50.0,50.0,50.0,71.0,1.0,1,4.0,31.0,0,,11078.0
120,,第3节,30.5,0.87,-30.5,0.8,186.5,0.83,186.5,0.83,186.5,,2:2,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,72.0,71.0,1.0,1,4.0,31.0,0,,11079.0
121,,第3节,30.5,0.87,-30.5,0.8,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,1.0,1,4.0,31.0,0,,21077.0
122,,第3节,30.5,0.8,-31.5,0.87,186.5,0.83,186.5,0.83,-31.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,1.0,1,4.0,31.0,0,,21077.0
123,,第3节,31.5,0.8,-31.5,0.87,186.5,0.83,187.5,0.83,31.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,1.0,1,4.0,31.0,0,,21077.0
124,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,1.0,1,4.0,31.0,0,,21077.0
125,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,0.0,1,4.0,31.0,0,,21077.0
126,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,0.0,1,4.0,31.0,0,,21077.0
127,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,0.0,1,4.0,31.0,0,,21077.0
128,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,11.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,72.0,0.0,1,4.0,16.0,0,,21077.0
129,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,50.0,52.0,0.0,1,4.0,16.0,0,,21074.0
130,,第3节,31.5,0.8,-31.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,52.0,72.0,0.0,1,4.0,16.0,0,,11077.0
131,,第3节,31.5,0.8,-30.5,0.87,187.5,0.83,187.5,0.83,-30.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,52.0,72.0,0.0,1,4.0,16.0,0,,11077.0
132,,第3节,30.5,0.8,-30.5,0.87,187.5,0.83,188.5,0.83,30.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,52.0,72.0,0.0,1,4.0,16.0,0,,11077.0
133,,第3节,30.5,0.8,-30.5,0.87,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,52.0,72.0,0.0,1,4.0,16.0,0,,11077.0
134,,第3节,30.5,0.77,-30.5,0.91,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,52.0,72.0,0.0,1,4.0,12.0,0,,11077.0
135,,第3节,30.5,0.77,-30.5,0.91,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,52.0,72.0,0.0,1,3.0,12.0,0,,11077.0
136,,第3节,30.5,0.77,-30.5,0.91,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,3.0,54.5,50.0,52.0,72.0,0.0,1,3.0,56.0,0,,11077.0
137,,第3节,30.5,0.77,-30.5,0.91,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,56.0,0,,21086.0
138,,第3节,30.5,0.83,-30.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,56.0,0,,11077.0
139,,第3节,30.5,0.83,-30.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,48.0,0,,21077.0
140,,第3节,30.5,0.83,-29.5,0.83,187.5,0.83,187.5,0.83,-29.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,48.0,0,,21077.0
141,,第3节,29.5,0.83,-29.5,0.83,187.5,0.83,186.5,0.83,29.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,48.0,0,,21077.0
142,,第3节,29.5,0.83,-29.5,0.83,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,48.0,0,,21077.0
143,,第3节,29.5,0.83,-29.5,0.83,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,42.0,0,,21077.0
144,,第3节,29.5,0.8,-29.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,6.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,72.0,0.0,1,3.0,42.0,0,,21077.0
145,,第3节,29.5,0.8,-29.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,52.0,55.0,0.0,1,3.0,42.0,0,,21075.0
146,,第3节,29.5,0.8,-29.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,42.0,0,,11077.0
147,,第3节,29.5,0.8,-29.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,32.0,0,,11077.0
148,,第3节,29.5,0.83,-27.5,0.83,185.5,0.83,185.5,0.83,-27.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,32.0,0,,11077.0
149,,第3节,27.5,0.83,-27.5,0.83,185.5,0.83,188.5,0.83,27.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,32.0,0,,11077.0
150,,第3节,27.5,0.83,-27.5,0.83,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,32.0,0,,11077.0
151,,第3节,27.5,0.83,-27.5,0.83,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,26.0,0,,11077.0
152,,第3节,27.5,0.83,-27.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,26.0,0,,11077.0
153,,第3节,27.5,0.83,-27.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,7.0,24.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,72.0,0.0,1,3.0,13.0,0,,11077.0
154,,第3节,27.5,0.83,-27.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,7.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,74.0,72.0,0.0,1,3.0,13.0,0,,11074.0
155,,第3节,27.5,0.83,-27.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,7.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,74.0,0.0,1,3.0,13.0,0,,21077.0
156,,第3节,27.5,0.83,-27.5,0.77,189.5,0.83,189.5,0.83,189.5,,,1.0,6.0,7.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,74.0,0.0,1,3.0,13.0,0,,21077.0
157,,第3节,27.5,0.91,-27.5,0.8,189.5,0.83,189.5,0.83,189.5,,,1.0,6.0,7.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,74.0,0.0,1,3.0,13.0,0,,21077.0
158,,第3节,27.5,0.87,-27.5,0.8,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,7.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,74.0,0.0,1,3.0,13.0,0,,21077.0
159,,第3节,27.5,0.87,-27.5,0.8,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,7.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,74.0,0.0,1,3.0,9.0,0,,21077.0
160,,第3节,27.5,0.87,-27.5,0.8,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,55.0,58.0,0.0,1,3.0,9.0,0,,21075.0
161,,第3节,27.5,0.87,-27.5,0.8,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,3.0,9.0,0,,11077.0
162,,第3节,27.5,0.87,-27.5,0.8,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,2.0,54.0,0,,11077.0
163,,第3节,27.5,0.87,-25.5,0.8,188.5,0.83,188.5,0.83,-25.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,2.0,54.0,0,,11077.0
164,,第3节,25.5,0.87,-25.5,0.8,188.5,0.83,190.5,0.83,25.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,2.0,54.0,0,,11077.0
165,,第3节,25.5,0.87,-25.5,0.8,190.5,0.83,190.5,0.83,190.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,2.0,54.0,0,,11077.0
166,,第3节,25.5,0.87,-25.5,0.8,190.5,0.83,190.5,0.83,190.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,2.0,47.0,0,,11077.0
167,,第3节,25.5,0.87,-25.5,0.8,190.5,0.83,190.5,0.83,190.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,2.0,47.0,0,,11077.0
168,,第3节,25.5,0.87,-25.5,0.8,190.5,0.83,190.5,0.83,190.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,4.0,54.5,50.0,58.0,74.0,0.0,1,2.0,42.0,0,,11077.0
169,,第3节,25.5,0.87,-25.5,0.8,190.5,0.83,190.5,0.83,190.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,5.0,54.5,50.0,58.0,74.0,0.0,1,2.0,42.0,0,,21086.0
170,,第3节,25.5,0.87,-25.5,0.8,189.5,0.83,189.5,0.83,189.5,,,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,5.0,54.5,50.0,58.0,74.0,0.0,1,2.0,42.0,0,,11077.0
171,,第3节,25.5,0.87,-25.5,0.87,189.5,0.83,189.5,0.83,189.5,,1:2,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,5.0,54.5,50.0,58.0,74.0,0.0,1,2.0,42.0,0,,11078.0
172,,第3节,25.5,0.8,-26.5,0.87,189.5,0.83,189.5,0.83,-26.5,,1:2,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,5.0,54.5,50.0,58.0,74.0,0.0,1,2.0,42.0,0,,11078.0
173,,第3节,26.5,0.8,-26.5,0.87,189.5,0.83,190.5,0.83,26.5,,1:2,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,5.0,54.5,50.0,58.0,74.0,0.0,1,2.0,42.0,0,,11078.0
174,,第3节,26.5,0.8,-26.5,0.87,190.5,0.83,190.5,0.83,190.5,,1:2,1.0,6.0,8.0,25.0,12.0,6.0,10.0,5,1,5.0,5.0,54.5,50.0,58.0,74.0,0.0,1,2.0,42.0,0,,11078.0
175,,第3节,26.5,0.8,-26.5,0.87,190.5,0.83,190.5,0.83,190.5,,1:2,1.0,6.0,8.0,25.0,12.0,7.0,10.0,5,1,5.0,5.0,58.3,50.0,75.0,74.0,0.0,1,2.0,42.0,0,,11079.0
176,,第3节,26.5,0.8,-26.5,0.87,190.5,0.83,190.5,0.83,190.5,,2:2,1.0,6.0,8.0,25.0,12.0,7.0,10.0,5,1,5.0,5.0,58.3,50.0,58.0,75.0,0.0,1,2.0,42.0,0,,11078.0
177,,第3节,26.5,0.83,-26.5,0.83,189.5,0.83,189.5,0.83,189.5,,2:2,1.0,6.0,8.0,25.0,12.0,7.0,10.0,5,1,5.0,5.0,58.3,50.0,58.0,75.0,0.0,1,2.0,42.0,0,,11078.0
178,,第3节,26.5,0.83,-26.5,0.83,189.5,0.83,188.5,0.83,189.5,,2:2,1.0,6.0,8.0,25.0,12.0,7.0,10.0,5,1,5.0,5.0,58.3,50.0,58.0,75.0,0.0,1,2.0,42.0,0,,11078.0
179,,第3节,26.5,0.83,-26.5,0.83,188.5,0.83,188.5,0.83,188.5,,2:2,1.0,6.0,8.0,25.0,12.0,7.0,10.0,5,1,5.0,5.0,58.3,50.0,58.0,75.0,0.0,1,2.0,42.0,0,,11078.0
180,,第3节,26.5,0.83,-26.5,0.83,188.5,0.83,188.5,0.83,188.5,,2:2,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,76.0,75.0,0.0,1,2.0,42.0,0,,11079.0
181,,第3节,26.5,0.83,-26.5,0.83,188.5,0.83,188.5,0.83,188.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,42.0,0,,21077.0
182,,第3节,26.5,0.83,-26.5,0.83,189.5,0.83,189.5,0.83,189.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,42.0,0,,21077.0
183,,第3节,26.5,0.83,-26.5,0.83,189.5,0.83,189.5,0.83,189.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,26.0,0,,21077.0
184,,第3节,26.5,0.83,-26.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,26.0,0,,21077.0
185,,第3节,26.5,0.83,-26.5,0.83,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,18.0,0,,11077.0
186,,第3节,26.5,0.83,-27.5,0.83,187.5,0.83,187.5,0.83,-27.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,18.0,0,,11077.0
187,,第3节,27.5,0.83,-27.5,0.83,187.5,0.83,187.5,0.83,27.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,5.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,13.0,0,,11077.0
188,,第3节,27.5,0.83,-27.5,0.83,187.5,0.83,187.5,0.83,27.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,13.0,0,,11086.0
189,,第3节,27.5,0.83,-26.5,0.83,187.5,0.83,187.5,0.83,-26.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,13.0,0,,21077.0
190,,第3节,26.5,0.83,-26.5,0.83,187.5,0.83,186.5,0.83,26.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,13.0,0,,21077.0
191,,第3节,26.5,0.83,-26.5,0.83,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,12.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,58.0,76.0,0.0,1,2.0,13.0,0,,21077.0
192,,第3节,26.5,0.83,-26.5,0.83,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,58.0,60.0,0.0,1,2.0,13.0,0,,21074.0
193,,第3节,26.5,0.83,-26.5,0.83,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,57.0,0,,11077.0
194,,第3节,26.5,0.8,-25.5,0.87,186.5,0.83,186.5,0.83,-25.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,57.0,0,,11077.0
195,,第3节,25.5,0.8,-25.5,0.87,186.5,0.83,187.5,0.83,25.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,57.0,0,,11077.0
196,,第3节,25.5,0.8,-25.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,57.0,0,,11077.0
197,,第3节,25.5,0.8,-25.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,53.0,0,,11077.0
198,,第3节,25.5,0.8,-25.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,53.0,0,,11077.0
199,,第3节,25.5,0.8,-25.5,0.87,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,41.0,0,,11077.0
200,,第3节,25.5,0.8,-25.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,41.0,0,,11077.0
201,,第3节,25.5,0.8,-25.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,5.0,61.5,50.0,60.0,76.0,0.0,1,1.0,40.0,0,,11077.0
202,,第3节,25.5,0.8,-25.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,6.0,61.5,50.0,60.0,76.0,0.0,1,1.0,40.0,0,,21086.0
203,,第3节,25.5,0.77,-25.5,0.91,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,6.0,61.5,50.0,60.0,76.0,0.0,1,1.0,40.0,0,,11077.0
204,,第3节,25.5,0.83,-25.5,0.83,187.5,0.83,187.5,0.83,187.5,,1:2,1.0,6.0,8.0,25.0,13.0,8.0,10.0,5,1,6.0,6.0,61.5,50.0,60.0,76.0,0.0,1,1.0,40.0,0,,11078.0
205,,第3节,25.5,0.83,-25.5,0.83,187.5,0.83,187.5,0.83,187.5,,1:2,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,64.3,50.0,77.0,76.0,0.0,1,1.0,40.0,0,,11079.0
206,,第3节,25.5,0.83,-25.5,0.83,188.5,0.83,188.5,0.83,188.5,,2:2,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,64.3,50.0,77.0,76.0,0.0,1,1.0,40.0,0,,11078.0
207,,第3节,25.5,0.83,-25.5,0.83,188.5,0.83,188.5,0.83,188.5,,2:2,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,64.3,50.0,60.0,77.0,0.0,1,1.0,40.0,0,,11078.0
208,,第3节,25.5,0.83,-25.5,0.83,188.5,0.83,188.5,0.83,188.5,,2:2,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,40.0,0,,11080.0
209,,第3节,25.5,0.77,-25.5,0.91,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,40.0,0,,21077.0
210,,第3节,25.5,0.77,-25.5,0.91,187.5,0.83,187.5,0.83,187.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,19.0,0,,11077.0
211,,第3节,25.5,0.87,-25.5,0.8,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,19.0,0,,11077.0
212,,第3节,25.5,0.87,-25.5,0.8,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,11077.0
213,,第3节,25.5,0.83,-24.5,0.83,185.5,0.83,185.5,0.83,-24.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,11077.0
214,,第3节,24.5,0.83,-24.5,0.83,185.5,0.83,184.5,0.83,24.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,11077.0
215,,第3节,24.5,0.83,-24.5,0.83,184.5,0.83,184.5,0.83,184.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,11077.0
216,,第3节,24.5,0.83,-24.5,0.83,184.5,0.83,184.5,0.83,184.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,21077.0
217,,第3节,24.5,0.83,-23.5,0.83,184.5,0.83,184.5,0.83,-23.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,21077.0
