,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,,,8,2,,15,24,,9,12,,4,3,,2,5,,64.3,42.9,63,66,0,1,2.0,56.0,0,20181019174116,21077
1,,,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,^,,,8,2,,15,24,,9,12,,4,3,3.0,2,5,,64.3,42.9,63,66,0,1,2.0,56.0,0,20181019174136.0,11086^21077
2,,,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,^,,,8,2,,15,24,,9,12,,4,3,3.0,2,5,,64.3,42.9,63,66,0,1,2.0,56.0,1.0,20181019174150.0,11086^21077
3,,,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,^,,,8,2,,15,24,,9,12,,4,3,3.0,2,5,,64.3,42.9,63,66,0,1,2.0,50.0,0.0,20181019174156.0,11086^21077
4,,,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,^,1.0,,8,2,,15,24,,9,12,,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,50.0,0.0,20181019174212.0,11086^21077
5,,,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,^,1.0,,8,2,,15,24,,9,12,,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,50.0,1.0,20181019174234.0,11086^21077
6,,,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,^,1.0,,8,2,,15,24,,9,12,,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,46.0,0.0,20181019174238.0,11086^21077
7,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,46.0,0.0,20181019174303.0,21081.0
8,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,40.0,0.0,20181019174334.0,21081.0
9,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,40.0,1.0,20181019174334.0,21081.0
10,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,50.0,0.0,20181019174422.0,21081.0
11,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,50.0,1.0,20181019174424.0,21081.0
12,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,50.0,1.0,20181019174424.0,21077.0
13,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,37.0,1.0,20181019174437.0,21077.0
14,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,,1.0,,8,2,,15,24,,9,12,2.0,4,3,4.0,2,5,,64.3,42.9,63,66,0,1,2.0,33.0,0.0,20181019174441.0,21077.0
15,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,^,1.0,,8,2,,15,24,,9,12,2.0,4,3,5.0,2,5,,64.3,42.9,63,66,0,1,2.0,33.0,0.0,20181019174450.0,11086^21077
16,44.0,5.0,4.0,-3.5,0.9090909090909091,3.5,0.7692307692307693,,1:2,1.0,,8,2,,15,24,,9,12,2.0,4,3,5.0,2,5,,64.3,42.9,63,66,0,1,2.0,33.0,0.0,20181019174452.0,21078.0
