,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
17,44.0,5.0,4.0,-3.5,0.8333333333333334,3.5,0.8333333333333334,,1:2^2:2,1.0,,8,2,,15,24,13.0,9,12,2.0,4,3,5.0,2,5,44.8,64.3,42.9,63,67,0,1,2.0,33.0,0.0,20181019174509.0,21079^21078
18,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,2:2^,1.0,,8,2,,15,24,13.0,9,12,2.0,4,3,5.0,2,5,43.3,64.3,42.9,63,67,0,1,2.0,33.0,1.0,20181019174521.0,21080^11077
19,44.0,5.0,4.0,-3.5,0.7692307692307693,3.5,0.9090909090909091,,,1.0,,8,2,,15,24,13.0,9,12,2.0,4,3,5.0,2,5,43.3,64.3,42.9,63,67,0,1,2.0,32.0,1.0,20181019174522.0,21077.0
20,44.0,5.0,4.0,-3.5,0.7692307692307693,3.5,0.9090909090909091,,,1.0,,8,2,,15,24,13.0,9,12,2.0,4,3,5.0,2,5,43.3,64.3,42.9,63,67,0,1,2.0,24.0,0.0,20181019174530.0,21077.0
21,44.0,5.0,4.0,-3.5,0.7692307692307693,3.5,0.9090909090909091,,^,1.0,,8,2,,15,24,13.0,9,12,2.0,4,3,6.0,2,5,43.3,64.3,42.9,63,67,0,1,2.0,24.0,0.0,20181019174537.0,11086^21077
22,44.0,5.0,4.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,,1:2,1.0,,8,2,,15,24,13.0,9,12,2.0,4,3,6.0,2,5,43.3,64.3,42.9,63,67,0,1,2.0,24.0,0.0,20181019174539.0,21078.0
23,44.0,5.0,4.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,,1:2^2:2,1.0,,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,45.2,64.3,42.9,63,68,0,1,2.0,24.0,0.0,20181019174559.0,21079^21078
24,44.0,5.0,4.0,-3.5,0.7692307692307693,3.5,0.9090909090909091,,2:2^,1.0,,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,63,68,0,1,2.0,24.0,1.0,20181019174611.0,21080^11077
25,44.0,5.0,4.0,-3.5,0.7692307692307693,3.5,0.9090909090909091,,,1.0,,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,63,68,0,1,2.0,22.0,1.0,20181019174613.0,11077.0
26,44.0,5.0,4.0,-3.5,0.7692307692307693,3.5,0.9090909090909091,,,1.0,,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,63,68,0,1,2.0,13.0,1.0,20181019174621.0,11077.0
27,44.0,5.0,4.0,-2.5,1.0,2.5,0.7142857142857143,,^,1.0,9.0,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,66,68,0,1,2.0,10.0,1.0,20181019174625.0,11075^21077
28,44.0,5.0,4.0,-2.5,1.0,2.5,0.7142857142857143,,,1.0,9.0,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,66,68,0,1,2.0,1.0,1.0,20181019174633.0,21077.0
29,44.0,5.0,4.0,-2.5,1.0,2.5,0.7142857142857143,,,1.0,9.0,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,66,68,0,1,2.0,0.0,0.0,20181019174635.0,21077.0
30,44.0,5.0,4.0,-1.5,0.9090909090909091,1.5,0.7692307692307693,,,1.0,9.0,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,66,68,0,1,2.0,0.0,0.0,20181019174637.0,11077.0
31,44.0,5.0,4.0,-2.5,1.0,2.5,0.7142857142857143,,,1.0,9.0,8,2,,15,24,14.0,9,12,2.0,4,3,6.0,2,5,43.8,64.3,42.9,66,68,0,1,2.0,0.0,0.0,20181019174642.0,21077.0
32,44.0,5.0,4.0,-2.5,1.0,2.5,0.7142857142857143,,^,1.0,9.0,8,2,,15,24,14.0,9,12,2.0,4,3,7.0,2,5,43.8,64.3,42.9,66,68,0,1,2.0,0.0,0.0,20181019174652.0,11086^21077
33,44.0,5.0,4.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,,1:2,1.0,9.0,8,2,,15,24,14.0,9,12,2.0,4,3,7.0,2,5,43.8,64.3,42.9,66,68,0,1,2.0,0.0,0.0,20181019174654.0,21078.0
34,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,1:2^2:2,1.0,9.0,8,2,,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,69,0,1,2.0,0.0,0.0,20181019174706.0,21079^21078
35,44.0,5.0,4.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,,1:2^2:2,1.0,9.0,8,2,,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,69,0,1,2.0,0.0,1.0,20181019174706.0,21079^21078
36,44.0,5.0,4.0,-2.5,0.0,2.5,0.0,3.0,,1.0,9.0,8,2,,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,69,0,1,1.0,51.0,1.0,20181019174730.0,11077.0
37,44.0,5.0,4.0,-2.5,0.0,2.5,0.0,3.0,,1.0,9.0,8,2,,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,69,0,1,1.0,51.0,1.0,20181019174735.0,11077.0
38,44.0,5.0,4.0,-4.5,0.0,4.5,0.0,3.0,,1.0,9.0,8,2,,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,69,0,1,1.0,42.0,1.0,20181019174741.0,21077.0
39,44.0,5.0,4.0,-4.5,0.0,4.5,0.0,3.0,,1.0,9.0,8,2,,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,69,0,1,1.0,37.0,0.0,20181019174745.0,21077.0
40,44.0,5.0,4.0,-4.5,0.0,4.5,0.0,3.0,,1.0,9.0,8,2,,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,69,0,1,1.0,37.0,1.0,20181019174805.0,21077.0
41,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,^,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,1.0,32.0,1.0,20181019174810.0,21074^11077
42,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,1.0,23.0,1.0,20181019174819.0,11077.0
43,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,1.0,20.0,1.0,20181019174822.0,21077.0
44,44.0,5.0,4.0,-6.5,0.0,6.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,1.0,11.0,1.0,20181019174830.0,21077.0
45,44.0,5.0,4.0,-6.5,0.0,6.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,1.0,4.0,0.0,20181019174838.0,21077.0
46,44.0,5.0,4.0,-6.5,0.0,6.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,1.0,4.0,1.0,20181019174856.0,21077.0
47,44.0,5.0,4.0,-6.5,0.0,6.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,0.0,58.0,1.0,20181019174902.0,21094.0
48,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,0.0,49.0,1.0,20181019174910.0,11077.0
49,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,0.0,46.0,1.0,20181019174913.0,21077.0
50,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,7.0,2,5,45.5,64.3,42.9,66,72,0,1,0.0,41.0,0.0,20181019174918.0,21077.0
51,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,^,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,8.0,2,5,45.5,64.3,42.9,66,72,0,1,0.0,41.0,0.0,20181019174929.0,11086^21077
52,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,1:2,1.0,9.0,8,2,25.0,15,24,15.0,9,12,2.0,4,3,8.0,2,5,45.5,64.3,42.9,66,72,0,1,0.0,41.0,0.0,20181019174930.0,21078.0
53,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,1:2^2:2,1.0,9.0,8,2,25.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,48.6,64.3,42.9,66,73,0,1,0.0,41.0,0.0,20181019174940.0,21079^21078
54,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,3.0,2:2^,1.0,9.0,8,2,25.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,66,73,0,1,0.0,41.0,1.0,20181019174952.0,21080^11077
55,44.0,5.0,4.0,-7.5,0.0,7.5,0.0,1.0,2:2^,1.0,9.0,8,2,25.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,66,73,0,1,0.0,40.0,1.0,20181019174954.0,21080^11077
56,44.0,5.0,4.0,-7.5,0.0,7.5,0.0,1.0,,1.0,9.0,8,2,25.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,66,73,0,1,0.0,31.0,1.0,20181019175002.0,21077.0
57,44.0,5.0,4.0,-8.5,0.0,8.5,0.0,1.0,,1.0,9.0,8,2,25.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,66,75,0,1,0.0,30.0,1.0,20181019175004.0,21077.0
58,44.0,5.0,4.0,-8.5,0.0,8.5,0.0,1.0,,1.0,9.0,8,2,26.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,66,75,0,1,0.0,30.0,1.0,20181019175004.0,11077.0
59,44.0,5.0,4.0,-7.5,0.0,7.5,0.0,1.0,^,1.0,9.0,8,2,16.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,68,75,0,1,0.0,23.0,1.0,20181019175010.0,11074^21077
60,44.0,5.0,4.0,-7.5,0.0,7.5,0.0,1.0,,1.0,9.0,8,2,16.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,68,75,0,1,0.0,22.0,1.0,20181019175010.0,21077.0
61,44.0,5.0,4.0,-7.5,0.0,7.5,0.0,1.0,,1.0,9.0,8,2,16.0,15,24,17.0,9,12,2.0,4,3,8.0,2,5,47.2,64.3,42.9,68,75,0,1,0.0,22.0,0.0,20181019175011.0,21077.0
62,44.0,5.0,4.0,-7.5,0.0,7.5,0.0,1.0,,1.0,9.0,8,2,16.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,68,75,0,1,0.0,22.0,0.0,20181019175033.0,21081.0
63,,,4.0,-7.5,0.0,7.5,0.0,1.0,,1.0,9.0,8,2,16.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,68,75,0,1,0.0,22.0,1.0,20181019175152.0,21077.0
64,,,4.0,-7.5,0.0,7.5,0.0,1.0,,1.0,9.0,8,2,16.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,68,75,0,1,0.0,16.0,1.0,20181019175158.0,21077.0
65,,,4.0,-6.5,0.0,6.5,0.0,1.0,,1.0,9.0,8,2,16.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,68,75,0,1,0.0,16.0,1.0,20181019175158.0,11077.0
66,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,9.0,1.0,20181019175205.0,11074^21077
67,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,0.0,1.0,20181019175214.0,21077.0
68,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,0.0,0.0,20181019175215.0,21077.0
69,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,0.0,0.0,20181019175215.0,1084.0
70,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,0.0,0.0,20181019175220.0,1084.0
71,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,0.0,0.0,20181019175220.0,1084.0
72,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,0.0,0.0,20181019175220.0,1084.0
73,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,9.0,8,2,17.0,15,24,17.0,9,12,1.0,4,3,8.0,2,5,47.2,64.3,42.9,70,75,0,1,0.0,0.0,0.0,20181019175220.0,1084.0
