,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
361,44.0,5.0,第2节,第2节,-7.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-7.5,2.0,0.87,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,33.0,0,,21077.0,1.2,0.63
362,44.0,5.0,第2节,第2节,7.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,7.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,33.0,0,,21077.0,1.2,0.63
363,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,33.0,0,,21077.0,1.2,0.63
364,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,32.0,0,,21077.0,1.2,0.63
365,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,32.0,0,,21077.0,1.2,0.63
366,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,31.0,0,,21077.0,1.2,0.63
367,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,31.0,0,,21077.0,1.2,0.63
368,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,0.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,25.0,0,,21077.0,1.2,0.63
369,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,25.0,0,,11086.0,1.2,0.63
370,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,25.0,0,,21077.0,1.2,0.63
371,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.83,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,25.0,0,,11077.0,1.2,0.63
372,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.83,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,25.0,0,,11077.0,1.2,0.63
373,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.83,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,16.0,0,,11077.0,1.2,0.63
374,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,16.0,0,,11077.0,1.2,0.63
375,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,11.0,0,,21077.0,1.2,0.63
376,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.87,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,11.0,0,,21077.0,1.2,0.63
377,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,11.0,0,,21077.0,1.2,0.63
378,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,11.0,0,,21077.0,1.2,0.63
379,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,23.0,29.0,0.0,1,8.0,GD,11.0,0,,21074.0,1.2,0.63
380,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,11.0,0,,11077.0,1.2,0.63
381,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,7.0,0,,11077.0,1.2,0.63
382,44.0,5.0,第2节,第2节,-5.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-5.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,7.0,0,,11077.0,1.2,0.63
383,44.0,5.0,第2节,第2节,5.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,5.5,2.0,0.87,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,7.0,0,,11077.0,1.2,0.63
384,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.87,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,7.0,0,,11077.0,1.2,0.63
385,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,7.0,0,,11077.0,1.2,0.63
386,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,7.0,0,,11077.0,1.2,0.63
387,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,8.0,GD,7.0,0,,11077.0,1.2,0.63
388,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,58.0,0,,11077.0,1.2,0.63
389,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,58.0,0,,11077.0,1.2,0.63
390,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,1.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,11077.0,1.2,0.63
391,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,11086.0,1.2,0.63
392,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.87,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
393,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.8,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
394,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
395,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,1.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
396,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,1.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
397,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,1.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
398,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,1.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
399,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
400,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
401,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,56.0,0,,21077.0,1.2,0.63
402,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,38.0,0,,21077.0,1.2,0.63
403,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.83,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,38.0,0,,11077.0,1.2,0.63
404,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.83,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,38.0,0,,11077.0,1.2,0.63
405,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,38.0,0,,11077.0,1.2,0.63
406,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,8.0,4.0,3.0,2.0,80.0,29.0,25.0,29.0,0.0,1,7.0,GD,34.0,0,,11077.0,1.2,0.63
407,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,29.0,0.0,1,7.0,GD,34.0,0,,11074.0,1.2,0.63
408,44.0,5.0,第2节,第2节,164.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,164.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,34.0,0,,21077.0,1.2,0.63
409,44.0,5.0,第2节,第2节,-6.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-6.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,34.0,0,,21077.0,1.2,0.63
410,44.0,5.0,第2节,第2节,6.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,6.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,34.0,0,,21077.0,1.2,0.63
411,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,34.0,0,,21077.0,1.2,0.63
412,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,34.0,0,,21077.0,1.2,0.63
413,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,31.0,0,,21077.0,1.2,0.63
414,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,31.0,0,,21081.0,1.2,0.63
415,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,31.0,0,,21077.0,1.2,0.63
416,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,25.0,31.0,0.0,1,7.0,GD,31.0,0,,21075.0,1.2,0.63
417,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,31.0,0,,11077.0,1.2,0.63
418,44.0,5.0,第2节,第2节,-4.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-4.5,2.0,0.8,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,31.0,0,,11077.0,1.2,0.63
419,44.0,5.0,第2节,第2节,4.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,4.5,2.0,0.87,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,31.0,0,,11077.0,1.2,0.63
420,44.0,5.0,第2节,第2节,168.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,168.5,2.0,0.87,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,31.0,0,,11077.0,1.2,0.63
421,44.0,5.0,第2节,第2节,168.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,168.5,2.0,0.87,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,11.0,0,,11077.0,1.2,0.63
422,44.0,5.0,第2节,第2节,168.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,168.5,2.0,0.0,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,11.0,0,,11077.0,1.2,0.63
423,44.0,5.0,第2节,第2节,168.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,168.5,2.0,1.7,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,7.0,0,,11077.0,1.2,0.63
424,44.0,5.0,第2节,第2节,168.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,168.5,2.0,0.83,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,7.0,0,,11077.0,1.2,0.63
425,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.83,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,7.0,GD,7.0,0,,11077.0,1.2,0.63
426,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.83,,0.0,3.0,9.0,4.0,3.0,2.0,80.0,31.0,28.0,31.0,0.0,1,6.0,GD,52.0,0,,11077.0,1.2,0.63
427,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.83,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,31.0,0.0,1,6.0,GD,52.0,0,,11075.0,1.2,0.63
428,44.0,5.0,第2节,第2节,-6.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-6.5,2.0,0.83,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,31.0,0.0,1,6.0,GD,52.0,0,,21077.0,1.2,0.63
429,44.0,5.0,第2节,第2节,6.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,6.5,2.0,0.83,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,31.0,0.0,1,6.0,GD,52.0,0,,21077.0,1.2,0.63
430,44.0,5.0,第2节,第2节,169.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,169.5,2.0,0.83,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,31.0,0.0,1,6.0,GD,52.0,0,,21077.0,1.2,0.63
431,44.0,5.0,第2节,第2节,169.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,169.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,31.0,0.0,1,6.0,GD,52.0,0,,21077.0,1.2,0.63
432,44.0,5.0,第2节,第2节,169.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,169.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,52.0,0,,21077.0,1.2,0.63
433,44.0,5.0,第2节,第2节,169.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,169.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,41.0,0,,21077.0,1.2,0.63
434,44.0,5.0,第2节,第2节,168.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,168.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,41.0,0,,21077.0,1.2,0.63
435,44.0,5.0,第2节,第2节,168.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,168.5,2.0,0.87,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,41.0,0,,21077.0,1.2,0.63
436,44.0,5.0,第2节,第2节,-7.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-7.5,2.0,0.8,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,41.0,0,,21077.0,1.2,0.63
437,44.0,5.0,第2节,第2节,7.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,7.5,2.0,0.8,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,41.0,0,,21077.0,1.2,0.63
438,44.0,5.0,第2节,第2节,167.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,167.5,2.0,0.8,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,41.0,0,,21077.0,1.2,0.63
439,44.0,5.0,第2节,第2节,167.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,167.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,41.0,0,,21077.0,1.2,0.63
440,44.0,5.0,第2节,第2节,167.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,167.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,32.0,0,,21077.0,1.2,0.63
441,44.0,5.0,第2节,第2节,167.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,167.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,32.0,0,,11077.0,1.2,0.63
442,44.0,5.0,第2节,第2节,167.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,167.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,14.0,0,,21077.0,1.2,0.63
443,44.0,5.0,第2节,第2节,-6.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-6.5,2.0,0.83,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,14.0,0,,21077.0,1.2,0.63
444,44.0,5.0,第2节,第2节,6.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,6.5,2.0,0.83,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,14.0,0,,21077.0,1.2,0.63
445,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.83,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,14.0,0,,21077.0,1.2,0.63
446,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,14.0,0,,21077.0,1.2,0.63
447,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,3.0,0,,21077.0,1.2,0.63
448,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,3.0,0,,11077.0,1.2,0.63
449,44.0,5.0,第2节,第2节,166.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,166.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,2.0,0,,11077.0,1.2,0.63
450,44.0,5.0,第2节,第2节,-7.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-7.5,2.0,0.87,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,2.0,0,,11077.0,1.2,0.63
451,44.0,5.0,第2节,第2节,7.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,7.5,2.0,0.8,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,2.0,0,,11077.0,1.2,0.63
452,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.8,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,2.0,0,,11077.0,1.2,0.63
453,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,6.0,GD,2.0,0,,11077.0,1.2,0.63
454,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,4.0,9.0,4.0,3.0,2.0,80.0,34.0,28.0,34.0,0.0,1,5.0,GD,51.0,0,,11077.0,1.2,0.63
455,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,4.0,10.0,4.0,3.0,2.0,80.0,36.0,28.0,34.0,0.0,1,5.0,GD,51.0,0,,11074.0,1.2,0.63
456,44.0,5.0,第2节,第2节,165.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,165.5,2.0,0.0,,0.0,4.0,10.0,4.0,3.0,2.0,80.0,36.0,28.0,36.0,0.0,1,5.0,GD,51.0,0,,21077.0,1.2,0.63
457,44.0,5.0,第2节,第2节,-8.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-8.5,2.0,0.83,,0.0,4.0,10.0,4.0,3.0,2.0,80.0,36.0,28.0,36.0,0.0,1,5.0,GD,51.0,0,,21077.0,1.2,0.63
458,44.0,5.0,第2节,第2节,8.5,2.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,8.5,2.0,0.83,,0.0,4.0,10.0,4.0,3.0,2.0,80.0,36.0,28.0,36.0,0.0,1,5.0,GD,51.0,0,,21077.0,1.2,0.63
