,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,NA,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,-7.5,0.83,7.5,0.83,177.5,0.83,177.5,0.83,,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
1,,,,第1节,-7.5,0.83,9.5,0.83,177.5,0.83,177.5,0.83,9.5,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
2,,,,第1节,-9.5,0.83,9.5,0.83,177.5,0.83,177.5,0.83,-9.5,1.0,泰国通用装备,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.0,0.0,
3,,,,第1节,-9.5,0.83,9.5,0.83,177.5,0.83,177.5,0.83,-9.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,52.0,0,,21077.0,0.0,0.0,
4,,,,第1节,-9.5,0.83,9.5,0.83,177.5,0.83,177.5,0.83,-9.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,52.0,0,,21095.0,0.0,0.0,"0.16,0.45"
5,,,,第1节,-9.5,0.83,9.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,52.0,0,,11077.0,0.0,0.0,
6,,,,第1节,-9.5,0.83,9.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,2.0,0.0,1,9.0,GD,52.0,0,,21074.0,0.0,0.0,"0.16,0.45"
7,,,,第1节,-9.5,0.83,9.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,52.0,0,,11077.0,0.0,0.0,
8,,,,第1节,-9.5,0.83,10.5,0.83,176.5,0.83,176.5,0.83,10.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,52.0,0,,11077.0,0.0,0.0,
9,,,,第1节,-10.5,0.83,10.5,0.83,176.5,0.83,178.5,0.83,-10.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,52.0,0,,11077.0,0.0,0.0,
10,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,52.0,0,,11077.0,0.0,0.0,
11,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,41.0,0,,11077.0,0.0,0.0,
12,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,41.0,0,,11077.0,0.0,0.0,
13,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,32.0,0,,11077.0,0.0,0.0,
14,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,32.0,0,,21077.0,0.0,0.0,
15,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21077.0,0.0,0.0,
16,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,11086.0,0.0,0.0,
17,,,,第1节,-10.5,0.83,10.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21077.0,0.0,0.0,
18,,,,第1节,-10.5,0.83,10.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,1:2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21078.0,0.0,0.0,
19,,,,第1节,-10.5,0.8,11.5,0.87,176.5,0.83,176.5,0.83,11.5,1.0,泰国通用装备,1:2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21078.0,0.0,0.0,
20,,,,第1节,-11.5,0.8,11.5,0.87,176.5,0.83,177.5,0.83,-11.5,1.0,泰国通用装备,1:2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21078.0,0.0,0.0,
21,,,,第1节,-11.5,0.8,11.5,0.87,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,1:2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21078.0,0.0,0.0,
22,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,1:2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21078.0,0.0,0.0,
23,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,1:2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,28.0,0,,21080.0,0.0,0.0,"0.20,0.50"
24,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,2:2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1,9.0,GD,28.0,0,,21078.0,0.0,0.0,"0.20,0.50"
25,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,2:2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,2.0,3.0,0.0,1,9.0,GD,28.0,0,,21079.0,0.0,0.0,"0.20,0.50"
26,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,9.0,GD,28.0,0,,11077.0,0.0,0.0,
27,,,,第1节,-11.5,0.83,11.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,9.0,GD,28.0,0,,11077.0,0.0,0.0,
28,,,,第1节,-11.5,0.83,11.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,21077.0,0.0,0.0,
29,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,21077.0,0.0,0.0,
30,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,21095.0,0.0,0.0,"0.13,0.51"
31,,,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,9.0,GD,5.0,0,,11077.0,0.0,0.0,
32,,,,第1节,-11.5,0.83,11.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,9.0,GD,5.0,0,,11077.0,0.0,0.0,
33,,,,第1节,-11.5,0.83,11.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,59.0,0,,21094.0,0.0,0.0,"0.31,0.81"
34,,,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,59.0,0,,21094.0,0.0,0.0,"0.31,0.81"
35,,,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,59.0,0,,21077.0,0.0,0.0,
36,,,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,59.0,0,,21095.0,0.0,0.0,"0.19,0.45"
37,,,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,49.0,0,,11077.0,0.0,0.0,
38,,,,第1节,-11.5,0.83,11.5,0.83,174.5,0.83,174.5,0.83,174.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,49.0,0,,11077.0,0.0,0.0,
39,,,,第1节,-11.5,0.83,11.5,0.8,174.5,0.83,174.5,0.83,174.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,49.0,0,,11077.0,0.0,0.0,
40,,,,第1节,-11.5,0.87,9.5,0.8,174.5,0.83,174.5,0.83,9.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,49.0,0,,11077.0,0.0,0.0,
41,,,,第1节,-9.5,0.87,9.5,0.8,174.5,0.83,177.5,0.83,-9.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,49.0,0,,11077.0,0.0,0.0,
42,,,,第1节,-9.5,0.87,9.5,0.8,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,49.0,0,,11077.0,0.0,0.0,
43,,,,第1节,-9.5,0.87,9.5,0.8,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,49.0,0,,11075.0,0.0,0.0,"0.66,0.36"
44,,,,第1节,-9.5,0.87,9.5,0.8,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,35.0,0,,21077.0,0.0,0.0,
45,,,,第1节,-9.5,0.8,8.5,0.87,177.5,0.83,177.5,0.83,8.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,35.0,0,,21077.0,0.0,0.0,
46,,,,第1节,-8.5,0.8,8.5,0.87,177.5,0.83,176.5,0.83,-8.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,35.0,0,,21077.0,0.0,0.0,
47,,,,第1节,-8.5,0.8,8.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,35.0,0,,21077.0,0.0,0.0,
48,,,,第1节,-8.5,0.8,8.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,28.0,0,,21077.0,0.0,0.0,
49,,,,第1节,-8.5,0.8,8.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,28.0,0,,21094.0,0.0,0.0,"0.34,0.14"
50,,,,第1节,-8.5,0.87,9.5,0.8,176.5,0.83,176.5,0.83,9.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,28.0,0,,11077.0,0.0,0.0,
51,,,,第1节,-9.5,0.87,9.5,0.8,176.5,0.83,176.5,0.83,-9.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
52,,,,第1节,-9.5,0.87,9.5,0.8,176.5,0.83,176.5,0.83,-9.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,11086.0,0.0,0.0,
53,,,,第1节,-9.5,0.83,9.5,0.83,176.5,0.83,176.5,0.83,-9.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
54,,,,第1节,-9.5,0.83,10.5,0.83,176.5,0.83,176.5,0.83,10.5,1.0,泰国通用装备,1:2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,21078.0,0.0,0.0,
55,,,,第1节,-10.5,0.83,10.5,0.83,176.5,0.83,177.5,0.83,-10.5,1.0,泰国通用装备,1:2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,21078.0,0.0,0.0,
56,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,1:2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,21078.0,0.0,0.0,
57,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,178.5,0.83,177.5,1.0,泰国通用装备,1:2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,21078.0,0.0,0.0,
58,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,1:2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,3.0,0.0,1,8.0,GD,25.0,0,,21078.0,0.0,0.0,
59,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,1:2,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,3.0,4.0,0.0,1,8.0,GD,25.0,0,,21079.0,0.0,0.0,"0.20,0.50"
60,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,2:2,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,3.0,0.0,1,8.0,GD,25.0,0,,21078.0,0.0,0.0,"0.20,0.50"
61,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,2:2,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,4.0,5.0,0.0,1,8.0,GD,25.0,0,,21079.0,0.0,0.0,"0.20,0.50"
62,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,25.0,0,,11077.0,0.0,0.0,
63,,,,第1节,-10.5,0.83,10.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,25.0,0,,11094.0,0.0,0.0,"0.86,0.88"
64,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,25.0,0,,21077.0,0.0,0.0,
65,,,,第1节,-10.5,0.83,10.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,10.0,0,,21077.0,0.0,0.0,
66,,,,第1节,-10.5,0.87,12.5,0.8,177.5,0.83,177.5,0.83,12.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,10.0,0,,21077.0,0.0,0.0,
67,,,,第1节,-12.5,0.87,12.5,0.8,177.5,0.83,179.5,0.83,-12.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,10.0,0,,21077.0,0.0,0.0,
68,,,,第1节,-12.5,0.87,12.5,0.8,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,10.0,0,,21077.0,0.0,0.0,
69,,,,第1节,-12.5,0.87,12.5,0.8,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,3.0,0.0,1,8.0,GD,4.0,0,,21077.0,0.0,0.0,
70,,,,第1节,-12.5,0.87,12.5,0.8,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,5.0,7.0,0.0,1,8.0,GD,4.0,0,,21074.0,0.0,0.0,"0.18,0.48"
71,,,,第1节,-12.5,0.87,12.5,0.8,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,7.0,3.0,0.0,1,8.0,GD,4.0,0,,11077.0,0.0,0.0,
72,,,,第1节,-12.5,0.87,12.5,0.8,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,7.0,3.0,0.0,1,7.0,GD,50.0,0,,21077.0,0.0,0.0,
73,,,,第1节,-12.5,0.87,12.5,0.8,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,7.0,3.0,0.0,1,7.0,GD,50.0,0,,21077.0,0.0,0.0,
74,,,,第1节,-12.5,0.87,12.5,0.8,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,7.0,9.0,0.0,1,7.0,GD,50.0,0,,21074.0,0.0,0.0,"0.12,0.40"
75,,,,第1节,-12.5,0.87,12.5,0.8,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,50.0,0,,11077.0,0.0,0.0,
76,,,,第1节,-12.5,0.87,12.5,0.8,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,43.0,0,,11077.0,0.0,0.0,
77,,,,第1节,-12.5,0.83,13.5,0.83,178.5,0.83,178.5,0.83,13.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,43.0,0,,11077.0,0.0,0.0,
78,,,,第1节,-13.5,0.83,13.5,0.83,178.5,0.83,179.5,0.83,-13.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,43.0,0,,11077.0,0.0,0.0,
79,,,,第1节,-13.5,0.83,13.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,43.0,0,,11077.0,0.0,0.0,
80,,,,第1节,-13.5,0.83,13.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,34.0,0,,11077.0,0.0,0.0,
81,,,,第1节,-13.5,0.83,13.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,1.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,34.0,0,,21086.0,0.0,0.0,
82,,,,第1节,-13.5,0.83,13.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,1.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,34.0,0,,11077.0,0.0,0.0,
83,,,,第1节,-13.5,0.83,13.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,1.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,27.0,0,,11077.0,0.0,0.0,
84,,,,第1节,-13.5,0.83,13.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,2.0,0.0,75.0,9.0,3.0,0.0,1,7.0,GD,27.0,0,,21086.0,0.0,0.0,
85,,,,第1节,-13.5,0.87,13.5,0.8,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,2.0,0.0,75.0,6.0,3.0,0.0,1,7.0,GD,27.0,0,,11077.0,0.0,0.0,
86,,,,第1节,-13.5,0.87,13.5,0.8,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,2.0,0.0,75.0,6.0,3.0,0.0,1,7.0,GD,27.0,0,,11075.0,0.0,0.0,"0.71,0.83"
87,,,,第1节,-13.5,0.87,10.5,0.87,178.5,0.83,178.5,0.83,10.5,1.0,泰国通用装备,,1.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,2.0,0.0,75.0,9.0,6.0,0.0,1,7.0,GD,18.0,0,,21077.0,0.0,0.0,
88,,,,第1节,-10.5,0.8,10.5,0.87,178.5,0.83,181.5,0.83,-10.5,1.0,泰国通用装备,,1.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,2.0,0.0,75.0,9.0,6.0,0.0,1,7.0,GD,18.0,0,,21077.0,0.0,0.0,
