,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,NA,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
245,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,7.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,18.0,18.0,0.0,1,2.0,GD,6.0,0,,11077.0,0.0,0.0,
246,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,7.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,18.0,18.0,0.0,1,2.0,GD,6.0,0,,21094.0,0.0,0.0,"0.20,0.79"
247,44.0,5.0,,第1节,-6.5,0.83,6.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,7.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,18.0,18.0,0.0,1,1.0,GD,59.0,0,,21077.0,0.0,0.0,
248,44.0,5.0,,第1节,-6.5,0.8,6.5,0.87,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,7.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,18.0,18.0,0.0,1,1.0,GD,59.0,0,,21077.0,0.0,0.0,
249,44.0,5.0,,第1节,-6.5,0.8,6.5,0.87,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,18.0,20.0,0.0,1,1.0,GD,59.0,0,,21074.0,0.0,0.0,"0.11,0.52"
250,44.0,5.0,,第1节,-6.5,0.8,6.5,0.87,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,59.0,0,,11077.0,0.0,0.0,
251,44.0,5.0,,第1节,-6.5,0.8,6.5,0.87,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,54.0,0,,11077.0,0.0,0.0,
252,44.0,5.0,,第1节,-6.5,0.83,8.5,0.83,178.5,0.83,178.5,0.83,8.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,54.0,0,,11077.0,0.0,0.0,
253,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,178.5,0.83,180.5,0.83,-8.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,54.0,0,,11077.0,0.0,0.0,
254,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,180.5,0.83,180.5,0.83,180.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,54.0,0,,11077.0,0.0,0.0,
255,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,180.5,0.83,180.5,0.83,180.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,54.0,0,,11094.0,0.0,0.0,"0.75,0.12"
256,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,180.5,0.83,180.5,0.83,180.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,36.0,0,,21077.0,0.0,0.0,
257,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,36.0,0,,21077.0,0.0,0.0,
258,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,32.0,0,,21077.0,0.0,0.0,
259,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,32.0,0,,21095.0,0.0,0.0,"0.16,0.44"
260,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,32.0,0,,11077.0,0.0,0.0,
261,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,22.0,0,,11077.0,0.0,0.0,
262,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,22.0,0,,11077.0,0.0,0.0,
263,44.0,5.0,,第1节,-8.5,0.87,8.5,0.8,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,21.0,0,,11077.0,0.0,0.0,
264,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,21.0,0,,21077.0,0.0,0.0,
265,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,18.0,0.0,1,1.0,GD,14.0,0,,21077.0,0.0,0.0,
266,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,20.0,22.0,0.0,1,1.0,GD,14.0,0,,21074.0,0.0,0.0,"0.16,0.42"
267,44.0,5.0,,第1节,-8.5,0.83,8.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,1.0,GD,14.0,0,,11077.0,0.0,0.0,
268,44.0,5.0,,第1节,-8.5,0.83,9.5,0.83,177.5,0.83,177.5,0.83,9.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,1.0,GD,14.0,0,,11077.0,0.0,0.0,
269,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,177.5,0.83,179.5,0.83,-9.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,1.0,GD,14.0,0,,11077.0,0.0,0.0,
270,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,1.0,GD,14.0,0,,11077.0,0.0,0.0,
271,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,1.0,GD,14.0,0,,11094.0,0.0,0.0,"0.68,0.78"
272,44.0,5.0,,第1节,-9.5,0.83,9.5,0.83,179.5,0.83,179.5,0.83,179.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,45.0,0,,21077.0,0.0,0.0,
273,44.0,5.0,,第1节,-9.5,0.8,9.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,45.0,0,,21077.0,0.0,0.0,
274,44.0,5.0,,第1节,-9.5,0.8,9.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,3.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21077.0,0.0,0.0,
275,44.0,5.0,,第1节,-9.5,0.8,9.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,11086.0,0.0,0.0,
276,44.0,5.0,,第1节,-9.5,0.8,9.5,0.87,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21077.0,0.0,0.0,
277,44.0,5.0,,第1节,-9.5,0.87,10.5,0.8,176.5,0.83,176.5,0.83,10.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,
278,44.0,5.0,,第1节,-10.5,0.87,10.5,0.8,176.5,0.83,175.5,0.83,-10.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,
279,44.0,5.0,,第1节,-10.5,0.87,10.5,0.8,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,
280,44.0,5.0,,第1节,-10.5,0.87,10.5,0.8,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,
281,44.0,5.0,,第1节,-10.5,0.87,11.5,0.8,175.5,0.83,175.5,0.83,11.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,
282,44.0,5.0,,第1节,-11.5,0.87,11.5,0.8,175.5,0.83,176.5,0.83,-11.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,
283,44.0,5.0,,第1节,-11.5,0.87,11.5,0.8,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,4.0,4.0,5.0,4.0,4.0,66.7,66.7,22.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,
284,44.0,5.0,,第1节,-11.5,0.87,11.5,0.8,176.5,0.83,176.5,0.83,176.5,1.0,泰国通用装备,1:2,1.0,4.0,0.0,2.0,9.0,2.0,5.0,4.0,5.0,4.0,4.0,66.7,71.4,22.0,23.0,0.0,1,0.0,GD,38.0,0,,21079.0,0.0,0.0,"0.20,0.50"
285,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,2:2,1.0,4.0,0.0,2.0,9.0,2.0,5.0,4.0,5.0,4.0,4.0,66.7,71.4,22.0,23.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,"0.20,0.50"
286,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,2:2,1.0,4.0,0.0,2.0,9.0,2.0,5.0,4.0,5.0,4.0,4.0,66.7,71.4,23.0,18.0,0.0,1,0.0,GD,38.0,0,,21078.0,0.0,0.0,"0.20,0.50"
287,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,2:2,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,4.0,4.0,66.7,75.0,23.0,24.0,0.0,1,0.0,GD,38.0,0,,21079.0,0.0,0.0,"0.20,0.50"
288,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,4.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,38.0,0,,11077.0,0.0,0.0,
289,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,4.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,38.0,0,,11077.0,0.0,0.0,
290,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,4.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,28.0,0,,11077.0,0.0,0.0,
291,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,178.5,0.83,178.5,0.83,178.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,5.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,28.0,0,,11086.0,0.0,0.0,
292,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,177.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,5.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,28.0,0,,21077.0,0.0,0.0,
293,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,177.5,0.83,175.5,0.83,177.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,5.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,28.0,0,,11077.0,0.0,0.0,
294,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,5.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,28.0,0,,11077.0,0.0,0.0,
295,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,5.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,8.0,0,,11077.0,0.0,0.0,
296,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,5.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,8.0,0,,11077.0,0.0,0.0,
297,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,,1.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,5.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,0.0,0,,11077.0,0.0,0.0,
298,44.0,5.0,,第1节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,1.0,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,4.0,66.7,75.0,24.0,18.0,0.0,1,0.0,GD,0.0,0,,1082.0,0.0,0.0,
299,44.0,5.0,,第2节,-11.5,0.83,11.5,0.83,175.5,0.83,175.5,0.83,175.5,1.0,泰国通用装备,1.0,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,10.0,GD,0.0,0,,1082.0,0.0,0.0,
300,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,174.5,0.83,174.5,0.83,174.5,1.0,泰国通用装备,1.0,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,10.0,GD,0.0,0,,1082.0,0.0,0.0,
301,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,174.5,0.83,174.5,0.83,174.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,10.0,GD,0.0,0,,1088.0,0.0,0.0,
302,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,174.5,0.83,174.5,0.83,174.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,10.0,GD,0.0,0,,11094.0,0.0,0.0,"0.82,0.11"
303,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,174.5,0.83,174.5,0.83,174.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,48.0,0,,21077.0,0.0,0.0,
304,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,173.5,0.83,173.5,0.83,173.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,48.0,0,,21077.0,0.0,0.0,
305,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,173.5,0.83,173.5,0.83,173.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,43.0,0,,21077.0,0.0,0.0,
306,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,43.0,0,,11077.0,0.0,0.0,
307,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,33.0,0,,11077.0,0.0,0.0,
308,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,33.0,0,,11094.0,0.0,0.0,"0.80,0.88"
309,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,24.0,0,,21077.0,0.0,0.0,
310,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,24.0,0,,21077.0,0.0,0.0,
311,44.0,5.0,第2节,第2节,-11.5,0.83,11.5,0.8,170.5,0.83,170.5,0.83,170.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,24.0,0,,21077.0,0.0,0.0,
312,44.0,5.0,第2节,第2节,-11.5,0.87,13.5,0.8,170.5,0.83,170.5,0.83,13.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,24.0,0,,21077.0,0.0,0.0,
313,44.0,5.0,第2节,第2节,-13.5,0.87,13.5,0.8,170.5,0.83,172.5,0.83,-13.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,24.0,0,,21077.0,0.0,0.0,
314,44.0,5.0,第2节,第2节,-13.5,0.87,13.5,0.8,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,24.0,0,,21077.0,0.0,0.0,
315,44.0,5.0,第2节,第2节,-13.5,0.87,13.5,0.8,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,9.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,18.0,0.0,1,9.0,GD,19.0,0,,21077.0,0.0,0.0,
316,44.0,5.0,第2节,第2节,-13.5,0.87,13.5,0.8,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,24.0,26.0,0.0,1,9.0,GD,19.0,0,,21074.0,0.0,0.0,"0.21,0.55"
317,44.0,5.0,第2节,第2节,-13.5,0.87,13.5,0.8,172.5,0.83,172.5,0.83,172.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,9.0,GD,19.0,0,,11077.0,0.0,0.0,
318,44.0,5.0,第2节,第2节,-13.5,0.83,13.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,9.0,GD,19.0,0,,11077.0,0.0,0.0,
319,44.0,5.0,第2节,第2节,-13.5,0.83,13.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,9.0,GD,19.0,0,,11095.0,0.0,0.0,"0.87,0.41"
320,44.0,5.0,第2节,第2节,-13.5,0.83,13.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,8.0,GD,53.0,0,,21077.0,0.0,0.0,
321,44.0,5.0,第2节,第2节,-13.5,0.8,12.5,0.87,170.5,0.83,170.5,0.83,12.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,8.0,GD,53.0,0,,21077.0,0.0,0.0,
322,44.0,5.0,第2节,第2节,-12.5,0.8,12.5,0.87,170.5,0.83,169.5,0.83,-12.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,8.0,GD,53.0,0,,21077.0,0.0,0.0,
323,44.0,5.0,第2节,第2节,-12.5,0.8,12.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,8.0,GD,53.0,0,,21077.0,0.0,0.0,
324,44.0,5.0,第2节,第2节,-12.5,0.8,12.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,8.0,GD,45.0,0,,21077.0,0.0,0.0,
325,44.0,5.0,第2节,第2节,-12.5,0.8,12.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,8.0,GD,45.0,0,,21095.0,0.0,0.0,"0.16,0.51"
326,44.0,5.0,第2节,第2节,-12.5,0.8,12.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,泰国通用装备,,0.0,4.0,0.0,2.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,18.0,0.0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
327,44.0,5.0,第2节,第2节,-12.5,0.8,12.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,泰国通用装备,,0.0,4.0,0.0,3.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,20.0,18.0,0.0,1,8.0,GD,38.0,0,,11074.0,0.0,0.0,"0.90,0.57"
328,44.0,5.0,第2节,第2节,-12.5,0.8,12.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,泰国通用装备,,0.0,4.0,0.0,3.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,20.0,0.0,1,8.0,GD,38.0,0,,21077.0,0.0,0.0,
329,44.0,5.0,第2节,第2节,-12.5,0.83,11.5,0.83,169.5,0.83,169.5,0.83,11.5,2.0,泰国通用装备,,0.0,4.0,0.0,3.0,10.0,2.0,6.0,4.0,5.0,0.0,0.0,66.7,75.0,26.0,20.0,0.0,1,8.0,GD,38.0,0,,21077.0,0.0,0.0,
