,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
106,,,,,147.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,147.5,,0.83,1:2^2:2,,,3,,7,8.0,6,,3,8.0,6,61.5,60.0,32.0,38,32.0,0.0,1,0.0,5.0,0.0,20180525124536.0,11079^11078
107,,,,,-22.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-22.5,,0.8,1:2^2:2,,,3,,7,8.0,6,,3,8.0,6,61.5,60.0,32.0,38,32.0,0.0,1,0.0,5.0,0.0,20180525124536.0,11079^11078
108,,,,,22.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,22.5,,0.87,2:2,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,5.0,1.0,20180525124539.0,11079.0
109,,,,,-23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-23.5,,0.83,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,5.0,1.0,20180525124539.0,21077.0
110,,,,,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,,0.83,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,5.0,1.0,20180525124539.0,21077.0
111,,,,,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,,0.87,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,5.0,1.0,20180525124539.0,21077.0
112,,,,,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,,0.8,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,0.0,0.0,20180525124545.0,21077.0
113,,,,,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,,0.87,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,0.0,0.0,20180525124545.0,21077.0
114,,,,,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,,0.8,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,0.0,0.0,20180525124546.0,21077.0
115,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,,0.8,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,0.0,0.0,0.0,20180525124546.0,21077.0
116,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,,,,3,,7,9.0,6,,3,8.0,6,64.3,60.0,32.0,38,32.0,0.0,1,10.0,0.0,0.0,20180525124552.0,21077.0
117,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,10.0,0.0,0.0,20180525124552.0,1083.0
118,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,10.0,0.0,0.0,20180525124552.0,1083.0
119,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,10.0,0.0,1.0,20180525125640.0,1083.0
120,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,10.0,0.0,1.0,20180525125640.0,1083.0
121,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,10.0,0.0,1.0,20180525125640.0,1083.0
122,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,^,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,10.0,0.0,1.0,20180525125640.0,1083.0
123,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.8,^,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,59.0,1.0,20180525125640.0,01089^21077
124,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,59.0,1.0,20180525125649.0,21077.0
125,,,第3节,第3节,146.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,146.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,51.0,1.0,20180525125649.0,21077.0
126,,,第3节,第3节,-22.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-22.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,51.0,1.0,20180525125649.0,21077.0
127,,,第3节,第3节,22.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,22.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,51.0,1.0,20180525125649.0,21077.0
128,,,第3节,第3节,22.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,22.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,51.0,1.0,20180525125649.0,21077.0
129,,,第3节,第3节,22.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,22.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,50.0,1.0,20180525125649.0,21077.0
130,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,50.0,1.0,20180525125649.0,11077.0
131,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,45.0,1.0,20180525125654.0,11077.0
132,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,45.0,1.0,20180525125654.0,21077.0
133,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,37.0,1.0,20180525125703.0,21077.0
134,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,37.0,1.0,20180525125703.0,21077.0
135,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,32.0,1.0,20180525125707.0,21077.0
136,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,32.0,1.0,20180525125707.0,21077.0
137,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,32.0,1.0,20180525125707.0,21077.0
138,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,32.0,1.0,20180525125707.0,11077.0
139,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,32.0,1.0,20180525125707.0,11077.0
140,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,24.0,1.0,20180525125715.0,11077.0
141,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,24.0,1.0,20180525125715.0,11077.0
142,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,21.0,0.0,20180525125719.0,11077.0
143,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,21.0,0.0,20180525125719.0,11077.0
144,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,21.0,0.0,20180525125721.0,11077.0
145,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,21.0,0.0,20180525125721.0,11077.0
146,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,21.0,1.0,20180525125727.0,11077.0
147,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,21.0,1.0,20180525125727.0,11077.0
148,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,13.0,1.0,20180525125735.0,11077.0
149,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,38,32.0,0.0,1,9.0,13.0,1.0,20180525125735.0,11077.0
150,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,9.0,10.0,1.0,20180525125738.0,11077.0
151,,,第3节,第3节,-24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-24.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,9.0,10.0,1.0,20180525125738.0,11077.0
152,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,9.0,7.0,1.0,20180525125740.0,21074.0
153,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,9.0,7.0,1.0,20180525125740.0,11077.0
154,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,59.0,1.0,20180525125749.0,11077.0
155,,,第3节,第3节,-23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-23.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,59.0,1.0,20180525125749.0,11077.0
156,,,第3节,第3节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,55.0,0.0,20180525125753.0,11077.0
157,,,第3节,第3节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,55.0,0.0,20180525125753.0,11077.0
158,,,第3节,第3节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,55.0,0.0,20180525125756.0,11077.0
159,,,第3节,第3节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,55.0,0.0,20180525125756.0,11077.0
160,,,第3节,第3节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,55.0,1.0,20180525125800.0,11077.0
161,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,55.0,1.0,20180525125800.0,11077.0
162,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,49.0,1.0,20180525125804.0,11077.0
163,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,49.0,1.0,20180525125804.0,11077.0
164,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,49.0,1.0,20180525125804.0,11077.0
165,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,49.0,1.0,20180525125804.0,11077.0
166,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,41.0,1.0,20180525125812.0,11077.0
167,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,40,32.0,0.0,1,8.0,41.0,1.0,20180525125812.0,11077.0
168,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,37.0,1.0,20180525125815.0,11077.0
169,,,第3节,第3节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,37.0,1.0,20180525125815.0,11077.0
170,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,37.0,1.0,20180525125815.0,21074.0
171,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,35.0,1.0,20180525125817.0,21074.0
172,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,35.0,1.0,20180525125817.0,11077.0
173,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,27.0,1.0,20180525125826.0,11077.0
174,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,27.0,1.0,20180525125826.0,11077.0
175,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125833.0,11077.0
176,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125833.0,11077.0
177,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125835.0,11077.0
178,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125835.0,21086.0
179,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125836.0,21086.0
180,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125836.0,21086.0
181,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125837.0,21086.0
182,,,第3节,第3节,-24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-24.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125837.0,21086.0
183,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.83,1:2,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125837.0,11078.0
184,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,1:2,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125837.0,11078.0
185,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,1:2,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125857.0,11078.0
186,,,第3节,第3节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,3.0,0.87,1:2,0.0,,3,,7,9.0,6,,3,0.0,6,64.3,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125857.0,11078.0
187,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.8,1:2^2:2,0.0,,3,,7,9.0,6,,3,0.0,6,60.0,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125857.0,11080^11078
188,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.8,1:2^2:2,0.0,,3,,7,9.0,6,,3,0.0,6,60.0,60.0,32.0,42,32.0,0.0,1,8.0,19.0,0.0,20180525125857.0,11080^11078
189,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,1:2^2:2,0.0,,3,,7,9.0,6,,3,0.0,6,60.0,60.0,32.0,42,32.0,0.0,1,8.0,19.0,1.0,20180525125910.0,11080^11078
190,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,2:2,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,19.0,1.0,20180525125910.0,11080.0
191,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,2:2,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,19.0,1.0,20180525125911.0,11080.0
192,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.8,2:2,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,19.0,1.0,20180525125911.0,11080.0
193,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,19.0,1.0,20180525125911.0,21077.0
194,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,19.0,1.0,20180525125911.0,21077.0
195,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,11.0,1.0,20180525125920.0,21077.0
196,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,11.0,1.0,20180525125920.0,21077.0
197,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,11.0,1.0,20180525125920.0,21077.0
198,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,11.0,1.0,20180525125920.0,21077.0
199,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125926.0,21077.0
200,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125926.0,21077.0
201,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125928.0,21077.0
202,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125928.0,11086.0
203,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125929.0,11086.0
204,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125929.0,11086.0
205,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,0.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125933.0,11086.0
206,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,0.0,20180525125933.0,11086.0
207,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,1.0,20180525125944.0,11086.0
