,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
309,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.77,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,55.0,1.0,20180525130518.0,11077.0
310,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.91,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,47.0,1.0,20180525130526.0,11077.0
311,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,47.0,1.0,20180525130526.0,11077.0
312,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,41.0,1.0,20180525130532.0,11077.0
313,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.91,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,41.0,1.0,20180525130532.0,11077.0
314,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.77,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,33.0,1.0,20180525130540.0,11077.0
315,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,33.0,1.0,20180525130540.0,11077.0
316,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,0.0,20180525130547.0,11077.0
317,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,0.0,20180525130547.0,11077.0
318,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,0.0,20180525130547.0,11077.0
319,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,0.0,20180525130548.0,11077.0
320,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,0.0,20180525130548.0,21086.0
321,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,0.0,20180525130552.0,21086.0
322,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,0.0,20180525130552.0,21086.0
323,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,1.0,20180525130616.0,21086.0
324,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,26.0,1.0,20180525130616.0,21086.0
325,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,23.0,0.0,20180525130620.0,21086.0
326,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,23.0,0.0,20180525130620.0,21086.0
327,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,34.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130621.0,21086.0
328,,,第3节,第3节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,34.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130621.0,21086.0
329,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.83,,0.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,34.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130626.0,11074.0
330,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,34.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130626.0,21086.0
331,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,34.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130627.0,21086.0
332,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,1:1,0.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,34.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130627.0,11078.0
333,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,1:1,0.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,34.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130628.0,11078.0
334,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,1:1,1.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,35.0,49,34.0,0.0,1,5.0,23.0,0.0,20180525130628.0,11078.0
335,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,1:1,1.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,35.0,49,35.0,0.0,1,5.0,23.0,0.0,20180525130641.0,11078.0
336,,,第3节,第3节,-24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-24.5,3.0,0.8,1:1,1.0,,3,8.0,7,9.0,6,,3,1.0,6,56.2,60.0,35.0,49,35.0,0.0,1,5.0,23.0,0.0,20180525130641.0,11078.0
337,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.8,1:1,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,23.0,1.0,20180525130643.0,11079.0
338,,,第3节,第3节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,3.0,0.8,1:1,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,23.0,1.0,20180525130643.0,11079.0
339,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,23.0,1.0,20180525130643.0,21077.0
340,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,16.0,1.0,20180525130647.0,21077.0
341,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,16.0,1.0,20180525130647.0,21077.0
342,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,16.0,1.0,20180525130647.0,21077.0
343,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,16.0,1.0,20180525130647.0,21077.0
344,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,8.0,1.0,20180525130655.0,21077.0
345,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,8.0,1.0,20180525130655.0,21077.0
346,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,0.0,1.0,20180525130704.0,21077.0
347,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,49,35.0,0.0,1,5.0,0.0,1.0,20180525130704.0,21077.0
348,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,54.0,1.0,20180525130709.0,21077.0
349,,,第3节,第3节,-26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-26.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,54.0,1.0,20180525130709.0,21077.0
350,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,54.0,1.0,20180525130709.0,21074.0
351,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,54.0,1.0,20180525130709.0,21074.0
352,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,51.0,1.0,20180525130711.0,21074.0
353,,,第3节,第3节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,51.0,1.0,20180525130711.0,21074.0
354,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,51.0,1.0,20180525130711.0,11077.0
355,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,43.0,1.0,20180525130720.0,11077.0
356,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,43.0,1.0,20180525130720.0,11077.0
357,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,38.0,1.0,20180525130725.0,11077.0
358,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,38.0,1.0,20180525130725.0,11077.0
359,,,第3节,第3节,-26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-26.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,38.0,1.0,20180525130725.0,11077.0
360,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,38.0,1.0,20180525130725.0,21077.0
361,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,51,35.0,0.0,1,4.0,38.0,1.0,20180525130725.0,21077.0
362,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,32.0,1.0,20180525130731.0,21077.0
363,,,第3节,第3节,-28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-28.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,32.0,1.0,20180525130731.0,21077.0
364,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,30.0,1.0,20180525130733.0,21074.0
365,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,30.0,1.0,20180525130733.0,21074.0
366,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,30.0,1.0,20180525130733.0,11077.0
367,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,30.0,1.0,20180525130733.0,11077.0
368,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,22.0,1.0,20180525130741.0,11077.0
369,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,22.0,1.0,20180525130741.0,11077.0
370,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,21.0,0.0,20180525130742.0,11077.0
371,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,21.0,0.0,20180525130742.0,11077.0
372,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.91,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,23.0,0.0,20180525130748.0,11077.0
373,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.77,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,23.0,0.0,20180525130748.0,11077.0
374,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,23.0,0.0,20180525130748.0,11077.0
375,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,25.0,0.0,20180525130749.0,11077.0
376,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,25.0,0.0,20180525130749.0,11077.0
377,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,25.0,1.0,20180525130814.0,11077.0
378,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,25.0,1.0,20180525130814.0,11077.0
379,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,20.0,0.0,20180525130819.0,11077.0
380,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,20.0,0.0,20180525130819.0,11077.0
381,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,20.0,0.0,20180525130827.0,11077.0
382,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,20.0,0.0,20180525130827.0,11077.0
383,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,20.0,1.0,20180525130841.0,11077.0
384,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,20.0,1.0,20180525130841.0,11077.0
385,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,12.0,1.0,20180525130850.0,11077.0
386,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,53,35.0,0.0,1,4.0,12.0,1.0,20180525130850.0,11077.0
387,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,9.0,1.0,20180525130852.0,11077.0
388,,,第3节,第3节,-30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-30.5,3.0,0.91,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,9.0,1.0,20180525130852.0,11077.0
389,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.77,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,9.0,1.0,20180525130852.0,21075.0
390,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,9.0,1.0,20180525130852.0,21075.0
391,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,6.0,1.0,20180525130855.0,21075.0
392,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.77,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,6.0,1.0,20180525130855.0,21075.0
393,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.91,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,6.0,1.0,20180525130855.0,11077.0
394,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,4.0,6.0,1.0,20180525130855.0,11077.0
395,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,58.0,1.0,20180525130903.0,11077.0
396,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,58.0,1.0,20180525130903.0,11077.0
397,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,58.0,1.0,20180525130903.0,11077.0
398,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.77,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,58.0,1.0,20180525130903.0,11077.0
399,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.91,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,50.0,1.0,20180525130911.0,11077.0
400,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,50.0,1.0,20180525130911.0,11077.0
401,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,46.0,1.0,20180525130915.0,11077.0
402,,,第3节,第3节,-30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-30.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,46.0,1.0,20180525130915.0,11077.0
403,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.8,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,46.0,1.0,20180525130915.0,21077.0
404,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.87,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,39.0,1.0,20180525130922.0,21077.0
405,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,35.0,56,35.0,0.0,1,3.0,39.0,1.0,20180525130922.0,21077.0
406,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.83,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,32.0,1.0,20180525130930.0,11077.0
407,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.77,,1.0,,3,8.0,7,10.0,6,,3,1.0,6,58.8,60.0,37.0,56,37.0,0.0,1,3.0,32.0,1.0,20180525130930.0,11077.0
