,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第3节,2.5,0.83,-2.5,0.83,169.5,0.83,169.5,0.83,,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
1,,,,第3节,2.5,0.83,-3.5,0.83,169.5,0.83,169.5,0.83,-3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
2,,,,第3节,3.5,0.83,-3.5,0.83,169.5,0.83,169.5,0.83,3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
3,,,,第3节,3.5,0.83,-2.5,0.83,169.5,0.83,169.5,0.83,-2.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
4,,,,第3节,2.5,0.83,-2.5,0.87,169.5,0.83,169.5,0.83,2.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
5,,,,第3节,2.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,-3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
6,,,,第3节,3.5,0.8,-3.5,0.8,169.5,0.83,169.5,0.83,3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
7,,,,第3节,3.5,0.87,-2.5,0.8,169.5,0.83,169.5,0.83,-2.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
8,,,,第3节,2.5,0.87,-2.5,0.87,169.5,0.83,169.5,0.83,2.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
9,,,,第3节,2.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,-3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
10,,,,第3节,3.5,0.8,-3.5,0.8,169.5,0.83,169.5,0.83,3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
11,,,,第3节,3.5,0.87,-2.5,0.8,169.5,0.83,169.5,0.83,-2.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
12,,,,第3节,2.5,0.87,-2.5,0.87,169.5,0.83,169.5,0.83,2.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
13,,,,第3节,2.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,-3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
14,,,,第3节,3.5,0.8,-3.5,0.83,169.5,0.83,169.5,0.83,3.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
15,,,,第3节,3.5,0.83,-4.5,0.83,169.5,0.83,169.5,0.83,-4.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
16,,,,第3节,4.5,0.87,-4.5,0.8,169.5,0.83,169.5,0.83,4.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
17,,,,第3节,4.5,0.83,-5.5,0.83,169.5,0.83,169.5,0.83,-5.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
18,,,,第3节,5.5,0.83,-5.5,0.83,169.5,0.83,169.5,0.83,5.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
19,,,,第3节,5.5,0.83,-4.5,0.83,169.5,0.83,169.5,0.83,-4.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
20,,,,第3节,4.5,0.83,-4.5,0.87,169.5,0.83,169.5,0.83,4.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
21,,,,第3节,4.5,0.8,-6.5,0.87,169.5,0.83,169.5,0.83,-6.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
22,,,,第3节,6.5,0.83,-6.5,0.83,169.5,0.83,169.5,0.83,6.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
23,,,,第3节,6.5,0.83,-8.5,0.83,169.5,0.83,169.5,0.83,-8.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
24,,,,第3节,8.5,0.83,-8.5,0.83,169.5,0.83,169.5,0.83,8.5,,,3,6,10,17,5,8,1,3,0,0,62.5,80.0,34,60,0.0,1,10.0,0.0,0,20180709044140,1083,1.2,0.63
