,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,12.5,0.7142857142857143,-12.5,1.0,151.5,0.9090909090909091,151.5,0.7692307692307693,,,9.0,4.0,17.0,19.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,72,62,0,1,4.0,21.0,0,20181016174728,11077,14.0,0.01
1,,,4.0,12.5,0.7142857142857143,-12.5,1.0,151.5,0.9090909090909091,151.5,0.7692307692307693,,,9.0,4.0,17.0,19.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,72,62,0,1,4.0,21.0,0,20181016174850.0,11077,14.0,0.01
2,,,4.0,12.5,0.7142857142857143,-12.5,1.0,151.5,0.9090909090909091,151.5,0.7692307692307693,,,9.0,4.0,17.0,19.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,72,62,0,1,4.0,21.0,0,20181016174905.0,11077,14.0,0.01
3,,,4.0,13.5,1.0,-13.5,0.7142857142857143,154.5,0.9090909090909091,154.5,0.7692307692307693,,,10.0,4.0,17.0,19.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,62,0,1,4.0,21.0,0,20181016174908.0,11075.0,14.0,0.01
4,,,4.0,13.5,1.0,-13.5,0.7142857142857143,154.5,0.9090909090909091,154.5,0.7692307692307693,,,10.0,4.0,17.0,19.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,62,0,1,4.0,21.0,1.0,20181016174911.0,11075.0,14.0,0.01
5,,,4.0,13.5,1.0,-13.5,0.7142857142857143,154.5,0.8695652173913043,154.5,0.8,,,10.0,4.0,17.0,19.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,62,0,1,4.0,20.0,1.0,20181016174912.0,21077.0,14.0,0.01
6,,,4.0,13.5,0.9090909090909091,-13.5,0.7692307692307693,154.5,0.7692307692307693,154.5,0.9090909090909091,,,10.0,4.0,17.0,19.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,62,0,1,4.0,11.0,1.0,20181016174920.0,21077.0,14.0,0.01
7,,,4.0,12.5,1.0,-12.5,0.7142857142857143,156.5,0.7692307692307693,156.5,0.9090909090909091,,^,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,4.0,10.0,1.0,20181016174921.0,21074^11077,15.0,0.006666666666666667
8,,,4.0,12.5,0.9090909090909091,-12.5,0.7692307692307693,155.5,0.9090909090909091,155.5,0.7692307692307693,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,4.0,4.0,1.0,20181016174928.0,11077.0,15.0,0.006666666666666667
9,,,4.0,12.5,0.9090909090909091,-12.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,54.0,1.0,20181016174933.0,11077.0,15.0,0.006666666666666667
10,,,4.0,12.5,0.9090909090909091,-12.5,0.7692307692307693,154.5,0.8695652173913043,154.5,0.8,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,48.0,1.0,20181016174933.0,11077.0,15.0,0.006666666666666667
11,,,4.0,12.5,0.9090909090909091,-12.5,0.7692307692307693,154.5,0.7692307692307693,154.5,0.9090909090909091,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,42.0,1.0,20181016174933.0,11077.0,15.0,0.006666666666666667
12,,,4.0,12.5,0.9090909090909091,-12.5,0.7692307692307693,153.5,0.8695652173913043,153.5,0.8,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,33.0,1.0,20181016174942.0,11077.0,15.0,0.006666666666666667
13,,,4.0,12.5,0.9090909090909091,-12.5,0.7692307692307693,153.5,0.7692307692307693,153.5,0.9090909090909091,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,25.0,1.0,20181016174950.0,11077.0,15.0,0.006666666666666667
14,,,4.0,11.5,0.8695652173913043,-11.5,0.8,152.5,0.9090909090909091,152.5,0.7692307692307693,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,21.0,1.0,20181016174954.0,21077.0,15.0,0.006666666666666667
15,,,4.0,11.5,0.8695652173913043,-11.5,0.8,152.5,0.8333333333333334,152.5,0.8333333333333334,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,17.0,1.0,20181016174957.0,21077.0,15.0,0.006666666666666667
16,,,4.0,11.5,0.8695652173913043,-11.5,0.8,152.5,0.7142857142857143,152.5,1.0,,,10.0,4.0,17.0,20.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,64,0,1,3.0,9.0,1.0,20181016175006.0,21077.0,15.0,0.006666666666666667
17,,,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,153.5,1.0,153.5,0.7142857142857143,,^,10.0,4.0,17.0,21.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,66,0,1,3.0,7.0,1.0,20181016175008.0,21074^11077,14.0,0.01
18,,,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,153.5,0.9090909090909091,153.5,0.7692307692307693,,,10.0,4.0,17.0,21.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,66,0,1,3.0,5.0,1.0,20181016175010.0,11077.0,15.0,0.006666666666666667
19,,,4.0,10.5,0.8695652173913043,-10.5,0.8,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,,10.0,4.0,17.0,21.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,66,0,1,2.0,56.0,1.0,20181016175018.0,11077.0,15.0,0.006666666666666667
20,,,4.0,10.5,0.8695652173913043,-10.5,0.8,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,,10.0,4.0,17.0,21.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,75,66,0,1,2.0,48.0,1.0,20181016175026.0,11077.0,15.0,0.006666666666666667
21,,,4.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,^,10.0,4.0,18.0,21.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,77,66,0,1,2.0,47.0,1.0,20181016175028.0,11074^21077,15.0,0.006666666666666667
22,,,4.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,,10.0,4.0,18.0,21.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,77,66,0,1,2.0,45.0,1.0,20181016175030.0,21077.0,15.0,0.006666666666666667
23,,,4.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,,10.0,4.0,18.0,21.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,77,66,0,1,2.0,36.0,1.0,20181016175038.0,21077.0,15.0,0.006666666666666667
24,,,4.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,^,10.0,4.0,18.0,22.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,77,68,0,1,2.0,36.0,1.0,20181016175039.0,21074^11077,15.0,0.006666666666666667
25,,,4.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,,10.0,4.0,18.0,22.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,77,68,0,1,2.0,34.0,1.0,20181016175041.0,11077.0,15.0,0.006666666666666667
26,,,4.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,,10.0,4.0,18.0,22.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,77,68,0,1,2.0,32.0,0.0,20181016175043.0,11077.0,15.0,0.006666666666666667
27,44.0,5.0,4.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,,10.0,4.0,18.0,22.0,11,12.0,2.0,2.0,4.0,4,84.6,80.0,77,68,0,1,2.0,32.0,0.0,20181016175050.0,11081.0,15.0,0.006666666666666667
28,44.0,5.0,4.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,^,10.0,4.0,18.0,22.0,11,12.0,1.0,2.0,4.0,4,84.6,80.0,77,68,0,1,2.0,32.0,1.0,20181016175206.0,11077^11081,15.0,0.006666666666666667
29,44.0,5.0,4.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,^,10.0,4.0,18.0,22.0,11,12.0,1.0,2.0,4.0,4,84.6,80.0,77,68,0,1,2.0,23.0,1.0,20181016175215.0,11077^11081,15.0,0.006666666666666667
30,44.0,5.0,4.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,^,11.0,4.0,18.0,22.0,11,12.0,1.0,2.0,4.0,4,84.6,80.0,80,68,0,1,2.0,15.0,1.0,20181016175223.0,11075^21077,15.0,0.006666666666666667
31,44.0,5.0,4.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,153.5,0.9090909090909091,153.5,0.7692307692307693,5.0,^,11.0,4.0,18.0,22.0,11,12.0,1.0,2.0,4.0,4,84.6,80.0,80,68,0,1,2.0,14.0,1.0,20181016175223.0,11075^21077,15.0,0.006666666666666667
