,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第3节,-4.5,0.91,4.5,0.83,151.5,0.83,151.5,0.91,,,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,10.0,0.0,0,,1083,0.45,1.75,
1,,,,第3节,-4.5,0.91,4.5,0.83,151.5,0.83,151.5,0.91,,3.0,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,10.0,0.0,0,,1089.0,0.45,1.75,
2,,,,第3节,-4.5,0.91,4.5,0.83,151.5,0.83,151.5,0.91,,3.0,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,10.0,0.0,0,,21077.0,0.45,1.75,
3,,,,第3节,-4.5,0.91,4.5,0.83,151.5,0.83,151.5,0.91,,3.0,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,9.0,47.0,0,,11077.0,0.45,1.75,
4,,,,第3节,-4.5,0.91,4.5,0.83,150.5,0.83,150.5,0.91,150.5,3.0,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,9.0,47.0,0,,11077.0,0.45,1.75,
5,,,,第3节,-4.5,0.91,4.5,0.83,150.5,0.83,150.5,0.91,150.5,3.0,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,9.0,47.0,0,,11095.0,0.45,1.75,"0.71,0.46"
6,,,,第3节,-4.5,0.91,4.5,0.83,150.5,0.83,150.5,0.91,150.5,3.0,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,9.0,40.0,0,,21077.0,0.45,1.75,
7,,,,第3节,-4.5,0.91,4.5,0.83,149.5,0.87,149.5,0.87,149.5,3.0,,,4.0,3.0,10.0,11.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,38.0,0.0,1,9.0,40.0,0,,21077.0,0.45,1.75,
8,,,,第3节,-4.5,0.91,4.5,0.83,149.5,0.87,149.5,0.87,149.5,3.0,,,4.0,3.0,10.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,35.0,40.0,0.0,1,9.0,40.0,0,,21074.0,0.0,0.0,"0.28,0.50"
9,,,,第3节,-4.5,0.91,4.5,0.83,149.5,0.87,149.5,0.87,149.5,3.0,,,4.0,3.0,10.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,35.0,0.0,1,9.0,40.0,0,,11077.0,0.0,0.0,
10,,,,第3节,-4.5,0.91,4.5,0.83,149.5,0.87,149.5,0.87,149.5,3.0,,,4.0,3.0,10.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,35.0,0.0,1,9.0,29.0,0,,11077.0,0.0,0.0,
11,,,,第3节,-4.5,0.91,5.5,0.83,149.5,0.87,149.5,0.87,5.5,3.0,,,4.0,3.0,10.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,35.0,0.0,1,9.0,29.0,0,,11077.0,0.0,0.0,
12,,,,第3节,-5.5,0.91,5.5,0.83,149.5,0.87,151.5,0.91,-5.5,3.0,,,4.0,3.0,10.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,35.0,0.0,1,9.0,29.0,0,,11077.0,0.0,0.0,
13,,,,第3节,-5.5,0.91,5.5,0.83,151.5,0.83,151.5,0.91,151.5,3.0,,,4.0,3.0,10.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,35.0,0.0,1,9.0,29.0,0,,11077.0,0.0,0.0,
14,,,,第3节,-5.5,0.91,5.5,0.83,151.5,0.83,151.5,0.91,151.5,3.0,,,4.0,3.0,10.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,35.0,0.0,1,9.0,16.0,0,,11077.0,0.0,0.0,
15,,,,第3节,-5.5,0.91,5.5,0.83,151.5,0.83,151.5,0.91,151.5,3.0,,,4.0,3.0,11.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,37.0,35.0,0.0,1,9.0,16.0,0,,11074.0,0.0,0.0,"0.62,0.50"
16,,,,第3节,-5.5,0.91,5.5,0.83,151.5,0.83,151.5,0.91,151.5,3.0,,,4.0,3.0,11.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,37.0,0.0,1,9.0,16.0,0,,21077.0,0.0,0.0,
17,,,,第3节,-5.5,0.91,5.5,0.83,151.5,0.83,151.5,0.91,151.5,3.0,,,4.0,3.0,11.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,37.0,0.0,1,9.0,3.0,0,,21077.0,0.0,0.0,
18,,,,第3节,-5.5,0.91,4.5,0.83,151.5,0.83,151.5,0.91,4.5,3.0,,,4.0,3.0,11.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,37.0,0.0,1,9.0,3.0,0,,21077.0,0.0,0.0,
19,,,,第3节,-4.5,0.91,4.5,0.83,151.5,0.87,151.5,0.87,-4.5,3.0,,,4.0,3.0,11.0,12.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,37.0,0.0,1,8.0,53.0,0,,21077.0,0.0,0.0,
20,,,,第3节,-4.5,0.91,4.5,0.83,151.5,0.87,151.5,0.87,-4.5,3.0,,,4.0,3.0,11.0,13.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,40.0,42.0,0.0,1,8.0,53.0,0,,21074.0,0.0,0.0,"0.34,0.55"
21,,,,第3节,-4.5,0.91,4.5,0.83,151.5,0.87,151.5,0.87,-4.5,3.0,,,4.0,3.0,11.0,13.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,42.0,37.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0,
22,,,,第3节,-4.5,0.91,5.5,0.83,151.5,0.87,151.5,0.87,5.5,3.0,,,4.0,3.0,11.0,13.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,42.0,37.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0,
23,,,,第3节,-5.5,0.91,5.5,0.83,151.5,0.87,153.5,0.91,-5.5,3.0,,,4.0,3.0,11.0,13.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,42.0,37.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0,
24,,,,第3节,-5.5,0.91,5.5,0.83,153.5,0.83,153.5,0.91,153.5,3.0,,,4.0,3.0,11.0,13.0,3.0,7.0,5.0,5,0.0,0.0,100.0,100.0,42.0,37.0,0.0,1,8.0,53.0,0,,11077.0,0.0,0.0,
25,,,,第3节,-5.5,0.91,5.5,0.83,153.5,0.83,153.5,0.91,153.5,3.0,,,4.0,3.0,11.0,13.0,3.0,7.0,5.0,5,1.0,0.0,100.0,100.0,42.0,37.0,0.0,1,8.0,53.0,0,,11086.0,0.0,0.0,
