,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,155.5,0.8,155.5,0.8695652173913043,,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,4.0,7.0,42.9,100.0,26,16,0,1,0.0,29.0,1,20180922171958,21077
1,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,154.5,0.8333333333333334,154.5,0.8333333333333334,,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,4.0,7.0,42.9,100.0,26,16,0,1,0.0,20.0,1,20180922172006.0,21077
2,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8695652173913043,153.5,0.8,,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,4.0,7.0,42.9,100.0,26,16,0,1,0.0,12.0,1,20180922172014.0,21077
3,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,4.0,7.0,42.9,100.0,26,16,0,1,0.0,8.0,0.0,20180922172018.0,21077
4,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,4.0,7.0,42.9,100.0,26,16,0,1,0.0,8.0,0.0,20180922172021.0,11086.0
5,,,,1.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,154.5,0.8695652173913043,154.5,0.8,30.0,,1:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,100.0,26,16,0,1,0.0,8.0,0.0,20180922172022.0,21078.0
6,,,,1.0,24.5,0.8,-24.5,0.8695652173913043,154.5,0.8333333333333334,154.5,0.8333333333333334,30.0,,1:2^2:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,50.0,26,16,0,1,0.0,8.0,0.0,20180922172041.0,21080^21078
7,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,29.0,,2:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,33.3,26,16,0,1,0.0,8.0,1.0,20180922172057.0,21080.0
8,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8,153.5,0.8695652173913043,29.0,,2:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,33.3,26,16,0,1,0.0,0.0,0.0,20180922172105.0,21080.0
9,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,153.5,0.8,153.5,0.8695652173913043,28.0,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,33.3,26,16,0,1,0.0,0.0,0.0,20180922172107.0,11077.0
10,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,153.5,0.8,153.5,0.8695652173913043,28.0,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,33.3,26,16,0,1,0.0,0.0,0.0,20180922172107.0,11077.0
11,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,153.5,0.8,153.5,0.8695652173913043,28.0,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,33.3,26,16,0,1,0.0,0.0,0.0,20180922172108.0,21086.0
12,,,,1.0,27.5,0.8,-27.5,0.8695652173913043,154.5,0.8695652173913043,154.5,0.8,28.0,,1:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,7.0,42.9,33.3,26,16,0,1,0.0,0.0,0.0,20180922172109.0,11078.0
13,,,,1.0,26.5,0.8333333333333334,-26.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,29.0,,1:2^2:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,8.0,37.5,33.3,26,16,0,1,0.0,0.0,0.0,20180922172128.0,11080^11078
14,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,153.5,0.8333333333333334,153.5,0.8333333333333334,28.0,,2:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,8.0,33.3,33.3,26,16,0,1,0.0,0.0,1.0,20180922172139.0,11080.0
15,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,153.5,0.8333333333333334,153.5,0.8333333333333334,28.0,,2:2,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,8.0,33.3,33.3,26,16,0,1,0.0,0.0,1.0,20180922172140.0,11080.0
16,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,29.0,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,8.0,33.3,33.3,26,16,0,1,0.0,0.0,1.0,20180922172141.0,21077.0
17,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,153.5,0.8333333333333334,153.5,0.8333333333333334,28.0,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,8.0,33.3,33.3,26,16,0,1,0.0,4.0,1.0,20180922172143.0,11077.0
18,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8,153.5,0.8695652173913043,29.0,,,,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,8.0,33.3,33.3,26,16,0,1,0.0,0.0,0.0,20180922172149.0,11077.0
19,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8,153.5,0.8695652173913043,29.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,0.0,0.0,0.0,20180922172149.0,1082.0
20,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8,153.5,0.8695652173913043,23.0,,^,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,0.0,0.0,1.0,20180922172353.0,01088^11077
21,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8,153.5,0.8695652173913043,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,59.0,1.0,20180922172354.0,21077.0
22,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,50.0,1.0,20180922172403.0,21077.0
23,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,41.0,1.0,20180922172403.0,21077.0
24,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,35.0,0.0,20180922172417.0,21077.0
25,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,35.0,0.0,20180922172419.0,21077.0
26,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,35.0,1.0,20180922172427.0,21077.0
27,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,26.0,1.0,20180922172436.0,21077.0
28,,,,1.0,24.5,0.8,-24.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,23.0,,,0.0,3.0,1.0,7.0,6.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,16,0,1,9.0,18.0,1.0,20180922172444.0,21077.0
29,,,,1.0,22.5,0.8333333333333334,-22.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,24.0,,,0.0,3.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,18,0,1,9.0,14.0,1.0,20180922172448.0,21074.0
30,,,,1.0,22.5,0.8333333333333334,-22.5,0.8333333333333334,152.5,0.8,152.5,0.8695652173913043,24.0,,,0.0,3.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,18,0,1,9.0,12.0,1.0,20180922172451.0,11077.0
31,,,,1.0,22.5,0.8333333333333334,-22.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,24.0,,,0.0,3.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,18,0,1,9.0,3.0,1.0,20180922172459.0,11077.0
32,,,,1.0,22.5,0.8333333333333334,-22.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,24.0,,,0.0,3.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,26,18,0,1,8.0,58.0,1.0,20180922172504.0,11077.0
33,,,,1.0,24.5,0.8695652173913043,-24.5,0.8,154.5,0.8,154.5,0.8695652173913043,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,29,18,0,1,8.0,52.0,1.0,20180922172510.0,11075.0
34,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,29,18,0,1,8.0,46.0,1.0,20180922172516.0,21077.0
35,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8,153.5,0.8695652173913043,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,29,18,0,1,8.0,37.0,1.0,20180922172525.0,21077.0
36,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8695652173913043,152.5,0.8,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,29,18,0,1,8.0,36.0,0.0,20180922172526.0,21077.0
37,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8695652173913043,152.5,0.8,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,5.0,0.0,33.3,33.3,29,18,0,1,8.0,36.0,0.0,20180922172530.0,11086.0
38,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8695652173913043,152.5,0.8,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,18,0,1,8.0,36.0,0.0,20180922172532.0,11086.0
39,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,18,0,1,8.0,41.0,0.0,20180922172533.0,11086.0
40,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,18,0,1,8.0,39.0,0.0,20180922172534.0,11086.0
41,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,18,0,1,8.0,39.0,1.0,20180922172552.0,11086.0
42,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,18,0,1,8.0,39.0,1.0,20180922172553.0,21077.0
43,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,22.0,,,0.0,4.0,1.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,18,0,1,8.0,30.0,1.0,20180922172601.0,21077.0
44,,,,1.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,155.5,0.8333333333333334,155.5,0.8333333333333334,24.0,,,0.0,4.0,2.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,21,0,1,8.0,26.0,1.0,20180922172605.0,21075.0
45,,,,1.0,22.5,0.8,-22.5,0.8695652173913043,155.5,0.8333333333333334,155.5,0.8333333333333334,24.0,,,0.0,4.0,2.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,21,0,1,8.0,23.0,1.0,20180922172608.0,11077.0
46,,,,1.0,21.5,0.8695652173913043,-21.5,0.8,154.5,0.8695652173913043,154.5,0.8,24.0,,,0.0,4.0,2.0,7.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,29,21,0,1,8.0,14.0,1.0,20180922172617.0,11077.0
47,,,,1.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,156.5,0.8695652173913043,156.5,0.8,22.0,,,0.0,4.0,2.0,8.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,31,21,0,1,8.0,10.0,1.0,20180922172621.0,11074.0
48,,,,1.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,24.0,,,0.0,4.0,2.0,8.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,31,21,0,1,8.0,9.0,1.0,20180922172622.0,21077.0
49,,,,1.0,23.5,0.8,-23.5,0.8695652173913043,156.5,0.8333333333333334,156.5,0.8333333333333334,23.0,,,0.0,4.0,2.0,8.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,31,21,0,1,8.0,0.0,1.0,20180922172630.0,21077.0
50,,,,1.0,23.5,0.8,-23.5,0.8695652173913043,155.5,0.8333333333333334,155.5,0.8333333333333334,23.0,,,0.0,4.0,2.0,8.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,31,21,0,1,7.0,52.0,1.0,20180922172639.0,21077.0
51,,,,1.0,22.5,0.8695652173913043,-22.5,0.8,155.5,0.8,155.5,0.8695652173913043,23.0,,,0.0,4.0,2.0,8.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,31,21,0,1,7.0,43.0,1.0,20180922172647.0,21077.0
52,,,,1.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,22.0,,,0.0,4.0,2.0,8.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,31,21,0,1,7.0,39.0,1.0,20180922172652.0,11077.0
53,,,,1.0,25.5,0.8,-25.5,0.8695652173913043,156.5,0.8333333333333334,156.5,0.8333333333333334,20.0,,,0.0,4.0,2.0,9.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,33,21,0,1,7.0,31.0,1.0,20180922172700.0,11074.0
54,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,20.0,,,0.0,4.0,2.0,9.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,33,21,0,1,7.0,30.0,1.0,20180922172701.0,21077.0
55,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,155.5,0.8695652173913043,155.5,0.8,20.0,,,0.0,4.0,2.0,9.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,33,21,0,1,7.0,22.0,1.0,20180922172709.0,21077.0
56,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,155.5,0.8695652173913043,155.5,0.8,20.0,,,0.0,4.0,2.0,9.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,33,21,0,1,7.0,21.0,1.0,20180922172709.0,21077.0
57,,,,1.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,,0.0,4.0,2.0,9.0,7.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,33,21,0,1,7.0,13.0,1.0,20180922172718.0,21077.0
58,,,,1.0,22.5,0.8333333333333334,-22.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,22.0,,,0.0,4.0,2.0,9.0,8.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,33,23,0,1,7.0,12.0,1.0,20180922172720.0,21074.0
59,,,,1.0,23.5,0.8,-23.5,0.8695652173913043,157.5,0.8,157.5,0.8695652173913043,21.0,,,0.0,4.0,2.0,9.0,8.0,3.0,1.0,5,4.0,1.0,0.0,33.3,33.3,33,23,0,1,7.0,9.0,1.0,20180922172722.0,11077.0
