,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.47
1,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.47
2,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.47
3,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.47
4,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.47
5,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.47
6,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.47
7,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.47
8,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.47
9,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.47
10,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.47
11,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.47
12,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,1087.0,0.0,0.47
13,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,0,,11077.0,0.0,0.47
14,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.47
15,,,,第1节,,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,47.0,0,,21077.0,0.0,0.47
16,,,,第1节,151.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,151.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,47.0,0,,21077.0,0.0,0.47
17,,,,第1节,151.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,151.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,39.0,0,,21077.0,0.0,0.47
18,,,,第1节,151.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,151.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,39.0,0,,21086.0,0.0,0.47
19,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
20,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,1.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
21,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,1.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
22,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,1.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
23,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,1.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
24,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,1.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
25,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,1.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
26,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
27,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
28,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
29,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
30,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.47
31,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,28.0,0,,11077.0,0.0,0.47
32,,,,第1节,149.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,149.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,28.0,0,,21077.0,0.0,0.47
33,,,,第1节,149.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,149.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,11.0,0,,11077.0,0.0,0.47
34,,,,第1节,148.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,148.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,11.0,0,,11077.0,0.0,0.47
35,,,,第1节,148.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,148.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.47
36,,,,第1节,147.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,147.5,1.0,,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.47
37,,,,第1节,147.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,147.5,1.0,0.0,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.47
38,,,,第1节,147.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,147.5,1.0,1.5,,,0.0,0.0,0.0,5.0,1.0,0.0,,,0.0,1,8.0,GD,56.0,0,,21077.0,0.0,0.47
39,,,,第1节,147.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,147.5,1.0,1.5,,,1.0,0.0,0.0,5.0,1.0,0.0,,3.0,0.0,1,8.0,GD,56.0,0,,21075.0,0.0,0.47
40,,,,第1节,147.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,147.5,1.0,1.5,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,56.0,0,,11077.0,0.0,0.47
41,,,,第1节,147.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,147.5,1.0,1.5,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,47.0,0,,11077.0,0.0,0.47
42,,,,第1节,-2.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,-2.5,1.0,1.5,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,47.0,0,,11077.0,0.0,0.47
43,,,,第1节,2.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,2.5,1.0,1.5,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,47.0,0,,11077.0,0.0,0.47
44,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,1.5,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,47.0,0,,11077.0,0.0,0.47
45,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,0.63,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,47.0,0,,11077.0,0.0,0.47
46,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,1.2,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,46.0,0,,11077.0,0.0,0.47
47,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,1.2,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,46.0,0,,11077.0,0.0,0.47
48,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,1.2,,,1.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,1,8.0,GD,37.0,0,,11077.0,0.0,0.47
49,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,1.2,,,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,1,8.0,GD,37.0,0,,21086.0,0.0,0.47
50,,,,第1节,150.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,150.5,1.0,0.8,,,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,1,8.0,GD,37.0,0,,11077.0,0.0,0.47
51,,,,第1节,149.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,149.5,1.0,0.87,,,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,1,8.0,GD,37.0,0,,11077.0,0.0,0.47
52,,,,第1节,149.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,149.5,1.0,0.87,,,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,1,8.0,GD,25.0,0,,11077.0,0.0,0.47
53,,,,第1节,148.5,4.5,0.83,-4.5,0.83,152.5,0.83,152.5,0.83,148.5,1.0,0.87,,,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,1,8.0,GD,25.0,0,,11077.0,0.0,0.47
