,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-14.5,0.8333333333333334,14.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,15.0,0,20181020135633,11081
1,,,4.0,-14.5,0.8333333333333334,14.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,17.0,0,20181020135641.0,11081
2,,,4.0,-14.5,0.8333333333333334,14.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,19.0,0,20181020135641.0,11081
3,,,4.0,-14.5,0.8333333333333334,14.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,,^,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,19.0,0,20181020135729.0,11077^11077
4,,,4.0,-14.5,0.8333333333333334,14.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,19.0,0,20181020135747.0,11077.0
5,,,4.0,-15.5,0.9090909090909091,15.5,0.7692307692307693,146.5,0.7692307692307693,146.5,0.9090909090909091,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,19.0,1.0,20181020135753.0,11077.0
6,,,4.0,-15.5,0.9090909090909091,15.5,0.7692307692307693,145.5,1.0,145.5,0.7142857142857143,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,15.0,0.0,20181020135753.0,11077.0
7,,,4.0,-15.5,0.9090909090909091,15.5,0.7692307692307693,145.5,0.8695652173913043,145.5,0.8,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,11.0,0.0,20181020135756.0,11077.0
8,,,4.0,-15.5,0.9090909090909091,15.5,0.7692307692307693,145.5,0.8695652173913043,145.5,0.8,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,10.0,0.0,20181020135813.0,11077.0
9,,,4.0,-15.5,0.9090909090909091,15.5,0.7692307692307693,145.5,0.8695652173913043,145.5,0.8,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,10.0,0.0,20181020135815.0,11077.0
10,,,4.0,-15.5,0.9090909090909091,15.5,0.7692307692307693,145.5,0.8695652173913043,145.5,0.8,,,,2,4,21.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,10.0,1.0,20181020135815.0,11077.0
11,,,4.0,-15.5,0.9090909090909091,15.5,0.7692307692307693,145.5,0.8695652173913043,145.5,0.8,,,,2,4,22.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,10.0,1.0,20181020135815.0,21077.0
12,,,4.0,-13.5,0.9090909090909091,13.5,0.7692307692307693,145.5,0.8333333333333334,145.5,0.8333333333333334,,,,2,4,22.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,5.0,5.0,1.0,20181020135822.0,11077.0
13,,,4.0,-13.5,0.9090909090909091,13.5,0.7692307692307693,146.5,1.0,146.5,0.7142857142857143,,,,2,4,22.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,55.0,72,0,1,4.0,56.0,1.0,20181020135830.0,11077.0
14,,,4.0,-12.5,0.9090909090909091,12.5,0.7692307692307693,148.5,0.9090909090909091,148.5,0.7692307692307693,7.0,^,,2,4,23.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,59.0,72,0,1,4.0,54.0,1.0,20181020135833.0,11074^21077
15,,,4.0,-12.5,0.9090909090909091,12.5,0.7692307692307693,148.5,0.9090909090909091,148.5,0.7692307692307693,7.0,,,2,4,23.0,24.0,7.0,12.0,0.0,4,2.0,5.0,58.3,85.7,59.0,72,0,1,4.0,54.0,1.0,20181020135834.0,21077.0
