,AM,AS,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
41,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,196.5,0.8,196.5,0.9523809523809523,,12.0,,,,15.0,4.0,19.0,22.0,14.0,9.0,3.0,1.0,2.0,0.0,87.5,90.0,97,65.0,0,1,7.0,57.0,1.0,20181020020213.0,11077.0
42,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,195.5,0.8695652173913043,195.5,0.8695652173913043,,12.0,,,,15.0,4.0,19.0,22.0,14.0,9.0,3.0,1.0,2.0,0.0,87.5,90.0,97,65.0,0,1,7.0,48.0,1.0,20181020020221.0,11077.0
43,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,195.5,0.8695652173913043,195.5,0.8695652173913043,,12.0,,,,15.0,4.0,20.0,22.0,14.0,9.0,3.0,1.0,2.0,0.0,87.5,90.0,97,65.0,0,1,7.0,48.0,1.0,20181020020221.0,21077.0
44,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,196.5,0.8695652173913043,196.5,0.8695652173913043,,12.0,,,,15.0,4.0,20.0,22.0,14.0,9.0,3.0,1.0,2.0,0.0,87.5,90.0,97,65.0,0,1,7.0,36.0,1.0,20181020020233.0,21077.0
45,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,196.5,0.8333333333333334,196.5,0.9090909090909091,,12.0,,,,15.0,4.0,20.0,22.0,14.0,9.0,3.0,1.0,2.0,0.0,87.5,90.0,97,65.0,0,1,7.0,32.0,0.0,20181020020237.0,21077.0
46,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,196.5,0.8333333333333334,196.5,0.9090909090909091,,12.0,,,,15.0,4.0,20.0,22.0,14.0,9.0,3.0,1.0,2.0,0.0,87.5,90.0,97,65.0,0,1,7.0,33.0,0.0,20181020020241.0,21077.0
47,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,196.5,0.8,196.5,0.9523809523809523,,12.0,^,,,15.0,4.0,20.0,22.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,97,65.0,0,1,7.0,31.0,0.0,20181020020251.0,11086^21077
48,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,196.5,0.8,196.5,0.9523809523809523,,12.0,^,,,15.0,4.0,20.0,22.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,97,65.0,0,1,7.0,31.0,1.0,20181020020256.0,11086^21077
49,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,195.5,0.8695652173913043,195.5,0.8695652173913043,,12.0,^,,,15.0,4.0,20.0,22.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,97,65.0,0,1,7.0,22.0,1.0,20181020020304.0,11086^21077
50,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,197.5,0.8333333333333334,197.5,0.9090909090909091,,12.0,^,,,15.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,99,67.0,0,1,7.0,19.0,1.0,20181020020308.0,21074^11077
51,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,197.5,0.8333333333333334,197.5,0.9090909090909091,,12.0,,,,15.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,99,67.0,0,1,7.0,19.0,1.0,20181020020309.0,11077.0
52,,,,4.0,28.5,0.8333333333333334,-28.5,0.9090909090909091,196.5,0.9090909090909091,196.5,0.8333333333333334,,12.0,,,,15.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,99,67.0,0,1,7.0,10.0,1.0,20181020020317.0,11077.0
53,,,,4.0,28.5,0.9090909090909091,-28.5,0.8333333333333334,196.5,0.8,196.5,0.9523809523809523,,12.0,,,,15.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,99,67.0,0,1,7.0,2.0,1.0,20181020020325.0,11077.0
54,,,,4.0,30.5,0.9090909090909091,-30.5,0.8333333333333334,199.5,0.8,199.5,0.9523809523809523,,12.0,,,,16.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,102,67.0,0,1,7.0,2.0,1.0,20181020020326.0,21077.0
55,,,,4.0,30.5,0.9090909090909091,-30.5,0.8333333333333334,198.5,0.8695652173913043,198.5,0.8695652173913043,,12.0,,,,16.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,102,67.0,0,1,6.0,53.0,1.0,20181020020334.0,21077.0
56,,,,4.0,30.5,0.9523809523809523,-30.5,0.8,197.5,1.0,197.5,0.7692307692307693,,12.0,,,,16.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,102,67.0,0,1,6.0,45.0,1.0,20181020020342.0,21077.0
57,,,,4.0,30.5,0.9523809523809523,-30.5,0.8,197.5,1.0,197.5,0.7692307692307693,,12.0,,,,16.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,102,67.0,0,1,6.0,42.0,1.0,20181020020345.0,11077.0
58,,,,4.0,30.5,0.9523809523809523,-30.5,0.8,197.5,0.7692307692307693,197.5,1.0,,12.0,,,,16.0,4.0,20.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,102,67.0,0,1,6.0,33.0,1.0,20181020020354.0,11077.0
59,,,,4.0,32.5,1.0,-32.5,0.7692307692307693,198.5,0.8695652173913043,198.5,0.8695652173913043,,12.0,^,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,27.0,1.0,20181020020400.0,11074^21077
60,,,,4.0,32.5,1.0,-32.5,0.7692307692307693,198.5,0.8695652173913043,198.5,0.8695652173913043,,12.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,27.0,1.0,20181020020401.0,21077.0
61,,,,4.0,33.5,0.7692307692307693,-33.5,1.0,198.5,0.7692307692307693,198.5,1.0,,12.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,18.0,1.0,20181020020409.0,21077.0
62,,,,4.0,33.5,0.8,-33.5,0.9523809523809523,197.5,0.8695652173913043,197.5,0.8695652173913043,,12.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,10.0,1.0,20181020020418.0,21077.0
63,,,,4.0,33.5,0.8,-33.5,0.9523809523809523,197.5,0.7692307692307693,197.5,1.0,,12.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,6.0,1.0,20181020020422.0,21095.0
64,,,,4.0,34.5,0.8,-34.5,0.9523809523809523,197.5,0.7692307692307693,197.5,1.0,,10.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,6.0,1.0,20181020020422.0,11077.0
65,,,,4.0,34.5,0.8333333333333334,-34.5,0.9090909090909091,195.5,1.0,195.5,0.7692307692307693,,10.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,49.0,1.0,20181020020439.0,11077.0
66,,,,4.0,34.5,0.8333333333333334,-34.5,0.9090909090909091,195.5,0.9523809523809523,195.5,0.8,,10.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,48.0,1.0,20181020020439.0,11077.0
67,,,,4.0,33.5,0.8333333333333334,-33.5,0.9090909090909091,195.5,0.9523809523809523,195.5,0.8,,9.0,,,,16.0,4.0,21.0,23.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,67.0,0,1,6.0,48.0,1.0,20181020020440.0,21077.0
68,,,,4.0,32.5,0.8333333333333334,-32.5,0.9090909090909091,197.5,0.8695652173913043,197.5,0.8695652173913043,,9.0,^,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,43.0,1.0,20181020020444.0,21074^11077
69,,,,4.0,32.5,0.8333333333333334,-32.5,0.9090909090909091,197.5,0.8695652173913043,197.5,0.8695652173913043,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,43.0,1.0,20181020020445.0,11077.0
70,,,,4.0,32.5,0.8695652173913043,-32.5,0.8695652173913043,196.5,1.0,196.5,0.7692307692307693,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,34.0,1.0,20181020020453.0,11077.0
71,,,,4.0,32.5,0.8695652173913043,-32.5,0.8695652173913043,196.5,0.8695652173913043,196.5,0.8695652173913043,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,30.0,1.0,20181020020458.0,11095.0
72,,,,4.0,31.5,0.8695652173913043,-31.5,0.8695652173913043,196.5,0.8695652173913043,196.5,0.8695652173913043,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,29.0,1.0,20181020020458.0,21077.0
73,,,,4.0,31.5,0.8695652173913043,-31.5,0.8695652173913043,195.5,1.0,195.5,0.7692307692307693,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,20.0,1.0,20181020020507.0,21077.0
74,,,,4.0,31.5,0.8695652173913043,-31.5,0.8695652173913043,195.5,0.9523809523809523,195.5,0.8,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,19.0,1.0,20181020020508.0,21094.0
75,,,,4.0,32.5,0.8695652173913043,-32.5,0.8695652173913043,195.5,0.9523809523809523,195.5,0.8,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,19.0,1.0,20181020020509.0,11077.0
76,,,,4.0,32.5,0.9090909090909091,-32.5,0.8333333333333334,195.5,0.8,195.5,0.9523809523809523,,9.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,104,69.0,0,1,6.0,10.0,1.0,20181020020517.0,11077.0
77,,,,4.0,33.5,0.9090909090909091,-33.5,0.8333333333333334,196.5,0.9523809523809523,196.5,0.8,,8.0,,,,16.0,4.0,21.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,106,69.0,0,1,6.0,5.0,1.0,20181020020523.0,11077.0
78,,,,4.0,33.5,0.9090909090909091,-33.5,0.8333333333333334,196.5,0.9523809523809523,196.5,0.8,,8.0,,,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,106,69.0,0,1,6.0,5.0,1.0,20181020020523.0,21077.0
79,,,,4.0,33.5,0.9090909090909091,-33.5,0.8333333333333334,196.5,0.9090909090909091,196.5,0.8333333333333334,,8.0,,,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,3.0,0.0,87.5,90.0,106,69.0,0,1,6.0,2.0,0.0,20181020020526.0,21077.0
80,,,,4.0,33.5,0.9090909090909091,-33.5,0.8333333333333334,196.5,0.9090909090909091,196.5,0.8333333333333334,,8.0,^,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,6.0,2.0,0.0,20181020020538.0,11086^21077
81,,,,4.0,33.5,0.9090909090909091,-33.5,0.8333333333333334,196.5,0.9090909090909091,196.5,0.8333333333333334,,8.0,^,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,6.0,2.0,1.0,20181020020544.0,11086^21077
82,,,,4.0,33.5,0.9523809523809523,-33.5,0.8,196.5,0.9090909090909091,196.5,0.8333333333333334,,7.0,^,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,4.0,53.0,1.0,20181020020553.0,11086^21077
83,,,,4.0,33.5,1.0,-33.5,0.7692307692307693,196.5,0.9090909090909091,196.5,0.8333333333333334,,7.0,,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,4.0,48.0,1.0,20181020020558.0,21094.0
84,,,,4.0,34.5,0.9523809523809523,-34.5,0.8,196.5,0.9090909090909091,196.5,0.8333333333333334,,6.0,,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,4.0,48.0,1.0,20181020020558.0,11077.0
85,,,,4.0,35.5,0.7692307692307693,-35.5,1.0,196.5,0.9090909090909091,196.5,0.8333333333333334,,6.0,,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,4.0,35.0,1.0,20181020020611.0,11095.0
86,,,,4.0,34.5,0.8,-34.5,0.9523809523809523,196.5,0.9090909090909091,196.5,0.8333333333333334,,7.0,,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,4.0,26.0,1.0,20181020020620.0,21077.0
87,,,,4.0,34.5,0.8,-34.5,0.9523809523809523,196.5,0.9090909090909091,196.5,0.8333333333333334,,7.0,,1.0,,16.0,4.0,22.0,24.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,69.0,0,1,4.0,25.0,1.0,20181020020621.0,21095.0
88,,,,4.0,33.5,0.8,-33.5,0.9523809523809523,196.5,0.9090909090909091,196.5,0.8333333333333334,,7.0,^,1.0,,16.0,4.0,22.0,25.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,71.0,0,1,4.0,20.0,1.0,20181020020626.0,21074^11077
89,,,,4.0,33.5,0.8,-33.5,0.9523809523809523,196.5,0.9090909090909091,196.5,0.8333333333333334,,7.0,,1.0,,16.0,4.0,22.0,25.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,71.0,0,1,4.0,19.0,1.0,20181020020627.0,11077.0
90,,,,4.0,33.5,0.8333333333333334,-33.5,0.9090909090909091,196.5,0.9090909090909091,196.5,0.8333333333333334,,7.0,,1.0,,16.0,4.0,22.0,25.0,14.0,9.0,3.0,1.0,4.0,0.0,87.5,90.0,106,71.0,0,1,4.0,10.0,1.0,20181020020635.0,11077.0
