,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
18,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
19,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
20,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
21,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
22,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
23,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
24,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
25,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
26,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,,,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11077.0,0.0,0.0
27,,,,第1节,9.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,9.5,1.0,,1:2,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11078.0,0.0,0.0
28,,,,第1节,-9.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-9.5,1.0,,1:2,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11078.0,0.0,0.0
29,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,,1:2,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11078.0,0.0,0.0
30,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,1:2,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11078.0,0.0,0.0
31,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,1:2,,,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11079.0,0.0,0.0
32,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,2:2,0.0,1.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11078.0,0.0,0.0
33,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.8,2:2,0.0,1.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11078.0,0.0,0.0
34,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,2:2,0.0,1.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11078.0,0.0,0.0
35,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,2:2,0.0,1.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,11079.0,0.0,0.0
36,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
37,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
38,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
39,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
40,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
41,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
42,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,1.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
43,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
44,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
45,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
46,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
47,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
48,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,0.0,9.0,GD,31.0,0.0,20180519130153.0,21077.0,0.0,0.0
49,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,0.0,9.0,GD,29.0,1.0,20180519130235.0,21077.0,0.0,0.0
50,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1.0,9.0,GD,29.0,1.0,20180519130235.0,21077.0,0.0,0.0
51,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1.0,9.0,GD,20.0,0.0,20180519130244.0,21077.0,0.0,0.0
52,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.87,,0.0,2.0,0.0,1.0,9.0,GD,20.0,0.0,20180519130244.0,11086.0,0.0,0.0
53,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.87,,0.0,2.0,0.0,1.0,9.0,GD,20.0,0.0,20180519130244.0,21077.0,0.0,0.0
54,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.87,,0.0,2.0,0.0,0.0,9.0,GD,20.0,0.0,20180519130244.0,21077.0,0.0,0.0
55,,,,第1节,8.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,8.5,1.0,0.87,,0.0,2.0,0.0,0.0,9.0,GD,20.0,0.0,20180519130244.0,21077.0,0.0,0.0
56,,,,第1节,-8.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-8.5,1.0,0.8,,0.0,2.0,0.0,1.0,9.0,GD,19.0,1.0,20180519130259.0,21077.0,0.0,0.0
57,,,,第1节,-8.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-8.5,1.0,0.8,,0.0,2.0,0.0,1.0,9.0,GD,19.0,1.0,20180519130259.0,21077.0,0.0,0.0
58,,,,第1节,-8.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-8.5,1.0,0.8,,0.0,2.0,0.0,1.0,9.0,GD,12.0,1.0,20180519130306.0,21077.0,0.0,0.0
59,,,,第1节,-8.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-8.5,1.0,0.8,,0.0,2.0,0.0,1.0,9.0,GD,12.0,1.0,20180519130306.0,21077.0,0.0,0.0
60,,,,第1节,-8.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-8.5,1.0,0.8,,0.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180519130312.0,21077.0,0.0,0.0
61,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,0.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180519130312.0,21077.0,0.0,0.0
62,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,0.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180519130312.0,21075.0,0.0,0.0
63,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180519130312.0,11077.0,0.0,0.0
64,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130315.0,11077.0,0.0,0.0
65,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,1.0,1.0,9.0,GD,4.0,1.0,20180519130315.0,11077.0,0.0,0.0
66,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,1.0,1.0,9.0,GD,4.0,1.0,20180519130315.0,11077.0,0.0,0.0
67,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,1.0,1.0,9.0,GD,4.0,1.0,20180519130315.0,11077.0,0.0,0.0
68,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,1.0,1.0,9.0,GD,4.0,1.0,20180519130315.0,11077.0,0.0,0.0
69,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,1.0,1.0,9.0,GD,4.0,1.0,20180519130315.0,11077.0,0.0,0.0
70,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,1.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
71,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
72,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
73,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
74,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
75,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
76,,,,第1节,10.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,10.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
77,,,,第1节,-10.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-10.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
78,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.8,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
79,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.0,,3.0,2.0,0.0,1.0,9.0,GD,4.0,1.0,20180519130316.0,11077.0,0.0,0.0
80,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.0,,3.0,2.0,0.0,1.0,9.0,GD,3.0,1.0,20180519130318.0,11077.0,0.0,0.0
81,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.0,,3.0,2.0,0.0,1.0,9.0,GD,3.0,0.0,20180519130318.0,11077.0,0.0,0.0
82,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,56.0,0.0,20180519130322.0,11077.0,0.0,0.0
83,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,56.0,0.0,20180519130322.0,21086.0,0.0,0.0
84,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.83,,3.0,2.0,0.0,1.0,8.0,GD,56.0,0.0,20180519130322.0,11077.0,0.0,0.0
85,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.83,,3.0,2.0,0.0,1.0,8.0,GD,56.0,0.0,20180519130322.0,11077.0,0.0,0.0
86,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,56.0,0.0,20180519130322.0,11077.0,0.0,0.0
87,,,,第1节,151.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,151.5,1.0,0.0,,3.0,2.0,0.0,0.0,8.0,GD,56.0,0.0,20180519130322.0,11077.0,0.0,0.0
88,,,,第1节,150.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,150.5,1.0,0.0,,3.0,2.0,0.0,0.0,8.0,GD,56.0,0.0,20180519130322.0,11077.0,0.0,0.0
89,,,,第1节,150.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,150.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,55.0,1.0,20180519130338.0,11077.0,0.0,0.0
90,,,,第1节,150.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,150.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,55.0,1.0,20180519130338.0,21077.0,0.0,0.0
91,,,,第1节,150.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,150.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,43.0,1.0,20180519130350.0,21077.0,0.0,0.0
92,,,,第1节,150.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,150.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,43.0,1.0,20180519130350.0,21077.0,0.0,0.0
93,,,,第1节,150.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,150.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,43.0,1.0,20180519130351.0,21077.0,0.0,0.0
94,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,43.0,1.0,20180519130351.0,21077.0,0.0,0.0
95,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,33.0,1.0,20180519130400.0,21077.0,0.0,0.0
96,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,33.0,0.0,20180519130400.0,21077.0,0.0,0.0
97,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,24.0,0.0,20180519130409.0,21077.0,0.0,0.0
98,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,24.0,1.0,20180519130409.0,21077.0,0.0,0.0
99,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,24.0,1.0,20180519130423.0,21077.0,0.0,0.0
100,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,24.0,1.0,20180519130423.0,21077.0,0.0,0.0
101,,,,第1节,149.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,23.0,1.0,20180519130424.0,21077.0,0.0,0.0
102,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,23.0,1.0,20180519130424.0,21077.0,0.0,0.0
103,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,20.0,0.0,20180519130427.0,21077.0,0.0,0.0
104,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,20.0,0.0,20180519130427.0,21077.0,0.0,0.0
105,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,19.0,1.0,20180519130446.0,21077.0,0.0,0.0
106,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,19.0,1.0,20180519130446.0,11077.0,0.0,0.0
107,,,,第1节,148.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,148.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,9.0,1.0,20180519130453.0,11077.0,0.0,0.0
108,,,,第1节,9.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,9.5,1.0,0.87,,3.0,2.0,0.0,1.0,8.0,GD,9.0,1.0,20180519130453.0,11077.0,0.0,0.0
109,,,,第1节,-9.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-9.5,1.0,0.8,,3.0,2.0,0.0,1.0,8.0,GD,9.0,1.0,20180519130453.0,11077.0,0.0,0.0
110,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.8,,3.0,2.0,0.0,1.0,8.0,GD,9.0,1.0,20180519130453.0,11077.0,0.0,0.0
111,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,9.0,1.0,20180519130453.0,11077.0,0.0,0.0
112,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,9.0,1.0,20180519130455.0,11077.0,0.0,0.0
113,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,9.0,1.0,20180519130455.0,21077.0,0.0,0.0
114,,,,第1节,147.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,147.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180519130501.0,21077.0,0.0,0.0
115,,,,第1节,10.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,10.5,1.0,0.83,,3.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180519130501.0,21077.0,0.0,0.0
116,,,,第1节,-10.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,-10.5,1.0,0.83,,3.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180519130501.0,21077.0,0.0,0.0
117,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.83,,3.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180519130501.0,21077.0,0.0,0.0
118,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180519130501.0,21077.0,0.0,0.0
119,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180519130503.0,21077.0,0.0,0.0
120,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.0,,3.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180519130503.0,21077.0,0.0,0.0
121,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.0,,3.0,2.0,0.0,1.0,7.0,GD,55.0,1.0,20180519130515.0,21077.0,0.0,0.0
122,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.8,,3.0,2.0,0.0,1.0,7.0,GD,55.0,1.0,20180519130515.0,21077.0,0.0,0.0
123,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.87,,3.0,2.0,0.0,1.0,7.0,GD,55.0,1.0,20180519130515.0,21075.0,0.0,0.0
124,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.87,,6.0,2.0,0.0,1.0,7.0,GD,55.0,1.0,20180519130515.0,11077.0,0.0,0.0
125,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.87,,6.0,2.0,0.0,1.0,7.0,GD,49.0,1.0,20180519130521.0,11077.0,0.0,0.0
126,,,,第1节,146.5,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,146.5,1.0,0.83,,6.0,2.0,0.0,1.0,7.0,GD,49.0,1.0,20180519130521.0,11077.0,0.0,0.0
