,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
1,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
2,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
3,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
4,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
5,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
6,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
7,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
8,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
9,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
10,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
11,,,,第1节,-2.5,0.8,2.5,0.87,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
12,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
13,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
14,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
15,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
16,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
17,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
18,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
19,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
20,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
21,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
22,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
23,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
24,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
25,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
26,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
27,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
28,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
29,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
30,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,1,1,10,,0,0,,,0.63,1.2,
31,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
32,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
33,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
34,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
35,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,0,1,10,,0,0,,,0.63,1.2,
36,,,,第1节,-2.5,0.83,2.5,0.83,182.5,0.83,182.5,0.83,,1,,,0,0,0,0,0,0,6,6,0,0,0,0,,,0,1,10,GD,0,0,,1087,0.63,1.2,
