,ED,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,6,13,13,34,11,9,2,5,4,1,68.8,60.0,55,116,0,1,0,0,0,20181021132855,11077
1,,6,13,13,34,11,9,2,5,4,1,68.8,60.0,55,116,0,1,0,0,0,20181021132908.0,11077
2,,6,13,13,34,11,9,2,5,4,1,68.8,60.0,55,116,0,1,0,0,0,20181021132908.0,1084.0
