,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
17,,,,-19.5,0.8333333333333334,19.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,8.0,47.0,1.0,20180913170253.0,21077.0,0.013333333333333334,11.5,
18,,,,-19.5,0.8333333333333334,19.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,8.0,39.0,1.0,20180913170301.0,21077.0,0.015151515151515152,11.0,
19,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0,1,8.0,40.0,1.0,20180913170301.0,21075.0,0.01,14.0,
20,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0,1,8.0,34.0,1.0,20180913170306.0,11077.0,0.01,14.0,
21,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0,1,8.0,25.0,1.0,20180913170314.0,11077.0,0.01,14.0,
22,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0,1,8.0,23.0,1.0,20180913170318.0,11077.0,0.01,14.0,
23,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0,1,8.0,14.0,1.0,20180913170326.0,11077.0,0.01,14.0,
24,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0,1,8.0,10.0,1.0,20180913170331.0,21077.0,0.01,14.0,
25,,,,-23.5,0.8695652173913043,23.5,0.8,150.5,0.8333333333333334,150.5,0.8333333333333334,32.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0,1,8.0,5.0,1.0,20180913170336.0,21074.0,0.006666666666666667,15.0,
26,,,,-23.5,0.8695652173913043,23.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,32.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0,1,7.0,56.0,1.0,20180913170344.0,21074.0,0.006666666666666667,15.0,
27,,,,-22.5,0.8333333333333334,22.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,33.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0,1,7.0,55.0,1.0,20180913170346.0,11077.0,0.006666666666666667,15.0,
28,,,,-22.5,0.8333333333333334,22.5,0.8333333333333334,149.5,0.8,149.5,0.8695652173913043,33.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0,1,7.0,46.0,1.0,20180913170354.0,11077.0,0.006666666666666667,15.0,
29,,,,-21.5,0.8695652173913043,21.5,0.8,151.5,0.8333333333333334,151.5,0.8333333333333334,33.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0,1,7.0,46.0,1.0,20180913170354.0,11074.0,0.011111111111111112,13.0,
30,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,33.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0,1,7.0,44.0,1.0,20180913170357.0,21077.0,0.01,14.0,
31,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,33.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0,1,7.0,38.0,1.0,20180913170405.0,21077.0,0.011111111111111112,13.0,
32,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,33.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0,1,7.0,37.0,1.0,20180913170405.0,21077.0,0.011111111111111112,13.0,
33,,,,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,33.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0,1,7.0,29.0,1.0,20180913170414.0,21077.0,0.011111111111111112,13.0,
34,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0,1,7.0,25.0,1.0,20180913170418.0,21075.0,0.006666666666666667,15.0,
35,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0,1,7.0,21.0,1.0,20180913170421.0,11077.0,0.006666666666666667,15.0,
36,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0,1,7.0,12.0,1.0,20180913170430.0,11077.0,0.006666666666666667,15.0,
37,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0,1,7.0,10.0,0.0,20180913170432.0,11077.0,0.006666666666666667,15.0,
38,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0,1,7.0,10.0,0.0,20180913170434.0,11077.0,0.006666666666666667,15.0,
39,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,0,1,7.0,10.0,0.0,20180913170438.0,11077.0,0.006666666666666667,15.0,
40,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,7.0,10.0,0.0,20180913170439.0,11077.0,0.006666666666666667,15.0,
41,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,7.0,10.0,1.0,20180913170458.0,11077.0,0.006666666666666667,15.0,
42,,,,-23.5,0.8695652173913043,23.5,0.8,151.5,0.8695652173913043,151.5,0.8,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,7.0,3.0,0.0,20180913170506.0,11077.0,0.006666666666666667,15.0,
43,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,7.0,3.0,0.0,20180913170507.0,11077.0,0.006666666666666667,15.0,
44,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,7.0,3.0,1.0,20180913170513.0,11077.0,0.006666666666666667,15.0,
45,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,7.0,1.0,1.0,20180913170517.0,11077.0,0.006666666666666667,15.0,
46,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,6.0,55.0,0.0,20180913170523.0,11077.0,0.006666666666666667,15.0,
47,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,8.0,0,1,6.0,55.0,0.0,20180913170524.0,11086.0,0.006666666666666667,15.0,
48,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,8.0,0,1,6.0,55.0,0.0,20180913170530.0,11086.0,0.006666666666666667,15.0,
49,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,8.0,0,1,6.0,57.0,0.0,20180913170537.0,11086.0,0.006666666666666667,15.0,
50,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,8.0,0,1,6.0,57.0,1.0,20180913170541.0,11086.0,0.006666666666666667,15.0,
51,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,8.0,0,1,6.0,48.0,1.0,20180913170550.0,11086.0,0.006666666666666667,15.0,
52,,,,-24.5,0.8333333333333334,24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,6.0,44.0,1.0,20180913170554.0,21074.0,0.005,16.0,
53,,,,-24.5,0.8333333333333334,24.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,6.0,39.0,1.0,20180913170559.0,11077.0,0.005,16.0,
54,,,,-24.5,0.8333333333333334,24.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,6.0,30.0,1.0,20180913170607.0,11077.0,0.005,16.0,
55,,,,-24.5,0.8333333333333334,24.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,6.0,23.0,1.0,20180913170615.0,21077.0,0.005,16.0,
56,,,,-24.5,0.8333333333333334,24.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,6.0,14.0,1.0,20180913170623.0,21077.0,0.005,16.0,
57,,,,-24.5,0.8333333333333334,24.5,0.8333333333333334,149.5,0.8695652173913043,149.5,0.8,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,6.0,6.0,1.0,20180913170632.0,21077.0,0.005,16.0,
58,,,,-24.5,0.8695652173913043,24.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,5.0,59.0,1.0,20180913170639.0,11077.0,0.006666666666666667,15.0,
59,,,,-24.5,0.8695652173913043,24.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,5.0,50.0,1.0,20180913170647.0,11077.0,0.006666666666666667,15.0,
60,,,,-23.5,0.8,23.5,0.8695652173913043,148.5,0.8,148.5,0.8695652173913043,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,5.0,42.0,1.0,20180913170656.0,11077.0,0.006666666666666667,15.0,
61,,,,-24.5,0.8333333333333334,24.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,5.0,39.0,1.0,20180913170659.0,21077.0,0.005,16.0,
62,,,,-24.5,0.8695652173913043,24.5,0.8,147.5,0.8,147.5,0.8695652173913043,31.0,,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,10.0,0,1,5.0,30.0,1.0,20180913170707.0,21077.0,0.005,16.0,
63,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,27.0,1.0,20180913170711.0,21075.0,0.005,16.0,
64,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,23.0,1.0,20180913170715.0,11077.0,0.005,16.0,
65,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,14.0,1.0,20180913170723.0,11077.0,0.005,16.0,
66,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,12.0,0.0,20180913170726.0,11077.0,0.005,16.0,
67,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,12.0,0.0,20180913170727.0,11077.0,0.005,16.0,
68,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,14.0,0.0,20180913170730.0,11077.0,0.005,16.0,
69,44.0,5.0,,-26.5,0.8333333333333334,26.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,14.0,0.0,20180913170759.0,21081.0,0.005,16.0,
70,44.0,5.0,,-26.5,0.8333333333333334,26.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,^,0.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,14.0,0.0,20180913170801.0,21077^11081,0.005,16.0,^
71,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,14.0,1.0,20180913170937.0,21077.0,0.005,16.0,
72,,,,-26.5,0.8333333333333334,26.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,29.0,,0.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,13.0,0,1,5.0,5.0,1.0,20180913170945.0,21077.0,0.005,16.0,
73,,,,-28.5,0.8695652173913043,28.5,0.8,150.5,0.8333333333333334,150.5,0.8333333333333334,26.0,,0.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,15.0,0,1,4.0,57.0,1.0,20180913170953.0,21074.0,0.005,16.0,
74,,,,-27.5,0.8333333333333334,27.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,28.0,,0.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,15.0,0,1,4.0,53.0,1.0,20180913170957.0,11077.0,0.005,16.0,
75,,,,-27.5,0.8333333333333334,27.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,28.0,,0.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,15.0,0,1,4.0,44.0,1.0,20180913171006.0,11077.0,0.005,16.0,
76,,,,-25.5,0.8,25.5,0.8695652173913043,151.5,0.8695652173913043,151.5,0.8,29.0,,0.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,41.0,1.0,20180913171009.0,11077.0,0.005,16.0,
77,,,,-25.5,0.8,25.5,0.8695652173913043,151.5,0.8695652173913043,151.5,0.8,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,41.0,1.0,20180913171009.0,11074.0,0.005,16.0,
78,,,,-25.5,0.8,25.5,0.8695652173913043,150.5,0.8695652173913043,150.5,0.8,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,28.0,1.0,20180913171022.0,11074.0,0.005,16.0,
79,,,,-25.5,0.8,25.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,20.0,1.0,20180913171030.0,11074.0,0.005,16.0,
80,,,,-25.5,0.8,25.5,0.8695652173913043,149.5,0.8695652173913043,149.5,0.8,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,15.0,0.0,20180913171035.0,11074.0,0.005,16.0,
81,,,,-25.5,0.8,25.5,0.8695652173913043,149.5,0.8695652173913043,149.5,0.8,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,15.0,0.0,20180913171037.0,11074.0,0.005,16.0,
82,,,,-25.5,0.8,25.5,0.8695652173913043,149.5,0.8695652173913043,149.5,0.8,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,15.0,0.0,20180913171048.0,11074.0,0.005,16.0,
83,,,,-25.5,0.8,25.5,0.8695652173913043,149.5,0.8695652173913043,149.5,0.8,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,15.0,1.0,20180913171056.0,11074.0,0.005,16.0,
84,,,,-25.5,0.8,25.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,29.0,,0.0,1.0,3.0,2.0,3.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,7.0,15.0,0,1,4.0,6.0,1.0,20180913171105.0,11074.0,0.005,16.0,
