,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
14,4.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,3.0,5.0,1.0,20180919095145.0,11077.0
15,4.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,2.0,56.0,1.0,20180919095153.0,11077.0
16,4.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,2.0,54.0,1.0,20180919095156.0,21077.0
17,4.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,2.0,52.0,0.0,20180919095158.0,21077.0
18,4.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,2.0,52.0,1.0,20180919095215.0,21077.0
19,4.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,2.0,51.0,1.0,20180919095215.0,21077.0
20,4.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,2.0,51.0,1.0,20180919095216.0,11077.0
21,4.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,18.0,14.0,13,9,4,1,1.0,3,59.1,56.2,60.0,43.0,0,1,2.0,42.0,1.0,20180919095224.0,11077.0
22,4.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,^,4,2,19.0,14.0,13,9,4,1,1.0,3,59.1,56.2,62.0,43.0,0,1,2.0,39.0,1.0,20180919095229.0,11074^21077
23,4.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,19.0,14.0,13,9,4,1,1.0,3,59.1,56.2,62.0,43.0,0,1,2.0,38.0,1.0,20180919095229.0,21077.0
24,4.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,19.0,14.0,13,9,4,1,1.0,3,59.1,56.2,62.0,43.0,0,1,2.0,29.0,1.0,20180919095238.0,21077.0
25,4.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,19.0,14.0,13,9,4,1,1.0,3,59.1,56.2,62.0,43.0,0,1,2.0,21.0,1.0,20180919095246.0,21077.0
26,4.0,19.5,0.8333333333333334,-19.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,19.0,14.0,13,9,4,1,1.0,3,59.1,56.2,62.0,43.0,0,1,2.0,20.0,1.0,20180919095247.0,11077.0
27,4.0,19.5,0.8333333333333334,-19.5,0.8333333333333334,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,19.0,14.0,13,9,4,1,1.0,3,59.1,56.2,62.0,43.0,0,1,2.0,11.0,1.0,20180919095256.0,11077.0
28,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,3.0,^,4,2,20.0,14.0,13,9,4,1,1.0,3,59.1,56.2,64.0,43.0,0,1,2.0,4.0,1.0,20180919095303.0,11074^21077
29,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,3.0,,4,2,20.0,14.0,13,9,4,1,1.0,3,59.1,56.2,64.0,43.0,0,1,2.0,3.0,1.0,20180919095304.0,21077.0
30,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,14.0,13,9,4,1,1.0,3,59.1,56.2,64.0,43.0,0,1,1.0,54.0,1.0,20180919095313.0,21077.0
31,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,14.0,13,9,4,1,1.0,3,59.1,56.2,64.0,43.0,0,1,1.0,46.0,1.0,20180919095321.0,21077.0
32,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,14.0,13,9,4,1,1.0,3,59.1,56.2,64.0,43.0,0,1,1.0,42.0,0.0,20180919095325.0,21077.0
33,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,14.0,13,9,4,1,1.0,3,59.1,56.2,64.0,43.0,0,1,1.0,42.0,0.0,20180919095326.0,21077.0
34,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,^,4,2,20.0,14.0,13,9,4,1,2.0,3,59.1,56.2,64.0,43.0,0,1,1.0,42.0,0.0,20180919095327.0,11086^21077
35,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,^,4,2,20.0,14.0,13,9,4,1,2.0,3,59.1,56.2,64.0,43.0,0,1,1.0,42.0,0.0,20180919095332.0,11086^21077
36,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,^,4,2,20.0,14.0,13,9,4,1,2.0,3,59.1,56.2,64.0,43.0,0,1,1.0,42.0,1.0,20180919095343.0,11086^21077
37,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,^,4,2,20.0,14.0,13,9,4,1,2.0,3,59.1,56.2,64.0,43.0,0,1,1.0,41.0,1.0,20180919095343.0,11086^21077
38,4.0,20.5,0.0,-20.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,14.0,13,9,4,1,2.0,3,59.1,56.2,64.0,43.0,0,1,1.0,40.0,1.0,20180919095345.0,21077.0
39,4.0,19.5,0.0,-19.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,^,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,1.0,36.0,1.0,20180919095349.0,21074^11077
40,4.0,19.5,0.0,-19.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,^,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,1.0,35.0,1.0,20180919095350.0,21074^11077
41,4.0,19.5,0.0,-19.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,1.0,26.0,1.0,20180919095358.0,11077.0
42,4.0,19.5,0.0,-19.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,1.0,18.0,1.0,20180919095407.0,11077.0
43,4.0,18.5,0.0,-18.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,1.0,13.0,1.0,20180919095411.0,21077.0
44,4.0,18.5,0.0,-18.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,1.0,12.0,1.0,20180919095412.0,21077.0
45,4.0,19.5,0.0,-19.5,0.0,113.5,1.0,113.5,0.7142857142857143,2.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,1.0,6.0,1.0,20180919095419.0,11077.0
46,4.0,19.5,0.0,-19.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,0.0,57.0,1.0,20180919095427.0,11077.0
47,4.0,19.5,0.0,-19.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,0.0,49.0,1.0,20180919095435.0,11077.0
48,4.0,18.5,0.0,-18.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,15.0,13,9,4,1,2.0,3,59.1,56.2,64.0,45.0,0,1,0.0,43.0,1.0,20180919095442.0,21077.0
49,4.0,17.5,0.0,-17.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,^,4,2,20.0,16.0,13,9,4,1,2.0,3,59.1,56.2,64.0,47.0,0,1,0.0,37.0,1.0,20180919095448.0,21074^11077
50,4.0,17.5,0.0,-17.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,^,4,2,20.0,16.0,13,9,4,1,2.0,3,59.1,56.2,64.0,47.0,0,1,0.0,28.0,1.0,20180919095456.0,21074^11077
51,4.0,17.5,0.0,-17.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,^,4,2,20.0,16.0,13,9,4,1,2.0,3,59.1,56.2,64.0,47.0,0,1,0.0,20.0,1.0,20180919095505.0,21074^11077
52,4.0,17.5,0.0,-17.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,^,4,2,20.0,16.0,13,9,4,1,2.0,3,59.1,56.2,64.0,47.0,0,1,0.0,12.0,1.0,20180919095513.0,21074^11077
53,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,16.0,13,9,4,1,2.0,3,59.1,56.2,64.0,47.0,0,1,0.0,9.0,1.0,20180919095516.0,21077.0
54,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,16.0,13,9,4,1,2.0,3,59.1,56.2,64.0,47.0,0,1,0.0,0.0,0.0,20180919095524.0,21077.0
55,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,16.0,13,9,4,1,2.0,3,59.1,56.2,64.0,47.0,0,1,0.0,0.0,0.0,20180919095531.0,21077.0
56,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,^,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095615.0,21074^11077
57,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,^,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,21074^11077
58,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
59,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
60,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
61,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
62,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
63,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
64,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
65,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
66,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
67,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
68,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
69,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
70,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
71,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
72,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
73,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
74,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
75,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
76,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
77,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
78,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
79,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
80,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
81,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
82,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
83,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
84,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
85,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
86,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
87,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
88,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
89,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
90,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
91,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
92,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
93,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
94,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
95,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
96,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
97,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
98,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
99,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
100,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
101,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
102,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
103,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
104,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
105,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
106,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
107,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
108,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
109,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
110,4.0,16.5,0.0,-16.5,0.0,113.5,1.0,113.5,0.7142857142857143,1.0,,4,2,20.0,17.0,13,9,4,1,2.0,3,59.1,56.2,64.0,49.0,0,1,0.0,0.0,0.0,20180919095630.0,1084.0
