,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,3.0,22.5,0.7692307692307693,-22.5,0.9090909090909091,185.5,0.7692307692307693,185.5,0.9090909090909091,,,,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,5.0,70.6,86.7,76.0,57.0,0,1,1.0,23.0,0,20180918140758,21077
1,,3.0,22.5,0.7692307692307693,-22.5,0.9090909090909091,184.5,0.8333333333333334,184.5,0.8333333333333334,,,,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,5.0,70.6,86.7,76.0,57.0,0,1,1.0,22.0,1.0,20180918140851.0,21077
2,,3.0,23.5,0.7692307692307693,-23.5,0.9090909090909091,184.5,0.8,184.5,0.8695652173913043,,,,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,5.0,70.6,86.7,76.0,57.0,0,1,1.0,21.0,1.0,20180918140852.0,11077.0
3,,3.0,22.5,0.9090909090909091,-22.5,0.7692307692307693,183.5,0.8695652173913043,183.5,0.8,,,,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,5.0,70.6,86.7,76.0,57.0,0,1,1.0,14.0,1.0,20180918140911.0,11077.0
4,,3.0,21.5,0.8695652173913043,-21.5,0.8,182.5,0.9090909090909091,182.5,0.7692307692307693,,,,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,5.0,70.6,86.7,76.0,57.0,0,1,1.0,4.0,1.0,20180918140920.0,21077.0
5,,3.0,21.5,0.8695652173913043,-21.5,0.8,182.5,0.8695652173913043,182.5,0.8,,,,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,5.0,70.6,86.7,76.0,57.0,0,1,1.0,2.0,1.0,20180918140941.0,21077.0
6,,3.0,21.5,0.8695652173913043,-21.5,0.8,182.5,0.8333333333333334,182.5,0.8333333333333334,,,,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,5.0,70.6,86.7,76.0,57.0,0,1,1.0,0.0,1.0,20180918140943.0,21077.0
7,,3.0,22.5,0.8695652173913043,-22.5,0.8,182.5,0.7692307692307693,182.5,0.9090909090909091,,,^,,7.0,3,22.0,16.0,12.0,13.0,5,3,3.0,6.0,70.6,86.7,76.0,57.0,0,1,0.0,54.0,0.0,20180918140953.0,21086^11077
8,,3.0,23.5,0.8695652173913043,-23.5,0.8,183.5,0.8695652173913043,183.5,0.8,,,2:2^,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,54.0,1.0,20180918141047.0,11079^21077
9,,3.0,23.5,0.8695652173913043,-23.5,0.8,183.5,0.8695652173913043,183.5,0.8,,,2:2^,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,53.0,1.0,20180918141048.0,11079^21077
10,,3.0,23.5,0.8695652173913043,-23.5,0.8,183.5,0.8333333333333334,183.5,0.8333333333333334,,,,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,51.0,1.0,20180918141051.0,21077.0
11,,3.0,23.5,0.8695652173913043,-23.5,0.8,182.5,0.8695652173913043,182.5,0.8,,,,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,42.0,1.0,20180918141059.0,21077.0
12,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,182.5,0.8,182.5,0.8695652173913043,,,,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,34.0,1.0,20180918141107.0,11077.0
13,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,181.5,0.8333333333333334,181.5,0.8333333333333334,,,,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,26.0,1.0,20180918141115.0,11077.0
14,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,181.5,0.8333333333333334,181.5,0.8333333333333334,,,,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,23.0,0.0,20180918141118.0,11077.0
15,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,181.5,0.8333333333333334,181.5,0.8333333333333334,,,,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,23.0,1.0,20180918141133.0,11077.0
16,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,181.5,0.8,181.5,0.8695652173913043,,,,,7.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,78.0,57.0,0,1,0.0,22.0,1.0,20180918141135.0,11077.0
17,,3.0,26.5,0.9090909090909091,-26.5,0.7692307692307693,182.5,0.8333333333333334,182.5,0.8333333333333334,,,,,8.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,81.0,57.0,0,1,0.0,0.0,0.0,20180918141202.0,11077.0
18,,3.0,26.5,0.9090909090909091,-26.5,0.7692307692307693,182.5,0.8333333333333334,182.5,0.8333333333333334,,,,,8.0,3,22.0,16.0,14.0,13.0,5,3,3.0,6.0,73.7,86.7,81.0,57.0,0,1,0.0,0.0,0.0,20180918141203.0,11077.0
19,Q4,4th Quarter,28.5,0.8695652173913043,-28.5,0.8,184.5,0.8695652173913043,184.5,0.8,,4.0,^,0.0,8.0,3,23.0,16.0,14.0,13.0,5,3,0.0,0.0,73.7,86.7,83.0,57.0,0,1,10.0,0.0,1.0,20180918141528.0,01090^11077
20,Q4,4th Quarter,28.5,0.8333333333333334,-28.5,0.8333333333333334,182.5,0.8333333333333334,182.5,0.8333333333333334,,4.0,^,0.0,8.0,3,23.0,16.0,14.0,13.0,5,3,0.0,0.0,73.7,86.7,83.0,57.0,0,1,9.0,31.0,1.0,20180918141548.0,01090^11077
21,Q4,4th Quarter,28.5,0.8695652173913043,-28.5,0.8,181.5,0.8,181.5,0.8695652173913043,,4.0,,0.0,8.0,3,23.0,16.0,14.0,13.0,5,3,0.0,0.0,73.7,86.7,83.0,57.0,0,1,9.0,14.0,1.0,20180918141605.0,11077.0
22,Q4,4th Quarter,28.5,0.8333333333333334,-28.5,0.8333333333333334,180.5,0.8695652173913043,180.5,0.8,,4.0,,0.0,8.0,3,23.0,16.0,14.0,13.0,5,3,0.0,0.0,73.7,86.7,83.0,57.0,0,1,9.0,9.0,1.0,20180918141610.0,21077.0
23,Q4,4th Quarter,28.5,0.8333333333333334,-28.5,0.8333333333333334,180.5,0.8333333333333334,180.5,0.8333333333333334,,4.0,^,0.0,8.0,3,23.0,16.0,14.0,13.0,5,3,1.0,0.0,73.7,86.7,83.0,57.0,0,1,9.0,4.0,0.0,20180918141617.0,11086^21077
24,Q4,4th Quarter,27.5,0.8333333333333334,-27.5,0.8333333333333334,181.5,0.8333333333333334,181.5,0.8333333333333334,,4.0,1:2,0.0,8.0,3,23.0,16.0,14.0,13.0,5,3,1.0,0.0,73.7,86.7,83.0,57.0,0,1,9.0,4.0,0.0,20180918141620.0,21078.0
25,Q4,4th Quarter,26.5,0.8695652173913043,-26.5,0.8,182.5,0.8333333333333334,182.5,0.8333333333333334,,4.0,2:2^,0.0,8.0,3,23.0,16.0,14.0,15.0,5,3,1.0,0.0,73.7,88.2,83.0,59.0,0,1,9.0,3.0,1.0,20180918141655.0,21079^11077
26,Q4,4th Quarter,26.5,0.8695652173913043,-26.5,0.8,182.5,0.8333333333333334,182.5,0.8333333333333334,,4.0,,0.0,8.0,3,23.0,16.0,14.0,15.0,5,3,1.0,0.0,73.7,88.2,83.0,59.0,0,1,9.0,2.0,1.0,20180918141658.0,11077.0
27,Q4,4th Quarter,28.5,0.8,-28.5,0.8695652173913043,182.5,0.7692307692307693,182.5,0.9090909090909091,,4.0,,0.0,8.0,3,24.0,16.0,14.0,15.0,5,3,1.0,0.0,73.7,88.2,85.0,59.0,0,1,8.0,30.0,0.0,20180918141729.0,21077.0
28,Q4,4th Quarter,28.5,0.8,-28.5,0.8695652173913043,182.5,0.7692307692307693,182.5,0.9090909090909091,,4.0,,0.0,8.0,3,24.0,16.0,14.0,15.0,5,3,1.0,0.0,73.7,88.2,85.0,59.0,0,1,8.0,30.0,1.0,20180918141744.0,21077.0
29,Q4,4th Quarter,28.5,0.8695652173913043,-28.5,0.8,181.5,0.7692307692307693,181.5,0.9090909090909091,,4.0,^,0.0,8.0,3,24.0,16.0,14.0,15.0,5,3,1.0,1.0,73.7,88.2,85.0,59.0,0,1,8.0,20.0,0.0,20180918141757.0,21086^11077
30,Q4,4th Quarter,29.5,0.8333333333333334,-29.5,0.8333333333333334,182.5,0.8333333333333334,182.5,0.8333333333333334,,4.0,1:2,0.0,8.0,3,24.0,16.0,14.0,15.0,5,3,1.0,1.0,73.7,88.2,85.0,59.0,0,1,8.0,20.0,0.0,20180918141800.0,11078.0
31,Q4,4th Quarter,29.5,0.7692307692307693,-29.5,0.9090909090909091,182.5,0.8,182.5,0.8695652173913043,,4.0,2:2^,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,19.0,1.0,20180918141832.0,11080^21077
32,Q4,4th Quarter,29.5,0.7692307692307693,-29.5,0.9090909090909091,181.5,0.8333333333333334,181.5,0.8333333333333334,,4.0,2:2^,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,11.0,1.0,20180918141840.0,11080^21077
33,Q4,4th Quarter,28.5,0.9090909090909091,-28.5,0.7692307692307693,181.5,0.8,181.5,0.8695652173913043,,4.0,2:2^,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,7.0,1.0,20180918141844.0,11080^21077
34,Q4,4th Quarter,29.5,0.7692307692307693,-29.5,0.9090909090909091,181.5,0.8695652173913043,181.5,0.8,,4.0,,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,15.0,1.0,20180918141849.0,21077.0
35,Q4,4th Quarter,28.5,0.9090909090909091,-28.5,0.7692307692307693,181.5,0.8,181.5,0.8695652173913043,,4.0,,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,7.0,0.0,20180918141857.0,21077.0
36,Q4,4th Quarter,28.5,0.9090909090909091,-28.5,0.7692307692307693,181.5,0.8,181.5,0.8695652173913043,,4.0,,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,7.0,1.0,20180918141914.0,21077.0
37,Q4,4th Quarter,28.5,0.9090909090909091,-28.5,0.7692307692307693,181.5,0.8,181.5,0.8695652173913043,,4.0,,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,7.0,1.0,20180918141915.0,21077.0
38,Q4,4th Quarter,29.5,0.8695652173913043,-29.5,0.8,181.5,0.7692307692307693,181.5,0.9090909090909091,,4.0,,0.0,8.0,3,24.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,86.0,59.0,0,1,8.0,4.0,1.0,20180918141917.0,11077.0
39,Q4,4th Quarter,30.5,0.8695652173913043,-30.5,0.8,181.5,0.9090909090909091,181.5,0.7692307692307693,,4.0,,0.0,8.0,3,25.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,88.0,59.0,0,1,7.0,49.0,1.0,20180918141933.0,21077.0
40,Q4,4th Quarter,30.5,0.8695652173913043,-30.5,0.8,181.5,0.8,181.5,0.8695652173913043,,4.0,,0.0,8.0,3,25.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,88.0,59.0,0,1,7.0,40.0,1.0,20180918141941.0,21077.0
41,Q4,4th Quarter,32.5,0.8333333333333334,-32.5,0.8333333333333334,182.5,0.8695652173913043,182.5,0.8,,4.0,^,0.0,8.0,3,26.0,16.0,15.0,15.0,5,3,1.0,1.0,71.4,88.2,90.0,59.0,0,1,7.0,33.0,0.0,20180918141948.0,11074^21077
42,Q4,4th Quarter,28.5,0.8333333333333334,-28.5,0.8333333333333334,183.5,0.8,183.5,0.8695652173913043,,4.0,,0.0,8.0,3,26.0,16.0,15.0,16.0,5,3,1.0,1.0,71.4,88.9,88.0,62.0,0,1,7.0,24.0,1.0,20180918142056.0,11077.0
43,Q4,4th Quarter,28.5,0.8333333333333334,-28.5,0.8333333333333334,179.5,0.8333333333333334,179.5,0.8333333333333334,,4.0,,0.0,8.0,3,26.0,16.0,15.0,16.0,5,3,1.0,1.0,71.4,88.9,88.0,62.0,0,1,6.0,40.0,1.0,20180918142156.0,11077.0
44,Q4,4th Quarter,27.5,0.8333333333333334,-27.5,0.8333333333333334,178.5,0.8695652173913043,178.5,0.8,,4.0,,0.0,8.0,3,26.0,16.0,15.0,16.0,5,3,1.0,1.0,71.4,88.9,88.0,62.0,0,1,6.0,29.0,1.0,20180918142207.0,21077.0
45,Q4,4th Quarter,26.5,0.8333333333333334,-26.5,0.8333333333333334,180.5,0.8,180.5,0.8695652173913043,,4.0,2:2^,0.0,8.0,3,26.0,16.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,88.0,64.0,0,1,6.0,21.0,1.0,20180918142257.0,21079^11077
46,Q4,4th Quarter,26.5,0.8333333333333334,-26.5,0.8333333333333334,180.5,0.8,180.5,0.8695652173913043,,4.0,,0.0,8.0,3,26.0,16.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,88.0,64.0,0,1,6.0,21.0,1.0,20180918142258.0,11077.0
47,Q4,4th Quarter,27.5,0.8,-27.5,0.8695652173913043,180.5,0.8333333333333334,180.5,0.8333333333333334,,4.0,,0.0,8.0,3,27.0,16.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,90.0,64.0,0,1,5.0,55.0,1.0,20180918142324.0,21077.0
48,Q4,4th Quarter,27.5,0.8,-27.5,0.8695652173913043,179.5,0.8695652173913043,179.5,0.8,,4.0,,0.0,8.0,3,27.0,16.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,90.0,64.0,0,1,5.0,47.0,1.0,20180918142332.0,21077.0
49,Q4,4th Quarter,29.5,0.7692307692307693,-29.5,0.9090909090909091,181.5,0.8,181.5,0.8695652173913043,,4.0,,0.0,8.0,3,28.0,16.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,92.0,64.0,0,1,5.0,41.0,1.0,20180918142338.0,21077.0
50,Q4,4th Quarter,29.5,0.7692307692307693,-29.5,0.9090909090909091,180.5,0.7692307692307693,180.5,0.9090909090909091,,4.0,,0.0,8.0,3,28.0,16.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,92.0,64.0,0,1,5.0,24.0,1.0,20180918142355.0,21077.0
51,Q4,4th Quarter,28.5,0.7692307692307693,-28.5,0.9090909090909091,182.5,0.7692307692307693,182.5,0.9090909090909091,,4.0,,0.0,8.0,3,28.0,17.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,92.0,66.0,0,1,5.0,24.0,1.0,20180918142356.0,11077.0
52,Q4,4th Quarter,28.5,0.7692307692307693,-28.5,0.9090909090909091,181.5,0.8333333333333334,181.5,0.8333333333333334,,4.0,,0.0,8.0,3,28.0,17.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,92.0,66.0,0,1,5.0,15.0,1.0,20180918142404.0,11077.0
53,Q4,4th Quarter,28.5,0.7692307692307693,-28.5,0.9090909090909091,181.5,0.7692307692307693,181.5,0.9090909090909091,,4.0,,0.0,8.0,3,28.0,17.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,92.0,66.0,0,1,5.0,11.0,0.0,20180918142409.0,11077.0
54,Q4,4th Quarter,28.5,0.9090909090909091,-28.5,0.7692307692307693,181.5,0.7692307692307693,181.5,0.9090909090909091,4.0,4.0,,0.0,8.0,3,28.0,17.0,15.0,18.0,5,3,2.0,1.0,71.4,90.0,92.0,65.0,0,1,4.0,32.0,0.0,20180918142646.0,11077.0
