,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
78,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,166.5,0.8333333333333334,166.5,0.8333333333333334,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,5.0,12.0,1.0,20180913171510.0,11077.0,0.26666666666666666,2.65,^
79,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,5.0,3.0,1.0,20180913171519.0,11077.0,0.26666666666666666,2.65,^
80,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,4.0,55.0,1.0,20180913171527.0,11077.0,0.26666666666666666,2.65,^
81,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,4.0,47.0,1.0,20180913171535.0,11077.0,0.26666666666666666,2.65,^
82,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,4.0,43.0,1.0,20180913171540.0,11095.0,0.26666666666666666,2.65,"0.88,0.59"
83,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,4.0,43.0,1.0,20180913171541.0,21077.0,0.26666666666666666,2.65,
84,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,4.0,34.0,1.0,20180913171549.0,21077.0,0.26666666666666666,2.65,
85,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,162.5,0.8,162.5,0.8695652173913043,19.0,,2:2^,0.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,14.0,0,1,4.0,27.0,0.0,20180913171556.0,21077.0,0.26666666666666666,2.65,
86,,,,,-10.5,0.8695652173913043,10.5,0.8,164.5,0.8333333333333334,164.5,0.8333333333333334,17.0,,^,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,2.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,27.0,0.0,20180913171558.0,21074^11077,0.21052631578947367,3.25,"0.13,0.49^"
87,,,,,-10.5,0.8333333333333334,10.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,17.0,,^,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,27.0,0.0,20180913171559.0,11086^21077,0.2,3.3,^
88,,,,,-10.5,0.8333333333333334,10.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,17.0,,1:1,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,27.0,0.0,20180913171600.0,21078.0,0.18181818181818182,3.4,
89,,,,,-10.5,0.8333333333333334,10.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,27.0,1.0,20180913171600.0,11077.0,0.18181818181818182,3.4,
90,,,,,-10.5,0.8333333333333334,10.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,18.0,1.0,20180913171632.0,11077.0,0.18181818181818182,3.4,
91,,,,,-10.5,0.8333333333333334,10.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,10.0,1.0,20180913171641.0,11077.0,0.18181818181818182,3.4,
92,,,,,-10.5,0.8333333333333334,10.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,2.0,1.0,20180913171649.0,11077.0,0.18181818181818182,3.4,
93,,,,,-10.5,0.8333333333333334,10.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,5.0,16.0,0,1,4.0,2.0,1.0,20180913171653.0,11077.0,0.18181818181818182,3.4,
94,,,,,-9.5,0.8333333333333334,9.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,58.0,1.0,20180913171654.0,21077.0,0.18181818181818182,3.4,
95,,,,,-9.5,0.8333333333333334,9.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,49.0,1.0,20180913171702.0,21077.0,0.18181818181818182,3.4,
96,,,,,-9.5,0.8333333333333334,9.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,17.0,,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,46.0,0.0,20180913171706.0,21077.0,0.18181818181818182,3.4,
97,,,,,-9.5,0.8695652173913043,9.5,0.8,165.5,0.8333333333333334,165.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,48.0,0.0,20180913171712.0,11077.0,0.23529411764705882,2.85,
98,,,,,-9.5,0.8695652173913043,9.5,0.8,164.5,0.8333333333333334,164.5,0.8333333333333334,17.0,,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,44.0,1.0,20180913171730.0,11077.0,0.23529411764705882,2.85,
99,,,,,-9.5,0.8695652173913043,9.5,0.8,163.5,0.8695652173913043,163.5,0.8,17.0,,,0.0,0.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,35.0,1.0,20180913171738.0,11077.0,0.23529411764705882,2.85,
100,,,,,-9.5,0.8695652173913043,9.5,0.8,163.5,0.8695652173913043,163.5,0.8,17.0,,,0.0,2.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,35.0,1.0,20180913171738.0,21077.0,0.23529411764705882,2.85,
101,,,,,-9.5,0.8695652173913043,9.5,0.8,166.5,0.8695652173913043,166.5,0.8,17.0,,,0.0,2.0,0.0,1.0,8.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,21.0,1.0,20180913171752.0,21077.0,0.23529411764705882,2.85,
102,,,,,-9.5,0.8695652173913043,9.5,0.8,166.5,0.8695652173913043,166.5,0.8,17.0,,,0.0,2.0,0.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,21.0,1.0,20180913171752.0,11077.0,0.23529411764705882,2.85,
103,,,,,-9.5,0.8695652173913043,9.5,0.8,168.5,0.8695652173913043,168.5,0.8,17.0,,,0.0,2.0,0.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,11.0,1.0,20180913171801.0,11077.0,0.23529411764705882,2.85,
104,,,,,-9.5,0.8695652173913043,9.5,0.8,167.5,0.8695652173913043,167.5,0.8,17.0,,,0.0,2.0,0.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,4.0,3.0,1.0,20180913171809.0,11077.0,0.23529411764705882,2.85,
105,,,,,-9.5,0.8695652173913043,9.5,0.8,167.5,0.8695652173913043,167.5,0.8,17.0,,,0.0,2.0,0.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,2.0,59.0,1.0,20180913171815.0,11094.0,0.23529411764705882,2.85,"0.66,0.26"
106,,,,,-9.5,0.8695652173913043,9.5,0.8,167.5,0.8695652173913043,167.5,0.8,17.0,,,0.0,2.0,0.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,2.0,59.0,1.0,20180913171815.0,11077.0,0.23529411764705882,2.85,
107,,,,,-9.5,0.8695652173913043,9.5,0.8,167.5,0.8333333333333334,167.5,0.8333333333333334,17.0,,,0.0,2.0,0.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,7.0,17.0,0,1,2.0,48.0,1.0,20180913171825.0,11077.0,0.23529411764705882,2.85,
108,,,,,-9.5,0.8695652173913043,9.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,16.0,,^,0.0,2.0,1.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,41.0,1.0,20180913171832.0,21075^11077,0.23529411764705882,2.85,"0.44,0.49^"
109,,,,,-9.5,0.8695652173913043,9.5,0.8,171.5,0.8333333333333334,171.5,0.8333333333333334,16.0,,,0.0,2.0,1.0,1.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,32.0,1.0,20180913171840.0,11077.0,0.23529411764705882,2.85,
110,,,,,-9.5,0.8695652173913043,9.5,0.8,171.5,0.8333333333333334,171.5,0.8333333333333334,16.0,,,0.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,32.0,1.0,20180913171840.0,21077.0,0.23529411764705882,2.85,
111,,,,,-9.5,0.8695652173913043,9.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,16.0,,,0.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,20.0,1.0,20180913171853.0,21077.0,0.23529411764705882,2.85,
112,,,,,-9.5,0.8695652173913043,9.5,0.8,173.5,0.8,173.5,0.8695652173913043,16.0,,,0.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,5.0,3.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,19.0,0.0,20180913171855.0,21077.0,0.23529411764705882,2.85,
113,,,,,-9.5,0.8695652173913043,9.5,0.8,173.5,0.8,173.5,0.8695652173913043,16.0,,^,1.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,19.0,0.0,20180913171900.0,11086^21077,0.23529411764705882,2.85,^
114,,,,,-9.5,0.8695652173913043,9.5,0.8,173.5,0.8,173.5,0.8695652173913043,16.0,,^,1.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,19.0,1.0,20180913171920.0,11086^21077,0.23529411764705882,2.85,^
115,,,,,-9.5,0.8695652173913043,9.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,16.0,,^,1.0,2.0,1.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,10.0,1.0,20180913171928.0,11086^21077,0.23529411764705882,2.85,^
116,,,,,-9.5,0.8695652173913043,9.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,10.0,1.0,20180913171928.0,11077.0,0.23529411764705882,2.85,
117,,,,,-9.5,0.8695652173913043,9.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,2.0,100.0,0.0,12.0,22.0,0,1,2.0,0.0,1.0,20180913171938.0,11077.0,0.23529411764705882,2.85,
118,,,,,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,2.0,100.0,0.0,12.0,22.0,0,1,1.0,52.0,1.0,20180913171946.0,11077.0,0.23529411764705882,2.85,
119,,,,,-9.5,0.8695652173913043,9.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,2.0,100.0,0.0,12.0,22.0,0,1,1.0,44.0,0.0,20180913171954.0,11077.0,0.23529411764705882,2.85,
120,,,,,-9.5,0.8695652173913043,9.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,16.0,,^,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,3.0,100.0,0.0,12.0,22.0,0,1,1.0,44.0,0.0,20180913171957.0,21086^11077,0.23529411764705882,2.85,^
121,,,,,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,1:2,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,3.0,100.0,0.0,12.0,22.0,0,1,1.0,44.0,0.0,20180913171958.0,11078.0,0.23529411764705882,2.85,
122,,,,,-9.5,0.8333333333333334,9.5,0.8333333333333334,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,1:2^2:2,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,3.0,66.7,0.0,12.0,22.0,0,1,1.0,44.0,0.0,20180913172032.0,11080^11078,0.21052631578947367,3.25,^
123,,,,,-9.5,0.8333333333333334,9.5,0.8333333333333334,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,1:2^2:2,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,3.0,66.7,0.0,12.0,22.0,0,1,1.0,44.0,0.0,20180913172047.0,11080^11078,0.21052631578947367,3.25,^
124,,,,,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,3.0,66.7,0.0,12.0,22.0,0,1,1.0,43.0,0.0,20180913172048.0,11077.0,0.2,3.3,
125,,,,,-9.5,0.8695652173913043,9.5,0.8,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,3.0,9.0,2.0,0.0,4.0,5.0,4.0,3.0,66.7,0.0,12.0,22.0,0,1,1.0,42.0,0.0,20180913172048.0,11077.0,0.2,3.3,
126,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,^,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,3.0,66.7,0.0,16.0,25.0,0,1,1.0,42.0,0.0,20180913172051.0,11074^21077,0.25,2.75,"0.80,0.50^"
127,,,,,-8.5,0.8333333333333334,8.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,^,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,16.0,25.0,0,1,1.0,42.0,0.0,20180913172052.0,21086^11077,0.26666666666666666,2.65,^
128,,,,,-7.5,0.8,7.5,0.8695652173913043,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,1:1,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,16.0,25.0,0,1,1.0,42.0,0.0,20180913172053.0,11078.0,0.26666666666666666,2.65,
129,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,16.0,,1:1,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,42.0,0.0,20180913172113.0,11078.0,0.2857142857142857,2.5,
130,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,42.0,1.0,20180913172113.0,21077.0,0.2857142857142857,2.5,
131,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,37.0,0.0,20180913172118.0,21077.0,0.2857142857142857,2.5,
132,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,37.0,1.0,20180913172129.0,21077.0,0.2857142857142857,2.5,
133,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,28.0,1.0,20180913172137.0,21077.0,0.2857142857142857,2.5,
134,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,175.5,0.8333333333333334,175.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,20.0,1.0,20180913172145.0,21077.0,0.2857142857142857,2.5,
135,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,174.5,0.8695652173913043,174.5,0.8,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,13.0,1.0,20180913172153.0,21095.0,0.2857142857142857,2.5,"0.14,0.53"
136,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,12.0,1.0,20180913172153.0,21077.0,0.2857142857142857,2.5,
137,,,,,-7.5,0.8333333333333334,7.5,0.8333333333333334,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,4.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,17.0,25.0,0,1,1.0,12.0,1.0,20180913172153.0,11077.0,0.2857142857142857,2.5,
138,,,,,-6.5,0.8695652173913043,6.5,0.8,177.5,0.8333333333333334,177.5,0.8333333333333334,16.0,,^,1.0,2.0,2.0,5.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,19.0,25.0,0,1,1.0,8.0,1.0,20180913172158.0,11074^21077,0.36363636363636365,2.0,"0.85,0.56^"
139,,,,,-6.5,0.8695652173913043,6.5,0.8,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,5.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,19.0,25.0,0,1,0.0,59.0,1.0,20180913172206.0,21077.0,0.36363636363636365,2.0,
140,,,,,-6.5,0.8695652173913043,6.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,5.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,19.0,25.0,0,1,0.0,51.0,1.0,20180913172215.0,21077.0,0.36363636363636365,2.0,
141,,,,,-5.5,0.8,5.5,0.8695652173913043,175.5,0.8333333333333334,175.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,5.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,19.0,25.0,0,1,0.0,48.0,1.0,20180913172217.0,11077.0,0.38461538461538464,1.85,
142,,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,16.0,,^,1.0,2.0,2.0,6.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,21.0,25.0,0,1,0.0,43.0,1.0,20180913172223.0,11074^21077,0.47619047619047616,1.55,"0.94,0.47^"
143,,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,6.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,21.0,25.0,0,1,0.0,34.0,1.0,20180913172231.0,21077.0,0.47619047619047616,1.55,
144,,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,176.5,0.8,176.5,0.8695652173913043,16.0,,,1.0,2.0,2.0,6.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,21.0,25.0,0,1,0.0,27.0,0.0,20180913172239.0,21077.0,0.47619047619047616,1.55,
145,,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,176.5,0.8,176.5,0.8695652173913043,16.0,,,1.0,2.0,2.0,6.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,21.0,25.0,0,1,0.0,27.0,0.0,20180913172240.0,21094.0,0.47619047619047616,1.55,"0.34,0.81"
146,,,,,-4.5,0.8695652173913043,4.5,0.8,176.5,0.8,176.5,0.8695652173913043,16.0,,,1.0,2.0,2.0,6.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,21.0,25.0,0,1,0.0,27.0,1.0,20180913172248.0,11077.0,0.47619047619047616,1.55,
147,,,,,-4.5,0.8695652173913043,4.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,6.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,21.0,25.0,0,1,0.0,18.0,1.0,20180913172256.0,11077.0,0.47619047619047616,1.55,
148,,,,,-4.5,0.8695652173913043,4.5,0.8,174.5,0.8333333333333334,174.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,6.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,21.0,25.0,0,1,0.0,10.0,1.0,20180913172304.0,11077.0,0.47619047619047616,1.55,
149,,,,,-2.5,0.8,2.5,0.8695652173913043,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,^,1.0,2.0,2.0,7.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,23.0,25.0,0,1,0.0,6.0,1.0,20180913172308.0,11074^21077,0.5714285714285714,1.25,"0.88,0.52^"
150,,,,,-2.5,0.8,2.5,0.8695652173913043,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,7.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,23.0,25.0,0,1,0.0,6.0,1.0,20180913172309.0,21077.0,0.5714285714285714,1.25,
151,,,,,-2.5,0.8333333333333334,2.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,,,1.0,2.0,2.0,7.0,9.0,2.0,0.0,4.0,5.0,4.0,4.0,66.7,0.0,23.0,25.0,0,1,0.0,0.0,0.0,20180913172314.0,21077.0,0.625,1.2,
152,,,Q2,2nd Quarter,-2.5,0.8333333333333334,2.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,2.0,,0.0,2.0,2.0,7.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,23.0,25.0,0,1,10.0,0.0,0.0,20180913172318.0,1082.0,0.625,1.2,
153,,,Q2,2nd Quarter,-2.5,0.8333333333333334,2.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,2.0,,0.0,2.0,2.0,7.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,23.0,25.0,0,1,10.0,0.0,1.0,20180913172606.0,1082.0,0.625,1.2,
154,,,Q2,2nd Quarter,-2.5,0.8333333333333334,2.5,0.8333333333333334,175.5,0.8333333333333334,175.5,0.8333333333333334,16.0,2.0,,0.0,2.0,2.0,7.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,23.0,25.0,0,1,9.0,51.0,1.0,20180913172614.0,11077.0,0.625,1.2,
155,,,Q2,2nd Quarter,-1.5,0.8333333333333334,1.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,16.0,2.0,^,0.0,2.0,2.0,8.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,25.0,25.0,0,1,9.0,45.0,1.0,20180913172621.0,11074^21077,0.7692307692307693,0.9090909090909091,"0.89,0.55^"
156,,,Q2,2nd Quarter,-1.5,0.8333333333333334,1.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,2.0,,0.0,2.0,2.0,8.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,25.0,25.0,0,1,9.0,36.0,1.0,20180913172629.0,21077.0,0.7692307692307693,0.9090909090909091,
157,,,Q2,2nd Quarter,-1.5,0.8333333333333334,1.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,16.0,2.0,,0.0,2.0,3.0,8.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,25.0,25.0,0,1,9.0,36.0,1.0,20180913172629.0,11077.0,0.7692307692307693,0.9090909090909091,
158,,,Q2,2nd Quarter,-1.5,0.8333333333333334,1.5,0.8333333333333334,179.5,0.8333333333333334,179.5,0.8333333333333334,16.0,2.0,,0.0,2.0,3.0,8.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,25.0,25.0,0,1,9.0,23.0,1.0,20180913172643.0,11077.0,0.7692307692307693,0.9090909090909091,
159,,,Q2,2nd Quarter,-2.5,0.8695652173913043,2.5,0.8,181.5,0.8333333333333334,181.5,0.8333333333333334,16.0,2.0,^,0.0,2.0,3.0,9.0,9.0,2.0,0.0,4.0,5.0,4.0,0.0,66.7,0.0,27.0,28.0,0,1,9.0,19.0,1.0,20180913172647.0,11074^21077,0.6666666666666666,1.1,"0.87,0.56^"
