,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
92,,,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,1.0,,,0.0,3.0,3.0,6.0,2.0,50.0,9.0,7.0,0.0,1,8.0,GD,53.0,1.0,20180513204817.0,21077.0,,0.91,0.83
93,,,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,0.8,,,0.0,3.0,3.0,6.0,2.0,50.0,9.0,7.0,0.0,1,8.0,GD,53.0,1.0,20180513204817.0,21077.0,,0.91,0.83
94,,,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,0.95,,,0.0,4.0,3.0,6.0,2.0,50.0,9.0,11.0,0.0,1,8.0,GD,53.0,1.0,20180513204817.0,21074.0,,0.91,0.83
95,,,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,0.95,,,0.0,4.0,3.0,6.0,2.0,50.0,11.0,7.0,0.0,1,8.0,GD,53.0,1.0,20180513204817.0,11077.0,,0.91,0.83
96,,,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,0.87,,,0.0,4.0,3.0,6.0,2.0,50.0,11.0,7.0,0.0,1,8.0,GD,53.0,1.0,20180513204817.0,11077.0,,0.91,0.83
97,,,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,0.87,,,0.0,4.0,3.0,6.0,2.0,50.0,11.0,7.0,0.0,1,6.0,GD,56.0,0.0,20180513204817.0,21077.0,,0.91,0.83
98,44.0,5.0,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,0.87,,,0.0,4.0,3.0,5.0,2.0,50.0,11.0,7.0,0.0,1,6.0,GD,56.0,0.0,20180513204817.0,21081.0,,0.91,0.83
99,44.0,5.0,,第1节,-1.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-1.5,1.0,8764711.0,0.87,,,0.0,4.0,3.0,5.0,2.0,50.0,11.0,7.0,0.0,1,6.0,GD,56.0,1.0,20180513205358.0,21081.0,,0.91,0.83
100,44.0,5.0,,第1节,2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,2.5,1.0,8764711.0,0.87,,,0.0,5.0,3.0,5.0,2.0,50.0,11.0,13.0,0.0,1,6.0,GD,56.0,1.0,20180513205358.0,21074.0,,0.91,0.83
101,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.87,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,56.0,1.0,20180513205358.0,21074.0,,0.91,0.83
102,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.83,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,56.0,1.0,20180513205358.0,21074.0,,0.91,0.83
103,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.91,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,11077.0,,0.91,0.83
104,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.87,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,21077.0,,0.91,0.83
105,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.87,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,11077.0,,0.91,0.83
106,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.83,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,11077.0,,0.91,0.83
107,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.91,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,21077.0,,0.91,0.83
108,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.87,,,0.0,5.0,3.0,5.0,2.0,50.0,13.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,21077.0,,0.91,0.83
109,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.87,,,0.0,6.0,3.0,5.0,2.0,50.0,13.0,15.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,21074.0,,0.91,0.83
110,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.87,,,0.0,6.0,3.0,5.0,2.0,50.0,15.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,11077.0,,0.91,0.83
111,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.91,,,0.0,6.0,3.0,5.0,2.0,50.0,15.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,11077.0,,0.91,0.83
112,44.0,5.0,,第1节,-2.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-2.5,1.0,8764711.0,0.83,,,0.0,6.0,3.0,5.0,2.0,50.0,15.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,21077.0,,0.91,0.83
113,44.0,5.0,,第1节,3.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,3.5,1.0,8764711.0,0.83,,,0.0,6.0,3.0,5.0,2.0,50.0,15.0,7.0,0.0,1,6.0,GD,50.0,1.0,20180513205404.0,21077.0,,0.91,0.83
114,44.0,5.0,,第1节,-3.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-3.5,1.0,8764711.0,0.91,,,0.0,6.0,3.0,5.0,2.0,50.0,15.0,7.0,0.0,1,5.0,GD,55.0,0.0,20180513205404.0,21077.0,,0.91,0.83
115,44.0,5.0,,第1节,-3.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-3.5,1.0,8764711.0,0.91,,,0.0,6.0,3.0,5.0,2.0,50.0,15.0,7.0,0.0,1,5.0,GD,55.0,0.0,20180513205404.0,21077.0,,0.91,0.83
116,44.0,5.0,,第1节,-3.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-3.5,1.0,8764711.0,0.91,,,0.0,6.0,3.0,5.0,2.0,50.0,15.0,7.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,21077.0,,0.91,0.83
117,44.0,5.0,,第1节,-3.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-3.5,1.0,8764711.0,0.91,,,1.0,6.0,3.0,5.0,2.0,50.0,18.0,7.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,21075.0,,0.91,0.83
118,44.0,5.0,,第1节,4.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,4.5,1.0,8764711.0,0.87,,,1.0,6.0,3.0,5.0,2.0,50.0,18.0,7.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,21075.0,,0.91,0.83
119,44.0,5.0,,第1节,-4.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-4.5,1.0,8764711.0,0.87,,,1.0,6.0,3.0,5.0,2.0,50.0,18.0,7.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,11077.0,,0.91,0.83
120,44.0,5.0,,第1节,-4.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-4.5,1.0,8764711.0,0.87,,,1.0,6.0,3.0,5.0,2.0,50.0,18.0,7.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,21077.0,,0.91,0.83
121,44.0,5.0,,第1节,-4.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-4.5,1.0,8764711.0,0.87,,,1.0,7.0,3.0,5.0,2.0,50.0,18.0,20.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,21074.0,,0.91,0.83
122,44.0,5.0,,第1节,5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,5.5,1.0,8764711.0,0.87,,,1.0,7.0,3.0,5.0,2.0,50.0,18.0,20.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,11077.0,,0.91,0.83
123,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.87,,,1.0,7.0,3.0,5.0,2.0,50.0,20.0,7.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,11077.0,,0.91,0.83
124,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.87,,1.0,1.0,7.0,3.0,5.0,2.0,50.0,20.0,7.0,0.0,1,5.0,GD,55.0,1.0,20180513205501.0,11086.0,,0.91,0.83
125,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.87,,1.0,1.0,7.0,3.0,5.0,2.0,50.0,20.0,7.0,0.0,1,5.0,GD,13.0,0.0,20180513205501.0,21077.0,,0.91,0.83
126,44.0,5.0,,第1节,6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,6.5,1.0,8764711.0,0.87,,1.0,1.0,7.0,3.0,5.0,2.0,50.0,20.0,7.0,0.0,1,5.0,GD,13.0,0.0,20180513205501.0,21077.0,,0.91,0.83
127,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.91,1:1,1.0,1.0,7.0,3.0,5.0,2.0,50.0,20.0,7.0,0.0,1,5.0,GD,13.0,0.0,20180513205501.0,21078.0,,0.91,0.83
128,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.83,1:1,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,7.0,0.0,1,5.0,GD,13.0,0.0,20180513205501.0,21079.0,,0.91,0.83
129,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.83,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,7.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
130,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.95,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,7.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
131,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.8,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,7.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
132,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.91,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,7.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
133,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.83,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,7.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11074.0,,0.91,0.83
134,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.83,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
135,44.0,5.0,,第1节,5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,5.5,1.0,8764711.0,0.83,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
136,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.83,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
137,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.87,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
138,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.87,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
139,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.91,,1.0,1.0,7.0,4.0,5.0,2.0,57.1,21.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
140,44.0,5.0,,第1节,-5.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-5.5,1.0,8764711.0,0.83,,1.0,1.0,8.0,4.0,5.0,2.0,57.1,23.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21074.0,,0.91,0.83
141,44.0,5.0,,第1节,7.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,7.5,1.0,8764711.0,0.83,,1.0,1.0,8.0,4.0,5.0,2.0,57.1,23.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21074.0,,0.91,0.83
142,44.0,5.0,,第1节,-7.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-7.5,1.0,8764711.0,0.91,,1.0,1.0,8.0,4.0,5.0,2.0,57.1,23.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
143,44.0,5.0,,第1节,6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,6.5,1.0,8764711.0,0.91,,1.0,1.0,8.0,4.0,5.0,2.0,57.1,23.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
144,44.0,5.0,,第1节,-6.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-6.5,1.0,8764711.0,0.83,,1.0,1.0,8.0,4.0,5.0,2.0,57.1,23.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
145,44.0,5.0,,第1节,7.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,7.5,1.0,8764711.0,0.83,,1.0,1.0,8.0,4.0,5.0,2.0,57.1,23.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21077.0,,0.91,0.83
146,44.0,5.0,,第1节,-7.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-7.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,23.0,25.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,21074.0,,0.91,0.83
147,44.0,5.0,,第1节,-7.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-7.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
148,44.0,5.0,,第1节,8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,8.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,5.0,GD,13.0,1.0,20180513205640.0,11077.0,,0.91,0.83
149,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,32.0,0.0,20180513205640.0,11077.0,,0.91,0.83
150,44.0,5.0,,第1节,7.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,7.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,32.0,0.0,20180513205640.0,11077.0,,0.91,0.83
151,44.0,5.0,,第1节,-7.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-7.5,1.0,8764711.0,0.83,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,32.0,0.0,20180513205640.0,11077.0,,0.91,0.83
152,44.0,5.0,,第1节,8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,8.5,1.0,8764711.0,0.87,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,32.0,0.0,20180513205640.0,11077.0,,0.91,0.83
153,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.87,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,32.0,1.0,20180513210159.0,11077.0,,0.91,0.83
154,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,32.0,1.0,20180513210159.0,21077.0,,0.91,0.83
155,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.83,,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21077.0,,0.91,0.83
156,44.0,5.0,,第1节,9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,9.5,1.0,8764711.0,0.83,1:2,1.0,1.0,9.0,4.0,5.0,2.0,57.1,25.0,9.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21078.0,,0.91,0.83
157,44.0,5.0,,第1节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,1.0,8764711.0,0.83,1:2,1.0,1.0,9.0,5.0,5.0,2.0,62.5,25.0,26.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21079.0,,0.91,0.83
158,44.0,5.0,,第1节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,1.0,8764711.0,0.83,2:2,1.0,1.0,9.0,5.0,5.0,2.0,62.5,26.0,9.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21078.0,,0.91,0.83
159,44.0,5.0,,第1节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,1.0,8764711.0,0.95,2:2,1.0,1.0,9.0,5.0,5.0,2.0,62.5,26.0,9.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21078.0,,0.91,0.83
160,44.0,5.0,,第1节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,1.0,8764711.0,0.8,2:2,1.0,1.0,9.0,5.0,5.0,2.0,62.5,26.0,9.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21078.0,,0.91,0.83
161,44.0,5.0,,第1节,10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,10.5,1.0,8764711.0,0.83,2:2,1.0,1.0,9.0,5.0,5.0,2.0,62.5,26.0,9.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21078.0,,0.91,0.83
162,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,2:2,1.0,1.0,9.0,6.0,5.0,2.0,66.7,27.0,9.0,0.0,1,3.0,GD,9.0,0.0,20180513210159.0,21079.0,,0.91,0.83
163,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,6.0,5.0,2.0,66.7,27.0,9.0,0.0,1,3.0,GD,9.0,1.0,20180513210319.0,11077.0,,0.91,0.83
164,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,6.0,5.0,2.0,66.7,27.0,9.0,0.0,1,3.0,GD,9.0,1.0,20180513210319.0,11077.0,,0.91,0.83
165,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,,1.0,1.0,9.0,6.0,5.0,2.0,66.7,27.0,9.0,0.0,1,2.0,GD,50.0,0.0,20180513210319.0,11077.0,,0.91,0.83
166,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,1.0,9.0,6.0,5.0,2.0,66.7,27.0,9.0,0.0,1,2.0,GD,50.0,0.0,20180513210319.0,11077.0,,0.91,0.83
167,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,1.0,9.0,6.0,5.0,2.0,66.7,27.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,11077.0,,0.91,0.83
168,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,1.0,9.0,6.0,5.0,2.0,66.7,27.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,21077.0,,0.91,0.83
169,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,21074.0,,0.91,0.83
170,44.0,5.0,,第1节,12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,12.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,21074.0,,0.91,0.83
171,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.83,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,11077.0,,0.91,0.83
172,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.91,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,21077.0,,0.91,0.83
173,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,21077.0,,0.91,0.83
174,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,11077.0,,0.91,0.83
175,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.83,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,11077.0,,0.91,0.83
176,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.91,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,21077.0,,0.91,0.83
177,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,50.0,1.0,20180513210347.0,21077.0,,0.91,0.83
178,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,1.0,0.0,20180513210347.0,21077.0,,0.91,0.83
179,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.83,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,1.0,0.0,20180513210347.0,21077.0,,0.91,0.83
180,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.91,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,1.0,0.0,20180513210347.0,11074.0,,0.91,0.83
181,44.0,5.0,,第1节,10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,10.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,9.0,0.0,1,2.0,GD,1.0,0.0,20180513210347.0,11074.0,,0.91,0.83
182,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,11.0,0.0,1,2.0,GD,1.0,0.0,20180513210347.0,11074.0,,0.91,0.83
