,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
68,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,19.0,0.0,20181019043125.0,21077.0
69,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,19.0,0.0,20181019043128.0,21077.0
70,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,19.0,1.0,20181019043136.0,21077.0
71,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,18.0,1.0,20181019043136.0,21077.0
72,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,19.0,1.0,20181019043136.0,21077.0
73,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,14.0,1.0,20181019043144.0,21077.0
74,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,10.0,1.0,20181019043148.0,21077.0
75,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,4.0,1.0,20181019043154.0,21077.0
76,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,1.0,0.0,1.0,20181019043158.0,21077.0
77,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,59.0,0.0,20181019043158.0,21077.0
78,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,59.0,0.0,20181019043159.0,21077.0
79,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,59.0,1.0,20181019043221.0,21077.0
80,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,58.0,1.0,20181019043221.0,21077.0
81,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,56.0,0.0,20181019043223.0,21077.0
82,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,56.0,0.0,20181019043224.0,21077.0
83,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,56.0,0.0,20181019043227.0,21077.0
84,4.0,-21.5,0.0,21.5,0.0,1.0,1:2,1.0,,2,9,21.0,17,18,12.0,10,10,4,3,6.0,4,2,92.3,100.0,71.4,61,81,0,1,0.0,58.0,0.0,20181019043231.0,21078.0
85,4.0,-21.5,0.0,21.5,0.0,1.0,1:2^2:2,1.0,,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,76.5,100.0,71.4,61,82,0,1,0.0,58.0,0.0,20181019043232.0,21079^21078
86,4.0,-20.5,0.0,20.5,0.0,1.0,2:2^,1.0,,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,61,82,0,1,0.0,58.0,1.0,20181019043234.0,21080^11077
87,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,61,82,0,1,0.0,58.0,1.0,20181019043236.0,11077.0
88,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,61,82,0,1,0.0,57.0,1.0,20181019043236.0,11077.0
89,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,61,82,0,1,0.0,56.0,0.0,20181019043238.0,11077.0
90,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,61,82,0,1,0.0,56.0,1.0,20181019043308.0,11077.0
91,4.0,-20.5,0.0,20.5,0.0,1.0,,1.0,,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,61,82,0,1,0.0,55.0,1.0,20181019043309.0,11077.0
92,4.0,-18.5,0.0,18.5,0.0,1.0,^,1.0,3.0,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,64,82,0,1,0.0,52.0,1.0,20181019043315.0,11075^21077
93,4.0,-18.5,0.0,18.5,0.0,1.0,,1.0,3.0,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,64,82,0,1,0.0,49.0,1.0,20181019043318.0,21077.0
94,4.0,-18.5,0.0,18.5,0.0,1.0,,1.0,3.0,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,64,82,0,1,0.0,40.0,1.0,20181019043326.0,21077.0
95,4.0,-18.5,0.0,18.5,0.0,1.0,,1.0,3.0,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,64,82,0,1,0.0,40.0,1.0,20181019043327.0,21077.0
96,4.0,-18.5,0.0,18.5,0.0,1.0,,1.0,3.0,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,64,82,0,1,0.0,31.0,1.0,20181019043336.0,21077.0
97,4.0,-17.5,0.0,17.5,0.0,1.0,,1.0,3.0,2,9,21.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,64,82,0,1,0.0,26.0,1.0,20181019043341.0,11077.0
98,4.0,-16.5,0.0,16.5,0.0,1.0,^,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,20.0,1.0,20181019043348.0,11074^21077
99,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,18.0,1.0,20181019043349.0,21077.0
100,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,12.0,1.0,20181019043356.0,21077.0
101,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,6.0,1.0,20181019043401.0,21077.0
102,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,0.0,1.0,20181019043407.0,21077.0
103,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,0.0,0.0,20181019043408.0,21077.0
104,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,0.0,0.0,20181019043414.0,21077.0
105,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,0.0,0.0,20181019043415.0,21077.0
106,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,0.0,0.0,20181019043431.0,21077.0
107,4.0,-16.5,0.0,16.5,0.0,1.0,,1.0,3.0,2,9,22.0,17,18,13.0,10,10,4,3,6.0,4,2,72.2,100.0,71.4,66,82,0,1,0.0,0.0,0.0,20181019043431.0,1084.0
