,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
17,,,4.0,-6.5,0.9090909090909091,6.5,0.7692307692307693,,,,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,71,0,1,2.0,15.0,1.0,20181020020427.0,11077.0
18,,,4.0,-6.5,0.9090909090909091,6.5,0.7692307692307693,,,,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,71,0,1,2.0,7.0,1.0,20181020020436.0,11077.0
19,,,4.0,-7.5,0.9090909090909091,7.5,0.7692307692307693,,,,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,71,0,1,2.0,6.0,1.0,20181020020436.0,21077.0
20,,,4.0,-7.5,0.9090909090909091,7.5,0.7692307692307693,,,,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,71,0,1,0.0,57.0,1.0,20181020020444.0,21077.0
21,,,4.0,-7.5,0.9090909090909091,7.5,0.7692307692307693,2.0,,,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,71,0,1,0.0,49.0,1.0,20181020020452.0,21077.0
22,,,4.0,-7.5,0.9090909090909091,7.5,0.7692307692307693,1.0,,,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,71,0,1,0.0,44.0,1.0,20181020020458.0,21077.0
23,,,4.0,-7.5,0.9090909090909091,7.5,0.7692307692307693,1.0,,,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,71,0,1,0.0,35.0,1.0,20181020020506.0,21077.0
24,,,4.0,-9.5,0.9090909090909091,9.5,0.7692307692307693,1.0,^,12.0,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,32.0,1.0,20181020020510.0,21075^11077
25,,,4.0,-9.5,0.9090909090909091,9.5,0.7692307692307693,1.0,^,12.0,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,31.0,0.0,20181020020512.0,21075^11077
26,44.0,5.0,4.0,-9.5,0.9090909090909091,9.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,31.0,0.0,20181020020521.0,11081.0
27,44.0,5.0,4.0,-9.5,0.9090909090909091,9.5,0.7692307692307693,1.0,^,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,32.0,0.0,20181020020527.0,11077^11081
28,,,4.0,-9.5,0.9090909090909091,9.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,32.0,1.0,20181020020645.0,11077.0
29,,,4.0,-9.5,0.9090909090909091,9.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,31.0,1.0,20181020020645.0,11077.0
30,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,25.0,1.0,20181020020652.0,21077.0
31,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,16.0,1.0,20181020020700.0,21077.0
32,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,14.0,0.0,20181020020703.0,21077.0
33,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,,4,3,,71.4,88.2,64,74,0,1,0.0,14.0,0.0,20181020020712.0,11086.0
34,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,5.0,4,3,,71.4,88.2,64,74,0,1,0.0,14.0,0.0,20181020020717.0,11086.0
35,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,5.0,4,3,,71.4,88.2,64,74,0,1,0.0,14.0,1.0,20181020020718.0,11086.0
36,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,5.0,4,3,,71.4,88.2,64,74,0,1,0.0,11.0,0.0,20181020020721.0,11086.0
37,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,5.0,4,3,,71.4,88.2,64,74,0,1,0.0,11.0,0.0,20181020020725.0,11086.0
38,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,1:2,12.0,6,11,11.0,17,10,,10,15,3.0,4,4,5.0,4,3,,71.4,88.2,64,74,0,1,0.0,11.0,0.0,20181020020728.0,21078.0
39,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,^1:2,12.0,6,11,11.0,17,10,16.0,10,15,3.0,4,4,6.0,4,3,88.9,71.4,88.2,64,74,0,1,0.0,11.0,0.0,20181020020728.0,11086^21078
40,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,2:2,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,11.0,0.0,20181020020854.0,21079.0
41,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,2:2,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,11.0,1.0,20181020020855.0,21079.0
42,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,9.0,1.0,20181020020857.0,11077.0
43,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,8.0,0.0,20181020020858.0,11077.0
44,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,10.0,0.0,20181020020902.0,11077.0
45,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,10.0,1.0,20181020020907.0,11077.0
46,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,3.0,1.0,20181020020914.0,11077.0
47,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,0.0,1.0,20181020020917.0,21077.0
48,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,0.0,0.0,20181020020918.0,21077.0
49,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,0.0,0.0,20181020020919.0,21077.0
50,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,0.0,0.0,20181020020919.0,1084.0
51,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,0.0,0.0,20181020020921.0,1084.0
52,,,4.0,-10.5,0.9090909090909091,10.5,0.7692307692307693,1.0,,12.0,6,11,11.0,17,10,17.0,10,15,3.0,4,4,6.0,4,3,89.5,71.4,88.2,64,76,0,1,0.0,0.0,0.0,20181020020921.0,1084.0
