,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
327,44.0,5.0,,第1节,-16.5,0.83,16.5,0.83,207.5,0.83,207.5,0.83,207.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,11.0,1.0,20180627124853.0,11077.0,0.0,0.0
328,44.0,5.0,,第1节,-16.5,0.83,16.5,0.83,207.5,0.83,207.5,0.83,207.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,11.0,1.0,20180627124853.0,21077.0,0.0,0.0
329,44.0,5.0,,第1节,-16.5,0.83,16.5,0.83,207.5,0.83,207.5,0.83,207.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,0.0,1.0,20180627124904.0,21077.0,0.0,0.0
330,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,0.0,1.0,20180627124904.0,21077.0,0.0,0.0
331,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,0.0,1.0,20180627124906.0,21077.0,0.0,0.0
332,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,0.0,1.0,20180627124906.0,21077.0,0.0,0.0
333,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,0.0,1.0,20180627124909.0,21077.0,0.0,0.0
334,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,0.0,1,0.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
335,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,1.0,1,0.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
336,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,1.0,1,0.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
337,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,1.0,1,0.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
338,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,1.0,1,0.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
339,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,2.0,1.0,100.0,50.0,23.0,26.0,1.0,1,0.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
340,44.0,5.0,,第1节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,1.0,1,12.0,GD,0.0,0.0,20180627124909.0,1082.0,0.0,0.0
341,44.0,5.0,,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,1.0,1,12.0,GD,0.0,0.0,20180627124909.0,1082.0,0.0,0.0
342,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,1082.0,0.0,0.0
343,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,1082.0,0.0,0.0
344,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,1082.0,0.0,0.0
345,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,1082.0,0.0,0.0
346,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,1.0,1.0,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,1082.0,0.0,0.0
347,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,1088.0,0.0,0.0
348,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,1.0,1,12.0,GD,0.0,0.0,20180627124909.0,1088.0,0.0,0.0
349,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,1.0,1,12.0,GD,0.0,0.0,20180627124909.0,1088.0,0.0,0.0
350,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,1.0,1,12.0,GD,0.0,0.0,20180627124909.0,1088.0,0.0,0.0
351,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,1.0,1,12.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
352,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
353,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
354,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,0.0,20180627124909.0,21077.0,0.0,0.0
355,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,1.0,20180627125129.0,21077.0,0.0,0.0
356,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,12.0,GD,0.0,1.0,20180627125129.0,21077.0,0.0,0.0
357,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,11.0,GD,59.0,1.0,20180627125130.0,21077.0,0.0,0.0
358,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,11.0,GD,59.0,1.0,20180627125130.0,21077.0,0.0,0.0
359,44.0,5.0,第2节,第2节,-16.5,0.8,16.5,0.87,206.5,0.83,206.5,0.83,206.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,11.0,GD,42.0,1.0,20180627125145.0,21077.0,0.0,0.0
360,44.0,5.0,第2节,第2节,-16.5,0.83,16.5,0.83,205.5,0.83,205.5,0.83,205.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,11.0,GD,42.0,1.0,20180627125145.0,21077.0,0.0,0.0
361,44.0,5.0,第2节,第2节,-16.5,0.83,16.5,0.83,205.5,0.83,205.5,0.83,205.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,11.0,GD,31.0,1.0,20180627125155.0,21077.0,0.0,0.0
362,44.0,5.0,第2节,第2节,-16.5,0.83,16.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,26.0,0.0,1,11.0,GD,31.0,1.0,20180627125155.0,21077.0,0.0,0.0
363,44.0,5.0,第2节,第2节,-16.5,0.83,16.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,23.0,25.0,0.0,1,11.0,GD,31.0,1.0,20180627125155.0,21074.0,0.0,0.0
364,44.0,5.0,第2节,第2节,-16.5,0.83,16.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,17.0,1.0,20180627125209.0,11077.0,0.0,0.0
365,44.0,5.0,第2节,第2节,-16.5,0.87,17.5,0.8,204.5,0.83,204.5,0.83,17.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,17.0,1.0,20180627125209.0,11077.0,0.0,0.0
366,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,204.5,0.83,205.5,0.83,-17.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,17.0,1.0,20180627125209.0,11077.0,0.0,0.0
367,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,205.5,0.83,205.5,0.83,205.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,17.0,1.0,20180627125209.0,11077.0,0.0,0.0
368,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,205.5,0.83,205.5,0.83,205.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,17.0,1.0,20180627125211.0,11077.0,0.0,0.0
369,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,17.0,1.0,20180627125211.0,11077.0,0.0,0.0
370,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,3.0,1.0,20180627125224.0,11077.0,0.0,0.0
371,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,3.0,1.0,20180627125224.0,21077.0,0.0,0.0
372,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,3.0,1.0,20180627125226.0,21077.0,0.0,0.0
373,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,11.0,GD,3.0,1.0,20180627125226.0,21077.0,0.0,0.0
374,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,45.0,1.0,20180627125242.0,21077.0,0.0,0.0
375,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,45.0,1.0,20180627125242.0,21077.0,0.0,0.0
376,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,40.0,0.0,20180627125246.0,21077.0,0.0,0.0
377,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,40.0,0.0,20180627125246.0,21077.0,0.0,0.0
378,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,40.0,1.0,20180627125306.0,21077.0,0.0,0.0
379,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,40.0,1.0,20180627125306.0,21077.0,0.0,0.0
380,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,39.0,1.0,20180627125307.0,21077.0,0.0,0.0
381,44.0,5.0,第2节,第2节,-17.5,0.87,17.5,0.8,201.5,0.83,201.5,0.83,201.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,39.0,1.0,20180627125307.0,21077.0,0.0,0.0
382,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,201.5,0.83,203.5,0.83,201.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,39.0,1.0,20180627125307.0,21077.0,0.0,0.0
383,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,39.0,1.0,20180627125307.0,21077.0,0.0,0.0
384,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,26.0,0.0,1,10.0,GD,23.0,1.0,20180627125324.0,21077.0,0.0,0.0
385,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,25.0,27.0,0.0,1,10.0,GD,23.0,1.0,20180627125324.0,21074.0,0.0,0.0
386,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,26.0,0.0,1,10.0,GD,23.0,1.0,20180627125324.0,11077.0,0.0,0.0
387,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,26.0,0.0,1,10.0,GD,22.0,1.0,20180627125326.0,11077.0,0.0,0.0
388,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,26.0,0.0,1,10.0,GD,22.0,1.0,20180627125326.0,11077.0,0.0,0.0
389,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,202.5,0.83,202.5,0.83,202.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,26.0,0.0,1,10.0,GD,4.0,1.0,20180627125343.0,21077.0,0.0,0.0
390,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,201.5,0.83,201.5,0.83,201.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,26.0,0.0,1,10.0,GD,4.0,1.0,20180627125343.0,21077.0,0.0,0.0
391,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,201.5,0.83,201.5,0.83,201.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,26.0,0.0,1,9.0,GD,57.0,1.0,20180627125350.0,21077.0,0.0,0.0
392,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,8.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,26.0,0.0,1,9.0,GD,57.0,1.0,20180627125350.0,21077.0,0.0,0.0
393,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,27.0,29.0,0.0,1,9.0,GD,57.0,1.0,20180627125350.0,21074.0,0.0,0.0
394,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,57.0,1.0,20180627125350.0,11077.0,0.0,0.0
395,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,56.0,1.0,20180627125352.0,11077.0,0.0,0.0
396,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,56.0,0.0,20180627125352.0,11077.0,0.0,0.0
397,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,39.0,0.0,20180627125407.0,11077.0,0.0,0.0
398,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,39.0,1.0,20180627125407.0,11077.0,0.0,0.0
399,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,39.0,1.0,20180627125426.0,11077.0,0.0,0.0
400,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,39.0,1.0,20180627125426.0,11077.0,0.0,0.0
401,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,38.0,1.0,20180627125427.0,11077.0,0.0,0.0
402,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,201.5,0.83,201.5,0.83,201.5,2.0,,4.0,3.0,6.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,26.0,0.0,1,9.0,GD,38.0,1.0,20180627125427.0,11077.0,0.0,0.0
403,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,201.5,0.83,201.5,0.83,201.5,2.0,,4.0,3.0,7.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,28.0,26.0,0.0,1,9.0,GD,38.0,1.0,20180627125427.0,11074.0,0.0,0.0
404,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,201.5,0.83,201.5,0.83,201.5,2.0,,4.0,3.0,7.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,28.0,0.0,1,9.0,GD,35.0,1.0,20180627125433.0,21077.0,0.0,0.0
405,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,7.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,28.0,0.0,1,9.0,GD,35.0,1.0,20180627125433.0,21077.0,0.0,0.0
406,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,7.0,9.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,28.0,0.0,1,9.0,GD,34.0,1.0,20180627125436.0,21077.0,0.0,0.0
407,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,7.0,10.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,31.0,0.0,1,9.0,GD,34.0,1.0,20180627125436.0,21074.0,0.0,0.0
408,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,203.5,0.83,203.5,0.83,203.5,2.0,,4.0,3.0,7.0,10.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,31.0,0.0,1,9.0,GD,18.0,1.0,20180627125450.0,11077.0,0.0,0.0
409,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,7.0,10.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,29.0,31.0,0.0,1,9.0,GD,18.0,1.0,20180627125450.0,11077.0,0.0,0.0
410,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,7.0,10.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,31.0,28.0,0.0,1,9.0,GD,18.0,1.0,20180627125450.0,11077.0,0.0,0.0
411,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,7.0,10.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,31.0,28.0,0.0,1,9.0,GD,17.0,1.0,20180627125452.0,11077.0,0.0,0.0
412,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,7.0,10.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,31.0,28.0,0.0,1,9.0,GD,17.0,1.0,20180627125452.0,21077.0,0.0,0.0
413,44.0,5.0,第2节,第2节,-17.5,0.83,17.5,0.83,204.5,0.83,204.5,0.83,204.5,2.0,,4.0,3.0,7.0,10.0,2.0,2.0,4.0,5.0,0.0,0.0,100.0,50.0,31.0,28.0,0.0,1,9.0,GD,6.0,1.0,20180627125502.0,21077.0,0.0,0.0
