,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
86,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,5.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,11.0,0.0,1.0,6.0,16.0,1.0,20180622072234.0,11077.0
87,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,5.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,11.0,0.0,1.0,6.0,16.0,1.0,20180622072234.0,21077.0
88,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,5.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,11.0,0.0,1.0,6.0,7.0,1.0,20180622072243.0,21077.0
89,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,5.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,11.0,0.0,1.0,6.0,7.0,1.0,20180622072243.0,11077.0
90,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,5.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,11.0,0.0,1.0,6.0,1.0,1.0,20180622072251.0,11077.0
91,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,13.0,11.0,0.0,1.0,6.0,1.0,1.0,20180622072251.0,11074.0
92,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,13.0,11.0,0.0,1.0,5.0,40.0,1.0,20180622072310.0,21077.0
93,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,13.0,0.0,1.0,5.0,40.0,1.0,20180622072310.0,21077.0
94,44.0,5.0,,第2节,-39.5,0.83,37.5,0.83,135.5,0.83,135.5,0.83,37.5,,,0.0,5.0,6.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,13.0,0.0,1.0,5.0,40.0,1.0,20180622072310.0,21077.0
95,44.0,5.0,,第2节,-37.5,0.83,37.5,0.83,135.5,0.83,136.5,0.83,-37.5,,,0.0,5.0,6.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,13.0,0.0,1.0,5.0,40.0,1.0,20180622072310.0,21077.0
96,44.0,5.0,,第2节,-37.5,0.83,37.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,6.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,13.0,0.0,1.0,5.0,40.0,1.0,20180622072310.0,21077.0
97,44.0,5.0,,第2节,-37.5,0.83,37.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,6.0,9.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,13.0,0.0,1.0,5.0,40.0,1.0,20180622072312.0,21077.0
98,44.0,5.0,,第2节,-37.5,0.83,37.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,38.0,0.0,1.0,5.0,40.0,1.0,20180622072312.0,21074.0
99,44.0,5.0,,第2节,-37.5,0.8,38.5,0.87,136.5,0.83,136.5,0.83,38.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,38.0,0.0,1.0,5.0,40.0,1.0,20180622072312.0,11077.0
100,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,136.5,0.83,137.5,0.83,-38.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,38.0,0.0,1.0,5.0,40.0,1.0,20180622072312.0,11077.0
101,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,137.5,0.83,137.5,0.83,137.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,36.0,38.0,0.0,1.0,5.0,40.0,1.0,20180622072312.0,11077.0
102,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,137.5,0.83,137.5,0.83,137.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,40.0,1.0,20180622072312.0,11077.0
103,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,137.5,0.83,137.5,0.83,137.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,30.0,1.0,20180622072320.0,11077.0
104,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,137.5,0.83,137.5,0.83,137.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,30.0,1.0,20180622072320.0,11077.0
105,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,137.5,0.83,137.5,0.83,137.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,29.0,1.0,20180622072322.0,11077.0
106,44.0,5.0,,第2节,-38.5,0.83,39.5,0.83,137.5,0.83,137.5,0.83,39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,29.0,1.0,20180622072322.0,11077.0
107,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,137.5,0.83,137.5,0.83,-39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,18.0,1.0,20180622072332.0,11077.0
108,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,137.5,0.83,137.5,0.83,-39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,18.0,0.0,20180622072332.0,21077.0
109,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,137.5,0.83,137.5,0.83,-39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,1.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,9.0,0.0,20180622072342.0,21077.0
110,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,137.5,0.83,137.5,0.83,-39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,9.0,0.0,20180622072342.0,11086.0
111,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,9.0,0.0,20180622072342.0,21077.0
112,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,0.0,5.0,9.0,0.0,20180622072342.0,21077.0
113,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,0.0,5.0,8.0,1.0,20180622072357.0,21077.0
114,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,136.5,0.83,136.5,0.83,136.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,8.0,1.0,20180622072357.0,21077.0
115,44.0,5.0,,第2节,-39.5,0.8,38.5,0.87,136.5,0.83,136.5,0.83,38.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,8.0,1.0,20180622072357.0,11077.0
116,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,136.5,0.83,135.5,0.83,-38.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,8.0,1.0,20180622072357.0,11077.0
117,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,5.0,8.0,1.0,20180622072357.0,11077.0
118,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,58.0,1.0,20180622072407.0,11077.0
119,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,58.0,1.0,20180622072407.0,11077.0
120,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,58.0,1.0,20180622072408.0,11077.0
121,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,58.0,1.0,20180622072408.0,11077.0
122,44.0,5.0,,第2节,-38.5,0.8,38.5,0.87,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,48.0,1.0,20180622072417.0,11077.0
123,44.0,5.0,,第2节,-38.5,0.83,39.5,0.83,135.5,0.83,135.5,0.83,39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,48.0,1.0,20180622072417.0,21077.0
124,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,135.5,0.83,135.5,0.83,-39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,48.0,1.0,20180622072418.0,21077.0
125,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,135.5,0.83,135.5,0.83,-39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,48.0,1.0,20180622072418.0,11077.0
126,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,135.5,0.83,135.5,0.83,-39.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,34.0,1.0,20180622072431.0,11077.0
127,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,134.5,0.83,134.5,0.83,134.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,34.0,1.0,20180622072431.0,11077.0
128,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,134.5,0.83,134.5,0.83,134.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,34.0,1.0,20180622072433.0,11077.0
129,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,134.5,0.83,134.5,0.83,134.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,34.0,1.0,20180622072433.0,11077.0
130,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,134.5,0.83,134.5,0.83,134.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,14.0,1.0,20180622072451.0,11077.0
131,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,14.0,1.0,20180622072451.0,11077.0
132,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,10.0,0.0,20180622072455.0,11077.0
133,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,10.0,0.0,20180622072455.0,11077.0
134,44.0,5.0,,第2节,-39.5,0.87,39.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,10.0,1.0,20180622072502.0,11077.0
135,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,10.0,1.0,20180622072502.0,21077.0
136,44.0,5.0,,第2节,-39.5,0.83,39.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,9.0,1.0,20180622072503.0,21077.0
137,44.0,5.0,,第2节,-39.5,0.83,41.5,0.83,132.5,0.83,132.5,0.83,41.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,9.0,1.0,20180622072503.0,21077.0
138,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,132.5,0.83,135.5,0.83,-41.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,9.0,1.0,20180622072503.0,21077.0
139,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,5.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,13.0,0.0,1.0,4.0,9.0,1.0,20180622072503.0,21077.0
140,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,41.0,0.0,1.0,4.0,9.0,1.0,20180622072503.0,21075.0
141,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,38.0,41.0,0.0,1.0,4.0,1.0,1.0,20180622072510.0,11077.0
142,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,4.0,1.0,1.0,20180622072510.0,11077.0
143,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,135.5,0.83,135.5,0.83,135.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,4.0,0.0,1.0,20180622072512.0,11077.0
144,44.0,5.0,,第2节,-41.5,0.87,42.5,0.8,135.5,0.83,135.5,0.83,42.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,4.0,0.0,1.0,20180622072512.0,11077.0
145,44.0,5.0,,第2节,-42.5,0.87,42.5,0.8,135.5,0.83,134.5,0.83,-42.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,4.0,0.0,1.0,20180622072512.0,11077.0
146,44.0,5.0,,第2节,-42.5,0.87,42.5,0.8,134.5,0.83,134.5,0.83,134.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,4.0,0.0,1.0,20180622072512.0,11077.0
147,44.0,5.0,,第2节,-42.5,0.87,42.5,0.8,134.5,0.83,134.5,0.83,134.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,40.0,1.0,20180622072532.0,11077.0
148,44.0,5.0,,第2节,-42.5,0.83,41.5,0.83,134.5,0.83,134.5,0.83,41.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,40.0,1.0,20180622072532.0,21077.0
149,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,134.5,0.83,133.5,0.83,-41.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,40.0,1.0,20180622072532.0,21077.0
150,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,40.0,1.0,20180622072532.0,21077.0
151,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,31.0,1.0,20180622072540.0,11077.0
152,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,31.0,0.0,20180622072540.0,11077.0
153,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,30.0,0.0,20180622072541.0,11077.0
154,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,30.0,1.0,20180622072541.0,11077.0
155,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,29.0,1.0,20180622072553.0,11077.0
156,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,29.0,1.0,20180622072553.0,21077.0
157,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,9.0,1.0,20180622072613.0,21077.0
158,44.0,5.0,,第2节,-41.5,0.8,41.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,9.0,1.0,20180622072613.0,21077.0
159,44.0,5.0,,第2节,-41.5,0.8,41.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,9.0,1.0,20180622072615.0,21077.0
160,44.0,5.0,,第2节,-41.5,0.8,41.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,9.0,1.0,20180622072615.0,11077.0
161,44.0,5.0,,第2节,-41.5,0.8,41.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,1.0,1.0,20180622072622.0,11077.0
162,44.0,5.0,,第2节,-41.5,0.87,41.5,0.8,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,1.0,1.0,20180622072622.0,11077.0
163,44.0,5.0,,第2节,-41.5,0.87,41.5,0.8,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,1.0,1.0,20180622072623.0,11077.0
164,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,3.0,1.0,1.0,20180622072623.0,11077.0
165,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,13.0,0.0,1.0,2.0,40.0,1.0,20180622072642.0,11077.0
166,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,10.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,43.0,0.0,1.0,2.0,40.0,1.0,20180622072642.0,21077.0
167,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,41.0,43.0,0.0,1.0,2.0,40.0,1.0,20180622072642.0,21074.0
168,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,40.0,1.0,20180622072642.0,11077.0
169,44.0,5.0,,第2节,-41.5,0.83,41.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,37.0,1.0,20180622072645.0,11077.0
170,44.0,5.0,,第2节,-41.5,0.8,42.5,0.87,130.5,0.83,130.5,0.83,42.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,37.0,1.0,20180622072645.0,11077.0
171,44.0,5.0,,第2节,-42.5,0.8,42.5,0.87,130.5,0.83,132.5,0.83,-42.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,37.0,1.0,20180622072645.0,11077.0
172,44.0,5.0,,第2节,-42.5,0.8,42.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,37.0,1.0,20180622072645.0,11077.0
173,44.0,5.0,,第2节,-42.5,0.8,42.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,36.0,1.0,20180622072647.0,11077.0
174,44.0,5.0,,第2节,-42.5,0.8,42.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,36.0,1.0,20180622072647.0,21077.0
175,44.0,5.0,,第2节,-42.5,0.8,42.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,21077.0
176,44.0,5.0,,第2节,-42.5,0.83,43.5,0.83,132.5,0.83,132.5,0.83,43.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,21077.0
177,44.0,5.0,,第2节,-43.5,0.83,43.5,0.83,132.5,0.83,131.5,0.83,-43.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,21077.0
178,44.0,5.0,,第2节,-43.5,0.83,43.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,21077.0
179,44.0,5.0,,第2节,-43.5,0.83,43.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,11077.0
180,44.0,5.0,,第2节,-43.5,0.83,42.5,0.83,131.5,0.83,131.5,0.83,42.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,11077.0
181,44.0,5.0,,第2节,-42.5,0.83,42.5,0.83,131.5,0.83,130.5,0.83,-42.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,11077.0
182,44.0,5.0,,第2节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,23.0,1.0,20180622072700.0,11077.0
183,44.0,5.0,,第2节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,13.0,1.0,20180622072709.0,11077.0
