,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
281,44.0,5.0,第3节,第3节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
282,44.0,5.0,第3节,第3节,-45.5,0.83,45.5,0.8,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
283,44.0,5.0,第3节,第3节,-45.5,0.87,45.5,0.8,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
284,44.0,5.0,第3节,第3节,-45.5,0.87,45.5,0.8,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
285,44.0,5.0,第3节,第3节,-45.5,0.87,45.5,0.8,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
286,44.0,5.0,第3节,第3节,-45.5,0.87,45.5,0.8,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
287,44.0,5.0,第3节,第3节,-45.5,0.87,45.5,0.8,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
288,44.0,5.0,第3节,第3节,-45.5,0.87,45.5,0.8,128.5,0.83,128.5,0.83,46.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
289,44.0,5.0,第3节,第3节,-45.5,0.87,46.5,0.8,128.5,0.83,128.5,0.83,46.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
290,44.0,5.0,第3节,第3节,-45.5,0.87,46.5,0.8,128.5,0.83,128.5,0.83,46.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
291,44.0,5.0,第3节,第3节,-46.5,0.87,46.5,0.8,128.5,0.83,128.5,0.83,-46.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
292,44.0,5.0,第3节,第3节,-46.5,0.87,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
293,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
294,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1089.0
295,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1089.0
296,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1089.0
297,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1089.0
298,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1089.0
299,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1089.0
300,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,10.0,0.0,0.0,20180622073037.0,1089.0
301,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,0.0,10.0,0.0,0.0,20180622073037.0,1089.0
302,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,0.0,9.0,59.0,1.0,20180622073854.0,21077.0
303,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,9.0,59.0,1.0,20180622073854.0,21077.0
304,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,9.0,53.0,1.0,20180622073859.0,21077.0
305,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,9.0,53.0,1.0,20180622073859.0,21077.0
306,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,0.0,1.0,9.0,53.0,1.0,20180622073900.0,21077.0
307,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,49.0,0.0,1.0,9.0,53.0,1.0,20180622073900.0,21074.0
308,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,15.0,0.0,1.0,9.0,53.0,1.0,20180622073900.0,11077.0
309,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,128.5,0.83,128.5,0.83,-46.5,3.0,,0.0,6.0,7.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,15.0,0.0,1.0,9.0,42.0,1.0,20180622073910.0,11077.0
310,44.0,5.0,第3节,第3节,-46.5,0.83,48.5,0.83,128.5,0.83,128.5,0.83,48.5,3.0,,0.0,6.0,7.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,15.0,0.0,1.0,9.0,42.0,1.0,20180622073910.0,11077.0
311,44.0,5.0,第3节,第3节,-48.5,0.83,48.5,0.83,128.5,0.83,130.5,0.83,-48.5,3.0,,0.0,6.0,7.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,15.0,0.0,1.0,9.0,42.0,1.0,20180622073910.0,11077.0
312,44.0,5.0,第3节,第3节,-48.5,0.83,48.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,7.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,15.0,0.0,1.0,9.0,42.0,1.0,20180622073910.0,11077.0
313,44.0,5.0,第3节,第3节,-48.5,0.83,48.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,7.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,15.0,0.0,1.0,9.0,41.0,1.0,20180622073912.0,11077.0
314,44.0,5.0,第3节,第3节,-48.5,0.83,48.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,17.0,15.0,0.0,1.0,9.0,41.0,1.0,20180622073912.0,11074.0
315,44.0,5.0,第3节,第3节,-48.5,0.83,48.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,17.0,0.0,1.0,9.0,41.0,1.0,20180622073912.0,21077.0
316,44.0,5.0,第3节,第3节,-48.5,0.83,46.5,0.83,130.5,0.83,130.5,0.83,46.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,17.0,0.0,1.0,9.0,41.0,1.0,20180622073912.0,21077.0
317,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,130.5,0.83,131.5,0.83,-46.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,17.0,0.0,1.0,9.0,41.0,1.0,20180622073912.0,21077.0
318,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,17.0,0.0,1.0,9.0,41.0,1.0,20180622073912.0,21077.0
319,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,17.0,0.0,1.0,9.0,27.0,1.0,20180622073925.0,21077.0
320,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,17.0,0.0,1.0,9.0,27.0,1.0,20180622073925.0,21077.0
321,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,8.0,13.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,17.0,0.0,1.0,9.0,26.0,1.0,20180622073927.0,21077.0
322,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,51.0,0.0,1.0,9.0,26.0,1.0,20180622073927.0,21074.0
323,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,49.0,51.0,0.0,1.0,8.0,58.0,1.0,20180622073954.0,11077.0
324,44.0,5.0,第3节,第3节,-46.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,58.0,1.0,20180622073954.0,11077.0
325,44.0,5.0,第3节,第3节,-46.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,47.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,58.0,1.0,20180622073954.0,11077.0
326,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,-47.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,58.0,1.0,20180622073955.0,11077.0
327,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,-47.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,58.0,1.0,20180622073955.0,11077.0
328,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,-47.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,56.0,1.0,20180622073956.0,11077.0
329,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,-47.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,56.0,1.0,20180622073956.0,21077.0
330,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,-47.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,41.0,1.0,20180622074011.0,21077.0
331,44.0,5.0,第3节,第3节,-47.5,0.8,47.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,41.0,1.0,20180622074011.0,21077.0
332,44.0,5.0,第3节,第3节,-47.5,0.8,47.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,41.0,1.0,20180622074012.0,21077.0
333,44.0,5.0,第3节,第3节,-47.5,0.8,47.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,41.0,1.0,20180622074012.0,21077.0
334,44.0,5.0,第3节,第3节,-47.5,0.8,47.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,17.0,0.0,1.0,8.0,36.0,1.0,20180622074016.0,21077.0
335,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,19.0,17.0,0.0,1.0,8.0,36.0,1.0,20180622074016.0,11077.0
336,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,8.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,19.0,17.0,0.0,1.0,8.0,15.0,1.0,20180622074037.0,11077.0
337,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,19.0,17.0,0.0,1.0,8.0,15.0,1.0,20180622074037.0,11074.0
338,44.0,5.0,第3节,第3节,-47.5,0.83,47.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074037.0,21077.0
339,44.0,5.0,第3节,第3节,-47.5,0.8,45.5,0.87,130.5,0.83,130.5,0.83,45.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074037.0,21077.0
340,44.0,5.0,第3节,第3节,-45.5,0.8,45.5,0.87,130.5,0.83,131.5,0.83,-45.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074037.0,21077.0
341,44.0,5.0,第3节,第3节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074037.0,21077.0
342,44.0,5.0,第3节,第3节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074039.0,21077.0
343,44.0,5.0,第3节,第3节,-45.5,0.8,44.5,0.87,131.5,0.83,131.5,0.83,44.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074039.0,11077.0
344,44.0,5.0,第3节,第3节,-44.5,0.8,44.5,0.87,131.5,0.83,130.5,0.83,-44.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074039.0,11077.0
345,44.0,5.0,第3节,第3节,-44.5,0.8,44.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,8.0,15.0,1.0,20180622074039.0,11077.0
346,44.0,5.0,第3节,第3节,-44.5,0.8,44.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,57.0,1.0,20180622074056.0,11077.0
347,44.0,5.0,第3节,第3节,-44.5,0.8,44.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,57.0,1.0,20180622074056.0,11077.0
348,44.0,5.0,第3节,第3节,-44.5,0.8,44.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,57.0,1.0,20180622074057.0,11077.0
349,44.0,5.0,第3节,第3节,-44.5,0.8,44.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,57.0,1.0,20180622074057.0,21077.0
350,44.0,5.0,第3节,第3节,-44.5,0.8,44.5,0.87,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,48.0,1.0,20180622074108.0,21077.0
351,44.0,5.0,第3节,第3节,-44.5,0.83,45.5,0.83,130.5,0.83,130.5,0.83,45.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,48.0,1.0,20180622074108.0,21077.0
352,44.0,5.0,第3节,第3节,-45.5,0.83,45.5,0.83,130.5,0.83,129.5,0.83,-45.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,48.0,1.0,20180622074108.0,21077.0
353,44.0,5.0,第3节,第3节,-45.5,0.83,45.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,48.0,1.0,20180622074108.0,21077.0
354,44.0,5.0,第3节,第3节,-45.5,0.83,45.5,0.83,129.5,0.83,129.5,0.83,129.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,48.0,1.0,20180622074110.0,21077.0
355,44.0,5.0,第3节,第3节,-45.5,0.83,44.5,0.83,129.5,0.83,129.5,0.83,44.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,48.0,1.0,20180622074110.0,21077.0
356,44.0,5.0,第3节,第3节,-44.5,0.83,44.5,0.83,129.5,0.83,129.5,0.83,-44.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,46.0,1.0,20180622074110.0,21077.0
357,44.0,5.0,第3节,第3节,-44.5,0.83,43.5,0.83,129.5,0.83,129.5,0.83,43.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,46.0,1.0,20180622074110.0,11077.0
358,44.0,5.0,第3节,第3节,-43.5,0.83,43.5,0.83,129.5,0.83,131.5,0.83,-43.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,46.0,1.0,20180622074110.0,11077.0
359,44.0,5.0,第3节,第3节,-43.5,0.83,43.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,46.0,1.0,20180622074110.0,11077.0
360,44.0,5.0,第3节,第3节,-43.5,0.83,43.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,9.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,19.0,0.0,1.0,7.0,34.0,1.0,20180622074122.0,11077.0
361,44.0,5.0,第3节,第3节,-43.5,0.83,43.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,21.0,19.0,0.0,1.0,7.0,34.0,1.0,20180622074122.0,11074.0
362,44.0,5.0,第3节,第3节,-43.5,0.83,43.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,34.0,1.0,20180622074122.0,21077.0
363,44.0,5.0,第3节,第3节,-43.5,0.83,43.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,33.0,1.0,20180622074124.0,21077.0
364,44.0,5.0,第3节,第3节,-43.5,0.83,42.5,0.83,131.5,0.83,131.5,0.83,42.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,33.0,1.0,20180622074124.0,21077.0
365,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,131.5,0.83,130.5,0.83,-42.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,33.0,1.0,20180622074124.0,21077.0
366,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,33.0,1.0,20180622074124.0,21077.0
367,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,18.0,1.0,20180622074138.0,11077.0
368,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,18.0,1.0,20180622074138.0,11077.0
369,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,18.0,1.0,20180622074140.0,11077.0
370,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,7.0,18.0,0.0,20180622074140.0,11077.0
371,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,56.0,0.0,20180622074200.0,11077.0
372,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,56.0,1.0,20180622074200.0,11077.0
373,44.0,5.0,第3节,第3节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,,0.0,6.0,10.0,14.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,51.0,21.0,0.0,1.0,6.0,56.0,1.0,20180622074217.0,11077.0
