,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
225,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.77,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,34.0,0,,21077.0,1.2,0.63
226,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,15.0,0,,21077.0,1.2,0.63
227,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,15.0,0,,21077.0,1.2,0.63
228,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,58.0,0,,21077.0,1.2,0.63
229,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.83,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,58.0,0,,11077.0,1.2,0.63
230,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,0.83,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,58.0,0,,11077.0,1.2,0.63
231,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,0.71,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,58.0,0,,11077.0,1.2,0.63
232,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,1.0,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,37.0,0,,11077.0,1.2,0.63
233,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,0.87,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,37.0,0,,21077.0,1.2,0.63
234,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.8,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,37.0,0,,21077.0,1.2,0.63
235,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.77,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,37.0,0,,21077.0,1.2,0.63
236,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
237,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,11086.0,1.2,0.63
238,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
239,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.77,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
240,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.8,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
241,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.87,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
242,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.83,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
243,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.83,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
244,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.71,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,17.0,0,,21077.0,1.2,0.63
245,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,1.0,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,8.0,0,,21077.0,1.2,0.63
246,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,1.0,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,6.0,8.0,0,,11077.0,1.2,0.63
247,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,1.0,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,5.0,47.0,0,,21077.0,1.2,0.63
248,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,5.0,47.0,0,,21077.0,1.2,0.63
249,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.77,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,5.0,47.0,0,,21077.0,1.2,0.63
250,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.8,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,5.0,47.0,0,,21077.0,1.2,0.63
251,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.87,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,22.0,24.0,0.0,1.0,5.0,47.0,0,,21074.0,1.2,0.63
252,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.87,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,47.0,0,,11077.0,1.2,0.63
253,44.0,5.0,第2节,第2节,1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,1.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,47.0,0,,11077.0,1.2,0.63
254,44.0,5.0,第2节,第2节,-1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-1.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,47.0,0,,11077.0,1.2,0.63
255,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,47.0,0,,11077.0,1.2,0.63
256,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,32.0,0,,11077.0,1.2,0.63
257,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,1.0,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,32.0,0,,11077.0,1.2,0.63
258,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.71,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,32.0,0,,21077.0,1.2,0.63
259,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.87,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,32.0,0,,21077.0,1.2,0.63
260,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.8,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,32.0,0,,21077.0,1.2,0.63
261,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,1.1,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,32.0,0,,21077.0,1.2,0.63
262,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.66,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,21.0,0,,21077.0,1.2,0.63
263,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.66,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,21.0,0,,21077.0,1.2,0.63
264,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.66,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,21077.0,1.2,0.63
265,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,11077.0,1.2,0.63
266,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,11077.0,1.2,0.63
267,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,1.0,,0.0,1.0,6.0,4.0,4.0,3.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,11077.0,1.2,0.63
268,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.71,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,21086.0,1.2,0.63
269,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.77,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,11077.0,1.2,0.63
270,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.91,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,11077.0,1.2,0.63
271,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.87,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,11077.0,1.2,0.63
272,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.8,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,21077.0,1.2,0.63
273,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,21077.0,1.2,0.63
274,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.83,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,21077.0,1.2,0.63
275,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,1.0,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,5.0,1.0,0,,21077.0,1.2,0.63
276,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.71,,0.0,1.0,6.0,4.0,4.0,4.0,80.0,24.0,17.0,0.0,1.0,4.0,43.0,0,,21077.0,1.2,0.63
277,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.71,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,24.0,26.0,0.0,1.0,4.0,43.0,0,,21074.0,1.2,0.63
278,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.71,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,23.0,0,,11077.0,1.2,0.63
279,44.0,5.0,第2节,第2节,2.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,2.5,2.0,0.87,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,23.0,0,,11077.0,1.2,0.63
280,44.0,5.0,第2节,第2节,-2.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-2.5,2.0,0.8,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,23.0,0,,11077.0,1.2,0.63
281,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.8,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,23.0,0,,11077.0,1.2,0.63
282,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,1.25,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,23.0,0,,11077.0,1.2,0.63
283,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.0,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,5.0,0,,11077.0,1.2,0.63
284,44.0,5.0,第2节,第2节,3.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,3.5,2.0,0.83,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,5.0,0,,21077.0,1.2,0.63
285,44.0,5.0,第2节,第2节,-3.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-3.5,2.0,0.83,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,5.0,0,,21077.0,1.2,0.63
286,44.0,5.0,第2节,第2节,131.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,131.5,2.0,0.83,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,5.0,0,,21077.0,1.2,0.63
287,44.0,5.0,第2节,第2节,131.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,131.5,2.0,1.5,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,4.0,5.0,0,,21077.0,1.2,0.63
288,44.0,5.0,第2节,第2节,131.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,131.5,2.0,0.0,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,3.0,49.0,0,,21077.0,1.2,0.63
289,44.0,5.0,第2节,第2节,131.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,131.5,2.0,0.0,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,3.0,49.0,0,,11086.0,1.2,0.63
290,44.0,5.0,第2节,第2节,130.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,130.5,2.0,0.0,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,3.0,49.0,0,,21077.0,1.2,0.63
291,44.0,5.0,第2节,第2节,130.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,130.5,2.0,0.0,,0.0,1.0,7.0,4.0,4.0,4.0,80.0,26.0,17.0,0.0,1.0,3.0,46.0,0,,21077.0,1.2,0.63
292,44.0,5.0,第2节,第2节,130.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,130.5,2.0,0.0,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,26.0,29.0,0.0,1.0,3.0,46.0,0,,21075.0,1.2,0.63
293,44.0,5.0,第2节,第2节,130.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,130.5,2.0,0.0,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
294,44.0,5.0,第2节,第2节,5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,5.5,2.0,0.87,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
295,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.8,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
296,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.8,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
297,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.0,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
298,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.0,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,11086.0,1.2,0.63
299,44.0,5.0,第2节,第2节,6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,6.5,2.0,0.83,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,21077.0,1.2,0.63
300,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,21077.0,1.2,0.63
301,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.0,,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,21077.0,1.2,0.63
302,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.0,1:1,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,21078.0,1.2,0.63
303,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.87,1:1,0.0,2.0,7.0,4.0,4.0,4.0,80.0,29.0,17.0,0.0,1.0,3.0,46.0,0,,21078.0,1.2,0.63
304,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.8,1:1,0.0,2.0,7.0,5.0,4.0,4.0,83.3,29.0,30.0,0.0,1.0,3.0,46.0,0,,21079.0,1.2,0.63
305,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.8,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
306,44.0,5.0,第2节,第2节,7.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,7.5,2.0,0.8,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
307,44.0,5.0,第2节,第2节,-7.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-7.5,2.0,0.87,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
308,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.87,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
309,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
310,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
311,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.83,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
312,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.83,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,46.0,0,,11077.0,1.2,0.63
313,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.83,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,26.0,0,,11077.0,1.2,0.63
314,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.0,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,26.0,0,,21077.0,1.2,0.63
315,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.0,,0.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,6.0,0,,21077.0,1.2,0.63
316,44.0,5.0,第2节,第2节,133.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,133.5,2.0,0.0,,1.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,6.0,0,,11086.0,1.2,0.63
317,44.0,5.0,第2节,第2节,8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,8.5,2.0,0.0,,1.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,6.0,0,,21077.0,1.2,0.63
318,44.0,5.0,第2节,第2节,-8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-8.5,2.0,0.0,,1.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,6.0,0,,21077.0,1.2,0.63
319,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.0,,1.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,6.0,0,,21077.0,1.2,0.63
320,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.0,,1.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,3.0,6.0,0,,21077.0,1.2,0.63
321,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.0,,1.0,2.0,7.0,5.0,4.0,4.0,83.3,30.0,17.0,0.0,1.0,2.0,51.0,0,,21077.0,1.2,0.63
322,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,30.0,33.0,0.0,1.0,2.0,51.0,0,,21075.0,1.2,0.63
323,44.0,5.0,第2节,第2节,132.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,132.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11077.0,1.2,0.63
324,44.0,5.0,第2节,第2节,10.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,10.5,2.0,0.87,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11077.0,1.2,0.63
325,44.0,5.0,第2节,第2节,-10.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-10.5,2.0,0.8,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11077.0,1.2,0.63
