,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,128.5,0.9090909090909091,128.5,0.7692307692307693,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,7.0,3.0,0,20180924162557,11077
1,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,128.5,0.9090909090909091,128.5,0.7692307692307693,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,7.0,3.0,1.0,20180924162605.0,11077
2,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,128.5,0.8695652173913043,128.5,0.8,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,7.0,1.0,1.0,20180924162606.0,21077.0
3,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,128.5,0.8,128.5,0.8695652173913043,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,55.0,1.0,20180924162613.0,11077.0
4,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,128.5,0.7692307692307693,128.5,0.9090909090909091,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,52.0,0.0,20180924162616.0,11077.0
5,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,128.5,0.7692307692307693,128.5,0.9090909090909091,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,52.0,0.0,20180924162617.0,21077.0
6,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,128.5,0.7692307692307693,128.5,0.9090909090909091,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,52.0,0.0,20180924162632.0,11077.0
7,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,128.5,0.7692307692307693,128.5,0.9090909090909091,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,52.0,1.0,20180924162634.0,11077.0
8,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,127.5,0.8695652173913043,127.5,0.8,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,43.0,1.0,20180924162642.0,11077.0
9,4.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,127.5,0.7692307692307693,127.5,0.9090909090909091,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,35.0,1.0,20180924162650.0,11077.0
10,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,126.5,0.9090909090909091,126.5,0.7692307692307693,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,32.0,1.0,20180924162653.0,21077.0
11,4.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,23.0,1.0,20180924162701.0,21077.0
12,4.0,27.5,0.8,-27.5,0.8695652173913043,125.5,1.0,125.5,0.7142857142857143,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,15.0,1.0,20180924162710.0,21077.0
13,4.0,27.5,0.8,-27.5,0.8695652173913043,125.5,0.8333333333333334,125.5,0.8333333333333334,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,7.0,1.0,20180924162718.0,21077.0
14,4.0,28.5,0.8,-28.5,0.8695652173913043,125.5,0.7692307692307693,125.5,0.9090909090909091,,,,2.0,3,23.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,65.0,40,0,1,6.0,4.0,1.0,20180924162721.0,11077.0
15,4.0,29.5,0.7692307692307693,-29.5,0.9090909090909091,127.5,0.8,127.5,0.8695652173913043,,^,,2.0,3,24.0,13.0,13.0,5.0,2,3,2.0,0.0,92.9,35.7,67.0,40,0,1,6.0,3.0,1.0,20180924162722.0,11074^21077
