,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
23,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,28.0,1.0,20181104040143.0,11077.0
24,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,19.0,1.0,20181104040151.0,11077.0
25,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,16.0,0.0,20181104040155.0,11077.0
26,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,16.0,1.0,20181104040155.0,11077.0
27,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,15.0,0.0,20181104040156.0,11077.0
28,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,14.0,0.0,20181104040157.0,11077.0
29,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,13.0,0.0,20181104040200.0,11077.0
30,,,4.0,9.5,0.0,-9.5,0.0,1.0,^,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,17.0,0.0,20181104040206.0,21086^11077
31,,,4.0,9.5,0.0,-9.5,0.0,1.0,1:2,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,71.4,77.8,73.7,115,106,0,1,0.0,17.0,0.0,20181104040214.0,11078.0
32,,,4.0,10.5,0.0,-10.5,0.0,1.0,1:2^2:2,11,13,34.0,33,26,15.0,14,14,1.0,2,1,6.0,5,5,78.9,77.8,73.7,116,106,0,1,0.0,17.0,0.0,20181104040221.0,11079^11078
33,,,4.0,10.5,0.0,-10.5,0.0,1.0,2:2^,11,13,34.0,33,26,16.0,14,14,1.0,2,1,6.0,5,5,80.0,77.8,73.7,117,106,0,1,0.0,17.0,0.0,20181104040233.0,11079^21077
34,,,4.0,10.5,0.0,-10.5,0.0,1.0,,11,13,34.0,33,26,16.0,14,14,1.0,2,1,6.0,5,5,80.0,77.8,73.7,117,106,0,1,0.0,17.0,1.0,20181104040305.0,21077.0
35,,,4.0,9.5,0.0,-9.5,0.0,1.0,^,11,13,27.0,33,26,16.0,14,14,1.0,2,1,6.0,5,5,80.0,77.8,73.7,117,108,0,1,0.0,13.0,1.0,20181104040309.0,21074^11077
36,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,16.0,14,14,1.0,2,1,6.0,5,5,80.0,77.8,73.7,117,108,0,1,0.0,13.0,0.0,20181104040309.0,11077.0
37,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,16.0,14,14,1.0,2,1,6.0,5,5,80.0,77.8,73.7,117,108,0,1,0.0,11.0,0.0,20181104040310.0,11077.0
38,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,16.0,14,14,1.0,2,1,6.0,5,5,80.0,77.8,73.7,117,108,0,1,0.0,15.0,1.0,20181104040313.0,11077.0
39,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,16.0,14,14,1.0,2,1,6.0,5,5,80.0,77.8,73.7,117,108,0,1,0.0,6.0,0.0,20181104040321.0,11077.0
40,,,4.0,9.5,0.0,-9.5,0.0,1.0,^,11,13,27.0,33,26,16.0,14,14,1.0,2,1,7.0,5,5,80.0,77.8,73.7,117,108,0,1,0.0,6.0,0.0,20181104040334.0,21086^11077
41,,,4.0,9.5,0.0,-9.5,0.0,1.0,1:2,11,13,27.0,33,26,16.0,14,14,1.0,2,1,7.0,5,5,80.0,77.8,73.7,117,108,0,1,0.0,6.0,0.0,20181104040336.0,11078.0
42,,,4.0,10.5,0.0,-10.5,0.0,1.0,1:2^2:2,11,13,27.0,33,26,17.0,14,14,1.0,2,1,7.0,5,5,81.0,77.8,73.7,118,108,0,1,0.0,6.0,0.0,20181104040351.0,11079^11078
43,,,4.0,9.5,0.0,-9.5,0.0,1.0,2:2^,11,13,27.0,33,26,17.0,14,14,1.0,2,1,7.0,5,5,77.3,77.8,73.7,118,108,0,1,0.0,6.0,1.0,20181104040411.0,11080^21077
44,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,17.0,14,14,1.0,2,1,7.0,5,5,77.3,77.8,73.7,118,108,0,1,0.0,6.0,1.0,20181104040412.0,21077.0
45,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,17.0,14,14,1.0,2,1,7.0,5,5,77.3,77.8,73.7,118,108,0,1,0.0,0.0,0.0,20181104040418.0,21077.0
46,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,17.0,14,14,1.0,2,1,7.0,5,5,77.3,77.8,73.7,118,108,0,1,0.0,0.0,0.0,20181104040424.0,21077.0
47,,,4.0,9.5,0.0,-9.5,0.0,1.0,,11,13,27.0,33,26,17.0,14,14,1.0,2,1,7.0,5,5,77.3,77.8,73.7,118,108,0,1,0.0,0.0,0.0,20181104040424.0,1084.0
