,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,2.5,0.83,-2.5,0.83,155.5,0.83,155.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,1.1,0.66,
1,,,,第1节,2.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,-1.5,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,1.1,0.66,
2,,,,第1节,1.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,1.5,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8,
3,,,,第1节,1.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,1.5,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8,
4,,,,第1节,1.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,1.5,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8,
5,,,,第1节,1.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,1.5,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8,
6,,,,第1节,1.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,1.5,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8,
7,,,,第1节,1.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,1.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.87,0.8,
8,,,,第1节,1.5,0.8,-1.5,0.87,155.5,0.83,155.5,0.83,1.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,11077.0,0.87,0.8,
9,,,,第1节,1.5,0.8,-1.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,21077.0,0.87,0.8,
10,,,,第1节,1.5,0.8,-1.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,47.0,0,,21077.0,0.87,0.8,
11,,,,第1节,1.5,0.8,-1.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,47.0,0,,21077.0,0.87,0.8,
12,,,,第1节,1.5,0.8,-1.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,28.0,0,,21077.0,0.87,0.8,
13,,,,第1节,1.5,0.8,-1.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,3.0,0.0,1,9.0,GD,28.0,0,,21075.0,0.87,0.8,"0.30,0.41"
14,,,,第1节,1.5,0.8,-1.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,28.0,0,,11077.0,0.87,0.8,
15,,,,第1节,1.5,0.87,2.5,0.8,154.5,0.83,154.5,0.83,2.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,28.0,0,,11077.0,0.87,0.8,
16,,,,第1节,-2.5,0.87,2.5,0.8,154.5,0.83,156.5,0.83,-2.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,28.0,0,,11077.0,0.87,0.8,
17,,,,第1节,-2.5,0.87,2.5,0.8,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,28.0,0,,11077.0,0.87,0.8,
18,,,,第1节,-2.5,0.87,2.5,0.8,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,11077.0,0.66,1.1,
19,,,,第1节,-2.5,0.87,2.5,0.8,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,21086.0,0.66,1.1,
20,,,,第1节,-2.5,0.87,2.5,0.8,155.5,0.83,155.5,0.83,155.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,11077.0,0.66,1.1,
21,,,,第1节,-2.5,0.87,2.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,11077.0,0.66,1.1,
22,,,,第1节,-2.5,0.83,1.5,0.83,155.5,0.83,155.5,0.83,1.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,11077.0,0.66,1.1,
23,,,,第1节,-1.5,0.83,1.5,0.83,155.5,0.83,156.5,0.83,-1.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,11077.0,0.66,1.1,
24,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,9.0,GD,17.0,0,,11077.0,0.66,1.1,
25,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,1:2,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,9.0,GD,17.0,0,,11078.0,0.77,0.91,
26,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,1:2,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,100.0,0.0,1.0,0.0,0.0,1,9.0,GD,17.0,0,,11079.0,0.77,0.91,"0.80,0.50"
27,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,2:2,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,100.0,0.0,3.0,1.0,0.0,1,9.0,GD,17.0,0,,11078.0,0.77,0.91,"0.80,0.50"
28,,,,第1节,-1.5,0.87,1.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,2:2,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,100.0,0.0,3.0,1.0,0.0,1,9.0,GD,17.0,0,,11078.0,0.77,0.91,"0.80,0.50"
29,,,,第1节,-1.5,0.87,1.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,2:2,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,17.0,0,,11080.0,0.8,0.87,"0.80,0.50"
30,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,17.0,0,,21077.0,0.8,0.87,
31,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,16.0,0,,11077.0,0.77,0.91,
32,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,16.0,0,,21077.0,0.77,0.91,
33,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,13.0,0,,21077.0,0.77,0.91,
34,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,13.0,0,,21077.0,0.77,0.91,
35,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,6.0,0,,21077.0,0.77,0.91,
36,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,6.0,0,,11077.0,0.77,0.91,
37,,,,第1节,-1.5,0.83,1.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,50.0,0.0,3.0,1.0,0.0,1,9.0,GD,2.0,0,,11077.0,0.77,0.91,
