,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,13.5,0.8,-13.5,0.8695652173913043,169.5,0.8333333333333334,169.5,0.8333333333333334,,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,10.0,0.0,0,20181021001933,01082,9.5,0.025
1,,,4.0,13.5,0.8,-13.5,0.8695652173913043,169.5,0.8333333333333334,169.5,0.8333333333333334,19.0,^,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,10.0,0.0,1.0,20181021002201.0,01090^21077,9.5,0.025
2,,,4.0,13.5,0.8,-13.5,0.8695652173913043,169.5,0.8333333333333334,169.5,0.8333333333333334,19.0,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,9.0,59.0,1.0,20181021002202.0,11077.0,9.5,0.025
3,,,4.0,13.5,0.8,-13.5,0.8695652173913043,168.5,0.8695652173913043,168.5,0.8,19.0,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,9.0,50.0,1.0,20181021002210.0,11077.0,9.5,0.025
4,,,4.0,13.5,0.8,-13.5,0.8695652173913043,168.5,0.8,168.5,0.8695652173913043,19.0,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,9.0,42.0,1.0,20181021002218.0,11077.0,10.0,0.02
5,,,4.0,13.5,0.8,-13.5,0.8695652173913043,167.5,0.8695652173913043,167.5,0.8,19.0,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,9.0,38.0,0.0,20181021002222.0,11077.0,10.0,0.02
6,,,4.0,13.5,0.8,-13.5,0.8695652173913043,167.5,0.8695652173913043,167.5,0.8,19.0,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,9.0,38.0,0.0,20181021002231.0,11077.0,9.5,0.025
7,,,4.0,13.5,0.8,-13.5,0.8695652173913043,167.5,0.8695652173913043,167.5,0.8,19.0,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,9.0,38.0,1.0,20181021002232.0,21077.0,9.5,0.025
8,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,167.5,0.8,167.5,0.8695652173913043,19.0,,9.0,6.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,58,0,1,9.0,29.0,1.0,20181021002240.0,21077.0,10.0,0.02
9,,,4.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,170.5,0.8333333333333334,170.5,0.8333333333333334,19.0,^,9.0,7.0,17.0,15.0,9.0,10,4.0,2.0,0.0,0.0,90.0,83.3,70,61,0,1,9.0,25.0,1.0,20181021002245.0,21075^11077,7.25,0.05555555555555555
